model,scenario,year,catchment,week,value
panta,ref,2020,WDRS1,45,76.748
panta,ref,2020,WDRS1,46,86.053
panta,ref,2020,WDRS1,47,66.537
panta,ref,2020,WDRS1,48,86.556
panta,ref,2020,WDRS1,49,138.861
panta,ref,2020,WDRS1,50,117.3
panta,ref,2020,WDRS1,51,88.391
panta,ref,2020,WDRS1,52,97.141
panta,ref,2020,WDRS1,53,203.953
panta,ref,2020,ohrid,1,26.837
panta,ref,2020,ohrid,2,31.201
panta,ref,2020,ohrid,3,31.663
panta,ref,2020,ohrid,4,34.388
panta,ref,2020,ohrid,5,33.229
panta,ref,2020,ohrid,6,31.233
panta,ref,2020,ohrid,7,29.421
panta,ref,2020,ohrid,8,27.714
panta,ref,2020,ohrid,9,29.755
panta,ref,2020,ohrid,10,31.7
panta,ref,2020,ohrid,11,31.131
panta,ref,2020,ohrid,12,30.553
panta,ref,2020,ohrid,13,30.524
panta,ref,2020,ohrid,14,31.124
panta,ref,2020,ohrid,15,33.059
panta,ref,2020,ohrid,16,36.465
panta,ref,2020,ohrid,17,34.878
panta,ref,2020,ohrid,18,35.027
panta,ref,2020,ohrid,19,33.176
panta,ref,2020,ohrid,20,31.03
panta,ref,2020,ohrid,21,29.229
panta,ref,2020,ohrid,22,30.18
panta,ref,2020,ohrid,23,31.064
panta,ref,2020,ohrid,24,25.328
panta,ref,2020,ohrid,25,25.892
panta,ref,2020,ohrid,26,30.548
panta,ref,2020,ohrid,27,28.965
panta,ref,2020,ohrid,28,24.311
panta,ref,2020,ohrid,29,23.379
panta,ref,2020,ohrid,30,25.293
panta,ref,2020,ohrid,31,24.085
panta,ref,2020,ohrid,32,22.808
panta,ref,2020,ohrid,33,20.251
panta,ref,2020,ohrid,34,23.015
panta,ref,2020,ohrid,35,18.792
panta,ref,2020,ohrid,36,17.594
panta,ref,2020,ohrid,37,16.348
panta,ref,2020,ohrid,38,16.147
panta,ref,2020,ohrid,39,17.096
panta,ref,2020,ohrid,40,19.013
panta,ref,2020,ohrid,41,20.197
panta,ref,2020,ohrid,42,19.626
panta,ref,2020,ohrid,43,25.665
panta,ref,2020,ohrid,44,24.189
panta,ref,2020,ohrid,45,26.439
panta,ref,2020,ohrid,46,23.102
panta,ref,2020,ohrid,47,24.419
panta,ref,2020,ohrid,48,23.213
panta,ref,2020,ohrid,49,22.669
panta,ref,2020,ohrid,50,21.993
panta,ref,2020,ohrid,51,24.761
panta,ref,2020,ohrid,52,24.604
panta,ref,2020,ohrid,53,34.992
