,Date,value,catchment,scenario,model
186,1981-07-06,19.73760033,spilj,REF,e_hype
187,1981-07-07,19.67200089,spilj,REF,e_hype
188,1981-07-08,19.56130028,spilj,REF,e_hype
189,1981-07-09,19.27560043,spilj,REF,e_hype
190,1981-07-10,19.25559998,spilj,REF,e_hype
191,1981-07-11,19.05459976,spilj,REF,e_hype
192,1981-07-12,19.38610077,spilj,REF,e_hype
193,1981-07-13,28.29570007,spilj,REF,e_hype
194,1981-07-14,30.69459915,spilj,REF,e_hype
195,1981-07-15,29.72680092,spilj,REF,e_hype
196,1981-07-16,30.18050003,spilj,REF,e_hype
197,1981-07-17,29.83099937,spilj,REF,e_hype
198,1981-07-18,28.81439972,spilj,REF,e_hype
199,1981-07-19,27.77230072,spilj,REF,e_hype
200,1981-07-20,27.20759964,spilj,REF,e_hype
201,1981-07-21,26.33029938,spilj,REF,e_hype
202,1981-07-22,25.17180061,spilj,REF,e_hype
203,1981-07-23,23.96120071,spilj,REF,e_hype
204,1981-07-24,22.81200027,spilj,REF,e_hype
205,1981-07-25,21.7371006,spilj,REF,e_hype
206,1981-07-26,21.08790016,spilj,REF,e_hype
207,1981-07-27,21.02529907,spilj,REF,e_hype
208,1981-07-28,21.07830048,spilj,REF,e_hype
209,1981-07-29,20.99029922,spilj,REF,e_hype
210,1981-07-30,20.59499931,spilj,REF,e_hype
211,1981-07-31,20.0223999,spilj,REF,e_hype
212,1981-08-01,19.53149986,spilj,REF,e_hype
213,1981-08-02,19.08589935,spilj,REF,e_hype
214,1981-08-03,18.63229942,spilj,REF,e_hype
215,1981-08-04,18.48390007,spilj,REF,e_hype
216,1981-08-05,18.66530037,spilj,REF,e_hype
217,1981-08-06,19.14139938,spilj,REF,e_hype
218,1981-08-07,20.0345993,spilj,REF,e_hype
219,1981-08-08,21.92720032,spilj,REF,e_hype
220,1981-08-09,23.07049942,spilj,REF,e_hype
221,1981-08-10,23.54710007,spilj,REF,e_hype
222,1981-08-11,23.4239006,spilj,REF,e_hype
223,1981-08-12,22.84370041,spilj,REF,e_hype
224,1981-08-13,11.85309982,spilj,REF,e_hype
225,1981-08-14,10.68669987,spilj,REF,e_hype
226,1981-08-15,16.52370071,spilj,REF,e_hype
227,1981-08-16,19.91950035,spilj,REF,e_hype
228,1981-08-17,19.65500069,spilj,REF,e_hype
229,1981-08-18,18.40789986,spilj,REF,e_hype
230,1981-08-19,22.88240051,spilj,REF,e_hype
231,1981-08-20,24.76709938,spilj,REF,e_hype
232,1981-08-21,23.68040085,spilj,REF,e_hype
233,1981-08-22,22.8484993,spilj,REF,e_hype
234,1981-08-23,21.70100021,spilj,REF,e_hype
235,1981-08-24,21.49559975,spilj,REF,e_hype
236,1981-08-25,31.6317997,spilj,REF,e_hype
237,1981-08-26,35.16749954,spilj,REF,e_hype
238,1981-08-27,32.56069946,spilj,REF,e_hype
239,1981-08-28,28.93440056,spilj,REF,e_hype
240,1981-08-29,25.76409912,spilj,REF,e_hype
241,1981-08-30,23.01079941,spilj,REF,e_hype
242,1981-08-31,20.62549973,spilj,REF,e_hype
243,1981-09-01,18.48200035,spilj,REF,e_hype
244,1981-09-02,16.58939934,spilj,REF,e_hype
245,1981-09-03,14.99310017,spilj,REF,e_hype
246,1981-09-04,20.58869934,spilj,REF,e_hype
247,1981-09-05,21.55719948,spilj,REF,e_hype
248,1981-09-06,38.78749847,spilj,REF,e_hype
249,1981-09-07,43.3083992,spilj,REF,e_hype
250,1981-09-08,40.16490173,spilj,REF,e_hype
251,1981-09-09,34.34199905,spilj,REF,e_hype
252,1981-09-10,29.27169991,spilj,REF,e_hype
253,1981-09-11,25.62689972,spilj,REF,e_hype
254,1981-09-12,23.93470001,spilj,REF,e_hype
255,1981-09-13,22.53450012,spilj,REF,e_hype
256,1981-09-14,21.03289986,spilj,REF,e_hype
257,1981-09-15,36.88809967,spilj,REF,e_hype
258,1981-09-16,37.86949921,spilj,REF,e_hype
259,1981-09-17,32.00270081,spilj,REF,e_hype
260,1981-09-18,26.57959938,spilj,REF,e_hype
261,1981-09-19,22.7845993,spilj,REF,e_hype
262,1981-09-20,20.16110039,spilj,REF,e_hype
263,1981-09-21,18.15229988,spilj,REF,e_hype
264,1981-09-22,16.51390076,spilj,REF,e_hype
265,1981-09-23,15.12660027,spilj,REF,e_hype
266,1981-09-24,13.88449955,spilj,REF,e_hype
267,1981-09-25,12.87520027,spilj,REF,e_hype
268,1981-09-26,11.90610027,spilj,REF,e_hype
269,1981-09-27,11.01609993,spilj,REF,e_hype
270,1981-09-28,12.56050014,spilj,REF,e_hype
271,1981-09-29,49.17359924,spilj,REF,e_hype
272,1981-09-30,51.56579971,spilj,REF,e_hype
273,1981-10-01,42.47169876,spilj,REF,e_hype
274,1981-10-02,33.95920181,spilj,REF,e_hype
275,1981-10-03,44.86579895,spilj,REF,e_hype
276,1981-10-04,46.13100052,spilj,REF,e_hype
277,1981-10-05,40.37779999,spilj,REF,e_hype
278,1981-10-06,34.29930115,spilj,REF,e_hype
279,1981-10-07,29.46719933,spilj,REF,e_hype
280,1981-10-08,25.9151001,spilj,REF,e_hype
281,1981-10-09,23.27689934,spilj,REF,e_hype
282,1981-10-10,21.16180038,spilj,REF,e_hype
283,1981-10-11,19.36770058,spilj,REF,e_hype
284,1981-10-12,17.89710045,spilj,REF,e_hype
285,1981-10-13,30.30599976,spilj,REF,e_hype
286,1981-10-14,33.86859894,spilj,REF,e_hype
287,1981-10-15,30.33069992,spilj,REF,e_hype
288,1981-10-16,26.2234993,spilj,REF,e_hype
289,1981-10-17,23.10110092,spilj,REF,e_hype
290,1981-10-18,20.79000092,spilj,REF,e_hype
291,1981-10-19,18.95059967,spilj,REF,e_hype
292,1981-10-20,17.3946991,spilj,REF,e_hype
293,1981-10-21,16.05690002,spilj,REF,e_hype
294,1981-10-22,15.25790024,spilj,REF,e_hype
295,1981-10-23,55.36389923,spilj,REF,e_hype
296,1981-10-24,124.697998,spilj,REF,e_hype
297,1981-10-25,128.3580017,spilj,REF,e_hype
298,1981-10-26,107.0903015,spilj,REF,e_hype
299,1981-10-27,231.1242065,spilj,REF,e_hype
300,1981-10-28,234.9129944,spilj,REF,e_hype
301,1981-10-29,189.5780029,spilj,REF,e_hype
302,1981-10-30,144.7229004,spilj,REF,e_hype
303,1981-10-31,113.2449036,spilj,REF,e_hype
304,1981-11-01,91.6710968,spilj,REF,e_hype
305,1981-11-02,76.07099915,spilj,REF,e_hype
306,1981-11-03,64.54920197,spilj,REF,e_hype
307,1981-11-04,56.35010147,spilj,REF,e_hype
308,1981-11-05,50.48249817,spilj,REF,e_hype
309,1981-11-06,46.53739929,spilj,REF,e_hype
310,1981-11-07,45.83240128,spilj,REF,e_hype
311,1981-11-08,45.22439957,spilj,REF,e_hype
312,1981-11-09,45.62440109,spilj,REF,e_hype
313,1981-11-10,44.61489868,spilj,REF,e_hype
314,1981-11-11,42.82030106,spilj,REF,e_hype
315,1981-11-12,41.02769852,spilj,REF,e_hype
316,1981-11-13,39.45439911,spilj,REF,e_hype
317,1981-11-14,38.35649872,spilj,REF,e_hype
318,1981-11-15,43.05410004,spilj,REF,e_hype
319,1981-11-16,46.89550018,spilj,REF,e_hype
320,1981-11-17,48.06470108,spilj,REF,e_hype
321,1981-11-18,46.60749817,spilj,REF,e_hype
322,1981-11-19,43.96220016,spilj,REF,e_hype
323,1981-11-20,41.28350067,spilj,REF,e_hype
324,1981-11-21,40.55390167,spilj,REF,e_hype
325,1981-11-22,39.75759888,spilj,REF,e_hype
326,1981-11-23,38.72079849,spilj,REF,e_hype
327,1981-11-24,38.81079865,spilj,REF,e_hype
328,1981-11-25,40.50279999,spilj,REF,e_hype
329,1981-11-26,43.82830048,spilj,REF,e_hype
330,1981-11-27,45.12649918,spilj,REF,e_hype
331,1981-11-28,43.97330093,spilj,REF,e_hype
332,1981-11-29,46.92029953,spilj,REF,e_hype
333,1981-11-30,51.22489929,spilj,REF,e_hype
334,1981-12-01,50.52099991,spilj,REF,e_hype
335,1981-12-02,52.50260162,spilj,REF,e_hype
336,1981-12-03,56.55099869,spilj,REF,e_hype
337,1981-12-04,55.30089951,spilj,REF,e_hype
338,1981-12-05,51.72259903,spilj,REF,e_hype
339,1981-12-06,47.62250137,spilj,REF,e_hype
340,1981-12-07,59.45370102,spilj,REF,e_hype
341,1981-12-08,71.60250092,spilj,REF,e_hype
342,1981-12-09,90.57289886,spilj,REF,e_hype
343,1981-12-10,102.243103,spilj,REF,e_hype
344,1981-12-11,112.6308975,spilj,REF,e_hype
345,1981-12-12,173.8291931,spilj,REF,e_hype
346,1981-12-13,277.7073059,spilj,REF,e_hype
347,1981-12-14,288.2387085,spilj,REF,e_hype
348,1981-12-15,248.4196014,spilj,REF,e_hype
349,1981-12-16,228.0393066,spilj,REF,e_hype
350,1981-12-17,207.3582001,spilj,REF,e_hype
351,1981-12-18,188.1670074,spilj,REF,e_hype
352,1981-12-19,195.2891998,spilj,REF,e_hype
353,1981-12-20,196.5644989,spilj,REF,e_hype
354,1981-12-21,190.6802063,spilj,REF,e_hype
355,1981-12-22,174.9759979,spilj,REF,e_hype
356,1981-12-23,153.5050049,spilj,REF,e_hype
357,1981-12-24,140.1932983,spilj,REF,e_hype
358,1981-12-25,169.2597046,spilj,REF,e_hype
359,1981-12-26,186.8370972,spilj,REF,e_hype
360,1981-12-27,187.3076935,spilj,REF,e_hype
361,1981-12-28,172.9277954,spilj,REF,e_hype
362,1981-12-29,150.1000977,spilj,REF,e_hype
363,1981-12-30,153.1351929,spilj,REF,e_hype
364,1981-12-31,153.0397949,spilj,REF,e_hype
365,1982-01-01,150.2218018,spilj,REF,e_hype
366,1982-01-02,154.0986023,spilj,REF,e_hype
367,1982-01-03,161.0921021,spilj,REF,e_hype
368,1982-01-04,153.7368011,spilj,REF,e_hype
369,1982-01-05,138.0623016,spilj,REF,e_hype
370,1982-01-06,120.7256012,spilj,REF,e_hype
371,1982-01-07,107.8012009,spilj,REF,e_hype
372,1982-01-08,96.2766037,spilj,REF,e_hype
373,1982-01-09,86.98950195,spilj,REF,e_hype
374,1982-01-10,85.02980042,spilj,REF,e_hype
375,1982-01-11,92.05310059,spilj,REF,e_hype
376,1982-01-12,103.1728973,spilj,REF,e_hype
377,1982-01-13,110.966301,spilj,REF,e_hype
378,1982-01-14,109.9377975,spilj,REF,e_hype
379,1982-01-15,102.4235992,spilj,REF,e_hype
380,1982-01-16,93.05190277,spilj,REF,e_hype
381,1982-01-17,84.21759796,spilj,REF,e_hype
382,1982-01-18,76.67209625,spilj,REF,e_hype
383,1982-01-19,70.29879761,spilj,REF,e_hype
384,1982-01-20,65.02700043,spilj,REF,e_hype
385,1982-01-21,60.78720093,spilj,REF,e_hype
386,1982-01-22,57.47119904,spilj,REF,e_hype
387,1982-01-23,54.75080109,spilj,REF,e_hype
388,1982-01-24,52.60290146,spilj,REF,e_hype
389,1982-01-25,50.65610123,spilj,REF,e_hype
390,1982-01-26,48.75170135,spilj,REF,e_hype
391,1982-01-27,46.94580078,spilj,REF,e_hype
392,1982-01-28,45.34120178,spilj,REF,e_hype
393,1982-01-29,43.9530983,spilj,REF,e_hype
394,1982-01-30,42.62549973,spilj,REF,e_hype
395,1982-01-31,41.37680054,spilj,REF,e_hype
396,1982-02-01,41.67739868,spilj,REF,e_hype
397,1982-02-02,41.71030045,spilj,REF,e_hype
398,1982-02-03,41.16960144,spilj,REF,e_hype
399,1982-02-04,40.28269958,spilj,REF,e_hype
400,1982-02-05,39.27500153,spilj,REF,e_hype
401,1982-02-06,38.25719833,spilj,REF,e_hype
402,1982-02-07,37.26649857,spilj,REF,e_hype
403,1982-02-08,36.30400085,spilj,REF,e_hype
404,1982-02-09,35.45259857,spilj,REF,e_hype
405,1982-02-10,34.70589828,spilj,REF,e_hype
406,1982-02-11,33.99689865,spilj,REF,e_hype
407,1982-02-12,33.29539871,spilj,REF,e_hype
408,1982-02-13,32.61529922,spilj,REF,e_hype
409,1982-02-14,31.96010017,spilj,REF,e_hype
410,1982-02-15,31.30340004,spilj,REF,e_hype
411,1982-02-16,30.78109932,spilj,REF,e_hype
412,1982-02-17,30.29140091,spilj,REF,e_hype
413,1982-02-18,30.22669983,spilj,REF,e_hype
414,1982-02-19,30.16760063,spilj,REF,e_hype
415,1982-02-20,30.02409935,spilj,REF,e_hype
416,1982-02-21,29.81130028,spilj,REF,e_hype
417,1982-02-22,29.68190002,spilj,REF,e_hype
418,1982-02-23,29.38360023,spilj,REF,e_hype
419,1982-02-24,29.24720001,spilj,REF,e_hype
420,1982-02-25,32.29230118,spilj,REF,e_hype
421,1982-02-26,37.72389984,spilj,REF,e_hype
422,1982-02-27,40.21300125,spilj,REF,e_hype
423,1982-02-28,41.76589966,spilj,REF,e_hype
424,1982-03-01,42.22480011,spilj,REF,e_hype
425,1982-03-02,42.08850098,spilj,REF,e_hype
426,1982-03-03,43.4292984,spilj,REF,e_hype
427,1982-03-04,44.72180176,spilj,REF,e_hype
428,1982-03-05,46.31510162,spilj,REF,e_hype
429,1982-03-06,51.3647995,spilj,REF,e_hype
430,1982-03-07,55.66740036,spilj,REF,e_hype
431,1982-03-08,58.81719971,spilj,REF,e_hype
432,1982-03-09,58.18119812,spilj,REF,e_hype
433,1982-03-10,55.54380035,spilj,REF,e_hype
434,1982-03-11,55.67589951,spilj,REF,e_hype
435,1982-03-12,59.7519989,spilj,REF,e_hype
436,1982-03-13,63.41699982,spilj,REF,e_hype
437,1982-03-14,63.86629868,spilj,REF,e_hype
438,1982-03-15,65.99169922,spilj,REF,e_hype
439,1982-03-16,64.73619843,spilj,REF,e_hype
440,1982-03-17,61.54140091,spilj,REF,e_hype
441,1982-03-18,58.32099915,spilj,REF,e_hype
442,1982-03-19,70.46130371,spilj,REF,e_hype
443,1982-03-20,78.10019684,spilj,REF,e_hype
444,1982-03-21,79.54940033,spilj,REF,e_hype
445,1982-03-22,78.48480225,spilj,REF,e_hype
446,1982-03-23,74.97100067,spilj,REF,e_hype
447,1982-03-24,71.55210114,spilj,REF,e_hype
448,1982-03-25,67.06009674,spilj,REF,e_hype
449,1982-03-26,61.83029938,spilj,REF,e_hype
450,1982-03-27,57.11199951,spilj,REF,e_hype
451,1982-03-28,56.38330078,spilj,REF,e_hype
452,1982-03-29,61.27119827,spilj,REF,e_hype
453,1982-03-30,99.0298996,spilj,REF,e_hype
454,1982-03-31,129.5538025,spilj,REF,e_hype
455,1982-04-01,149.6853027,spilj,REF,e_hype
456,1982-04-02,157.0773926,spilj,REF,e_hype
457,1982-04-03,154.0785065,spilj,REF,e_hype
458,1982-04-04,148.8233032,spilj,REF,e_hype
459,1982-04-05,138.9996033,spilj,REF,e_hype
460,1982-04-06,130.4170074,spilj,REF,e_hype
461,1982-04-07,127.7144012,spilj,REF,e_hype
462,1982-04-08,128.0018005,spilj,REF,e_hype
463,1982-04-09,128.6300049,spilj,REF,e_hype
464,1982-04-10,126.9674988,spilj,REF,e_hype
465,1982-04-11,115.7949982,spilj,REF,e_hype
466,1982-04-12,103.0194016,spilj,REF,e_hype
467,1982-04-13,94.24140167,spilj,REF,e_hype
468,1982-04-14,91.59629822,spilj,REF,e_hype
469,1982-04-15,91.74310303,spilj,REF,e_hype
470,1982-04-16,89.93099976,spilj,REF,e_hype
471,1982-04-17,85.62030029,spilj,REF,e_hype
472,1982-04-18,80.41950226,spilj,REF,e_hype
473,1982-04-19,75.35949707,spilj,REF,e_hype
474,1982-04-20,70.57080078,spilj,REF,e_hype
475,1982-04-21,67.17009735,spilj,REF,e_hype
476,1982-04-22,63.38850021,spilj,REF,e_hype
477,1982-04-23,59.92969894,spilj,REF,e_hype
478,1982-04-24,57.05559921,spilj,REF,e_hype
479,1982-04-25,54.74869919,spilj,REF,e_hype
480,1982-04-26,53.56100082,spilj,REF,e_hype
481,1982-04-27,53.34289932,spilj,REF,e_hype
482,1982-04-28,55.83089828,spilj,REF,e_hype
483,1982-04-29,57.04560089,spilj,REF,e_hype
484,1982-04-30,56.12310028,spilj,REF,e_hype
485,1982-05-01,55.62950134,spilj,REF,e_hype
486,1982-05-02,57.88259888,spilj,REF,e_hype
487,1982-05-03,61.45429993,spilj,REF,e_hype
488,1982-05-04,63.88100052,spilj,REF,e_hype
489,1982-05-05,64.80020142,spilj,REF,e_hype
490,1982-05-06,65.5542984,spilj,REF,e_hype
491,1982-05-07,63.10229874,spilj,REF,e_hype
492,1982-05-08,58.15359879,spilj,REF,e_hype
493,1982-05-09,52.37540054,spilj,REF,e_hype
494,1982-05-10,46.47819901,spilj,REF,e_hype
495,1982-05-11,41.23059845,spilj,REF,e_hype
496,1982-05-12,36.59009933,spilj,REF,e_hype
497,1982-05-13,33.26839828,spilj,REF,e_hype
498,1982-05-14,31.13680077,spilj,REF,e_hype
499,1982-05-15,30.87330055,spilj,REF,e_hype
500,1982-05-16,34.59529877,spilj,REF,e_hype
501,1982-05-17,35.77059937,spilj,REF,e_hype
502,1982-05-18,34.34769821,spilj,REF,e_hype
503,1982-05-19,32.10779953,spilj,REF,e_hype
504,1982-05-20,30.41729927,spilj,REF,e_hype
505,1982-05-21,28.98329926,spilj,REF,e_hype
506,1982-05-22,27.74810028,spilj,REF,e_hype
507,1982-05-23,26.60810089,spilj,REF,e_hype
508,1982-05-24,25.58819962,spilj,REF,e_hype
509,1982-05-25,24.80809975,spilj,REF,e_hype
510,1982-05-26,25.03389931,spilj,REF,e_hype
511,1982-05-27,25.84930038,spilj,REF,e_hype
512,1982-05-28,26.10860062,spilj,REF,e_hype
513,1982-05-29,25.74920082,spilj,REF,e_hype
514,1982-05-30,25.20929909,spilj,REF,e_hype
515,1982-05-31,24.93180084,spilj,REF,e_hype
516,1982-06-01,24.61120033,spilj,REF,e_hype
