,Unnamed: 0,Date,value,catchment,scenario,model
0,0,1981-01-01,248.9832000732422,fierz,REF,e_hype
1,1,1981-01-02,234.05979919433597,fierz,REF,e_hype
2,2,1981-01-03,220.7458038330078,fierz,REF,e_hype
3,3,1981-01-04,210.77540588378903,fierz,REF,e_hype
4,4,1981-01-05,206.75559997558597,fierz,REF,e_hype
5,5,1981-01-06,208.9929962158203,fierz,REF,e_hype
6,6,1981-01-07,214.31610107421875,fierz,REF,e_hype
7,7,1981-01-08,216.64979553222656,fierz,REF,e_hype
8,8,1981-01-09,215.00570678710935,fierz,REF,e_hype
9,9,1981-01-10,210.19140625,fierz,REF,e_hype
10,10,1981-01-11,203.2926025390625,fierz,REF,e_hype
11,11,1981-01-12,195.42669677734372,fierz,REF,e_hype
12,12,1981-01-13,189.76370239257807,fierz,REF,e_hype
13,13,1981-01-14,189.22219848632807,fierz,REF,e_hype
14,14,1981-01-15,194.95159912109372,fierz,REF,e_hype
15,15,1981-01-16,206.53160095214844,fierz,REF,e_hype
16,16,1981-01-17,212.04409790039065,fierz,REF,e_hype
17,17,1981-01-18,215.7061004638672,fierz,REF,e_hype
18,18,1981-01-19,214.7373962402344,fierz,REF,e_hype
19,19,1981-01-20,210.62759399414065,fierz,REF,e_hype
20,20,1981-01-21,204.22869873046875,fierz,REF,e_hype
21,21,1981-01-22,196.71929931640625,fierz,REF,e_hype
22,22,1981-01-23,188.5485992431641,fierz,REF,e_hype
23,23,1981-01-24,180.43589782714844,fierz,REF,e_hype
24,24,1981-01-25,172.6063995361328,fierz,REF,e_hype
25,25,1981-01-26,165.24220275878906,fierz,REF,e_hype
26,26,1981-01-27,158.27490234375,fierz,REF,e_hype
27,27,1981-01-28,151.7720947265625,fierz,REF,e_hype
28,28,1981-01-29,145.81129455566406,fierz,REF,e_hype
29,29,1981-01-30,140.1721954345703,fierz,REF,e_hype
30,30,1981-01-31,140.06570434570312,fierz,REF,e_hype
31,31,1981-02-01,140.06570434570312,fierz,REF,e_hype
32,32,1981-02-02,140.06570434570312,fierz,REF,e_hype
33,33,1981-02-03,140.06570434570312,fierz,REF,e_hype
34,34,1981-02-04,140.06570434570312,fierz,REF,e_hype
35,35,1981-02-05,140.06570434570312,fierz,REF,e_hype
36,36,1981-02-06,170.7021026611328,fierz,REF,e_hype
37,37,1981-02-07,204.654296875,fierz,REF,e_hype
38,38,1981-02-08,224.8563995361328,fierz,REF,e_hype
39,39,1981-02-09,233.91180419921875,fierz,REF,e_hype
40,40,1981-02-10,237.26710510253903,fierz,REF,e_hype
41,41,1981-02-11,238.30230712890625,fierz,REF,e_hype
42,42,1981-02-12,253.37350463867188,fierz,REF,e_hype
43,43,1981-02-13,281.08221435546875,fierz,REF,e_hype
44,44,1981-02-14,311.0743103027344,fierz,REF,e_hype
45,45,1981-02-15,333.16290283203125,fierz,REF,e_hype
46,46,1981-02-16,341.62799072265625,fierz,REF,e_hype
47,47,1981-02-17,337.3965148925781,fierz,REF,e_hype
48,48,1981-02-18,324.385986328125,fierz,REF,e_hype
49,49,1981-02-19,306.7309875488281,fierz,REF,e_hype
50,50,1981-02-20,288.0085144042969,fierz,REF,e_hype
51,51,1981-02-21,276.59149169921875,fierz,REF,e_hype
52,52,1981-02-22,270.826904296875,fierz,REF,e_hype
53,53,1981-02-23,272.5086975097656,fierz,REF,e_hype
54,54,1981-02-24,276.2593078613281,fierz,REF,e_hype
55,55,1981-02-25,277.1346130371094,fierz,REF,e_hype
56,56,1981-02-26,274.8775939941406,fierz,REF,e_hype
57,57,1981-02-27,268.04669189453125,fierz,REF,e_hype
58,58,1981-02-28,258.335693359375,fierz,REF,e_hype
59,59,1981-03-01,246.6363983154297,fierz,REF,e_hype
60,60,1981-03-02,235.3856964111328,fierz,REF,e_hype
61,61,1981-03-03,246.9076995849609,fierz,REF,e_hype
62,62,1981-03-04,301.7567138671875,fierz,REF,e_hype
63,63,1981-03-05,378.2702941894531,fierz,REF,e_hype
64,64,1981-03-06,436.7874145507813,fierz,REF,e_hype
