,Date,year,catchment,RCP26,RCP45,RCP85
3653,1981-01-01,1981,spilj,62.2335,50.4684,53.962
3654,1981-01-02,1981,spilj,67.1205,51.517399999999995,55.5305
3655,1981-01-03,1981,spilj,62.887,49.1272,52.7875
3656,1981-01-04,1981,spilj,56.3705,46.9942,48.80975
3657,1981-01-05,1981,spilj,50.775999999999996,45.327000000000005,45.33975
3658,1981-01-06,1981,spilj,46.5025,43.0586,42.503
3659,1981-01-07,1981,spilj,43.1755,40.77759999999999,40.153999999999996
3660,1981-01-08,1981,spilj,40.631,40.5992,38.249
3661,1981-01-09,1981,spilj,38.170500000000004,40.9588,36.443
3662,1981-01-10,1981,spilj,34.578500000000005,40.2962,34.12
3663,1981-01-11,1981,spilj,32.6685,38.7898,32.68275
3664,1981-01-12,1981,spilj,31.1555,36.711200000000005,31.48525
3665,1981-01-13,1981,spilj,29.866,35.3328,30.4485
3666,1981-01-14,1981,spilj,28.802,33.9082,29.608
3667,1981-01-15,1981,spilj,28.269,32.824,29.21425
3668,1981-01-16,1981,spilj,28.6455,32.392399999999995,29.45525
3669,1981-01-17,1981,spilj,28.826999999999998,35.2912,33.68300000000001
3670,1981-01-18,1981,spilj,28.598,36.24739999999999,35.364999999999995
3671,1981-01-19,1981,spilj,28.165,35.5132,34.876999999999995
3672,1981-01-20,1981,spilj,27.727,37.989799999999995,38.3565
3673,1981-01-21,1981,spilj,28.0315,41.205799999999996,42.69925
3674,1981-01-22,1981,spilj,41.6875,48.855199999999996,52.56325
3675,1981-01-23,1981,spilj,47.17,50.4828,54.70075
3676,1981-01-24,1981,spilj,48.692499999999995,49.262800000000006,53.06575
3677,1981-01-25,1981,spilj,46.6305,46.503,49.8305
3678,1981-01-26,1981,spilj,50.7565,47.237,50.783
3679,1981-01-27,1981,spilj,55.3025,48.548,52.158750000000005
3680,1981-01-28,1981,spilj,57.7895,49.79559999999999,52.827999999999996
3681,1981-01-29,1981,spilj,55.1785,48.3942,50.28325
3682,1981-01-30,1981,spilj,53.8535,47.7376,48.61575
3683,1981-01-31,1981,spilj,56.760999999999996,50.2596,51.293499999999995
3684,1981-02-01,1981,spilj,60.277,60.5192,64.085
3685,1981-02-02,1981,spilj,73.7245,74.67139999999999,81.9785
3686,1981-02-03,1981,spilj,80.0805,91.6142,103.47749999999999
3687,1981-02-04,1981,spilj,76.9685,111.04079999999999,128.22975
3688,1981-02-05,1981,spilj,68.9575,110.0904,127.5075
3689,1981-02-06,1981,spilj,60.382000000000005,111.10619999999999,129.188
3690,1981-02-07,1981,spilj,52.931,102.73719999999999,119.085
3691,1981-02-08,1981,spilj,47.6295,89.676,103.078
3692,1981-02-09,1981,spilj,45.322500000000005,78.13419999999999,88.941
3693,1981-02-10,1981,spilj,43.585499999999996,68.7384,77.46225
3694,1981-02-11,1981,spilj,42.194500000000005,67.11080000000001,75.673
3695,1981-02-12,1981,spilj,40.939499999999995,64.8988,73.13475
3696,1981-02-13,1981,spilj,39.620999999999995,67.9906,77.21525
3697,1981-02-14,1981,spilj,38.3165,67.23119999999999,76.4005
3698,1981-02-15,1981,spilj,37.819,66.175,75.01375
3699,1981-02-16,1981,spilj,38.507,64.375,72.6755
3700,1981-02-17,1981,spilj,39.394000000000005,63.101200000000006,71.06725
3701,1981-02-18,1981,spilj,53.605999999999995,67.0376,76.01225
3702,1981-02-19,1981,spilj,77.8475,78.953,91.01875
3703,1981-02-20,1981,spilj,81.2825,80.7156,93.37625
3704,1981-02-21,1981,spilj,78.461,76.83919999999999,88.68675
3705,1981-02-22,1981,spilj,75.50450000000001,78.808,91.29650000000001
3706,1981-02-23,1981,spilj,71.3355,76.8592,88.99925
3707,1981-02-24,1981,spilj,68.1065,74.1796,85.77825
3708,1981-02-25,1981,spilj,64.797,71.4056,82.42825
3709,1981-02-26,1981,spilj,61.028,66.6366,76.575
3710,1981-02-27,1981,spilj,57.912,60.86260000000001,69.463
3711,1981-02-28,1981,spilj,55.4965,56.616,64.12975
3712,1981-03-01,1981,spilj,52.789,54.3454,61.308499999999995
3713,1981-03-02,1981,spilj,51.0215,53.9772,60.838750000000005
3714,1981-03-03,1981,spilj,51.2495,54.921800000000005,61.65500000000001
3715,1981-03-04,1981,spilj,53.618500000000004,56.62800000000001,62.98850000000001
3716,1981-03-05,1981,spilj,53.085,55.830600000000004,61.659000000000006
3717,1981-03-06,1981,spilj,50.217,52.6746,57.88525
3718,1981-03-07,1981,spilj,46.667,49.42800000000001,55.02700000000001
3719,1981-03-08,1981,spilj,43.567499999999995,48.6088,54.45425
3720,1981-03-09,1981,spilj,41.1025,48.1428,54.18725
3721,1981-03-10,1981,spilj,39.33,47.5698,53.760999999999996
3722,1981-03-11,1981,spilj,38.471999999999994,46.3892,52.51975
3723,1981-03-12,1981,spilj,38.1165,47.375600000000006,53.7445
3724,1981-03-13,1981,spilj,37.588,49.153800000000004,55.60075
3725,1981-03-14,1981,spilj,37.284499999999994,52.923199999999994,59.330749999999995
3726,1981-03-15,1981,spilj,36.8595,55.602999999999994,60.63425
3727,1981-03-16,1981,spilj,36.094,58.139599999999994,61.470749999999995
3728,1981-03-17,1981,spilj,35.245,63.00359999999999,63.24525
3729,1981-03-18,1981,spilj,34.504999999999995,64.11580000000001,61.302
3730,1981-03-19,1981,spilj,33.888,62.947,59.515249999999995
3731,1981-03-20,1981,spilj,33.2725,61.2494,58.58175
3732,1981-03-21,1981,spilj,32.775999999999996,59.22279999999999,57.4995
3733,1981-03-22,1981,spilj,32.349,58.7762,56.442499999999995
3734,1981-03-23,1981,spilj,32.047,57.552600000000005,54.05800000000001
3735,1981-03-24,1981,spilj,31.680500000000002,55.6502,50.877
3736,1981-03-25,1981,spilj,32.553,54.261799999999994,49.287
3737,1981-03-26,1981,spilj,38.7535,56.689800000000005,53.78275
3738,1981-03-27,1981,spilj,41.572500000000005,57.56,56.95475
3739,1981-03-28,1981,spilj,41.3815,56.5484,57.643
3740,1981-03-29,1981,spilj,40.1215,55.38199999999999,57.476749999999996
3741,1981-03-30,1981,spilj,40.512,56.8552,60.53375
3742,1981-03-31,1981,spilj,43.0505,60.0178,65.6585
3743,1981-04-01,1981,spilj,45.4135,61.9068,69.021
3744,1981-04-02,1981,spilj,45.8375,61.1918,68.51525
3745,1981-04-03,1981,spilj,46.1655,61.0312,65.611
3746,1981-04-04,1981,spilj,54.242,61.83119999999999,65.573
3747,1981-04-05,1981,spilj,57.9715,61.0668,65.08624999999999
3748,1981-04-06,1981,spilj,59.688500000000005,59.451600000000006,63.7905
3749,1981-04-07,1981,spilj,60.7435,57.3304,61.985
3750,1981-04-08,1981,spilj,54.963,61.3246,56.604
3751,1981-04-09,1981,spilj,47.104,57.286,50.29725
3752,1981-04-10,1981,spilj,40.120999999999995,51.9876,45.085
3753,1981-04-11,1981,spilj,35.7305,47.8648,41.84775
3754,1981-04-12,1981,spilj,32.846,44.3294,39.519
3755,1981-04-13,1981,spilj,32.408,42.4806,38.309000000000005
3756,1981-04-14,1981,spilj,50.6075,48.771,46.26675
3757,1981-04-15,1981,spilj,53.308,49.647400000000005,46.49100000000001
3758,1981-04-16,1981,spilj,48.072500000000005,47.2614,42.988
3759,1981-04-17,1981,spilj,42.5235,44.2528,39.98225
3760,1981-04-18,1981,spilj,40.2745,42.3794,39.19225
3761,1981-04-19,1981,spilj,41.65,41.6656,39.9945
3762,1981-04-20,1981,spilj,52.7065,44.6356,45.143499999999996
3763,1981-04-21,1981,spilj,51.686,42.8152,44.0245
3764,1981-04-22,1981,spilj,48.126999999999995,40.32,41.902249999999995
3765,1981-04-23,1981,spilj,43.861,37.5528,39.31475
3766,1981-04-24,1981,spilj,42.524,36.033,38.09075
3767,1981-04-25,1981,spilj,53.7515,39.9108,43.47525
3768,1981-04-26,1981,spilj,69.5605,45.596199999999996,51.0385
3769,1981-04-27,1981,spilj,74.84,47.0244,53.23025
3770,1981-04-28,1981,spilj,71.82900000000001,45.14280000000001,51.254000000000005
3771,1981-04-29,1981,spilj,69.4925,43.543400000000005,49.615500000000004
3772,1981-04-30,1981,spilj,72.50800000000001,45.5712,50.7005
3773,1981-05-01,1981,spilj,76.38850000000001,46.9178,52.26825
3774,1981-05-02,1981,spilj,78.447,47.1742,52.98675
3775,1981-05-03,1981,spilj,76.239,45.7048,51.601
3776,1981-05-04,1981,spilj,71.461,43.2404,48.92825
3777,1981-05-05,1981,spilj,66.37100000000001,43.9916,50.241
3778,1981-05-06,1981,spilj,62.269999999999996,46.274,49.731
3779,1981-05-07,1981,spilj,58.721000000000004,49.652,53.575
3780,1981-05-08,1981,spilj,54.138,49.21639999999999,53.20824999999999
3781,1981-05-09,1981,spilj,58.034499999999994,52.3788,57.64999999999999
3782,1981-05-10,1981,spilj,57.1255,58.49079999999999,65.918
3783,1981-05-11,1981,spilj,52.799,58.368599999999994,66.31275
3784,1981-05-12,1981,spilj,53.027,57.184000000000005,65.3025
3785,1981-05-13,1981,spilj,50.474000000000004,54.0912,61.8675
3786,1981-05-14,1981,spilj,46.5925,49.422399999999996,56.4445
3787,1981-05-15,1981,spilj,42.6095,44.305800000000005,50.4365
3788,1981-05-16,1981,spilj,39.137,39.62839999999999,44.958
3789,1981-05-17,1981,spilj,45.2515,39.3624,44.983000000000004
3790,1981-05-18,1981,spilj,47.4185,38.1944,43.81125
3791,1981-05-19,1981,spilj,46.4495,36.3366,41.7025
3792,1981-05-20,1981,spilj,46.2515,35.231399999999994,40.433499999999995
3793,1981-05-21,1981,spilj,42.918,33.360200000000006,37.97725
3794,1981-05-22,1981,spilj,42.1705,32.414,36.97924999999999
3795,1981-05-23,1981,spilj,39.8225,31.123200000000004,35.23675
3796,1981-05-24,1981,spilj,45.9495,33.451800000000006,37.722
3797,1981-05-25,1981,spilj,44.732,32.590199999999996,36.557500000000005
3798,1981-05-26,1981,spilj,43.6355,31.6096,35.54325
3799,1981-05-27,1981,spilj,41.644,33.5834,38.302749999999996
3800,1981-05-28,1981,spilj,38.391999999999996,32.6104,37.3605
3801,1981-05-29,1981,spilj,35.414500000000004,32.3236,37.22525
3802,1981-05-30,1981,spilj,33.286,30.609,35.29525
3803,1981-05-31,1981,spilj,30.996499999999997,28.7218,33.1395
3804,1981-06-01,1981,spilj,28.4765,27.3576,31.6295
3805,1981-06-02,1981,spilj,26.073999999999998,26.3088,30.5315
3806,1981-06-03,1981,spilj,24.0535,28.5276,29.470499999999998
3807,1981-06-04,1981,spilj,25.406,34.051199999999994,36.27075
3808,1981-06-05,1981,spilj,25.6255,34.402,37.91775
3809,1981-06-06,1981,spilj,24.442999999999998,32.3146,36.402499999999996
3810,1981-06-07,1981,spilj,41.3655,36.5966,42.4425
3811,1981-06-08,1981,spilj,52.278999999999996,39.0374,45.909499999999994
3812,1981-06-09,1981,spilj,63.68900000000001,42.708200000000005,50.721250000000005
3813,1981-06-10,1981,spilj,61.352,41.0264,48.7675
3814,1981-06-11,1981,spilj,56.673,38.28339999999999,45.51775
3815,1981-06-12,1981,spilj,50.3455,36.5142,41.438500000000005
3816,1981-06-13,1981,spilj,43.238,33.0198,37.11275
3817,1981-06-14,1981,spilj,37.2555,28.260200000000005,31.75325
3818,1981-06-15,1981,spilj,33.1065,25.1974,28.38
3819,1981-06-16,1981,spilj,30.051,23.1962,26.207749999999997
3820,1981-06-17,1981,spilj,26.939999999999998,21.238599999999998,24.041999999999998
3821,1981-06-18,1981,spilj,24.259500000000003,19.5048,22.095
3822,1981-06-19,1981,spilj,21.892,17.906200000000002,20.310499999999998
3823,1981-06-20,1981,spilj,19.931,16.682799999999997,18.958750000000002
3824,1981-06-21,1981,spilj,18.5155,15.8644,17.94
3825,1981-06-22,1981,spilj,17.104,16.5126,16.9625
3826,1981-06-23,1981,spilj,15.673000000000002,18.3512,19.3475
3827,1981-06-24,1981,spilj,14.584,17.7664,19.30225
3828,1981-06-25,1981,spilj,24.694000000000003,20.5822,23.38425
3829,1981-06-26,1981,spilj,29.344,21.9032,25.33725
3830,1981-06-27,1981,spilj,28.356,20.803,24.11975
3831,1981-06-28,1981,spilj,23.964,18.3584,21.3445
3832,1981-06-29,1981,spilj,20.115000000000002,16.3696,19.06575
3833,1981-06-30,1981,spilj,17.771,15.2076,17.54175
3834,1981-07-01,1981,spilj,16.0065,14.1614,16.26175
3835,1981-07-02,1981,spilj,14.597000000000001,13.5958,15.19275
3836,1981-07-03,1981,spilj,13.348,12.783199999999999,14.262749999999999
3837,1981-07-04,1981,spilj,12.263,11.8584,13.38925
3838,1981-07-05,1981,spilj,11.429,13.225400000000002,15.27175
3839,1981-07-06,1981,spilj,10.713000000000001,14.666599999999999,15.20225
3840,1981-07-07,1981,spilj,10.0305,13.746200000000002,14.08225
3841,1981-07-08,1981,spilj,9.387,12.3152,12.91525
3842,1981-07-09,1981,spilj,8.754999999999999,11.270399999999999,12.063500000000001
3843,1981-07-10,1981,spilj,8.2035,10.7558,11.505500000000001
3844,1981-07-11,1981,spilj,7.667,10.7068,11.436
3845,1981-07-12,1981,spilj,7.183,10.7858,11.54525
3846,1981-07-13,1981,spilj,7.0809999999999995,10.8468,11.70525
3847,1981-07-14,1981,spilj,7.1835,10.675799999999999,11.618
3848,1981-07-15,1981,spilj,7.4094999999999995,10.450800000000001,11.5
3849,1981-07-16,1981,spilj,7.542,10.136,11.25525
3850,1981-07-17,1981,spilj,7.51,9.774600000000001,10.9455
3851,1981-07-18,1981,spilj,7.349500000000001,9.3748,10.58975
3852,1981-07-19,1981,spilj,7.093,8.989,10.23075
3853,1981-07-20,1981,spilj,7.098000000000001,9.378800000000002,10.779
3854,1981-07-21,1981,spilj,6.983,19.3212,23.326749999999997
3855,1981-07-22,1981,spilj,6.8469999999999995,21.967399999999998,26.68475
3856,1981-07-23,1981,spilj,7.043,19.8568,24.089750000000002
3857,1981-07-24,1981,spilj,7.0489999999999995,16.4818,19.85325
3858,1981-07-25,1981,spilj,22.71,20.4962,24.796999999999997
3859,1981-07-26,1981,spilj,45.500499999999995,28.181599999999996,34.32675
3860,1981-07-27,1981,spilj,62.786500000000004,34.070600000000006,41.592749999999995
3861,1981-07-28,1981,spilj,60.1865,32.3306,39.327
3862,1981-07-29,1981,spilj,55.574,30.069799999999997,36.49075
3863,1981-07-30,1981,spilj,48.153000000000006,26.715999999999998,32.34525
3864,1981-07-31,1981,spilj,40.543000000000006,23.4142,28.308
3865,1981-08-01,1981,spilj,39.7085,23.4028,28.383249999999997
3866,1981-08-02,1981,spilj,35.158500000000004,25.038,30.551249999999996
3867,1981-08-03,1981,spilj,30.2275,23.421,28.660249999999998
3868,1981-08-04,1981,spilj,25.790499999999998,20.9018,25.603749999999998
3869,1981-08-05,1981,spilj,22.2575,17.395400000000002,21.153750000000002
3870,1981-08-06,1981,spilj,19.564500000000002,15.040000000000001,18.226750000000003
3871,1981-08-07,1981,spilj,17.5015,14.0322,17.002750000000002
3872,1981-08-08,1981,spilj,15.895,15.900599999999997,19.38225
3873,1981-08-09,1981,spilj,15.6815,16.9434,20.692
3874,1981-08-10,1981,spilj,15.759500000000001,16.824000000000005,20.47825
3875,1981-08-11,1981,spilj,15.658000000000001,15.6808,18.979999999999997
3876,1981-08-12,1981,spilj,15.113,14.2678,17.1925
3877,1981-08-13,1981,spilj,14.1525,12.9776,15.574250000000001
3878,1981-08-14,1981,spilj,13.159,11.967200000000002,14.226000000000003
3879,1981-08-15,1981,spilj,12.1705,11.0626,13.01175
3880,1981-08-16,1981,spilj,11.440999999999999,10.383399999999998,12.14025
3881,1981-08-17,1981,spilj,11.122,9.822199999999999,11.477
3882,1981-08-18,1981,spilj,10.606,9.21,10.73925
3883,1981-08-19,1981,spilj,9.919,8.692400000000001,10.174000000000001
3884,1981-08-20,1981,spilj,9.108,8.382,9.7985
3885,1981-08-21,1981,spilj,8.3305,8.1274,9.4465
3886,1981-08-22,1981,spilj,7.7524999999999995,8.571200000000001,9.98775
3887,1981-08-23,1981,spilj,7.1505,8.6454,10.09825
3888,1981-08-24,1981,spilj,6.769500000000001,8.2778,9.62675
3889,1981-08-25,1981,spilj,6.5545,7.7786,8.97925
3890,1981-08-26,1981,spilj,6.2305,7.1678000000000015,8.256250000000001
3891,1981-08-27,1981,spilj,6.1195,6.710800000000001,7.6834999999999996
3892,1981-08-28,1981,spilj,6.326,6.7724,7.390499999999999
3893,1981-08-29,1981,spilj,7.539999999999999,7.918199999999999,8.6975
3894,1981-08-30,1981,spilj,8.7575,8.5244,9.519
3895,1981-08-31,1981,spilj,9.378499999999999,9.0798,10.294999999999998
3896,1981-09-01,1981,spilj,9.3475,9.0454,10.312750000000001
3897,1981-09-02,1981,spilj,22.068,13.8034,16.29725
3898,1981-09-03,1981,spilj,22.293999999999997,13.503799999999998,15.967749999999999
3899,1981-09-04,1981,spilj,22.8915,13.490199999999998,15.9415
3900,1981-09-05,1981,spilj,22.637500000000003,13.156600000000001,15.5115
3901,1981-09-06,1981,spilj,22.2665,12.8142,15.06275
3902,1981-09-07,1981,spilj,20.301000000000002,15.3126,18.1235
3903,1981-09-08,1981,spilj,37.540000000000006,24.655400000000004,28.820750000000004
3904,1981-09-09,1981,spilj,39.199999999999996,25.791800000000002,29.8465
3905,1981-09-10,1981,spilj,35.9,23.7688,27.43
3906,1981-09-11,1981,spilj,33.1425,21.4472,24.756
3907,1981-09-12,1981,spilj,30.188,19.404799999999998,22.411499999999997
3908,1981-09-13,1981,spilj,26.724,22.8572,26.91625
3909,1981-09-14,1981,spilj,23.363999999999997,21.522800000000004,25.417500000000004
3910,1981-09-15,1981,spilj,20.542,20.0298,23.699250000000003
3911,1981-09-16,1981,spilj,18.6695,18.604400000000002,22.02375
3912,1981-09-17,1981,spilj,23.585500000000003,19.589800000000004,23.358
3913,1981-09-18,1981,spilj,25.177500000000002,19.508,23.326249999999998
3914,1981-09-19,1981,spilj,23.8485,18.2204,21.76075
3915,1981-09-20,1981,spilj,21.8115,16.669600000000003,19.877750000000002
3916,1981-09-21,1981,spilj,20.179000000000002,15.5244,18.309
3917,1981-09-22,1981,spilj,18.5315,14.660799999999998,16.82675
3918,1981-09-23,1981,spilj,16.9105,14.5044,15.7445
3919,1981-09-24,1981,spilj,15.3835,13.768199999999998,14.544999999999998
3920,1981-09-25,1981,spilj,13.993,18.998199999999997,13.325999999999999
3921,1981-09-26,1981,spilj,12.808,18.5308,12.2385
3922,1981-09-27,1981,spilj,11.794,27.5294,25.90575
3923,1981-09-28,1981,spilj,10.9125,25.4908,25.511499999999998
3924,1981-09-29,1981,spilj,10.1795,26.864600000000003,21.66
3925,1981-09-30,1981,spilj,9.512,36.9936,17.9595
3926,1981-10-01,1981,spilj,8.9725,36.3812,17.56825
3927,1981-10-02,1981,spilj,8.563,33.821799999999996,18.282249999999998
3928,1981-10-03,1981,spilj,8.368,31.6678,18.314500000000002
3929,1981-10-04,1981,spilj,9.251999999999999,29.987199999999994,18.74175
3930,1981-10-05,1981,spilj,11.0105,27.9212,18.5935
3931,1981-10-06,1981,spilj,13.6245,26.041999999999994,18.50125
3932,1981-10-07,1981,spilj,15.739,24.238599999999998,18.155250000000002
3933,1981-10-08,1981,spilj,17.6895,22.9312,17.9385
3934,1981-10-09,1981,spilj,17.13,21.1924,16.749499999999998
3935,1981-10-10,1981,spilj,15.9555,19.037399999999998,15.45225
3936,1981-10-11,1981,spilj,14.8585,16.9132,14.312750000000001
3937,1981-10-12,1981,spilj,13.921500000000002,15.6728,13.321
3938,1981-10-13,1981,spilj,17.9385,16.616999999999997,14.8775
3939,1981-10-14,1981,spilj,19.243000000000002,16.4994,15.13225
3940,1981-10-15,1981,spilj,18.0565,15.404399999999999,14.181749999999997
3941,1981-10-16,1981,spilj,16.64,14.5074,13.462250000000001
3942,1981-10-17,1981,spilj,15.6845,13.690999999999999,12.79075
3943,1981-10-18,1981,spilj,14.929499999999999,12.9164,12.150749999999999
3944,1981-10-19,1981,spilj,14.1845,12.1664,11.495999999999999
3945,1981-10-20,1981,spilj,13.943,14.079400000000001,11.122250000000001
3946,1981-10-21,1981,spilj,16.828,29.050599999999996,12.340499999999999
3947,1981-10-22,1981,spilj,18.9035,30.412,13.259
3948,1981-10-23,1981,spilj,19.5445,35.5976,24.1355
3949,1981-10-24,1981,spilj,19.176000000000002,35.871,28.8015
3950,1981-10-25,1981,spilj,19.381,36.1774,33.315
3951,1981-10-26,1981,spilj,18.843,34.9228,33.3115
3952,1981-10-27,1981,spilj,17.8765,32.3748,30.295749999999998
3953,1981-10-28,1981,spilj,16.8015,28.695999999999998,26.14575
3954,1981-10-29,1981,spilj,15.752500000000001,34.6874,25.434749999999998
3955,1981-10-30,1981,spilj,14.79,35.7118,25.0125
3956,1981-10-31,1981,spilj,13.9405,34.726800000000004,24.04575
3957,1981-11-01,1981,spilj,13.2735,32.7098,22.804250000000003
3958,1981-11-02,1981,spilj,16.951500000000003,31.819399999999995,23.626250000000002
3959,1981-11-03,1981,spilj,25.649,34.046,28.465
3960,1981-11-04,1981,spilj,29.363500000000002,40.916999999999994,38.919
3961,1981-11-05,1981,spilj,30.6325,41.94340000000001,41.697750000000006
3962,1981-11-06,1981,spilj,32.0665,43.489000000000004,44.79575
3963,1981-11-07,1981,spilj,30.951500000000003,46.1802,49.06375
3964,1981-11-08,1981,spilj,28.207500000000003,50.0776,54.6465
3965,1981-11-09,1981,spilj,24.9,49.3902,53.6575
3966,1981-11-10,1981,spilj,22.0065,54.8856,60.1415
3967,1981-11-11,1981,spilj,40.1775,81.1978,93.11475
3968,1981-11-12,1981,spilj,43.492000000000004,97.54919999999998,113.93974999999999
3969,1981-11-13,1981,spilj,40.1605,90.0574,105.05375000000001
3970,1981-11-14,1981,spilj,33.994,73.45739999999999,84.77825
3971,1981-11-15,1981,spilj,28.744,58.54260000000001,66.58024999999999
3972,1981-11-16,1981,spilj,41.4105,54.4862,61.92375
3973,1981-11-17,1981,spilj,43.505,49.5298,56.107
3974,1981-11-18,1981,spilj,42.909,46.6914,52.876000000000005
3975,1981-11-19,1981,spilj,41.6785,46.0694,51.80275
3976,1981-11-20,1981,spilj,39.579,45.8216,50.387249999999995
3977,1981-11-21,1981,spilj,34.541,42.4092,45.944
3978,1981-11-22,1981,spilj,30.364,38.4236,41.094
3979,1981-11-23,1981,spilj,27.311,34.8702,36.8685
3980,1981-11-24,1981,spilj,24.825499999999998,31.871199999999998,33.414
3981,1981-11-25,1981,spilj,22.8275,30.3482,30.711999999999996
3982,1981-11-26,1981,spilj,21.4015,27.880000000000003,28.67575
3983,1981-11-27,1981,spilj,20.2515,26.129399999999997,27.1605
3984,1981-11-28,1981,spilj,19.445999999999998,27.5648,29.379250000000003
3985,1981-11-29,1981,spilj,18.820999999999998,29.035800000000002,31.534750000000003
3986,1981-11-30,1981,spilj,18.0935,29.3144,31.325750000000003
3987,1981-12-01,1981,spilj,17.23,27.2934,29.531
3988,1981-12-02,1981,spilj,16.2885,25.2024,27.3365
3989,1981-12-03,1981,spilj,15.483,23.759400000000003,25.38775
3990,1981-12-04,1981,spilj,14.9205,22.776,23.83775
3991,1981-12-05,1981,spilj,23.627,25.5506,27.2085
3992,1981-12-06,1981,spilj,33.5955,28.847199999999997,31.403750000000002
3993,1981-12-07,1981,spilj,41.1145,31.296999999999997,34.629999999999995
3994,1981-12-08,1981,spilj,43.115,31.964800000000004,35.631
3995,1981-12-09,1981,spilj,42.2415,31.704200000000004,34.93775
3996,1981-12-10,1981,spilj,41.438,31.810399999999994,34.07875
3997,1981-12-11,1981,spilj,46.422,33.5754,36.06725
3998,1981-12-12,1981,spilj,47.903000000000006,33.672000000000004,36.3355
3999,1981-12-13,1981,spilj,47.737500000000004,33.038799999999995,35.819
4000,1981-12-14,1981,spilj,46.5155,32.0598,34.865
4001,1981-12-15,1981,spilj,44.125,31.289800000000003,34.05075
