,Date,year,catchment,RCP26,RCP45,RCP85
3653,1981-01-01,1981,black,101.70349999999999,87.9822,91.65975
3654,1981-01-02,1981,black,112.411,90.2484,95.54350000000001
3655,1981-01-03,1981,black,109.7565,87.0214,92.49375
3656,1981-01-04,1981,black,99.5255,82.81500000000001,85.47575
3657,1981-01-05,1981,black,89.241,79.8238,78.577
3658,1981-01-06,1981,black,80.7715,75.1144,72.683
3659,1981-01-07,1981,black,73.578,70.02080000000001,67.55375000000001
3660,1981-01-08,1981,black,67.90350000000001,69.2954,63.29575
3661,1981-01-09,1981,black,63.327,74.6462,59.724
3662,1981-01-10,1981,black,58.507999999999996,76.897,56.159749999999995
3663,1981-01-11,1981,black,54.7055,73.51820000000001,53.208
3664,1981-01-12,1981,black,51.667500000000004,67.4698,50.72825
3665,1981-01-13,1981,black,49.1695,63.73440000000001,48.611000000000004
3666,1981-01-14,1981,black,47.248999999999995,59.75500000000001,46.919000000000004
3667,1981-01-15,1981,black,47.207,56.834799999999994,46.4165
3668,1981-01-16,1981,black,48.887,56.087,47.998
3669,1981-01-17,1981,black,48.8905,63.474599999999995,59.149499999999996
3670,1981-01-18,1981,black,48.2145,64.5628,61.90725
3671,1981-01-19,1981,black,47.314,63.245799999999996,61.406
3672,1981-01-20,1981,black,46.6325,65.1266,64.76225
3673,1981-01-21,1981,black,48.242999999999995,69.89020000000001,71.5995
3674,1981-01-22,1981,black,70.726,82.5746,88.25425
3675,1981-01-23,1981,black,82.5095,86.14540000000001,92.9865
3676,1981-01-24,1981,black,86.9635,85.44059999999999,90.99224999999998
3677,1981-01-25,1981,black,84.483,81.5806,86.2415
3678,1981-01-26,1981,black,93.2055,86.64540000000001,91.85525
3679,1981-01-27,1981,black,104.1405,91.82539999999999,97.36224999999999
3680,1981-01-28,1981,black,110.7095,94.628,99.04775000000001
3681,1981-01-29,1981,black,105.823,92.94059999999999,94.21424999999999
3682,1981-01-30,1981,black,103.232,92.59079999999999,91.7915
3683,1981-01-31,1981,black,114.7745,100.47200000000001,99.90800000000002
3684,1981-02-01,1981,black,126.2095,117.4402,121.8135
3685,1981-02-02,1981,black,161.269,144.12359999999998,156.57524999999998
3686,1981-02-03,1981,black,172.3295,170.1908,190.25599999999997
3687,1981-02-04,1981,black,165.857,203.3566,233.22674999999998
3688,1981-02-05,1981,black,147.23,204.09380000000002,235.79925
3689,1981-02-06,1981,black,126.08449999999999,210.7228,245.58499999999998
3690,1981-02-07,1981,black,107.32300000000001,199.5556,232.81075
3691,1981-02-08,1981,black,97.129,177.5692,206.25900000000001
3692,1981-02-09,1981,black,98.9915,164.44119999999998,190.617
3693,1981-02-10,1981,black,98.9315,148.034,170.76475
3694,1981-02-11,1981,black,100.7765,141.264,162.88825
3695,1981-02-12,1981,black,98.8845,135.7604,156.54475
3696,1981-02-13,1981,black,92.561,140.66320000000002,163.17925
3697,1981-02-14,1981,black,88.5445,138.7326,161.1615
3698,1981-02-15,1981,black,86.49,134.4884,155.9815
3699,1981-02-16,1981,black,85.668,131.689,151.9075
3700,1981-02-17,1981,black,85.77199999999999,128.25,147.541
3701,1981-02-18,1981,black,101.0955,127.02000000000001,146.1875
3702,1981-02-19,1981,black,134.798,139.9504,162.33024999999998
3703,1981-02-20,1981,black,145.2395,146.2952,170.54225
3704,1981-02-21,1981,black,143.3715,145.17059999999998,169.503
3705,1981-02-22,1981,black,140.655,146.6,171.66825
3706,1981-02-23,1981,black,132.39249999999998,142.5866,167.01749999999998
3707,1981-02-24,1981,black,123.72649999999999,136.18619999999999,159.36275
3708,1981-02-25,1981,black,114.8115,129.6808,151.5555
3709,1981-02-26,1981,black,105.985,119.54339999999999,139.12925
3710,1981-02-27,1981,black,98.53450000000001,108.28599999999999,125.15299999999999
3711,1981-02-28,1981,black,93.345,101.99159999999999,117.131
3712,1981-03-01,1981,black,88.5055,99.148,113.48225
3713,1981-03-02,1981,black,85.2515,99.0368,112.84550000000002
3714,1981-03-03,1981,black,86.5775,99.4028,112.49350000000001
3715,1981-03-04,1981,black,92.488,101.30460000000001,112.634
3716,1981-03-05,1981,black,93.1725,100.3846,109.81025
3717,1981-03-06,1981,black,89.64599999999999,95.2088,103.58399999999999
3718,1981-03-07,1981,black,84.7565,89.5134,97.9255
3719,1981-03-08,1981,black,78.381,85.6492,94.32124999999999
3720,1981-03-09,1981,black,72.3535,82.7808,91.622
3721,1981-03-10,1981,black,67.955,81.3028,90.49025
3722,1981-03-11,1981,black,68.418,81.0338,90.5145
3723,1981-03-12,1981,black,68.987,82.6184,92.09049999999999
3724,1981-03-13,1981,black,68.228,85.347,94.72925
3725,1981-03-14,1981,black,69.0635,90.36659999999999,99.91725
3726,1981-03-15,1981,black,67.7595,94.6742,103.28174999999999
3727,1981-03-16,1981,black,65.042,99.7936,107.1885
3728,1981-03-17,1981,black,61.975,104.9798,109.2165
3729,1981-03-18,1981,black,59.203,105.5038,105.71000000000001
3730,1981-03-19,1981,black,56.837,103.7548,102.01575
3731,1981-03-20,1981,black,54.753,101.462,99.68
3732,1981-03-21,1981,black,52.9895,98.744,97.51525000000001
3733,1981-03-22,1981,black,51.3565,98.4734,96.5995
3734,1981-03-23,1981,black,50.063,95.1802,92.45224999999999
3735,1981-03-24,1981,black,48.932500000000005,90.79960000000001,87.0115
3736,1981-03-25,1981,black,48.5285,87.17999999999999,82.62675000000002
3737,1981-03-26,1981,black,56.724999999999994,90.5596,88.01374999999999
3738,1981-03-27,1981,black,62.208,93.5374,93.80875
3739,1981-03-28,1981,black,66.21300000000001,94.2338,96.9855
3740,1981-03-29,1981,black,67.364,94.17459999999998,98.91325
3741,1981-03-30,1981,black,68.48649999999999,97.40299999999999,104.83949999999999
3742,1981-03-31,1981,black,69.8315,99.3644,109.0715
3743,1981-04-01,1981,black,71.32900000000001,101.1962,112.5365
3744,1981-04-02,1981,black,71.5235,99.55699999999999,111.0315
3745,1981-04-03,1981,black,71.12950000000001,98.9154,105.8695
3746,1981-04-04,1981,black,87.79249999999999,102.56479999999999,109.71375
3747,1981-04-05,1981,black,90.262,100.35600000000001,107.53399999999999
3748,1981-04-06,1981,black,88.289,95.544,102.34225
3749,1981-04-07,1981,black,86.705,91.243,98.14925
3750,1981-04-08,1981,black,82.019,99.1238,91.6465
3751,1981-04-09,1981,black,73.9435,93.53800000000001,83.2125
3752,1981-04-10,1981,black,65.26,86.127,75.06475
3753,1981-04-11,1981,black,58.934,79.013,69.05850000000001
3754,1981-04-12,1981,black,54.852999999999994,72.951,64.86325
3755,1981-04-13,1981,black,54.361000000000004,70.0098,62.88849999999999
3756,1981-04-14,1981,black,82.666,80.26060000000001,75.056
3757,1981-04-15,1981,black,86.27799999999999,81.402,74.82849999999999
3758,1981-04-16,1981,black,79.00800000000001,78.003,69.3445
3759,1981-04-17,1981,black,70.2765,72.7452,64.002
3760,1981-04-18,1981,black,68.788,70.3232,63.4785
3761,1981-04-19,1981,black,69.694,69.0116,64.5815
3762,1981-04-20,1981,black,92.8245,76.142,75.9095
3763,1981-04-21,1981,black,91.262,73.14500000000001,74.2115
3764,1981-04-22,1981,black,85.3825,68.81980000000001,70.58775
3765,1981-04-23,1981,black,77.7945,63.7024,65.7575
3766,1981-04-24,1981,black,75.2325,60.743399999999994,63.286
3767,1981-04-25,1981,black,104.6005,71.5098,77.45725
3768,1981-04-26,1981,black,148.4425,87.82919999999999,98.62525
3769,1981-04-27,1981,black,159.6955,91.00460000000001,103.3365
3770,1981-04-28,1981,black,153.8915,87.3438,99.46575
3771,1981-04-29,1981,black,148.8055,84.0288,96.0025
3772,1981-04-30,1981,black,149.352,85.2092,95.45125
3773,1981-05-01,1981,black,151.20499999999998,85.19460000000001,95.616
3774,1981-05-02,1981,black,151.0575,84.2614,94.87624999999998
3775,1981-05-03,1981,black,143.2045,80.15599999999999,90.3425
3776,1981-05-04,1981,black,130.8415,74.24119999999999,83.59875
3777,1981-05-05,1981,black,118.368,73.22380000000001,82.96875
3778,1981-05-06,1981,black,107.8955,76.1568,80.44625
3779,1981-05-07,1981,black,98.94,80.5122,85.40125
3780,1981-05-08,1981,black,90.52600000000001,80.9644,85.738
3781,1981-05-09,1981,black,95.592,85.2266,91.34725
3782,1981-05-10,1981,black,95.0735,95.2912,104.789
3783,1981-05-11,1981,black,88.7285,97.6648,108.57075
3784,1981-05-12,1981,black,86.495,96.813,108.35675
3785,1981-05-13,1981,black,83.84299999999999,92.1284,103.51225
3786,1981-05-14,1981,black,79.7795,84.5094,94.94325
