model,scenario,year,catchment,week,value
e_hype,RCP26,2020,ohrid,1,0.0
e_hype,RCP26,2020,ohrid,2,0.0
e_hype,RCP26,2020,ohrid,3,0.0
e_hype,RCP26,2020,ohrid,4,0.0
e_hype,RCP26,2020,ohrid,5,0.0
e_hype,RCP26,2020,ohrid,6,0.0
e_hype,RCP26,2020,ohrid,7,0.0
e_hype,RCP26,2020,ohrid,8,0.0
e_hype,RCP26,2020,ohrid,9,0.0
e_hype,RCP26,2020,ohrid,10,0.0
e_hype,RCP26,2020,ohrid,11,0.0
e_hype,RCP26,2020,ohrid,12,0.0
e_hype,RCP26,2020,ohrid,13,0.0
e_hype,RCP26,2020,ohrid,14,0.0
e_hype,RCP26,2020,ohrid,15,0.0
e_hype,RCP26,2020,ohrid,16,0.0
e_hype,RCP26,2020,ohrid,17,0.0
e_hype,RCP26,2020,ohrid,18,0.0
e_hype,RCP26,2020,ohrid,19,0.0
e_hype,RCP26,2020,ohrid,20,0.0
e_hype,RCP26,2020,ohrid,21,0.0
e_hype,RCP26,2020,ohrid,22,0.0
e_hype,RCP26,2020,ohrid,23,0.0
e_hype,RCP26,2020,ohrid,24,0.0
e_hype,RCP26,2020,ohrid,25,0.0
e_hype,RCP26,2020,ohrid,26,0.0
e_hype,RCP26,2020,ohrid,27,0.0
e_hype,RCP26,2020,ohrid,28,0.0
e_hype,RCP26,2020,ohrid,29,0.0
e_hype,RCP26,2020,ohrid,30,0.0
e_hype,RCP26,2020,ohrid,31,0.0
e_hype,RCP26,2020,ohrid,32,0.0
e_hype,RCP26,2020,ohrid,33,0.0
e_hype,RCP26,2020,ohrid,34,0.0
e_hype,RCP26,2020,ohrid,35,0.0
e_hype,RCP26,2020,ohrid,36,0.0
e_hype,RCP26,2020,ohrid,37,0.0
e_hype,RCP26,2020,ohrid,38,0.0
e_hype,RCP26,2020,ohrid,39,0.0
e_hype,RCP26,2020,ohrid,40,0.0
e_hype,RCP26,2020,ohrid,41,0.0
e_hype,RCP26,2020,ohrid,42,0.0
e_hype,RCP26,2020,ohrid,43,0.0
e_hype,RCP26,2020,ohrid,44,0.0
e_hype,RCP26,2020,ohrid,45,0.0
e_hype,RCP26,2020,ohrid,46,0.0
e_hype,RCP26,2020,ohrid,47,0.0
e_hype,RCP26,2020,ohrid,48,0.0
e_hype,RCP26,2020,ohrid,49,0.0
e_hype,RCP26,2020,ohrid,50,0.0
e_hype,RCP26,2020,ohrid,51,0.0
e_hype,RCP26,2020,ohrid,52,0.0
e_hype,RCP26,2020,ohrid,53,0.0
e_hype,RCP26,2021,ohrid,1,0.0
e_hype,RCP26,2021,ohrid,2,0.0
e_hype,RCP26,2021,ohrid,3,0.0
e_hype,RCP26,2021,ohrid,4,0.0
e_hype,RCP26,2021,ohrid,5,0.0
e_hype,RCP26,2021,ohrid,6,0.0
e_hype,RCP26,2021,ohrid,7,0.0
e_hype,RCP26,2021,ohrid,8,0.0
e_hype,RCP26,2021,ohrid,9,0.0
e_hype,RCP26,2021,ohrid,10,0.0
e_hype,RCP26,2021,ohrid,11,0.0
e_hype,RCP26,2021,ohrid,12,0.0
e_hype,RCP26,2021,ohrid,13,0.0
e_hype,RCP26,2021,ohrid,14,0.0
e_hype,RCP26,2021,ohrid,15,0.0
e_hype,RCP26,2021,ohrid,16,0.0
e_hype,RCP26,2021,ohrid,17,0.0
e_hype,RCP26,2021,ohrid,18,0.0
e_hype,RCP26,2021,ohrid,19,0.0
e_hype,RCP26,2021,ohrid,20,0.0
e_hype,RCP26,2021,ohrid,21,0.0
e_hype,RCP26,2021,ohrid,22,0.0
e_hype,RCP26,2021,ohrid,23,0.0
e_hype,RCP26,2021,ohrid,24,0.0
e_hype,RCP26,2021,ohrid,25,0.0
e_hype,RCP26,2021,ohrid,26,0.0
e_hype,RCP26,2021,ohrid,27,0.0
e_hype,RCP26,2021,ohrid,28,0.0
e_hype,RCP26,2021,ohrid,29,0.0
e_hype,RCP26,2021,ohrid,30,0.0
e_hype,RCP26,2021,ohrid,31,0.0
e_hype,RCP26,2021,ohrid,32,0.0
e_hype,RCP26,2021,ohrid,33,0.0
e_hype,RCP26,2021,ohrid,34,0.0
e_hype,RCP26,2021,ohrid,35,0.0
e_hype,RCP26,2021,ohrid,36,0.0
e_hype,RCP26,2021,ohrid,37,0.0
e_hype,RCP26,2021,ohrid,38,0.0
e_hype,RCP26,2021,ohrid,39,0.0
e_hype,RCP26,2021,ohrid,40,0.0
e_hype,RCP26,2021,ohrid,41,0.0
e_hype,RCP26,2021,ohrid,42,0.0
e_hype,RCP26,2021,ohrid,43,0.0
e_hype,RCP26,2021,ohrid,44,0.0
e_hype,RCP26,2021,ohrid,45,0.0
e_hype,RCP26,2021,ohrid,46,0.0
e_hype,RCP26,2021,ohrid,47,0.0
e_hype,RCP26,2021,ohrid,48,0.0
e_hype,RCP26,2021,ohrid,49,0.0
e_hype,RCP26,2021,ohrid,50,0.0
e_hype,RCP26,2021,ohrid,51,0.0
e_hype,RCP26,2021,ohrid,52,0.0
e_hype,RCP26,2021,ohrid,53,0.0
e_hype,RCP26,2022,ohrid,1,0.0
e_hype,RCP26,2022,ohrid,2,0.0
e_hype,RCP26,2022,ohrid,3,0.0
e_hype,RCP26,2022,ohrid,4,0.0
e_hype,RCP26,2022,ohrid,5,0.0
e_hype,RCP26,2022,ohrid,6,0.0
e_hype,RCP26,2022,ohrid,7,0.0
e_hype,RCP26,2022,ohrid,8,0.0
e_hype,RCP26,2022,ohrid,9,0.0
e_hype,RCP26,2022,ohrid,10,0.0
e_hype,RCP26,2022,ohrid,11,0.0
e_hype,RCP26,2022,ohrid,12,0.0
e_hype,RCP26,2022,ohrid,13,0.0
e_hype,RCP26,2022,ohrid,14,0.0
e_hype,RCP26,2022,ohrid,15,0.0
e_hype,RCP26,2022,ohrid,16,0.0
e_hype,RCP26,2022,ohrid,17,0.0
e_hype,RCP26,2022,ohrid,18,0.0
e_hype,RCP26,2022,ohrid,19,0.0
e_hype,RCP26,2022,ohrid,20,0.0
e_hype,RCP26,2022,ohrid,21,0.0
e_hype,RCP26,2022,ohrid,22,0.0
e_hype,RCP26,2022,ohrid,23,0.0
e_hype,RCP26,2022,ohrid,24,0.0
e_hype,RCP26,2022,ohrid,25,0.0
e_hype,RCP26,2022,ohrid,26,0.0
e_hype,RCP26,2022,ohrid,27,0.0
e_hype,RCP26,2022,ohrid,28,0.0
e_hype,RCP26,2022,ohrid,29,0.0
e_hype,RCP26,2022,ohrid,30,0.0
e_hype,RCP26,2022,ohrid,31,0.0
e_hype,RCP26,2022,ohrid,32,0.0
