model,scenario,year,catchment,week,value
ehype,ref,2020,DCT3,12,42.214
ehype,ref,2020,DCT3,13,42.644
ehype,ref,2020,DCT3,14,38.957
ehype,ref,2020,DCT3,15,55.855
ehype,ref,2020,DCT3,16,79.18
ehype,ref,2020,DCT3,17,66.361
ehype,ref,2020,DCT3,18,44.003
ehype,ref,2020,DCT3,19,35.586
ehype,ref,2020,DCT3,20,42.162
ehype,ref,2020,DCT3,21,29.222
ehype,ref,2020,DCT3,22,31.384
ehype,ref,2020,DCT3,23,31.195
ehype,ref,2020,DCT3,24,24.816
ehype,ref,2020,DCT3,25,13.171
ehype,ref,2020,DCT3,26,17.141
ehype,ref,2020,DCT3,27,35.747
ehype,ref,2020,DCT3,28,29.514
ehype,ref,2020,DCT3,29,12.903
ehype,ref,2020,DCT3,30,13.299
ehype,ref,2020,DCT3,31,30.369
ehype,ref,2020,DCT3,32,30.478
ehype,ref,2020,DCT3,33,20.948
ehype,ref,2020,DCT3,34,14.424
ehype,ref,2020,DCT3,35,19.547
ehype,ref,2020,DCT3,36,34.718
ehype,ref,2020,DCT3,37,34.236
ehype,ref,2020,DCT3,38,28.886
ehype,ref,2020,DCT3,39,43.434
ehype,ref,2020,DCT3,40,37.952
ehype,ref,2020,DCT3,41,38.863
ehype,ref,2020,DCT3,42,39.349
ehype,ref,2020,DCT3,43,47.595
ehype,ref,2020,DCT3,44,54.099
ehype,ref,2020,DCT3,45,32.899
ehype,ref,2020,DCT3,46,53.861
ehype,ref,2020,DCT3,47,75.868
ehype,ref,2020,DCT3,48,57.649
ehype,ref,2020,DCT3,49,39.04
ehype,ref,2020,DCT3,50,50.459
ehype,ref,2020,DCT3,51,63.007
ehype,ref,2020,DCT3,52,59.361
ehype,ref,2020,DCT3,53,51.533
ehype,ref,2020,DRS3,1,282.962
ehype,ref,2020,DRS3,2,197.924
ehype,ref,2020,DRS3,3,252.44
ehype,ref,2020,DRS3,4,241.2
ehype,ref,2020,DRS3,5,309.785
ehype,ref,2020,DRS3,6,194.995
ehype,ref,2020,DRS3,7,257.331
ehype,ref,2020,DRS3,8,275.39
ehype,ref,2020,DRS3,9,320.857
ehype,ref,2020,DRS3,10,203.731
ehype,ref,2020,DRS3,11,335.085
ehype,ref,2020,DRS3,12,362.723
ehype,ref,2020,DRS3,13,395.182
ehype,ref,2020,DRS3,14,281.62
ehype,ref,2020,DRS3,15,285.333
ehype,ref,2020,DRS3,16,398.399
ehype,ref,2020,DRS3,17,347.41
ehype,ref,2020,DRS3,18,299.9
ehype,ref,2020,DRS3,19,186.468
ehype,ref,2020,DRS3,20,233.587
ehype,ref,2020,DRS3,21,200.168
ehype,ref,2020,DRS3,22,243.11
ehype,ref,2020,DRS3,23,208.05
ehype,ref,2020,DRS3,24,175.957
ehype,ref,2020,DRS3,25,147.149
ehype,ref,2020,DRS3,26,168.858
ehype,ref,2020,DRS3,27,251.527
ehype,ref,2020,DRS3,28,159.023
ehype,ref,2020,DRS3,29,107.752
ehype,ref,2020,DRS3,30,94.99
ehype,ref,2020,DRS3,31,228.825
ehype,ref,2020,DRS3,32,167.854
ehype,ref,2020,DRS3,33,95.741
ehype,ref,2020,DRS3,34,48.107
ehype,ref,2020,DRS3,35,125.68
ehype,ref,2020,DRS3,36,222.014
ehype,ref,2020,DRS3,37,143.058
ehype,ref,2020,DRS3,38,111.123
ehype,ref,2020,DRS3,39,142.699
ehype,ref,2020,DRS3,40,248.858
ehype,ref,2020,DRS3,41,169.282
ehype,ref,2020,DRS3,42,180.977
ehype,ref,2020,DRS3,43,182.402
ehype,ref,2020,DRS3,44,261.737
ehype,ref,2020,DRS3,45,192.329
ehype,ref,2020,DRS3,46,242.596
ehype,ref,2020,DRS3,47,292.826
ehype,ref,2020,DRS3,48,329.732
ehype,ref,2020,DRS3,49,226.816
ehype,ref,2020,DRS3,50,251.407
ehype,ref,2020,DRS3,51,320.877
ehype,ref,2020,DRS3,52,329.575
ehype,ref,2020,DRS3,53,394.776
