,model,catchment,scenario,Date,value
0,e_hype,koman,REF,1981-01-01,257.23419189453125
1,e_hype,koman,REF,1981-02-01,241.67630004882807
2,e_hype,koman,REF,1981-03-01,227.7704925537109
3,e_hype,koman,REF,1981-04-01,219.87440490722656
4,e_hype,koman,REF,1981-05-01,216.76119995117188
5,e_hype,koman,REF,1981-06-01,219.3988037109375
6,e_hype,koman,REF,1981-07-01,223.9010009765625
7,e_hype,koman,REF,1981-08-01,225.1036071777344
8,e_hype,koman,REF,1981-09-01,222.5209045410156
9,e_hype,koman,REF,1981-10-01,217.1636962890625
10,e_hype,koman,REF,1981-11-01,209.80999755859372
11,e_hype,koman,REF,1981-12-01,201.50439453125
12,e_hype,koman,REF,1981-01-13,199.4459991455078
13,e_hype,koman,REF,1981-01-14,208.2783966064453
14,e_hype,koman,REF,1981-01-15,210.0811004638672
15,e_hype,koman,REF,1981-01-16,219.07090759277344
16,e_hype,koman,REF,1981-01-17,222.797607421875
17,e_hype,koman,REF,1981-01-18,224.92340087890625
18,e_hype,koman,REF,1981-01-19,222.8211975097656
19,e_hype,koman,REF,1981-01-20,217.9624938964844
20,e_hype,koman,REF,1981-01-21,211.0498962402344
21,e_hype,koman,REF,1981-01-22,203.07020568847656
22,e_hype,koman,REF,1981-01-23,194.46139526367188
23,e_hype,koman,REF,1981-01-24,185.92239379882807
24,e_hype,koman,REF,1981-01-25,177.6927032470703
25,e_hype,koman,REF,1981-01-26,169.95339965820312
26,e_hype,koman,REF,1981-01-27,162.64259338378906
27,e_hype,koman,REF,1981-01-28,155.82040405273438
28,e_hype,koman,REF,1981-01-29,149.56179809570312
29,e_hype,koman,REF,1981-01-30,143.6555938720703
30,e_hype,koman,REF,1981-01-31,143.1042022705078
31,e_hype,koman,REF,1981-01-02,142.87730407714844
32,e_hype,koman,REF,1981-02-02,142.8094024658203
33,e_hype,koman,REF,1981-03-02,143.17340087890625
34,e_hype,koman,REF,1981-04-02,143.96609497070312
35,e_hype,koman,REF,1981-05-02,181.24940490722656
36,e_hype,koman,REF,1981-06-02,190.85069274902344
37,e_hype,koman,REF,1981-07-02,218.7803955078125
38,e_hype,koman,REF,1981-08-02,235.5299072265625
39,e_hype,koman,REF,1981-09-02,244.04080200195312
40,e_hype,koman,REF,1981-10-02,247.9282073974609
41,e_hype,koman,REF,1981-11-02,251.10150146484372
42,e_hype,koman,REF,1981-12-02,294.7137145996094
43,e_hype,koman,REF,1981-02-13,312.8995056152344
44,e_hype,koman,REF,1981-02-14,338.6368103027344
45,e_hype,koman,REF,1981-02-15,355.6752014160156
46,e_hype,koman,REF,1981-02-16,360.2594909667969
47,e_hype,koman,REF,1981-02-17,353.2023010253906
48,e_hype,koman,REF,1981-02-18,338.1355895996094
49,e_hype,koman,REF,1981-02-19,319.1690979003906
50,e_hype,koman,REF,1981-02-20,299.4823913574219
51,e_hype,koman,REF,1981-02-21,293.0678100585937
52,e_hype,koman,REF,1981-02-22,285.474609375
53,e_hype,koman,REF,1981-02-23,288.28729248046875
54,e_hype,koman,REF,1981-02-24,291.2825012207031
55,e_hype,koman,REF,1981-02-25,291.3833923339844
56,e_hype,koman,REF,1981-02-26,288.05731201171875
57,e_hype,koman,REF,1981-02-27,279.656494140625
58,e_hype,koman,REF,1981-02-28,268.7474060058594
59,e_hype,koman,REF,1981-01-03,256.0657958984375
60,e_hype,koman,REF,1981-02-03,244.5894927978516
61,e_hype,koman,REF,1981-03-03,297.9981994628906
62,e_hype,koman,REF,1981-04-03,375.1542053222656
63,e_hype,koman,REF,1981-05-03,426.099609375
64,e_hype,koman,REF,1981-06-03,474.4346008300781
65,e_hype,koman,REF,1981-07-03,495.2446899414063
66,e_hype,koman,REF,1981-08-03,491.8698120117188
67,e_hype,koman,REF,1981-09-03,475.139404296875
68,e_hype,koman,REF,1981-10-03,457.94378662109375
69,e_hype,koman,REF,1981-11-03,448.2951049804688
70,e_hype,koman,REF,1981-12-03,444.443115234375
71,e_hype,koman,REF,1981-03-13,461.818603515625
72,e_hype,koman,REF,1981-03-14,498.6736145019531
73,e_hype,koman,REF,1981-03-15,527.1397705078125
74,e_hype,koman,REF,1981-03-16,554.275390625
75,e_hype,koman,REF,1981-03-17,567.181396484375
76,e_hype,koman,REF,1981-03-18,597.2722778320312
77,e_hype,koman,REF,1981-03-19,678.189697265625
78,e_hype,koman,REF,1981-03-20,731.1035766601562
79,e_hype,koman,REF,1981-03-21,754.9869995117188
80,e_hype,koman,REF,1981-03-22,736.9656982421875
81,e_hype,koman,REF,1981-03-23,698.734619140625
82,e_hype,koman,REF,1981-03-24,654.9000244140625
83,e_hype,koman,REF,1981-03-25,616.315673828125
84,e_hype,koman,REF,1981-03-26,593.2885131835938
85,e_hype,koman,REF,1981-03-27,584.9583129882812
86,e_hype,koman,REF,1981-03-28,579.5186157226562
87,e_hype,koman,REF,1981-03-29,577.0444946289062
88,e_hype,koman,REF,1981-03-30,573.9879150390625
89,e_hype,koman,REF,1981-03-31,568.0634765625
90,e_hype,koman,REF,1981-01-04,549.8839721679688
91,e_hype,koman,REF,1981-02-04,526.2623291015625
92,e_hype,koman,REF,1981-03-04,499.83990478515625
93,e_hype,koman,REF,1981-04-04,466.360595703125
94,e_hype,koman,REF,1981-05-04,431.9754028320313
95,e_hype,koman,REF,1981-06-04,400.9755859375
96,e_hype,koman,REF,1981-07-04,374.4042053222656
97,e_hype,koman,REF,1981-08-04,352.0627136230469
