,model,catchment,scenario,Date,value
0,e_hype,vaudj,REF,1981-01-01,319.8027038574219
1,e_hype,vaudj,REF,1981-02-01,302.6654052734375
2,e_hype,vaudj,REF,1981-03-01,286.1141052246094
3,e_hype,vaudj,REF,1981-04-01,278.2538146972656
4,e_hype,vaudj,REF,1981-05-01,273.1083068847656
5,e_hype,vaudj,REF,1981-06-01,265.9283142089844
6,e_hype,vaudj,REF,1981-07-01,259.4075927734375
7,e_hype,vaudj,REF,1981-08-01,254.3798065185547
8,e_hype,vaudj,REF,1981-09-01,249.8654937744141
9,e_hype,vaudj,REF,1981-10-01,245.0419006347656
10,e_hype,vaudj,REF,1981-11-01,239.62649536132807
11,e_hype,vaudj,REF,1981-12-01,233.80059814453125
12,e_hype,vaudj,REF,1981-01-13,242.13909912109372
13,e_hype,vaudj,REF,1981-01-14,250.3988037109375
14,e_hype,vaudj,REF,1981-01-15,252.43460083007807
15,e_hype,vaudj,REF,1981-01-16,263.6585998535156
16,e_hype,vaudj,REF,1981-01-17,261.11669921875
17,e_hype,vaudj,REF,1981-01-18,258.7677001953125
18,e_hype,vaudj,REF,1981-01-19,254.3121032714844
19,e_hype,vaudj,REF,1981-01-20,250.1360015869141
20,e_hype,vaudj,REF,1981-01-21,244.3544006347656
21,e_hype,vaudj,REF,1981-01-22,237.6938934326172
22,e_hype,vaudj,REF,1981-01-23,230.32989501953125
23,e_hype,vaudj,REF,1981-01-24,222.8836975097656
24,e_hype,vaudj,REF,1981-01-25,214.8955993652344
25,e_hype,vaudj,REF,1981-01-26,206.79649353027344
26,e_hype,vaudj,REF,1981-01-27,198.7666015625
27,e_hype,vaudj,REF,1981-01-28,190.9196929931641
28,e_hype,vaudj,REF,1981-01-29,183.35189819335935
29,e_hype,vaudj,REF,1981-01-30,176.11669921875
30,e_hype,vaudj,REF,1981-01-31,169.74899291992188
31,e_hype,vaudj,REF,1981-01-02,164.6407012939453
32,e_hype,vaudj,REF,1981-02-02,161.0841064453125
33,e_hype,vaudj,REF,1981-03-02,158.44790649414062
34,e_hype,vaudj,REF,1981-04-02,160.2816925048828
35,e_hype,vaudj,REF,1981-05-02,198.1573028564453
36,e_hype,vaudj,REF,1981-06-02,206.49630737304688
37,e_hype,vaudj,REF,1981-07-02,216.31069946289065
38,e_hype,vaudj,REF,1981-08-02,227.0128936767578
39,e_hype,vaudj,REF,1981-09-02,237.06809997558597
40,e_hype,vaudj,REF,1981-10-02,245.7324981689453
41,e_hype,vaudj,REF,1981-11-02,253.91380310058597
42,e_hype,vaudj,REF,1981-12-02,282.989013671875
43,e_hype,vaudj,REF,1981-02-13,309.1087951660156
44,e_hype,vaudj,REF,1981-02-14,335.3230895996094
45,e_hype,vaudj,REF,1981-02-15,355.4927062988281
46,e_hype,vaudj,REF,1981-02-16,369.5409851074219
47,e_hype,vaudj,REF,1981-02-17,376.1487121582031
48,e_hype,vaudj,REF,1981-02-18,375.01220703125
49,e_hype,vaudj,REF,1981-02-19,367.6852111816406
50,e_hype,vaudj,REF,1981-02-20,357.1852111816406
51,e_hype,vaudj,REF,1981-02-21,358.4573059082031
52,e_hype,vaudj,REF,1981-02-22,345.96929931640625
53,e_hype,vaudj,REF,1981-02-23,335.5793151855469
54,e_hype,vaudj,REF,1981-02-24,329.62811279296875
55,e_hype,vaudj,REF,1981-02-25,326.33770751953125
56,e_hype,vaudj,REF,1981-02-26,324.1669006347656
57,e_hype,vaudj,REF,1981-02-27,319.2372131347656
58,e_hype,vaudj,REF,1981-02-28,311.9512023925781
59,e_hype,vaudj,REF,1981-01-03,302.2820129394531
60,e_hype,vaudj,REF,1981-02-03,295.49591064453125
61,e_hype,vaudj,REF,1981-03-03,328.6673889160156
62,e_hype,vaudj,REF,1981-04-03,384.8814086914063
63,e_hype,vaudj,REF,1981-05-03,426.224609375
64,e_hype,vaudj,REF,1981-06-03,463.8955993652344
65,e_hype,vaudj,REF,1981-07-03,495.6246948242188
66,e_hype,vaudj,REF,1981-08-03,514.9805297851562
67,e_hype,vaudj,REF,1981-09-03,520.2324829101562
68,e_hype,vaudj,REF,1981-10-03,514.9249267578125
69,e_hype,vaudj,REF,1981-11-03,505.5841064453125
70,e_hype,vaudj,REF,1981-12-03,497.9193115234375
71,e_hype,vaudj,REF,1981-03-13,501.20208740234375
72,e_hype,vaudj,REF,1981-03-14,521.9271850585938
73,e_hype,vaudj,REF,1981-03-15,547.1035766601562
74,e_hype,vaudj,REF,1981-03-16,573.8411865234375
75,e_hype,vaudj,REF,1981-03-17,596.3651123046875
76,e_hype,vaudj,REF,1981-03-18,622.7725219726562
77,e_hype,vaudj,REF,1981-03-19,692.1290283203125
78,e_hype,vaudj,REF,1981-03-20,741.9666137695312
79,e_hype,vaudj,REF,1981-03-21,779.781005859375
80,e_hype,vaudj,REF,1981-03-22,795.9105834960938
81,e_hype,vaudj,REF,1981-03-23,788.5150146484375
82,e_hype,vaudj,REF,1981-03-24,763.9384765625
83,e_hype,vaudj,REF,1981-03-25,730.7418823242188
84,e_hype,vaudj,REF,1981-03-26,698.3552856445312
85,e_hype,vaudj,REF,1981-03-27,673.5001220703125
86,e_hype,vaudj,REF,1981-03-28,656.975830078125
87,e_hype,vaudj,REF,1981-03-29,646.3947143554688
88,e_hype,vaudj,REF,1981-03-30,639.8507080078125
89,e_hype,vaudj,REF,1981-03-31,635.3425903320312
90,e_hype,vaudj,REF,1981-01-04,628.45458984375
91,e_hype,vaudj,REF,1981-02-04,616.7808837890625
92,e_hype,vaudj,REF,1981-03-04,599.8416137695312
93,e_hype,vaudj,REF,1981-04-04,575.7597045898438
94,e_hype,vaudj,REF,1981-05-04,545.9611206054688
95,e_hype,vaudj,REF,1981-06-04,513.8795166015625
96,e_hype,vaudj,REF,1981-07-04,483.0278930664063
97,e_hype,vaudj,REF,1981-08-04,455.2803039550781
98,e_hype,vaudj,REF,1981-09-04,431.198486328125
99,e_hype,vaudj,REF,1981-10-04,411.5006103515625
100,e_hype,vaudj,REF,1981-11-04,395.0950927734375
101,e_hype,vaudj,REF,1981-12-04,380.039306640625
102,e_hype,vaudj,REF,1981-04-13,365.2311096191406
103,e_hype,vaudj,REF,1981-04-14,352.7764892578125
104,e_hype,vaudj,REF,1981-04-15,343.5783996582031
105,e_hype,vaudj,REF,1981-04-16,336.3297119140625
106,e_hype,vaudj,REF,1981-04-17,335.4800109863281
107,e_hype,vaudj,REF,1981-04-18,363.4714965820313
108,e_hype,vaudj,REF,1981-04-19,385.74749755859375
109,e_hype,vaudj,REF,1981-04-20,394.9233093261719
110,e_hype,vaudj,REF,1981-04-21,391.7966918945313
111,e_hype,vaudj,REF,1981-04-22,380.5716857910156
112,e_hype,vaudj,REF,1981-04-23,367.15130615234375
113,e_hype,vaudj,REF,1981-04-24,358.2890014648437
114,e_hype,vaudj,REF,1981-04-25,354.893310546875
115,e_hype,vaudj,REF,1981-04-26,352.6044921875
116,e_hype,vaudj,REF,1981-04-27,369.8757019042969
117,e_hype,vaudj,REF,1981-04-28,375.8482971191406
118,e_hype,vaudj,REF,1981-04-29,373.53118896484375
119,e_hype,vaudj,REF,1981-04-30,364.0546875
120,e_hype,vaudj,REF,1981-01-05,350.0072937011719
121,e_hype,vaudj,REF,1981-02-05,335.1093139648437
122,e_hype,vaudj,REF,1981-03-05,321.1177062988281
123,e_hype,vaudj,REF,1981-04-05,340.0560913085937
124,e_hype,vaudj,REF,1981-05-05,387.4494934082031
125,e_hype,vaudj,REF,1981-06-05,404.9798889160156
126,e_hype,vaudj,REF,1981-07-05,407.7497863769531
127,e_hype,vaudj,REF,1981-08-05,399.0617980957031
128,e_hype,vaudj,REF,1981-09-05,383.7485961914063
129,e_hype,vaudj,REF,1981-10-05,365.22601318359375
130,e_hype,vaudj,REF,1981-11-05,347.5116882324219
131,e_hype,vaudj,REF,1981-12-05,343.22100830078125
132,e_hype,vaudj,REF,1981-05-13,335.8684997558594
133,e_hype,vaudj,REF,1981-05-14,326.15478515625
134,e_hype,vaudj,REF,1981-05-15,314.96649169921875
135,e_hype,vaudj,REF,1981-05-16,310.0486145019531
136,e_hype,vaudj,REF,1981-05-17,305.1557006835937
137,e_hype,vaudj,REF,1981-05-18,299.5010070800781
138,e_hype,vaudj,REF,1981-05-19,292.4992980957031
139,e_hype,vaudj,REF,1981-05-20,283.7875061035156
140,e_hype,vaudj,REF,1981-05-21,273.78009033203125
141,e_hype,vaudj,REF,1981-05-22,262.67919921875
142,e_hype,vaudj,REF,1981-05-23,257.4388122558594
143,e_hype,vaudj,REF,1981-05-24,250.11300659179688
144,e_hype,vaudj,REF,1981-05-25,241.08909606933597
145,e_hype,vaudj,REF,1981-05-26,230.752197265625
146,e_hype,vaudj,REF,1981-05-27,219.8325958251953
147,e_hype,vaudj,REF,1981-05-28,209.8925018310547
148,e_hype,vaudj,REF,1981-05-29,200.64340209960935
149,e_hype,vaudj,REF,1981-05-30,192.6652069091797
150,e_hype,vaudj,REF,1981-05-31,185.88999938964844
151,e_hype,vaudj,REF,1981-01-06,180.12750244140625
152,e_hype,vaudj,REF,1981-02-06,174.9575958251953
153,e_hype,vaudj,REF,1981-03-06,170.0081024169922
154,e_hype,vaudj,REF,1981-04-06,165.3323974609375
155,e_hype,vaudj,REF,1981-05-06,161.65159606933594
156,e_hype,vaudj,REF,1981-06-06,158.74819946289062
