,model,catchment,scenario,Date,value
0,e_hype,white,REF,1981-01-01,80.98030090332031
1,e_hype,white,REF,1981-02-01,79.87979888916016
2,e_hype,white,REF,1981-03-01,75.8906021118164
3,e_hype,white,REF,1981-04-01,73.47049713134766
4,e_hype,white,REF,1981-05-01,90.05030059814453
5,e_hype,white,REF,1981-06-01,106.42420196533205
6,e_hype,white,REF,1981-07-01,97.53050231933594
7,e_hype,white,REF,1981-08-01,88.46050262451172
8,e_hype,white,REF,1981-09-01,81.11479949951172
9,e_hype,white,REF,1981-10-01,74.97599792480469
10,e_hype,white,REF,1981-11-01,69.8197021484375
11,e_hype,white,REF,1981-12-01,65.8936996459961
12,e_hype,white,REF,1981-01-13,64.01429748535156
13,e_hype,white,REF,1981-01-14,82.2761001586914
14,e_hype,white,REF,1981-01-15,99.55130004882812
15,e_hype,white,REF,1981-01-16,95.51789855957033
16,e_hype,white,REF,1981-01-17,89.73789978027344
17,e_hype,white,REF,1981-01-18,81.80500030517578
18,e_hype,white,REF,1981-01-19,74.91320037841797
19,e_hype,white,REF,1981-01-20,69.45140075683594
20,e_hype,white,REF,1981-01-21,65.11830139160156
21,e_hype,white,REF,1981-01-22,61.65549850463867
22,e_hype,white,REF,1981-01-23,58.820899963378906
23,e_hype,white,REF,1981-01-24,56.38819885253906
24,e_hype,white,REF,1981-01-25,54.29100036621094
25,e_hype,white,REF,1981-01-26,52.44609832763672
26,e_hype,white,REF,1981-01-27,50.79949951171875
27,e_hype,white,REF,1981-01-28,49.36579895019531
28,e_hype,white,REF,1981-01-29,48.128700256347656
29,e_hype,white,REF,1981-01-30,47.00709915161133
30,e_hype,white,REF,1981-01-31,45.98059844970703
31,e_hype,white,REF,1981-01-02,44.90629959106445
32,e_hype,white,REF,1981-02-02,47.51470184326172
33,e_hype,white,REF,1981-03-02,55.47359848022461
34,e_hype,white,REF,1981-04-02,59.58480072021485
35,e_hype,white,REF,1981-05-02,111.6417007446289
36,e_hype,white,REF,1981-06-02,124.25659942626952
37,e_hype,white,REF,1981-07-02,108.51399993896484
38,e_hype,white,REF,1981-08-02,95.04419708251952
39,e_hype,white,REF,1981-09-02,95.34359741210938
40,e_hype,white,REF,1981-10-02,90.35399627685548
41,e_hype,white,REF,1981-11-02,86.00370025634766
42,e_hype,white,REF,1981-12-02,120.01139831542967
43,e_hype,white,REF,1981-02-13,131.1417999267578
44,e_hype,white,REF,1981-02-14,128.6678009033203
45,e_hype,white,REF,1981-02-15,112.47109985351562
46,e_hype,white,REF,1981-02-16,98.80740356445312
47,e_hype,white,REF,1981-02-17,89.47029876708984
48,e_hype,white,REF,1981-02-18,82.30809783935547
49,e_hype,white,REF,1981-02-19,76.30809783935547
50,e_hype,white,REF,1981-02-20,71.3948974609375
51,e_hype,white,REF,1981-02-21,73.44039916992188
52,e_hype,white,REF,1981-02-22,89.56780242919922
53,e_hype,white,REF,1981-02-23,95.40910339355467
54,e_hype,white,REF,1981-02-24,87.90650177001953
55,e_hype,white,REF,1981-02-25,80.7416000366211
56,e_hype,white,REF,1981-02-26,74.67539978027344
57,e_hype,white,REF,1981-02-27,69.4677963256836
58,e_hype,white,REF,1981-02-28,65.59819793701172
59,e_hype,white,REF,1981-01-03,61.9807014465332
60,e_hype,white,REF,1981-02-03,59.31100082397461
61,e_hype,white,REF,1981-03-03,103.27880096435548
62,e_hype,white,REF,1981-04-03,157.7156982421875
63,e_hype,white,REF,1981-05-03,164.6197967529297
64,e_hype,white,REF,1981-06-03,152.40170288085938
65,e_hype,white,REF,1981-07-03,132.0697021484375
66,e_hype,white,REF,1981-08-03,118.84200286865234
67,e_hype,white,REF,1981-09-03,112.19550323486328
68,e_hype,white,REF,1981-10-03,120.48480224609376
69,e_hype,white,REF,1981-11-03,135.6562957763672
70,e_hype,white,REF,1981-12-03,145.9420928955078
71,e_hype,white,REF,1981-03-13,154.01600646972656
72,e_hype,white,REF,1981-03-14,176.53489685058594
