,catchment,year,week,value,scenario,model
0,fierz,2020,1,131.55275,RCP85,e_hype
1,fierz,2020,2,142.99450000000002,RCP85,e_hype
2,fierz,2020,3,237.07925,RCP85,e_hype
3,fierz,2020,4,275.48425,RCP85,e_hype
4,fierz,2020,5,262.33075,RCP85,e_hype
5,fierz,2020,6,291.41125000000005,RCP85,e_hype
6,fierz,2020,7,243.43600000000004,RCP85,e_hype
7,fierz,2020,8,189.226,RCP85,e_hype
8,fierz,2020,9,155.2995,RCP85,e_hype
9,fierz,2020,10,175.70875,RCP85,e_hype
10,fierz,2020,11,166.35525,RCP85,e_hype
11,fierz,2020,12,141.24200000000002,RCP85,e_hype
12,fierz,2020,13,134.744,RCP85,e_hype
13,fierz,2020,14,142.40725,RCP85,e_hype
14,fierz,2020,15,121.75925,RCP85,e_hype
15,fierz,2020,16,103.43175,RCP85,e_hype
16,fierz,2020,17,102.6275,RCP85,e_hype
17,fierz,2020,18,125.38199999999998,RCP85,e_hype
18,fierz,2020,19,109.68225000000001,RCP85,e_hype
19,fierz,2020,20,107.46375,RCP85,e_hype
20,fierz,2020,21,114.25600000000001,RCP85,e_hype
21,fierz,2020,22,105.00575,RCP85,e_hype
22,fierz,2020,23,88.27400000000002,RCP85,e_hype
23,fierz,2020,24,100.89475000000002,RCP85,e_hype
24,fierz,2020,25,78.94800000000001,RCP85,e_hype
25,fierz,2020,26,85.95875000000001,RCP85,e_hype
26,fierz,2020,27,85.96625,RCP85,e_hype
27,fierz,2020,28,64.18075,RCP85,e_hype
28,fierz,2020,29,20.8135,RCP85,e_hype
29,fierz,2020,30,1.46275,RCP85,e_hype
30,fierz,2020,31,0.61775,RCP85,e_hype
31,fierz,2020,32,0.73575,RCP85,e_hype
32,fierz,2020,33,2.914,RCP85,e_hype
33,fierz,2020,34,1.89625,RCP85,e_hype
34,fierz,2020,35,3.505,RCP85,e_hype
35,fierz,2020,36,25.941000000000003,RCP85,e_hype
36,fierz,2020,37,33.202749999999995,RCP85,e_hype
37,fierz,2020,38,50.92274999999999,RCP85,e_hype
38,fierz,2020,39,58.423,RCP85,e_hype
39,fierz,2020,40,65.00699999999999,RCP85,e_hype
40,fierz,2020,41,92.29424999999999,RCP85,e_hype
41,fierz,2020,42,120.22175000000001,RCP85,e_hype
42,fierz,2020,43,162.475,RCP85,e_hype
43,fierz,2020,44,199.87175000000002,RCP85,e_hype
44,fierz,2020,45,179.5685,RCP85,e_hype
45,fierz,2020,46,239.41425,RCP85,e_hype
46,fierz,2020,47,211.54475,RCP85,e_hype
47,fierz,2020,48,173.8945,RCP85,e_hype
48,fierz,2020,49,150.69175,RCP85,e_hype
49,fierz,2020,50,151.78674999999998,RCP85,e_hype
50,fierz,2020,51,167.30374999999998,RCP85,e_hype
51,fierz,2020,52,189.44225,RCP85,e_hype
52,fierz,2020,53,187.5655,RCP85,e_hype
53,fierz,2021,1,166.2655,RCP85,e_hype
54,fierz,2021,2,168.49075,RCP85,e_hype
55,fierz,2021,3,198.961,RCP85,e_hype
56,fierz,2021,4,297.17449999999997,RCP85,e_hype
57,fierz,2021,5,315.7195,RCP85,e_hype
58,fierz,2021,6,273.60900000000004,RCP85,e_hype
59,fierz,2021,7,259.60125,RCP85,e_hype
60,fierz,2021,8,238.1205,RCP85,e_hype
61,fierz,2021,9,284.9985,RCP85,e_hype
62,fierz,2021,10,335.38449999999995,RCP85,e_hype
63,fierz,2021,11,239.46725,RCP85,e_hype
64,fierz,2021,12,186.37150000000003,RCP85,e_hype
65,fierz,2021,13,163.23425,RCP85,e_hype
66,fierz,2021,14,162.906,RCP85,e_hype
67,fierz,2021,15,201.92375,RCP85,e_hype
68,fierz,2021,16,267.9105,RCP85,e_hype
69,fierz,2021,17,243.82375000000002,RCP85,e_hype
