,Date,year,catchment,REF,RCP26,RCP45,RCP85,RCP26-REF,RCP45-REF,RCP85-REF,RCP26-REF%,RCP45-REF%,RCP85-REF%
3369,1990-03-24,1990,white,28.3705997467041,128.0045,126.8904,126.28225,99.6339002532959,98.5198002532959,97.9116502532959,351.18714846650596,347.26019588197545,345.1166035524878
3370,1990-03-25,1990,white,27.904300689697266,125.3095,129.342,121.3635,97.40519931030273,101.43769931030275,93.45919931030274,349.06877041454175,363.5199478328272,334.9275810549498
3371,1990-03-26,1990,white,27.546499252319336,115.3515,117.6194,111.43225,87.80500074768067,90.07290074768066,83.88575074768066,318.75193992313825,326.9849280034986,304.52417920443276
3372,1990-03-27,1990,white,27.17930030822754,124.869,115.407,112.04075,97.68969969177246,88.22769969177246,84.86144969177246,359.4268380124579,324.61357978764727,312.2282351988427
3373,1990-03-28,1990,white,26.90679931640625,131.724,116.691,112.944,104.81720068359374,89.78420068359375,86.03720068359375,389.5565557650037,333.6859194131217,319.7600713182304
3374,1990-03-29,1990,white,28.96339988708496,134.138,113.799,110.546,105.17460011291504,84.83560011291505,81.58260011291505,363.12933054455857,292.9062211054304,281.6748048605076
3375,1990-03-30,1990,white,28.65049934387207,128.088,110.327,105.3365,99.43750065612792,81.67650065612793,76.68600065612793,347.0707419882934,285.07880325512497,267.66025867723647
3376,1990-03-31,1990,white,28.811899185180664,126.5545,109.7284,103.023,97.74260081481934,80.91650081481933,74.21110081481933,339.24386652405417,280.84403702355917,257.5710137601399
3377,1990-04-01,1990,white,28.30010032653809,173.351,123.9376,124.63524999999998,145.0508996734619,95.63749967346192,96.3351496734619,512.5455316405438,337.9404969238889,340.405682530831
3378,1990-04-02,1990,white,27.616899490356445,182.388,128.14260000000002,126.97525000000002,154.77110050964356,100.52570050964357,99.35835050964357,560.4217104953731,364.000674821394,359.7737339933418
3379,1990-04-03,1990,white,26.89229965209961,186.1895,129.0196,126.87675,159.2972003479004,102.12730034790039,99.98445034790039,592.3524667235489,379.7641022489753,371.795836136662
3380,1990-04-04,1990,white,26.42410087585449,168.9535,122.45839999999998,116.903,142.5293991241455,96.03429912414549,90.47889912414551,539.3916704820953,363.43450085712703,342.41051208982583
3381,1990-04-05,1990,white,26.39109992980957,147.284,111.89199999999998,105.2715,120.89290007019042,85.50090007019041,78.88040007019043,458.0820821857376,323.97626585322604,298.890157212025
3382,1990-04-06,1990,white,25.94219970703125,136.2355,103.6096,99.001,110.29330029296875,77.66740029296875,73.05880029296875,425.15014739893235,299.386332578105,281.62145507332303
3383,1990-04-07,1990,white,26.25900077819824,130.675,109.65480000000002,106.49525,104.41599922180177,83.39579922180178,80.23624922180176,397.63889000869386,317.5893855452484,305.55713029422884
3384,1990-04-08,1990,white,27.323400497436523,127.063,110.2302,107.80025,99.73959950256348,82.90679950256347,80.47684950256348,365.0336257081948,303.42782374522443,294.53453097872574
3385,1990-04-09,1990,white,28.054399490356445,116.0975,104.3888,103.2995,88.04310050964355,76.33440050964356,75.24510050964355,313.82992368062594,272.0942237094867,268.21141024782463
3386,1990-04-10,1990,white,123.3144989013672,104.839,104.502,98.494,-18.475498901367203,-18.812498901367206,-24.820498901367202,-14.9824222341809,-15.255707211213126,-20.127802588096163
3387,1990-04-11,1990,white,81.16909790039062,95.51,103.188,94.144,14.34090209960938,22.018902099609377,12.97490209960938,17.66793332754332,27.127198243142498,15.985026857797491
3388,1990-04-12,1990,white,55.06999969482422,87.713,97.406,89.011,32.643000305175775,42.33600030517579,33.94100030517578,59.27546846934837,76.87670335897016,61.632468663996995
3389,1990-04-13,1990,white,46.0807991027832,82.366,91.6312,84.07625,36.2852008972168,45.550400897216804,37.9954508972168,78.7425600330469,98.8489821880403,82.45397570573367
3390,1990-04-14,1990,white,41.94929885864258,75.936,86.1858,77.68425,33.98670114135743,44.23650114135742,35.73495114135743,81.01852013279917,105.45230157581913,85.18605105123265
3391,1990-04-15,1990,white,39.08890151977539,71.55850000000001,82.68800000000002,72.77725000000001,32.46959848022462,43.599098480224626,33.68834848022462,83.06602953218828,111.53830572129915,86.1839222142925
3392,1990-04-16,1990,white,37.240699768066406,72.1755,81.6238,70.71325,34.93480023193359,44.3831002319336,33.472550231933596,93.80811974400626,119.1790178711726,89.88163606054479
3393,1990-04-17,1990,white,40.84189987182617,69.732,78.8424,69.12299999999999,28.890100128173827,38.000500128173826,28.28110012817382,70.73642562867892,93.04292955868976,69.24530988256713
3394,1990-04-18,1990,white,46.16730117797852,68.0205,75.59459999999999,66.52175,21.853198822021476,29.427298822021463,20.354448822021475,47.33479814593385,63.740565446043604,44.08845287177064
3395,1990-04-19,1990,white,45.319801330566406,64.2465,73.5084,63.199,18.92669866943359,28.18859866943359,17.879198669433592,41.762536714096946,62.19929885354881,39.45118501076655
3396,1990-04-20,1990,white,45.08330154418945,60.6565,69.1744,60.27375000000001,15.573198455810548,24.091098455810553,15.190448455810554,34.54316326089409,53.436854956589855,33.69417929811835
3397,1990-04-21,1990,white,78.52940368652344,57.745000000000005,66.4572,58.979,-20.784403686523433,-12.072203686523437,-19.55040368652344,-26.467033634294975,-15.372845227137727,-24.89564770485901
3398,1990-04-22,1990,white,78.60649871826172,55.1625,66.29100000000001,58.27300000000001,-23.443998718261717,-12.315498718261708,-20.33349871826171,-29.82450446277828,-15.667278048348685,-25.867452500511725
3399,1990-04-23,1990,white,104.685302734375,53.327,64.73140000000001,57.838,-51.358302734375,-39.95390273437499,-46.847302734375,-49.05970694347596,-38.165723067881544,-44.75060157512634
3400,1990-04-24,1990,white,102.77899932861328,50.760000000000005,63.2028,55.88325,-52.018999328613276,-39.57619932861328,-46.895749328613284,-50.612478880334244,-38.5061146607169,-45.627754341793526
3401,1990-04-25,1990,white,89.81159973144531,50.5845,60.56239999999999,54.01049999999999,-39.227099731445314,-29.249199731445323,-35.80109973144532,-43.67709722212076,-32.56728509335798,-39.86244520585067
