,Date,year,catchment,REF,RCP26,RCP45,RCP85,RCP26-REF,RCP45-REF,RCP85-REF,RCP26-REF%,RCP45-REF%,RCP85-REF%
0,1981-01-01,1981,ohrid,13.09119987487793,0.0,0.3478,0.33775,-13.09119987487793,-12.74339987487793,-12.75344987487793,-100.0,-97.34325345786348,-97.42002258594994
1,1981-01-02,1981,ohrid,13.113499641418455,0.003,0.3631999999999999,0.358,-13.110499641418455,-12.750299641418456,-12.755499641418455,-99.97712281174337,-97.2303350750638,-97.26998886804196
2,1981-01-03,1981,ohrid,13.122300148010254,0.0015,0.3772,0.3727499999999999,-13.120800148010254,-12.745100148010254,-12.749550148010254,-99.9885690771962,-97.12550394560823,-97.15941568325947
3,1981-01-04,1981,ohrid,13.155699729919434,0.0,0.4042,0.39725,-13.155699729919434,-12.751499729919434,-12.758449729919434,-100.0,-96.9275674551864,-96.98039626811676
4,1981-01-05,1981,ohrid,13.479900360107422,0.0035,0.4226,0.413,-13.476400360107421,-13.057300360107423,-13.066900360107422,-99.97403541638661,-96.86496198999626,-96.93617913362151
5,1981-01-06,1981,ohrid,13.539899826049805,0.0035,0.4353999999999999,0.4259999999999999,-13.536399826049804,-13.104499826049805,-13.113899826049805,-99.97415047345278,-96.78431889752743,-96.85374334025421
6,1981-01-07,1981,ohrid,13.624500274658203,0.0055,0.4486,0.43925,-13.619000274658204,-13.175900274658202,-13.185250274658204,-99.95963154692558,-96.70740217287526,-96.77602854310179
7,1981-01-08,1981,ohrid,13.687999725341797,0.004,0.4622,0.4495,-13.683999725341797,-13.225799725341798,-13.238499725341796,-99.97077732261643,-96.62331962832899,-96.71610162902181
8,1981-01-09,1981,ohrid,13.72480010986328,0.006,0.482,0.46075,-13.71880010986328,-13.24280010986328,-13.26405010986328,-99.95628351632102,-96.48810914445588,-96.64293835748556
9,1981-01-10,1981,ohrid,13.747300148010254,0.0045,0.5024,0.4804999999999999,-13.742800148010254,-13.244900148010254,-13.266800148010255,-99.9672662999167,-96.3454642395895,-96.50476824666154
10,1981-01-11,1981,ohrid,13.746600151062012,0.0035,0.5164,0.4912499999999999,-13.743100151062011,-13.23020015106201,-13.255350151062013,-99.97453915905359,-96.24343478150773,-96.42638911002261
11,1981-01-12,1981,ohrid,13.732099533081056,0.008,0.529,0.50325,-13.724099533081057,-13.203099533081057,-13.228849533081057,-99.94174233895751,-96.14771216356522,-96.33522901004574
12,1981-01-13,1981,ohrid,13.816900253295898,0.0055,0.5532,0.5277499999999999,-13.811400253295899,-13.263700253295898,-13.2891502532959,-99.96019367659046,-95.99620761633537,-96.18040233102133
13,1981-01-14,1981,ohrid,14.113800048828123,0.0075,0.5674,0.54175,-14.106300048828123,-13.546400048828124,-13.572050048828123,-99.9468605196754,-95.97982118184315,-96.16155820455326
14,1981-01-15,1981,ohrid,14.21969985961914,0.007,0.58,0.55275,-14.212699859619141,-13.63969985961914,-13.666949859619141,-99.95077251932808,-95.92115160146894,-96.11278715122751
15,1981-01-16,1981,ohrid,14.68589973449707,0.0075,0.5892000000000001,0.55975,-14.67839973449707,-14.09669973449707,-14.126149734497071,-99.9489306059854,-95.98798840621271,-96.18852089337672
16,1981-01-17,1981,ohrid,14.825400352478027,0.006,0.5995999999999999,0.569,-14.819400352478027,-14.225800352478027,-14.256400352478028,-99.95952891755131,-95.95558982729409,-96.16199234778242
17,1981-01-18,1981,ohrid,15.14330005645752,0.0085,0.6157999999999999,0.583,-15.13480005645752,-14.52750005645752,-14.56030005645752,-99.943869566288,-95.93351516707611,-96.15011260540008
18,1981-01-19,1981,ohrid,15.27560043334961,0.0075,0.6245999999999999,0.58975,-15.268100433349609,-14.65100043334961,-14.685850433349609,-99.95090209361835,-95.9111263565367,-96.13926796152339
