,Date,year,catchment,REF,RCP26,RCP45,RCP85,RCP26-REF,RCP45-REF,RCP85-REF,RCP26-REF%,RCP45-REF%,RCP85-REF%
0,1981-01-01,1981,black,80.233,101.7035,87.9822,91.65975,21.4705,7.749200000000002,11.426749999999998,26.76018595839617,9.658369997382625,14.241957797913575
1,1981-02-01,1981,black,76.598,126.2095,117.4402,121.8135,49.61150000000001,40.842200000000005,45.215500000000006,64.76866236716364,53.3201911277057,59.02960912817568
2,1981-03-01,1981,black,73.313,88.5055,99.148,113.48225,15.192499999999995,25.834999999999994,40.16924999999999,20.722791319411286,35.23931635589867,54.79144217260239
3,1981-04-01,1981,black,72.613,71.32900000000001,101.1962,112.5365,-1.2839999999999918,28.583200000000005,39.923500000000004,-1.7682784074476912,39.36375029264733,54.981201713191865
4,1981-05-01,1981,black,89.572,151.20499999999998,85.19460000000001,95.616,61.63299999999998,-4.377399999999994,6.043999999999997,68.8083329611932,-4.887018264636264,6.747644353146069
5,1981-06-01,1981,black,108.761,52.605,47.0492,54.5115,-56.156,-61.7118,-54.2495,-51.6324785538934,-56.74074346502882,-49.87955241308925
6,1981-07-01,1981,black,110.496,29.2055,20.9048,24.33775,-81.2905,-89.59119999999999,-86.15825,-73.56872646973646,-81.08094410657398,-77.97408955980308
7,1981-08-01,1981,black,104.188,70.134,36.1854,44.471,-34.054,-68.0026,-59.717000000000006,-32.68514608208239,-65.26912888240489,-57.31658156409568
8,1981-09-01,1981,black,95.465,16.253,14.3608,16.77375,-79.212,-81.1042,-78.69125,-82.97491227151312,-84.9569999476248,-82.42942439637562
9,1981-10-01,1981,black,87.273,15.2785,64.7636,29.84475,-71.9945,-22.5094,-57.42824999999999,-82.49344012466628,-25.791940233520105,-65.80299749063283
10,1981-11-01,1981,black,80.501,22.756500000000003,60.13620000000001,41.04475,-57.7445,-20.364799999999995,-39.456250000000004,-71.73140706326629,-25.297573943180822,-49.01336629358642
11,1981-12-01,1981,black,75.003,31.407,52.3308,56.768,-43.596000000000004,-22.672199999999997,-18.235,-58.12567497300108,-30.228390864365423,-24.312360838899778
