catchment,cf
BDCT1,0.2708078085436577
BDCT2,0.30553565165531543
BDCT3,0.2967734839593262
BDRS1,0.6140157390258051
BDRS2,0.4222865245679609
BDRS3,0.35968620680283175
DCT1,0.471914328518939
DCT2,0.43966241307542636
DCT3,0.5706547706108918
DRS1,0.39203760929428433
DRS2,0.4110948416280079
DRS3,0.42427478679552855
WDRS1,0.3398633554956104
ohrid,0.7343899164098944
