model,scenario,year,catchment,week,value
e_hype,RCP26,2020,ohrid,1,6.42
e_hype,RCP26,2020,ohrid,2,3.224
e_hype,RCP26,2020,ohrid,3,6.018
e_hype,RCP26,2020,ohrid,4,6.617
e_hype,RCP26,2020,ohrid,5,7.221
e_hype,RCP26,2020,ohrid,6,4.35
e_hype,RCP26,2020,ohrid,7,6.779
e_hype,RCP26,2020,ohrid,8,9.1
e_hype,RCP26,2020,ohrid,9,8.652
e_hype,RCP26,2020,ohrid,10,4.539
e_hype,RCP26,2020,ohrid,11,8.489
e_hype,RCP26,2020,ohrid,12,11.196
e_hype,RCP26,2020,ohrid,13,10.67
e_hype,RCP26,2020,ohrid,14,6.943
e_hype,RCP26,2020,ohrid,15,4.884
e_hype,RCP26,2020,ohrid,16,10.286
e_hype,RCP26,2020,ohrid,17,9.736
e_hype,RCP26,2020,ohrid,18,8.01
e_hype,RCP26,2020,ohrid,19,3.525
e_hype,RCP26,2020,ohrid,20,7.194
e_hype,RCP26,2020,ohrid,21,7.074
e_hype,RCP26,2020,ohrid,22,7.107
e_hype,RCP26,2020,ohrid,23,4.972
e_hype,RCP26,2020,ohrid,24,3.408
e_hype,RCP26,2020,ohrid,25,4.253
e_hype,RCP26,2020,ohrid,26,4.379
e_hype,RCP26,2020,ohrid,27,6.198
e_hype,RCP26,2020,ohrid,28,1.9
e_hype,RCP26,2020,ohrid,29,2.101
e_hype,RCP26,2020,ohrid,30,1.823
e_hype,RCP26,2020,ohrid,31,5.406
e_hype,RCP26,2020,ohrid,32,3.011
e_hype,RCP26,2020,ohrid,33,1.046
e_hype,RCP26,2020,ohrid,34,0.737
e_hype,RCP26,2020,ohrid,35,2.519
e_hype,RCP26,2020,ohrid,36,5.442
e_hype,RCP26,2020,ohrid,37,0.929
e_hype,RCP26,2020,ohrid,38,0.415
e_hype,RCP26,2020,ohrid,39,1.131
e_hype,RCP26,2020,ohrid,40,5.9
e_hype,RCP26,2020,ohrid,41,1.554
e_hype,RCP26,2020,ohrid,42,0.571
e_hype,RCP26,2020,ohrid,43,0.524
e_hype,RCP26,2020,ohrid,44,4.311
e_hype,RCP26,2020,ohrid,45,3.836
e_hype,RCP26,2020,ohrid,46,1.124
e_hype,RCP26,2020,ohrid,47,1.415
e_hype,RCP26,2020,ohrid,48,3.468
e_hype,RCP26,2020,ohrid,49,5.458
e_hype,RCP26,2020,ohrid,50,2.113
e_hype,RCP26,2020,ohrid,51,3.372
e_hype,RCP26,2020,ohrid,52,4.062
e_hype,RCP26,2020,ohrid,53,
e_hype,RCP26,2021,ohrid,1,6.42
e_hype,RCP26,2021,ohrid,2,3.224
e_hype,RCP26,2021,ohrid,3,6.018
e_hype,RCP26,2021,ohrid,4,6.617
e_hype,RCP26,2021,ohrid,5,7.221
e_hype,RCP26,2021,ohrid,6,4.35
e_hype,RCP26,2021,ohrid,7,6.779
e_hype,RCP26,2021,ohrid,8,9.1
e_hype,RCP26,2021,ohrid,9,8.652
e_hype,RCP26,2021,ohrid,10,4.539
e_hype,RCP26,2021,ohrid,11,8.489
e_hype,RCP26,2021,ohrid,12,11.196
e_hype,RCP26,2021,ohrid,13,10.67
e_hype,RCP26,2021,ohrid,14,6.943
e_hype,RCP26,2021,ohrid,15,4.884
e_hype,RCP26,2021,ohrid,16,10.286
e_hype,RCP26,2021,ohrid,17,9.736
e_hype,RCP26,2021,ohrid,18,8.01
