scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP26,MKCWTCT3DD,1,0.336,0.244,0.302,0.537,0.243,0.27,0.302,0.34,0.819,0.541,0.378,0.525,0.36,0.883,0.768,0.455,0.249,0.179,0.277,0.733,0.345,0.164,0.584,0.465,0.318,0.815,0.352,0.463,0.243,0.167,0.685,0.172,0.842,0.333,0.232,0.277
RCP26,MKCWTCT3DD,2,0.269,0.328,0.344,0.408,0.64,0.267,0.171,0.834,0.392,1.031,0.544,0.438,0.517,0.99,0.491,0.814,0.259,0.194,0.169,0.355,0.281,0.103,0.743,0.549,0.232,0.572,0.247,0.339,0.177,0.111,0.712,0.135,0.838,0.227,0.291,0.485
RCP26,MKCWTCT3DD,3,0.243,0.373,0.256,0.3,0.489,0.377,0.17,0.408,0.622,0.784,0.842,0.308,0.5,0.708,0.413,1.125,0.305,0.228,0.138,0.613,0.336,0.248,0.39,1.113,0.267,0.292,0.726,0.224,0.279,0.078,0.425,0.334,0.561,0.219,0.228,0.501
RCP26,MKCWTCT3DD,4,0.186,0.448,0.218,0.236,0.326,0.292,0.356,0.356,1.119,0.521,0.62,0.582,0.755,0.671,0.356,0.527,0.261,0.371,0.269,0.67,0.457,0.217,0.243,0.598,0.375,0.265,0.737,0.449,0.211,0.085,0.236,0.347,0.416,0.245,0.47,0.694
RCP26,MKCWTCT3DD,5,0.132,0.262,0.567,0.33,0.331,0.411,0.307,0.582,0.662,0.802,0.47,0.495,0.44,0.474,0.269,0.55,0.208,0.446,0.379,0.461,0.478,0.356,0.424,0.565,0.525,0.349,0.706,1.028,0.131,0.08,0.317,0.274,0.426,0.249,0.467,0.43
RCP26,MKCWTCT3DD,6,0.224,0.278,0.717,0.443,0.277,0.849,0.23,0.562,0.47,0.397,0.26,0.532,0.31,0.299,0.376,0.758,0.147,0.273,0.333,0.307,0.416,0.406,0.939,1.219,0.6,0.341,0.786,0.541,0.097,0.191,0.602,0.213,0.502,0.33,0.888,0.563
RCP26,MKCWTCT3DD,7,0.442,0.23,0.625,0.504,0.406,0.522,0.184,0.711,0.574,0.227,0.171,0.46,0.2,0.284,0.468,0.497,0.198,0.261,0.352,0.396,0.561,0.381,0.802,0.637,0.598,0.381,0.436,0.375,0.191,0.24,0.481,0.191,0.69,0.98,0.895,0.726
RCP26,MKCWTCT3DD,8,0.482,0.343,0.597,0.836,0.553,0.388,0.132,1.011,0.436,0.148,0.216,0.7,0.272,0.326,0.561,0.603,0.55,0.275,0.441,0.364,0.625,0.292,0.557,1.045,0.49,0.349,0.494,0.247,0.377,0.401,0.351,0.581,0.615,1.136,0.8,0.895
RCP26,MKCWTCT3DD,9,0.329,0.708,0.477,0.801,0.49,0.431,0.298,0.863,0.354,0.176,0.252,0.759,0.297,0.312,0.465,0.836,0.682,0.64,0.504,0.402,0.676,0.25,0.89,1.065,0.347,0.273,0.544,0.282,0.543,0.905,0.299,0.733,0.687,0.874,1.228,0.956
RCP26,MKCWTCT3DD,10,0.229,0.521,0.248,0.857,0.49,0.551,0.564,1.01,0.361,0.532,0.308,0.969,0.363,0.246,0.228,1.01,0.805,0.519,0.405,0.711,1.23,0.166,0.86,0.692,0.319,0.392,0.662,0.22,0.377,0.899,0.545,1.222,0.733,0.782,0.707,1.228
RCP26,MKCWTCT3DD,11,0.41,0.586,0.171,0.868,1.103,0.433,0.608,1.034,0.354,0.65,0.407,0.627,0.54,0.157,0.152,0.657,0.711,0.278,0.908,0.352,0.846,0.234,0.47,0.564,0.432,0.403,0.483,0.214,0.436,0.496,0.49,1.095,1.001,0.531,0.513,1.059
RCP26,MKCWTCT3DD,12,0.751,0.468,0.201,0.798,1.341,0.467,0.775,0.749,0.315,0.564,0.54,0.726,0.412,0.184,0.169,0.661,0.509,0.194,0.679,0.245,0.779,0.334,0.321,0.819,0.483,0.525,0.498,0.276,0.295,0.259,0.311,0.713,0.667,0.44,0.45,0.71
RCP26,MKCWTCT3DD,13,0.607,0.317,0.415,0.578,0.949,0.491,0.981,0.595,0.297,0.417,0.639,0.46,0.382,0.139,0.163,0.533,0.339,0.529,0.575,0.614,0.659,0.259,0.229,0.837,0.439,0.273,0.365,0.258,0.603,0.226,0.251,0.574,0.365,0.318,0.433,0.487
RCP26,MKCWTCT3DD,14,1.453,0.321,0.489,0.691,0.525,0.399,0.606,0.794,0.432,0.498,0.569,0.666,0.324,0.189,0.112,0.33,0.359,0.47,0.689,0.703,0.727,0.212,0.161,0.926,0.275,0.28,0.264,0.234,0.383,0.168,0.367,0.292,0.409,0.257,0.386,0.435
RCP26,MKCWTCT3DD,15,1.162,0.346,0.297,0.711,0.489,0.341,0.393,0.712,0.516,0.611,0.432,0.868,0.244,0.301,0.082,0.218,0.663,0.49,0.723,0.705,0.532,0.255,0.131,0.724,0.315,0.406,0.197,0.16,0.269,0.106,0.484,0.23,0.406,0.224,0.324,0.477
