scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP45,MKCWTRS3DD,28,0.139,0.026,0.121,0.082,0.147,0.035,0.105,0.06,0.134,0.068,0.065,0.047,0.043,0.052,0.031,0.071,0.08,0.051,0.052,0.056,0.035,0.059,0.042,0.055,0.044,0.043,0.028,0.106,0.108,0.207,0.094,0.034,0.04,0.24,0.03,0.127
RCP45,MKCWTRS3DD,29,0.106,0.036,0.127,0.063,0.057,0.026,0.111,0.071,0.071,0.094,0.253,0.023,0.042,0.096,0.029,0.043,0.068,0.048,0.114,0.024,0.046,0.04,0.028,0.06,0.057,0.027,0.036,0.11,0.105,0.149,0.063,0.038,0.088,0.155,0.026,0.052
RCP45,MKCWTRS3DD,30,0.132,0.02,0.072,0.049,0.025,0.018,0.094,0.049,0.047,0.098,0.185,0.031,0.088,0.173,0.03,0.033,0.024,0.031,0.083,0.009,0.033,0.02,0.013,0.056,0.052,0.018,0.053,0.071,0.039,0.181,0.148,0.044,0.108,0.13,0.015,0.018
RCP45,MKCWTRS3DD,31,0.1,0.026,0.068,0.027,0.019,0.018,0.134,0.047,0.026,0.046,0.131,0.051,0.046,0.105,0.03,0.025,0.039,0.024,0.029,0.007,0.05,0.012,0.017,0.046,0.043,0.028,0.055,0.068,0.016,0.207,0.191,0.073,0.04,0.11,0.012,0.006
RCP45,MKCWTRS3DD,32,0.06,0.041,0.045,0.044,0.048,0.021,0.047,0.117,0.055,0.166,0.056,0.102,0.041,0.084,0.105,0.031,0.038,0.103,0.059,0.007,0.066,0.01,0.018,0.025,0.048,0.055,0.017,0.076,0.024,0.145,0.085,0.107,0.1,0.101,0.013,0.009
RCP45,MKCWTRS3DD,33,0.086,0.044,0.042,0.046,0.049,0.014,0.07,0.094,0.147,0.276,0.093,0.059,0.065,0.058,0.177,0.023,0.061,0.081,0.04,0.059,0.028,0.063,0.025,0.017,0.032,0.014,0.053,0.025,0.014,0.075,0.099,0.093,0.079,0.04,0.028,0.027
RCP45,MKCWTRS3DD,34,0.085,0.077,0.042,0.054,0.05,0.099,0.129,0.135,0.233,0.223,0.26,0.132,0.071,0.028,0.158,0.039,0.055,0.119,0.072,0.081,0.094,0.093,0.044,0.034,0.075,0.027,0.044,0.07,0.074,0.082,0.167,0.171,0.086,0.041,0.079,0.031
RCP45,MKCWTRS3DD,35,0.186,0.077,0.041,0.068,0.05,0.176,0.114,0.23,0.142,0.163,0.205,0.295,0.117,0.051,0.146,0.349,0.074,0.186,0.083,0.143,0.108,0.057,0.068,0.036,0.07,0.155,0.056,0.077,0.249,0.201,0.16,0.154,0.061,0.057,0.059,0.028
RCP45,MKCWTRS3DD,36,0.207,0.142,0.07,0.295,0.089,0.186,0.334,0.183,0.175,0.114,0.333,0.431,0.089,0.051,0.207,0.489,0.113,0.217,0.081,0.217,0.114,0.045,0.078,0.096,0.109,0.114,0.078,0.149,0.166,0.226,0.138,0.221,0.045,0.307,0.244,0.026
RCP45,MKCWTRS3DD,37,0.216,0.229,0.094,0.204,0.14,0.282,0.397,0.164,0.148,0.111,0.308,0.471,0.199,0.079,0.17,0.254,0.083,0.362,0.122,0.189,0.306,0.065,0.113,0.154,0.174,0.159,0.153,0.139,0.106,0.229,0.137,0.251,0.366,0.2,0.217,0.024
RCP45,MKCWTRS3DD,38,0.193,0.242,0.558,0.284,0.133,0.212,0.534,0.292,0.269,0.308,0.232,0.483,0.118,0.181,0.262,0.349,0.068,0.326,0.085,0.185,0.178,0.078,0.217,0.351,0.182,0.31,0.16,0.305,0.089,0.169,0.172,0.156,0.304,0.125,0.178,0.031
RCP45,MKCWTRS3DD,39,0.335,0.548,0.453,0.219,0.233,0.127,0.271,0.39,0.189,0.318,0.164,0.435,0.11,0.314,0.321,0.271,0.07,0.366,0.113,0.346,0.289,0.375,0.236,0.465,0.346,0.261,0.261,0.517,0.177,0.256,0.517,0.167,0.549,0.256,0.23,0.036
RCP45,MKCWTRS3DD,40,0.396,0.579,0.405,0.259,0.318,0.273,0.264,0.326,0.129,0.376,0.297,0.224,0.287,0.318,0.305,0.265,0.26,0.506,0.234,0.639,0.246,0.396,0.245,0.445,0.684,0.431,0.344,0.501,0.137,0.419,0.468,0.206,0.521,0.342,0.295,0.171
RCP45,MKCWTRS3DD,41,0.567,0.644,0.302,0.224,0.215,0.299,0.38,0.431,0.15,0.22,0.245,0.431,0.253,0.154,0.341,0.38,0.543,0.617,0.352,0.562,0.364,0.344,0.232,0.391,0.47,0.38,0.375,0.348,0.153,0.249,0.307,0.367,0.773,0.451,0.28,0.137
RCP45,MKCWTRS3DD,42,0.56,0.512,0.263,0.486,0.178,0.232,0.342,0.397,0.117,0.395,0.18,0.452,0.261,0.213,0.241,0.283,0.657,0.455,0.321,0.632,0.347,0.29,0.17,0.29,0.486,0.457,0.259,0.382,0.313,0.244,0.323,0.232,0.368,0.436,0.354,0.183
RCP45,MKCWTRS3DD,43,0.544,0.509,0.267,0.637,0.239,0.2,0.311,0.375,0.222,0.547,0.138,0.388,0.24,0.311,0.341,0.577,0.589,0.644,0.222,0.626,0.348,0.626,0.269,0.213,0.727,0.477,0.31,0.377,0.299,0.216,0.634,0.294,0.283,0.383,0.819,0.216
RCP45,MKCWTRS3DD,44,0.523,0.565,0.385,0.637,0.406,0.337,0.503,0.427,0.297,0.476,0.379,0.489,0.337,0.388,0.498,0.69,0.444,0.557,0.173,0.68,0.417,0.68,0.54,0.262,0.781,0.6,0.48,0.773,0.327,0.206,0.624,0.43,0.396,0.943,0.497,0.581
RCP45,MKCWTRS3DD,45,0.679,0.845,0.393,0.54,0.753,0.319,0.441,0.473,0.257,0.805,0.399,0.632,0.672,0.439,0.523,0.69,0.406,1.158,0.211,0.821,0.739,1.042,0.583,0.396,1.926,0.613,0.663,0.532,0.983,0.444,0.787,0.952,0.462,1.251,0.522,0.52
RCP45,MKCWTRS3DD,46,0.534,0.488,0.399,0.345,0.617,0.238,0.485,0.816,0.208,0.809,0.984,0.709,0.761,0.392,0.523,0.706,0.976,0.891,0.34,0.883,1.473,1.053,0.686,0.478,1.211,0.736,0.657,0.5,0.797,0.872,1.021,1.196,0.645,1.083,0.934,0.58
RCP45,MKCWTRS3DD,47,0.496,0.605,0.289,0.522,0.677,0.52,0.378,0.788,0.287,1.216,0.812,0.625,0.847,0.482,0.433,0.579,0.937,0.742,0.472,0.731,0.78,0.972,0.639,0.326,1.332,0.665,0.636,1.018,0.643,0.952,0.616,0.765,0.577,0.676,0.848,0.52
RCP45,MKCWTRS3DD,48,0.858,0.936,0.373,0.832,0.929,0.818,0.826,0.707,0.574,1.313,0.724,0.629,0.846,1.577,0.485,0.461,1.084,0.828,0.409,0.724,0.643,1.389,0.614,0.353,1.389,0.677,0.71,0.937,1.241,0.786,0.515,0.836,0.823,0.731,0.98,0.443
RCP45,MKCWTRS3DD,49,0.805,0.773,0.327,0.7,1.153,1.006,1.33,0.711,0.509,1.07,0.749,0.711,0.641,1.285,0.469,0.322,0.789,0.835,0.495,0.458,0.545,1.164,0.687,0.322,1.443,0.54,0.479,0.929,1.095,0.702,0.396,0.864,0.594,0.594,0.834,0.435
RCP45,MKCWTRS3DD,50,0.954,0.616,0.251,0.551,0.694,1.036,0.607,1.201,0.567,0.971,0.856,0.888,0.537,0.768,0.696,0.317,0.607,0.623,0.403,0.701,0.604,1.094,0.623,0.327,1.237,0.78,0.607,0.738,1.136,0.798,0.509,0.859,0.429,0.415,0.952,0.454
RCP45,MKCWTRS3DD,51,0.819,0.814,0.276,0.842,0.595,0.926,0.473,1.16,0.769,0.901,0.808,0.895,0.595,0.613,0.702,0.332,0.573,0.775,0.487,0.74,0.662,0.736,0.539,0.37,0.749,0.772,0.502,0.723,0.614,0.473,0.73,1.171,0.417,0.354,1.252,0.345
RCP45,MKCWTRS3DD,52,0.556,0.988,0.414,1.114,0.598,0.683,0.436,0.699,0.65,0.956,0.943,0.68,0.907,0.58,0.681,0.472,0.676,0.789,0.54,0.491,0.581,0.79,0.571,0.413,0.741,0.658,0.49,1.073,0.462,0.474,0.665,0.815,0.451,0.462,0.834,0.472
