scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP26,ALCWTRS3DD,1,0.474,0.592,0.494,0.614,0.5,0.423,0.429,0.611,0.873,0.392,0.476,0.632,0.412,0.702,0.839,0.609,0.424,0.389,0.393,1.033,0.6,0.372,0.631,0.521,0.425,0.581,0.641,0.978,0.382,0.214,0.685,0.439,1.153,0.629,0.485,0.436
RCP26,ALCWTRS3DD,2,0.436,0.588,0.487,0.651,0.623,0.42,0.384,0.785,0.71,0.527,0.493,0.711,0.423,0.784,0.877,0.673,0.439,0.329,0.314,0.763,0.52,0.291,1.162,0.588,0.417,0.606,0.422,0.862,0.348,0.224,0.791,0.414,1.072,0.548,0.57,0.448
RCP26,ALCWTRS3DD,3,0.369,0.645,0.514,0.64,0.956,0.447,0.366,0.75,0.603,0.81,0.558,0.572,0.389,0.784,0.706,1.163,0.448,0.38,0.306,0.701,0.455,0.32,0.87,0.913,0.408,0.592,0.509,0.636,0.38,0.178,0.881,0.47,1.034,0.45,0.586,0.464
RCP26,ALCWTRS3DD,4,0.312,0.707,0.459,0.537,0.775,0.443,0.402,0.618,0.762,0.77,0.5,0.528,0.473,0.838,0.623,1.111,0.437,0.447,0.323,0.964,0.427,0.319,0.593,1.067,0.431,0.451,0.744,0.574,0.414,0.145,0.636,0.529,0.786,0.428,0.617,0.486
RCP26,ALCWTRS3DD,5,0.271,0.696,0.438,0.563,0.594,0.457,0.405,0.662,0.832,0.835,0.497,0.507,0.453,0.848,0.559,0.784,0.409,0.706,0.387,0.847,0.469,0.311,0.509,0.751,0.445,0.463,0.785,0.871,0.339,0.156,0.49,0.521,0.666,0.415,0.636,0.467
RCP26,ALCWTRS3DD,6,0.36,0.547,0.524,0.755,0.493,0.854,0.389,0.808,0.649,0.806,0.451,0.508,0.413,0.664,0.498,0.747,0.388,0.609,0.375,0.656,0.474,0.35,0.834,1.269,0.456,0.502,0.779,0.926,0.286,0.195,0.589,0.47,0.748,0.41,0.817,0.626
RCP26,ALCWTRS3DD,7,0.459,0.458,0.735,0.773,0.46,0.876,0.382,0.738,0.521,0.569,0.407,0.587,0.347,0.512,0.51,0.757,0.389,0.46,0.411,0.592,0.486,0.357,1.113,1.132,0.461,0.523,0.623,0.65,0.29,0.303,0.795,0.435,0.828,0.863,1.066,0.71
RCP26,ALCWTRS3DD,8,0.582,0.434,0.741,0.796,0.547,0.675,0.375,0.928,0.525,0.431,0.427,0.618,0.349,0.461,0.624,0.767,0.452,0.406,0.387,0.587,0.542,0.336,0.871,1.051,0.459,0.52,0.672,0.491,0.336,0.373,0.712,0.47,0.889,1.198,1.035,0.643
RCP26,ALCWTRS3DD,9,0.578,0.482,0.659,0.993,0.682,0.602,0.359,1.152,0.509,0.345,0.431,0.657,0.418,0.505,0.672,0.881,0.572,0.538,0.358,0.531,0.697,0.345,0.733,1.504,0.442,0.461,0.702,0.433,0.462,0.521,0.591,0.561,0.788,1.126,1.536,0.687
RCP26,ALCWTRS3DD,10,0.491,0.465,0.57,0.982,0.67,0.772,0.416,1.086,0.503,0.388,0.432,1.028,0.415,0.509,0.587,1.103,0.633,0.624,0.318,0.612,1.155,0.333,0.687,1.196,0.421,0.528,0.736,0.408,0.517,0.572,0.541,0.766,0.895,0.949,1.38,1.321
