scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP85,MKCWTRS2BD,1,0.252,0.551,0.436,0.199,0.283,0.29,0.312,0.599,0.851,0.343,0.298,0.614,0.604,0.515,0.678,0.28,0.404,0.524,0.307,0.299,0.366,0.437,0.478,0.419,0.586,0.677,0.652,0.773,1.23,0.312,0.432,0.466,0.368,0.393,0.493,0.596
RCP85,MKCWTRS2BD,2,0.287,0.821,0.603,0.204,0.23,0.324,0.257,0.697,0.633,0.496,0.41,0.478,0.604,0.623,0.551,0.418,0.512,0.391,0.397,0.306,0.333,0.362,0.572,0.506,0.509,0.534,0.437,0.521,0.883,0.773,0.46,0.551,0.371,0.576,0.809,0.392
RCP85,MKCWTRS2BD,3,0.686,0.815,1.088,0.519,0.368,0.336,0.258,0.677,0.521,0.488,0.345,0.367,0.694,0.543,0.486,0.506,0.418,0.305,0.394,0.269,0.351,0.39,0.523,0.405,0.563,0.481,0.402,0.508,0.796,0.724,0.355,0.69,0.489,0.538,0.646,0.456
RCP85,MKCWTRS2BD,4,0.583,0.877,0.455,0.459,0.751,0.353,0.419,0.539,0.671,0.351,0.279,0.424,0.497,0.378,0.36,0.43,0.359,0.304,0.29,0.385,0.315,0.443,0.457,0.455,0.794,0.776,0.418,0.54,0.737,0.879,0.389,0.565,0.64,0.409,0.417,0.461
RCP85,MKCWTRS2BD,5,0.864,0.695,0.407,0.402,0.504,0.473,0.479,0.738,1.027,0.29,0.342,0.4,0.536,0.388,0.468,0.757,0.411,0.281,0.3,0.726,0.332,0.317,0.384,0.417,0.811,0.583,0.573,0.64,0.625,0.599,0.356,0.727,0.453,0.527,0.492,0.552
RCP85,MKCWTRS2BD,6,0.679,0.619,0.858,0.669,0.715,0.699,0.639,0.595,0.654,0.261,0.328,0.361,0.548,0.62,0.477,0.564,0.438,0.285,0.265,0.656,0.245,0.289,0.49,0.47,0.619,0.756,0.76,0.729,1.14,0.625,0.483,0.612,0.525,0.494,0.603,0.583
RCP85,MKCWTRS2BD,7,0.467,0.577,0.952,0.473,0.65,0.658,0.844,0.61,0.593,0.36,0.367,0.278,0.834,0.587,0.369,0.402,0.694,0.327,0.31,0.565,0.327,0.454,0.503,0.458,0.51,0.731,0.771,1.166,1.725,0.768,0.51,0.594,0.368,0.532,0.537,0.651
RCP85,MKCWTRS2BD,8,0.324,0.719,0.819,0.832,0.668,0.405,0.982,0.622,0.636,0.405,0.439,0.532,0.65,0.793,0.346,0.569,0.652,0.311,0.332,0.456,0.435,0.972,0.573,0.545,0.446,0.613,0.742,0.819,1.036,0.82,0.592,0.623,0.391,0.409,0.501,0.637
RCP85,MKCWTRS2BD,9,0.315,0.968,0.887,0.948,0.432,0.51,0.907,0.716,0.499,0.493,0.606,0.434,0.631,0.733,0.335,0.757,0.497,0.469,0.499,0.481,0.693,0.884,0.593,0.479,0.402,0.428,0.601,0.882,0.708,0.746,0.622,0.622,0.61,0.584,0.475,0.523
RCP85,MKCWTRS2BD,10,0.415,0.808,0.693,0.673,0.479,0.494,0.637,0.753,0.684,0.606,0.749,0.579,0.594,0.828,0.366,0.704,0.552,0.434,0.453,0.5,0.701,0.799,0.463,0.55,0.306,0.354,0.589,0.797,0.571,0.47,0.493,0.412,0.575,0.439,0.555,0.79
RCP85,MKCWTRS2BD,11,0.376,0.492,0.761,0.883,0.51,0.448,0.741,0.842,0.622,0.658,0.604,0.507,0.587,0.593,0.395,0.87,0.516,0.606,0.24,0.604,0.89,0.811,0.409,0.455,0.279,0.344,0.716,0.795,0.66,0.536,0.576,0.406,0.532,0.316,0.686,0.821
RCP85,MKCWTRS2BD,12,0.346,0.39,0.755,0.959,0.388,0.416,0.691,0.622,0.642,0.806,0.64,0.597,0.699,0.57,0.364,0.838,0.376,0.543,0.386,0.522,1.004,0.863,0.499,0.399,0.372,0.559,0.781,0.79,1.037,0.633,0.702,0.391,0.49,0.254,0.583,0.642
