scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP26,MKCWTRS1BD,1,0.263,0.29,0.354,0.459,0.319,0.309,0.318,0.459,0.723,0.282,0.337,0.359,0.315,0.459,0.459,0.43,0.283,0.277,0.284,0.46,0.334,0.181,0.338,0.387,0.361,0.459,0.349,0.42,0.295,0.155,0.459,0.284,0.489,0.435,0.36,0.266
RCP26,MKCWTRS1BD,2,0.257,0.287,0.403,0.459,0.281,0.337,0.277,0.343,0.487,0.433,0.389,0.371,0.311,0.559,0.459,0.459,0.274,0.275,0.255,0.46,0.371,0.105,0.301,0.459,0.316,0.459,0.291,0.459,0.283,0.123,0.504,0.281,0.459,0.345,0.415,0.362
RCP26,MKCWTRS1BD,3,0.253,0.362,0.354,0.459,0.3,0.386,0.222,0.292,0.574,0.459,0.459,0.374,0.31,0.594,0.459,0.459,0.323,0.31,0.16,0.685,0.428,0.26,0.281,0.442,0.37,0.333,0.527,0.395,0.358,0.094,0.498,0.276,0.459,0.383,0.403,0.391
RCP26,MKCWTRS1BD,4,0.25,0.371,0.327,0.459,0.344,0.368,0.318,0.359,0.738,0.459,0.363,0.459,0.431,0.464,0.459,0.729,0.291,0.303,0.256,0.645,0.423,0.206,0.276,0.438,0.434,0.353,0.697,0.437,0.335,0.084,0.459,0.272,0.459,0.432,0.41,0.451
RCP26,MKCWTRS1BD,5,0.27,0.284,0.384,0.422,0.345,0.346,0.332,0.44,0.537,0.459,0.358,0.459,0.357,0.459,0.399,0.504,0.223,0.285,0.327,0.516,0.404,0.265,0.38,0.459,0.426,0.339,0.534,0.459,0.278,0.07,0.42,0.305,0.459,0.459,0.459,0.357
RCP26,MKCWTRS1BD,6,0.366,0.363,0.459,0.339,0.349,0.317,0.277,0.459,0.473,0.42,0.316,0.459,0.329,0.459,0.345,0.595,0.169,0.275,0.253,0.459,0.395,0.292,0.362,0.765,0.451,0.353,0.52,0.544,0.129,0.196,0.46,0.333,0.459,0.459,0.459,0.353
RCP26,MKCWTRS1BD,7,0.332,0.35,0.459,0.423,0.312,0.305,0.211,0.459,0.459,0.305,0.291,0.459,0.302,0.459,0.393,0.506,0.21,0.3,0.238,0.459,0.459,0.287,0.419,0.68,0.453,0.332,0.459,0.472,0.219,0.244,0.528,0.337,0.459,0.459,0.459,0.459
RCP26,MKCWTRS1BD,8,0.303,0.424,0.459,0.459,0.32,0.412,0.148,0.459,0.5,0.28,0.29,0.459,0.378,0.459,0.459,0.661,0.419,0.284,0.252,0.459,0.459,0.284,0.372,0.936,0.457,0.3,0.459,0.459,0.307,0.352,0.459,0.459,0.466,0.459,0.459,0.459
RCP26,MKCWTRS1BD,9,0.288,0.459,0.459,0.687,0.323,0.422,0.336,0.509,0.459,0.288,0.354,0.459,0.377,0.459,0.459,0.744,0.442,0.266,0.27,0.459,0.644,0.271,0.46,0.97,0.316,0.311,0.575,0.459,0.367,0.429,0.343,0.459,0.54,0.459,0.711,0.459
RCP26,MKCWTRS1BD,10,0.317,0.459,0.459,0.589,0.346,0.33,0.459,0.831,0.459,0.307,0.398,0.459,0.373,0.459,0.459,0.714,0.412,0.262,0.263,0.459,0.92,0.12,0.459,0.727,0.244,0.37,0.663,0.368,0.345,0.459,0.352,0.459,0.801,0.6,0.584,0.535
RCP26,MKCWTRS1BD,11,0.333,0.459,0.459,0.459,0.585,0.351,0.459,0.936,0.459,0.422,0.459,0.459,0.459,0.459,0.459,0.662,0.322,0.264,0.26,0.459,0.679,0.131,0.459,0.53,0.328,0.356,0.461,0.321,0.294,0.422,0.427,0.477,1.092,0.538,0.491,1.171
