scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP45,ALCWTRS1DD,1,0.92,0.844,0.884,0.378,0.662,0.675,0.668,0.647,0.611,0.532,0.894,0.726,0.719,0.91,0.665,0.624,0.57,0.652,0.71,0.361,0.532,0.623,0.644,0.502,0.467,0.851,0.649,0.554,0.705,0.643,0.473,0.603,0.695,0.578,0.736,0.703
RCP45,ALCWTRS1DD,2,0.806,0.74,0.86,0.349,0.588,0.569,0.584,0.556,0.574,0.453,0.734,0.771,0.686,0.926,0.66,0.632,0.556,0.683,0.618,0.426,0.488,0.589,0.765,0.662,0.48,1.078,0.646,0.572,0.705,0.504,0.499,0.474,0.539,0.5,0.568,0.625
RCP45,ALCWTRS1DD,3,0.741,0.658,0.895,0.329,0.863,0.5,0.597,0.655,0.505,0.414,0.643,0.609,0.592,1.034,0.557,0.589,0.676,0.71,0.519,0.469,0.477,0.714,0.67,0.723,0.481,1.048,0.684,0.568,0.78,0.462,0.54,0.423,0.563,0.48,0.532,0.708
RCP45,ALCWTRS1DD,4,0.643,0.652,0.783,0.322,0.666,0.516,0.707,0.585,0.592,0.398,0.651,0.595,0.533,0.703,0.503,0.513,0.567,0.869,0.501,0.512,0.46,0.812,0.713,0.6,0.524,0.771,0.909,0.572,0.656,0.538,0.546,0.459,0.758,0.509,0.499,0.814
RCP45,ALCWTRS1DD,5,0.709,0.683,0.707,0.339,0.552,0.623,0.753,0.501,0.653,0.428,0.761,0.541,0.583,0.569,0.626,0.517,0.481,0.693,0.574,1.108,0.511,0.862,0.609,0.545,0.823,0.642,0.851,0.713,0.649,0.721,0.501,0.544,0.754,0.529,0.441,1.046
RCP45,ALCWTRS1DD,6,0.669,0.739,0.683,0.431,0.626,0.889,0.854,0.505,0.695,0.498,0.68,0.633,0.56,0.576,0.655,0.62,0.512,0.716,0.598,0.897,0.61,0.76,0.602,0.783,0.892,0.648,0.879,0.671,0.524,0.916,0.481,0.637,0.621,0.523,0.435,1.054
RCP45,ALCWTRS1DD,7,0.895,0.726,0.925,0.487,0.932,1.176,1.064,0.537,0.802,0.719,0.562,0.792,0.527,0.72,0.587,0.75,0.59,0.683,0.601,0.73,0.772,0.691,0.688,0.68,0.816,0.679,0.689,0.77,0.449,0.916,0.522,0.618,0.501,0.667,0.458,0.791
RCP45,ALCWTRS1DD,8,1.045,0.748,0.988,0.554,0.775,1.127,0.808,0.583,0.68,0.769,0.588,0.756,0.619,0.806,0.572,0.859,0.664,0.693,0.734,0.627,0.796,0.67,0.751,0.877,0.889,0.72,0.621,0.866,0.613,0.758,0.55,0.539,0.68,0.648,0.519,0.66
RCP45,ALCWTRS1DD,9,0.769,0.728,0.849,0.528,0.893,0.87,0.71,0.805,0.715,0.719,0.688,0.711,0.661,0.987,0.652,0.699,0.655,0.842,0.727,0.528,0.776,0.587,0.941,0.833,0.756,0.693,0.843,1.3,0.72,0.75,0.543,0.498,1.046,0.723,0.801,0.617
RCP45,ALCWTRS1DD,10,0.601,0.665,0.966,0.537,0.9,0.747,0.645,0.95,0.713,0.751,0.664,0.807,0.709,0.991,0.683,0.606,0.712,0.884,0.667,0.606,0.652,0.62,0.725,0.817,0.751,0.699,0.728,1.171,0.662,0.804,0.498,0.525,1.24,0.704,0.688,0.608
