scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP85,MKCWTCT1BD,1,0.378,0.541,0.388,0.263,0.393,0.318,0.302,0.486,0.772,0.503,0.371,0.489,0.491,0.457,0.556,0.35,0.468,0.711,0.284,0.263,0.444,0.492,0.421,0.498,0.549,0.363,0.531,0.456,1.258,0.408,0.339,0.389,0.388,0.478,0.464,0.637
RCP85,MKCWTCT1BD,2,0.375,0.542,0.386,0.327,0.41,0.35,0.31,0.572,0.664,0.567,0.373,0.474,0.575,0.52,0.505,0.394,0.464,0.575,0.383,0.262,0.436,0.496,0.46,0.491,0.534,0.43,0.513,0.575,0.987,0.5,0.381,0.447,0.401,0.546,0.519,0.499
RCP85,MKCWTCT1BD,3,0.402,0.576,1.139,0.43,0.473,0.4,0.321,0.543,0.519,0.571,0.409,0.502,0.69,0.576,0.486,0.412,0.409,0.433,0.416,0.281,0.477,0.48,0.464,0.477,0.56,0.414,0.47,0.552,0.86,0.555,0.345,0.505,0.453,0.56,0.551,0.478
RCP85,MKCWTCT1BD,4,0.414,0.576,0.507,0.423,0.522,0.418,0.26,0.506,0.502,0.491,0.386,0.491,0.538,0.488,0.473,0.444,0.378,0.406,0.334,0.277,0.417,0.465,0.478,0.47,0.576,0.466,0.483,0.547,0.854,0.627,0.354,0.507,0.537,0.509,0.532,0.515
RCP85,MKCWTCT1BD,5,0.581,0.576,0.502,0.37,0.523,0.45,0.4,0.524,0.686,0.475,0.385,0.489,0.494,0.375,0.469,0.576,0.409,0.409,0.314,0.41,0.375,0.457,0.427,0.477,0.576,0.473,0.544,0.621,0.729,0.531,0.426,0.603,0.476,0.529,0.495,0.534
RCP85,MKCWTCT1BD,6,0.547,0.576,0.611,0.458,0.521,0.573,0.548,0.574,0.712,0.466,0.38,0.495,0.524,0.486,0.473,0.507,0.468,0.363,0.267,0.495,0.331,0.468,0.484,0.56,0.627,0.509,0.724,0.686,1.017,0.524,0.427,0.532,0.524,0.424,0.526,0.532
RCP85,MKCWTCT1BD,7,0.461,0.576,0.579,0.441,0.494,0.484,0.547,0.576,0.622,0.481,0.421,0.356,0.66,0.525,0.443,0.477,0.463,0.356,0.249,0.417,0.447,0.483,0.51,0.576,0.586,0.557,0.815,0.907,1.517,0.62,0.484,0.651,0.432,0.413,0.568,0.568
RCP85,MKCWTCT1BD,8,0.361,0.58,0.625,0.483,0.653,0.396,0.576,0.576,0.59,0.418,0.4,0.386,0.73,0.521,0.392,0.443,0.475,0.354,0.235,0.425,0.556,0.484,0.576,0.576,0.576,0.54,0.675,0.773,1.1,0.585,0.496,0.698,0.464,0.375,0.53,0.576
RCP85,MKCWTCT1BD,9,0.348,0.698,0.727,0.697,0.533,0.416,0.567,0.724,0.576,0.394,0.46,0.35,0.717,0.527,0.43,0.448,0.464,0.436,0.329,0.464,0.569,0.678,0.576,0.474,0.533,0.469,0.575,0.737,0.834,0.663,0.503,0.606,0.552,0.42,0.515,0.576
RCP85,MKCWTCT1BD,10,0.447,0.677,0.676,0.641,0.501,0.386,0.485,0.713,0.561,0.429,0.55,0.447,0.572,0.646,0.417,0.461,0.456,0.435,0.395,0.488,0.513,0.738,0.51,0.429,0.457,0.449,0.535,0.645,0.679,0.555,0.476,0.463,0.524,0.402,0.406,0.568
RCP85,MKCWTCT1BD,11,0.378,0.626,0.741,0.719,0.484,0.411,0.467,0.62,0.618,0.463,0.576,0.459,0.576,0.521,0.353,0.483,0.424,0.477,0.209,0.485,0.455,0.774,0.438,0.366,0.357,0.449,0.585,0.594,0.651,0.522,0.449,0.358,0.56,0.313,0.425,0.576
RCP85,MKCWTCT1BD,12,0.365,0.576,0.54,0.635,0.407,0.456,0.459,0.48,0.648,0.492,0.576,0.477,0.608,0.486,0.363,0.634,0.392,0.563,0.247,0.426,0.449,0.794,0.401,0.351,0.362,0.47,0.552,0.635,0.722,0.541,0.509,0.345,0.579,0.284,0.491,0.576
RCP85,MKCWTCT1BD,13,0.358,0.576,0.524,0.674,0.369,0.531,0.476,0.429,0.472,0.471,0.576,0.542,0.569,0.486,0.361,0.447,0.453,0.454,0.257,0.356,0.483,0.688,0.419,0.349,0.349,0.455,0.53,0.408,0.795,0.515,0.486,0.343,0.508,0.284,0.407,0.567
RCP85,MKCWTCT1BD,14,0.346,0.576,0.517,0.531,0.463,0.397,0.48,0.458,0.382,0.464,0.57,0.529,0.413,0.519,0.362,0.503,0.37,0.418,0.323,0.448,0.44,0.416,0.475,0.36,0.342,0.388,0.707,0.342,0.687,0.535,0.507,0.363,0.526,0.306,0.388,0.475
RCP85,MKCWTCT1BD,15,0.346,0.576,0.505,0.467,0.413,0.512,0.492,0.43,0.34,0.457,0.546,0.684,0.473,0.576,0.286,0.552,0.288,0.377,0.346,0.483,0.567,0.355,0.405,0.39,0.367,0.271,0.54,0.248,0.61,0.533,0.473,0.399,0.443,0.3,0.383,0.477
RCP85,MKCWTCT1BD,16,0.333,0.921,0.686,0.489,0.42,0.445,0.57,0.387,0.33,0.348,0.439,0.725,0.481,0.56,0.295,0.516,0.336,0.363,0.299,0.485,0.529,0.416,0.387,0.368,0.335,0.299,0.487,0.303,0.576,0.438,0.425,0.273,0.404,0.301,0.383,0.407
RCP85,MKCWTCT1BD,17,0.336,0.67,0.717,0.487,0.368,0.374,0.469,0.373,0.316,0.356,0.428,0.538,0.487,0.51,0.302,0.597,0.333,0.277,0.283,0.501,0.472,0.413,0.308,0.368,0.253,0.431,0.473,0.349,0.576,0.405,0.486,0.269,0.361,0.398,0.362,0.359
RCP85,MKCWTCT1BD,18,0.377,0.48,0.511,0.477,0.37,0.357,0.394,0.359,0.325,0.407,0.542,0.42,0.423,0.477,0.3,0.487,0.269,0.253,0.217,0.502,0.43,0.358,0.372,0.388,0.284,0.423,0.473,0.372,0.576,0.359,0.401,0.231,0.323,0.178,0.362,0.366
RCP85,MKCWTCT1BD,19,0.314,0.466,0.599,0.462,0.403,0.321,0.377,0.343,0.269,0.425,0.576,0.347,0.413,0.464,0.293,0.424,0.245,0.248,0.149,0.418,0.38,0.358,0.272,0.374,0.27,0.295,0.422,0.297,0.576,0.352,0.323,0.238,0.279,0.167,0.392,0.254
RCP85,MKCWTCT1BD,20,0.259,0.36,0.611,0.406,0.381,0.317,0.357,0.282,0.284,0.388,0.576,0.362,0.421,0.378,0.291,0.328,0.257,0.231,0.162,0.276,0.373,0.344,0.236,0.286,0.227,0.291,0.352,0.314,0.519,0.385,0.261,0.236,0.275,0.139,0.307,0.248
