scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP45,MKCWTRS2BD,1,0.618,0.695,0.66,0.361,0.623,0.444,0.47,0.578,0.39,0.537,0.605,0.608,0.415,0.964,0.555,0.533,0.528,0.535,0.638,0.601,0.392,0.658,0.554,0.587,0.665,0.8,0.471,0.686,0.672,0.485,0.41,0.364,0.445,0.526,0.471,0.623
RCP45,MKCWTRS2BD,2,0.678,0.506,0.75,0.311,0.681,0.371,0.437,0.422,0.352,0.482,0.447,0.689,0.366,1.029,0.395,0.642,0.876,0.623,0.439,0.651,0.361,0.601,0.5,0.831,0.623,0.929,0.468,0.642,0.693,0.405,0.565,0.398,0.383,0.435,0.358,0.538
RCP45,MKCWTRS2BD,3,0.704,0.602,0.555,0.252,0.708,0.295,0.576,0.48,0.312,0.446,0.452,0.669,0.389,0.898,0.316,0.382,0.734,0.572,0.353,0.399,0.457,0.778,0.544,0.572,0.762,0.916,0.535,0.476,0.496,0.475,0.555,0.353,0.482,0.399,0.371,0.625
RCP45,MKCWTRS2BD,4,0.689,0.522,0.441,0.216,0.609,0.328,0.595,0.571,0.396,0.38,0.44,0.442,0.448,0.684,0.309,0.382,0.698,0.673,0.408,0.905,0.599,0.639,0.622,0.442,0.702,0.574,0.655,0.514,0.407,0.451,0.46,0.484,0.656,0.411,0.321,0.67
RCP45,MKCWTRS2BD,5,0.698,0.538,0.452,0.236,0.584,0.443,0.527,0.359,0.455,0.426,0.593,0.404,0.459,0.52,0.651,0.587,0.552,0.538,0.606,1.076,0.654,0.643,0.465,0.571,0.766,0.466,0.682,0.538,0.439,0.785,0.469,0.39,0.657,0.396,0.277,0.88
RCP45,MKCWTRS2BD,6,0.646,0.555,0.469,0.44,0.716,0.715,0.788,0.544,0.464,0.57,0.519,0.508,0.368,0.516,0.532,0.599,0.595,0.469,0.522,0.681,0.728,0.489,0.546,0.872,0.703,0.513,0.687,0.492,0.327,0.89,0.412,0.542,0.499,0.446,0.27,0.689
RCP45,MKCWTRS2BD,7,0.815,0.569,0.807,0.463,0.83,0.972,0.861,0.597,0.779,0.776,0.464,0.622,0.357,0.67,0.489,0.764,0.566,0.402,0.607,0.651,0.868,0.403,0.499,0.667,0.686,0.594,0.565,0.778,0.364,0.682,0.388,0.601,0.394,0.766,0.321,0.599
RCP45,MKCWTRS2BD,8,0.845,0.6,0.899,0.471,0.584,0.727,0.622,0.528,0.746,0.65,0.456,0.489,0.451,0.676,0.565,0.722,0.51,0.619,0.645,0.53,0.826,0.419,0.584,0.657,0.673,0.649,0.757,0.74,0.657,0.62,0.386,0.571,0.514,0.674,0.707,0.558
RCP45,MKCWTRS2BD,9,0.503,0.571,0.872,0.534,0.867,0.564,0.604,0.979,0.837,0.571,0.591,0.643,0.626,0.917,0.699,0.483,0.482,0.717,0.652,0.504,0.658,0.348,0.716,0.731,0.584,0.522,0.8,1.019,0.635,0.683,0.337,0.528,0.824,0.762,0.815,0.479
RCP45,MKCWTRS2BD,10,0.476,0.478,0.975,0.574,0.713,0.66,0.586,0.897,0.625,0.811,0.576,0.851,0.605,0.887,0.701,0.416,0.661,0.648,0.584,0.596,0.529,0.504,0.429,0.813,0.58,0.591,0.751,0.868,0.727,0.679,0.382,0.507,1.229,0.607,0.692,0.505
RCP45,MKCWTRS2BD,11,0.594,0.439,0.637,0.471,0.764,0.74,0.688,0.813,0.44,0.592,0.588,0.684,0.546,0.864,0.573,0.435,0.751,0.616,0.478,0.369,0.53,0.664,0.445,0.578,0.613,0.647,0.626,0.83,0.64,0.853,0.48,0.599,1.029,0.546,0.493,0.546
RCP45,MKCWTRS2BD,12,0.688,0.566,0.661,0.502,0.713,0.731,0.698,1.024,0.503,0.606,0.469,0.605,0.491,0.957,0.509,0.568,1.171,0.877,0.491,0.468,0.502,0.523,0.662,0.491,0.907,0.727,0.662,0.851,0.679,0.656,0.52,0.45,0.887,0.63,0.494,0.676
RCP45,MKCWTRS2BD,13,0.641,0.62,0.972,0.586,0.648,0.714,0.559,0.692,0.596,0.554,0.415,0.668,0.844,0.875,0.453,0.689,0.953,1.261,0.538,0.378,0.504,0.375,0.557,0.387,0.707,0.583,0.558,0.818,0.509,0.794,0.507,0.614,0.725,0.449,0.434,0.618
RCP45,MKCWTRS2BD,14,0.734,0.528,0.686,0.569,0.48,0.633,0.596,0.697,0.644,0.516,0.383,0.549,0.775,0.874,0.634,0.642,0.716,0.898,0.516,0.366,0.481,0.447,0.53,0.379,0.686,0.492,0.536,0.622,0.486,0.791,0.454,0.617,0.532,0.465,0.572,0.583
RCP45,MKCWTRS2BD,15,0.571,0.47,0.549,0.467,0.362,0.543,0.567,0.525,0.623,0.643,0.532,0.455,0.562,0.902,0.67,0.545,0.716,0.79,0.416,0.406,0.355,0.475,0.493,0.346,0.619,0.434,0.636,0.717,0.384,0.553,0.528,0.46,0.448,0.375,0.492,0.756
RCP45,MKCWTRS2BD,16,0.825,0.425,0.631,0.449,0.484,0.584,0.586,0.511,0.55,0.521,0.529,0.506,0.436,0.61,0.644,0.557,0.831,0.581,0.501,0.297,0.403,0.382,0.499,0.407,0.461,0.469,0.39,0.596,0.276,0.572,0.549,0.343,0.452,0.42,0.438,0.539
RCP45,MKCWTRS2BD,17,0.642,0.531,0.546,0.428,0.591,0.465,0.455,0.461,0.538,0.577,0.365,0.555,0.472,0.506,0.499,0.604,0.534,0.513,0.378,0.296,0.382,0.376,0.487,0.379,0.468,0.474,0.289,0.488,0.211,0.562,0.459,0.488,0.441,0.34,0.464,0.465
RCP45,MKCWTRS2BD,18,0.629,0.428,0.637,0.523,0.398,0.435,0.436,0.516,0.364,0.427,0.283,0.434,0.426,0.358,0.54,0.561,0.827,0.439,0.333,0.34,0.315,0.512,0.352,0.416,0.62,0.434,0.258,0.449,0.249,0.483,0.551,0.496,0.426,0.31,0.647,0.265
RCP45,MKCWTRS2BD,19,0.681,0.395,0.624,0.429,0.319,0.397,0.404,0.407,0.366,0.448,0.292,0.352,0.311,0.318,0.398,0.358,0.652,0.385,0.248,0.258,0.247,0.351,0.319,0.301,0.392,0.461,0.236,0.297,0.218,0.431,0.452,0.317,0.442,0.356,0.481,0.22
RCP45,MKCWTRS2BD,20,0.448,0.301,0.391,0.349,0.244,0.238,0.288,0.384,0.356,0.423,0.332,0.285,0.262,0.302,0.394,0.334,0.33,0.341,0.208,0.185,0.324,0.21,0.357,0.282,0.327,0.325,0.23,0.304,0.173,0.389,0.33,0.283,0.319,0.282,0.383,0.194
RCP45,MKCWTRS2BD,21,0.263,0.224,0.268,0.337,0.183,0.201,0.303,0.273,0.273,0.308,0.272,0.231,0.201,0.219,0.307,0.24,0.25,0.409,0.401,0.131,0.241,0.137,0.321,0.277,0.302,0.245,0.223,0.289,0.121,0.283,0.323,0.431,0.23,0.219,0.312,0.218
RCP45,MKCWTRS2BD,22,0.45,0.172,0.297,0.396,0.143,0.211,0.245,0.196,0.25,0.256,0.222,0.153,0.189,0.189,0.232,0.304,0.239,0.321,0.274,0.142,0.169,0.119,0.215,0.199,0.158,0.207,0.17,0.222,0.115,0.203,0.218,0.399,0.23,0.219,0.201,0.212
RCP45,MKCWTRS2BD,23,0.345,0.146,0.258,0.289,0.146,0.165,0.166,0.185,0.203,0.271,0.207,0.147,0.396,0.347,0.163,0.396,0.18,0.241,0.199,0.112,0.144,0.1,0.184,0.15,0.135,0.152,0.187,0.203,0.199,0.318,0.197,0.383,0.139,0.285,0.197,0.135
RCP45,MKCWTRS2BD,24,0.308,0.137,0.235,0.236,0.111,0.155,0.192,0.283,0.22,0.286,0.225,0.137,0.278,0.214,0.147,0.244,0.159,0.291,0.091,0.104,0.086,0.101,0.126,0.243,0.099,0.132,0.093,0.235,0.157,0.215,0.194,0.261,0.195,0.477,0.277,0.072
RCP45,MKCWTRS2BD,25,0.264,0.119,0.153,0.204,0.11,0.094,0.158,0.139,0.185,0.236,0.146,0.122,0.149,0.159,0.166,0.279,0.199,0.28,0.065,0.092,0.077,0.081,0.091,0.225,0.076,0.234,0.059,0.193,0.201,0.245,0.216,0.146,0.125,0.346,0.153,0.065
RCP45,MKCWTRS2BD,26,0.31,0.097,0.244,0.145,0.07,0.089,0.122,0.144,0.15,0.174,0.1,0.093,0.112,0.097,0.106,0.144,0.193,0.111,0.063,0.056,0.105,0.067,0.08,0.171,0.087,0.183,0.058,0.23,0.127,0.199,0.246,0.115,0.084,0.239,0.117,0.077
RCP45,MKCWTRS2BD,27,0.225,0.065,0.139,0.102,0.079,0.082,0.078,0.099,0.1,0.135,0.157,0.072,0.1,0.08,0.07,0.092,0.151,0.095,0.049,0.063,0.088,0.087,0.076,0.094,0.073,0.081,0.058,0.186,0.114,0.15,0.201,0.093,0.056,0.158,0.084,0.076
RCP45,MKCWTRS2BD,28,0.15,0.046,0.142,0.098,0.158,0.054,0.106,0.081,0.129,0.082,0.073,0.063,0.062,0.071,0.049,0.087,0.084,0.065,0.068,0.081,0.058,0.07,0.062,0.071,0.059,0.063,0.042,0.124,0.119,0.189,0.111,0.055,0.061,0.252,0.053,0.134
RCP45,MKCWTRS2BD,29,0.115,0.06,0.142,0.082,0.072,0.043,0.121,0.093,0.079,0.107,0.278,0.042,0.063,0.085,0.047,0.065,0.082,0.062,0.096,0.043,0.063,0.051,0.048,0.075,0.085,0.049,0.034,0.134,0.121,0.154,0.081,0.058,0.092,0.167,0.049,0.07
RCP45,MKCWTRS2BD,30,0.141,0.039,0.086,0.07,0.045,0.039,0.1,0.07,0.064,0.103,0.196,0.053,0.108,0.186,0.055,0.057,0.046,0.055,0.066,0.024,0.045,0.037,0.035,0.073,0.069,0.035,0.057,0.1,0.053,0.196,0.159,0.066,0.114,0.144,0.038,0.039
RCP45,MKCWTRS2BD,31,0.1,0.046,0.082,0.044,0.039,0.037,0.141,0.07,0.046,0.061,0.142,0.07,0.069,0.121,0.052,0.05,0.059,0.049,0.041,0.022,0.059,0.029,0.041,0.073,0.067,0.054,0.069,0.091,0.032,0.216,0.179,0.083,0.061,0.126,0.035,0.027
