scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP45,MKCWTCT1BD,1,0.647,0.762,0.51,0.33,0.592,0.542,0.53,0.497,0.444,0.486,0.593,0.545,0.541,0.916,0.642,0.455,0.45,0.513,0.544,0.358,0.43,0.551,0.555,0.543,0.463,0.622,0.382,0.571,0.643,0.615,0.494,0.37,0.519,0.475,0.495,0.54
RCP45,MKCWTCT1BD,2,0.698,0.6,0.594,0.337,0.525,0.576,0.524,0.488,0.427,0.447,0.545,0.563,0.456,0.98,0.485,0.522,0.486,0.536,0.525,0.449,0.459,0.606,0.591,0.504,0.444,0.747,0.436,0.509,0.582,0.518,0.419,0.384,0.491,0.486,0.369,0.5
RCP45,MKCWTCT1BD,3,0.677,0.606,0.555,0.339,0.576,0.451,0.548,0.467,0.407,0.426,0.591,0.541,0.516,0.906,0.415,0.415,0.522,0.494,0.511,0.401,0.504,0.697,0.632,0.601,0.495,0.829,0.431,0.507,0.511,0.495,0.453,0.4,0.5,0.497,0.407,0.567
RCP45,MKCWTCT1BD,4,0.581,0.608,0.529,0.306,0.576,0.428,0.558,0.475,0.526,0.409,0.512,0.545,0.536,0.553,0.376,0.386,0.575,0.492,0.552,0.463,0.517,0.615,0.746,0.526,0.521,0.694,0.486,0.554,0.436,0.448,0.513,0.423,0.567,0.511,0.391,0.745
RCP45,MKCWTCT1BD,5,0.664,0.576,0.531,0.294,0.576,0.417,0.557,0.412,0.541,0.47,0.642,0.523,0.576,0.534,0.613,0.428,0.576,0.464,0.569,0.836,0.549,0.623,0.597,0.516,0.576,0.596,0.563,0.576,0.429,0.624,0.471,0.392,0.576,0.475,0.368,0.935
RCP45,MKCWTCT1BD,6,0.683,0.576,0.533,0.415,0.576,0.418,0.54,0.547,0.509,0.5,0.581,0.547,0.568,0.639,0.521,0.547,0.576,0.445,0.576,0.64,0.551,0.529,0.612,0.515,0.574,0.576,0.574,0.576,0.418,0.847,0.477,0.47,0.572,0.518,0.418,0.746
RCP45,MKCWTCT1BD,7,0.814,0.604,0.727,0.388,0.576,0.46,0.589,0.576,0.681,0.458,0.576,0.557,0.447,0.741,0.479,0.606,0.556,0.419,0.576,0.502,0.541,0.42,0.594,0.44,0.504,0.576,0.565,0.576,0.408,0.708,0.464,0.533,0.567,0.565,0.451,0.576
RCP45,MKCWTCT1BD,8,0.901,0.676,0.884,0.45,0.56,0.532,0.575,0.564,0.575,0.488,0.576,0.579,0.422,0.737,0.517,0.653,0.505,0.466,0.576,0.41,0.532,0.449,0.653,0.626,0.554,0.576,0.577,0.576,0.427,0.586,0.445,0.559,0.576,0.527,0.521,0.512
RCP45,MKCWTCT1BD,9,0.663,0.669,0.714,0.449,0.686,0.452,0.576,0.576,0.592,0.52,0.576,0.568,0.418,0.814,0.549,0.468,0.515,0.476,0.576,0.394,0.51,0.414,0.725,0.653,0.658,0.582,0.628,0.576,0.605,0.565,0.447,0.518,0.576,0.543,0.582,0.508
RCP45,MKCWTCT1BD,10,0.66,0.611,0.712,0.459,0.68,0.573,0.576,0.576,0.699,0.711,0.544,0.596,0.399,0.781,0.555,0.423,0.488,0.52,0.576,0.446,0.572,0.433,0.569,0.648,0.644,0.607,0.599,0.576,0.604,0.585,0.392,0.479,0.698,0.504,0.562,0.636
