scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP85,MKCWTRS3DD,1,0.311,0.715,0.495,0.215,0.325,0.351,0.409,0.746,1.012,0.425,0.373,0.819,0.756,0.604,0.841,0.348,0.448,0.671,0.398,0.396,0.418,0.513,0.606,0.498,0.731,0.782,0.82,1.027,1.51,0.365,0.511,0.554,0.443,0.474,0.615,0.698
RCP85,MKCWTRS3DD,2,0.38,0.929,0.814,0.224,0.248,0.378,0.308,0.901,0.769,0.623,0.528,0.608,0.763,0.765,0.672,0.525,0.541,0.456,0.554,0.403,0.352,0.455,0.684,0.617,0.588,0.641,0.52,0.672,1.067,0.943,0.565,0.633,0.425,0.677,1.021,0.433
RCP85,MKCWTRS3DD,3,0.949,1.013,1.286,0.62,0.39,0.388,0.297,0.817,0.609,0.614,0.426,0.423,0.865,0.645,0.623,0.643,0.478,0.348,0.524,0.333,0.387,0.467,0.64,0.498,0.607,0.563,0.444,0.673,0.961,0.838,0.45,0.808,0.555,0.638,0.773,0.495
RCP85,MKCWTRS3DD,4,0.734,1.16,0.54,0.558,0.885,0.409,0.451,0.647,0.752,0.428,0.322,0.463,0.607,0.427,0.428,0.536,0.41,0.343,0.375,0.448,0.375,0.553,0.541,0.534,0.879,0.935,0.477,0.721,0.822,1.073,0.504,0.726,0.766,0.476,0.47,0.569
RCP85,MKCWTRS3DD,5,0.947,0.905,0.475,0.457,0.585,0.584,0.567,0.948,1.169,0.316,0.433,0.461,0.629,0.477,0.587,0.955,0.448,0.33,0.409,0.893,0.435,0.35,0.408,0.49,1.044,0.694,0.736,0.754,0.691,0.696,0.438,0.902,0.545,0.659,0.502,0.696
RCP85,MKCWTRS3DD,6,0.782,0.811,0.96,0.823,0.883,0.862,0.839,0.75,0.753,0.283,0.427,0.429,0.607,0.809,0.623,0.734,0.54,0.328,0.377,0.765,0.29,0.311,0.581,0.582,0.803,0.897,0.967,0.868,1.293,0.756,0.635,0.793,0.667,0.628,0.676,0.717
RCP85,MKCWTRS3DD,7,0.548,0.697,1.105,0.562,0.848,0.829,1.025,0.843,0.629,0.412,0.45,0.335,0.996,0.743,0.419,0.497,0.946,0.368,0.403,0.702,0.411,0.553,0.626,0.559,0.681,0.862,0.973,1.419,1.952,1.021,0.7,0.722,0.426,0.655,0.656,0.717
RCP85,MKCWTRS3DD,8,0.396,0.808,1.008,0.962,0.793,0.5,1.203,0.747,0.73,0.505,0.577,0.61,0.762,0.973,0.416,0.669,0.735,0.39,0.42,0.542,0.602,1.09,0.688,0.623,0.529,0.696,0.906,1.009,1.169,1.06,0.773,0.722,0.475,0.494,0.605,0.717
RCP85,MKCWTRS3DD,9,0.391,1.115,1.13,1.16,0.497,0.687,1.09,0.836,0.56,0.624,0.692,0.513,0.732,0.842,0.389,0.915,0.539,0.663,0.608,0.583,0.927,1.044,0.607,0.586,0.445,0.47,0.772,1.138,0.8,0.899,0.743,0.727,0.731,0.711,0.549,0.621
RCP85,MKCWTRS3DD,10,0.479,1.016,0.862,0.756,0.545,0.686,0.748,0.872,0.785,0.791,0.875,0.715,0.705,1.039,0.391,0.854,0.665,0.565,0.558,0.603,0.99,0.934,0.482,0.66,0.333,0.394,0.767,1.04,0.649,0.545,0.626,0.468,0.714,0.513,0.739,0.908
RCP85,MKCWTRS3DD,11,0.414,0.574,0.866,1.016,0.543,0.605,0.849,0.88,0.762,0.906,0.751,0.702,0.72,0.698,0.422,1.035,0.669,0.73,0.294,0.704,1.187,1.001,0.434,0.541,0.295,0.379,0.833,0.92,0.78,0.644,0.703,0.443,0.63,0.39,0.832,0.991
RCP85,MKCWTRS3DD,12,0.386,0.43,0.849,1.076,0.425,0.541,0.825,0.681,0.723,0.962,0.781,0.799,0.829,0.69,0.4,0.961,0.514,0.615,0.422,0.556,1.21,1.012,0.596,0.484,0.387,0.613,0.895,0.879,1.226,0.721,0.805,0.468,0.551,0.312,0.692,0.753
RCP85,MKCWTRS3DD,13,0.445,0.391,0.623,1.141,0.544,0.535,0.543,0.631,0.407,1.048,0.715,0.716,0.837,0.824,0.404,0.519,0.632,0.713,0.423,0.633,1.05,0.831,0.732,0.441,0.379,0.874,0.605,0.603,1.554,0.617,0.728,0.521,0.44,0.343,0.547,0.651
RCP85,MKCWTRS3DD,14,0.459,0.544,0.547,0.936,0.787,0.519,0.422,0.649,0.351,0.781,0.739,0.71,0.598,0.782,0.483,0.601,0.576,0.565,0.658,0.686,0.724,0.471,0.67,0.326,0.354,0.446,0.944,0.429,1.176,0.557,0.782,0.418,0.531,0.455,0.482,0.786
RCP85,MKCWTRS3DD,15,0.403,0.818,0.972,0.713,0.709,0.738,0.483,0.488,0.353,0.571,0.764,1.252,0.563,0.833,0.328,0.705,0.416,0.52,0.535,0.803,0.809,0.423,0.44,0.378,0.354,0.337,0.746,0.261,0.85,0.519,0.681,0.49,0.619,0.375,0.436,0.711
RCP85,MKCWTRS3DD,16,0.3,1.133,1.142,0.57,0.566,0.637,0.486,0.426,0.349,0.598,0.665,1.136,0.619,0.605,0.409,0.855,0.406,0.366,0.428,0.959,0.63,0.377,0.302,0.394,0.281,0.827,0.586,0.367,0.568,0.425,0.584,0.376,0.51,0.335,0.511,0.439
RCP85,MKCWTRS3DD,17,0.374,0.682,0.862,0.495,0.422,0.534,0.363,0.499,0.309,0.657,0.671,0.843,0.664,0.595,0.359,0.911,0.32,0.279,0.435,0.797,0.566,0.485,0.274,0.598,0.548,0.839,0.552,0.507,0.498,0.69,0.745,0.382,0.365,0.552,0.388,0.443
RCP85,MKCWTRS3DD,18,0.429,0.51,0.659,0.489,0.366,0.396,0.318,0.485,0.345,0.699,1.018,0.599,0.514,0.471,0.337,0.735,0.262,0.264,0.363,0.726,0.617,0.497,0.347,0.611,0.459,0.692,0.433,0.422,0.441,0.407,0.473,0.246,0.441,0.313,0.302,0.391
RCP85,MKCWTRS3DD,19,0.276,0.409,0.724,0.424,0.437,0.435,0.339,0.359,0.258,0.811,0.833,0.428,0.432,0.349,0.348,0.68,0.189,0.361,0.288,0.653,0.479,0.432,0.234,0.487,0.271,0.387,0.426,0.291,0.414,0.245,0.256,0.278,0.357,0.244,0.367,0.236
RCP85,MKCWTRS3DD,20,0.241,0.316,0.823,0.317,0.437,0.464,0.355,0.379,0.337,0.483,0.707,0.33,0.563,0.397,0.342,0.487,0.214,0.299,0.222,0.463,0.43,0.259,0.203,0.346,0.267,0.362,0.278,0.313,0.4,0.197,0.202,0.282,0.353,0.194,0.369,0.185
RCP85,MKCWTRS3DD,21,0.318,0.206,0.709,0.307,0.496,0.46,0.342,0.256,0.269,0.279,0.389,0.24,0.513,0.34,0.227,0.465,0.24,0.349,0.308,0.307,0.382,0.176,0.139,0.36,0.232,0.471,0.175,0.349,0.322,0.154,0.247,0.331,0.465,0.246,0.442,0.164
RCP85,MKCWTRS3DD,22,0.229,0.206,0.596,0.271,0.361,0.275,0.346,0.229,0.242,0.2,0.382,0.37,0.287,0.318,0.333,0.352,0.19,0.28,0.331,0.21,0.213,0.125,0.1,0.294,0.326,0.332,0.126,0.289,0.386,0.094,0.247,0.342,0.301,0.165,0.39,0.135
RCP85,MKCWTRS3DD,23,0.114,0.134,0.408,0.169,0.207,0.172,0.21,0.334,0.319,0.281,0.401,0.409,0.289,0.273,0.139,0.214,0.157,0.277,0.188,0.143,0.146,0.205,0.068,0.265,0.28,0.423,0.108,0.171,0.252,0.104,0.239,0.271,0.15,0.197,0.245,0.108
RCP85,MKCWTRS3DD,24,0.132,0.171,0.304,0.13,0.194,0.173,0.168,0.407,0.26,0.184,0.368,0.359,0.365,0.211,0.088,0.141,0.123,0.24,0.096,0.19,0.143,0.155,0.08,0.196,0.164,0.399,0.082,0.156,0.152,0.124,0.136,0.138,0.104,0.158,0.125,0.116
RCP85,MKCWTRS3DD,25,0.058,0.183,0.223,0.268,0.102,0.107,0.109,0.214,0.145,0.102,0.358,0.159,0.292,0.179,0.212,0.16,0.237,0.343,0.082,0.138,0.097,0.104,0.033,0.204,0.141,0.228,0.086,0.278,0.138,0.096,0.082,0.088,0.05,0.082,0.122,0.155
RCP85,MKCWTRS3DD,26,0.051,0.076,0.265,0.213,0.058,0.09,0.05,0.13,0.081,0.071,0.205,0.09,0.143,0.197,0.105,0.137,0.079,0.16,0.048,0.11,0.139,0.076,0.016,0.184,0.115,0.384,0.051,0.242,0.152,0.042,0.051,0.043,0.045,0.04,0.108,0.099
RCP85,MKCWTRS3DD,27,0.054,0.092,0.307,0.108,0.033,0.069,0.032,0.082,0.036,0.077,0.116,0.065,0.072,0.171,0.075,0.079,0.049,0.1,0.044,0.084,0.104,0.074,0.008,0.128,0.055,0.291,0.034,0.294,0.063,0.018,0.195,0.029,0.038,0.024,0.091,0.068
RCP85,MKCWTRS3DD,28,0.038,0.12,0.191,0.072,0.035,0.054,0.021,0.074,0.024,0.058,0.073,0.048,0.052,0.097,0.05,0.062,0.056,0.079,0.035,0.031,0.054,0.052,0.006,0.079,0.032,0.118,0.025,0.113,0.036,0.01,0.105,0.046,0.042,0.013,0.055,0.03
RCP85,MKCWTRS3DD,29,0.025,0.068,0.131,0.12,0.032,0.098,0.047,0.098,0.073,0.113,0.123,0.037,0.032,0.072,0.033,0.064,0.044,0.085,0.015,0.024,0.025,0.032,0.039,0.04,0.041,0.066,0.136,0.053,0.043,0.012,0.098,0.019,0.026,0.007,0.06,0.012
RCP85,MKCWTRS3DD,30,0.012,0.049,0.18,0.051,0.016,0.039,0.043,0.177,0.064,0.058,0.064,0.076,0.02,0.091,0.012,0.034,0.029,0.081,0.012,0.044,0.029,0.016,0.022,0.042,0.044,0.051,0.041,0.046,0.018,0.008,0.053,0.011,0.128,0.018,0.03,0.009
RCP85,MKCWTRS3DD,31,0.008,0.108,0.157,0.022,0.05,0.025,0.032,0.095,0.104,0.054,0.154,0.058,0.078,0.051,0.009,0.021,0.028,0.038,0.052,0.028,0.024,0.012,0.008,0.055,0.092,0.049,0.014,0.038,0.013,0.021,0.139,0.032,0.17,0.033,0.018,0.014
RCP85,MKCWTRS3DD,32,0.006,0.071,0.103,0.014,0.11,0.051,0.055,0.144,0.113,0.053,0.121,0.026,0.076,0.037,0.047,0.03,0.014,0.057,0.022,0.022,0.029,0.03,0.005,0.022,0.086,0.135,0.055,0.067,0.011,0.064,0.108,0.055,0.181,0.071,0.025,0.025
RCP85,MKCWTRS3DD,33,0.012,0.041,0.091,0.125,0.141,0.041,0.125,0.067,0.182,0.063,0.055,0.048,0.04,0.079,0.061,0.031,0.054,0.052,0.053,0.036,0.015,0.062,0.003,0.022,0.072,0.232,0.026,0.046,0.108,0.068,0.106,0.034,0.226,0.044,0.039,0.031
RCP85,MKCWTRS3DD,34,0.008,0.027,0.104,0.086,0.097,0.062,0.076,0.052,0.131,0.097,0.04,0.104,0.036,0.068,0.039,0.089,0.056,0.029,0.117,0.094,0.013,0.048,0.024,0.028,0.035,0.294,0.04,0.063,0.205,0.067,0.096,0.045,0.121,0.025,0.097,0.044
RCP85,MKCWTRS3DD,35,0.016,0.039,0.066,0.257,0.327,0.122,0.13,0.037,0.071,0.214,0.043,0.161,0.254,0.073,0.102,0.092,0.214,0.055,0.12,0.108,0.047,0.02,0.053,0.041,0.017,0.321,0.038,0.093,0.192,0.084,0.099,0.051,0.08,0.052,0.057,0.09
RCP85,MKCWTRS3DD,36,0.079,0.052,0.221,0.409,0.355,0.192,0.071,0.229,0.183,0.182,0.033,0.234,0.23,0.114,0.136,0.177,0.161,0.027,0.174,0.215,0.135,0.023,0.302,0.07,0.219,0.572,0.081,0.106,0.144,0.032,0.116,0.084,0.134,0.216,0.101,0.108
RCP85,MKCWTRS3DD,37,0.131,0.207,0.227,0.452,0.308,0.32,0.178,0.306,0.3,0.145,0.075,0.312,0.151,0.066,0.176,0.213,0.25,0.027,0.162,0.126,0.062,0.125,0.205,0.249,0.231,0.291,0.151,0.211,0.261,0.025,0.08,0.112,0.261,0.167,0.182,0.136
RCP85,MKCWTRS3DD,38,0.151,0.306,0.365,0.486,0.167,0.191,0.122,0.425,0.123,0.096,0.073,0.357,0.102,0.074,0.168,0.209,0.107,0.09,0.145,0.179,0.041,0.073,0.117,0.148,0.472,0.253,0.213,0.095,0.152,0.055,0.117,0.347,0.185,0.148,0.095,0.182
RCP85,MKCWTRS3DD,39,0.191,0.282,0.193,0.43,0.124,0.167,0.237,0.627,0.624,0.207,0.289,0.81,0.228,0.369,0.145,0.285,0.112,0.225,0.245,0.494,0.029,0.21,0.257,0.386,0.279,0.235,0.333,0.142,0.282,0.146,0.22,0.203,0.406,0.18,0.208,0.198
RCP85,MKCWTRS3DD,40,0.336,0.343,0.573,0.601,0.295,0.256,0.361,0.486,0.518,0.597,0.269,0.587,0.202,0.441,0.156,0.474,0.397,0.346,0.264,0.5,0.242,0.207,0.302,0.555,0.194,0.249,0.237,0.236,0.496,0.402,0.246,0.24,0.48,0.293,0.145,0.219
RCP85,MKCWTRS3DD,41,0.364,0.267,0.742,1.419,0.475,0.346,0.27,0.446,0.272,0.557,0.377,0.303,0.163,0.558,0.151,0.446,0.438,0.404,0.241,0.537,0.125,0.263,0.372,0.333,0.128,0.402,0.428,0.192,1.002,0.404,0.343,0.243,0.51,0.596,0.384,0.266
RCP85,MKCWTRS3DD,42,1.237,0.239,0.428,0.898,0.916,0.625,0.275,0.365,0.269,0.452,0.551,0.278,0.358,0.662,0.305,0.284,0.412,0.511,0.264,0.405,0.23,0.272,0.417,0.155,0.124,0.415,0.337,0.17,1.013,0.456,0.279,0.557,0.376,0.739,0.349,0.512
RCP85,MKCWTRS3DD,43,1.087,0.297,0.375,0.526,0.845,0.262,0.612,0.256,0.981,0.331,0.408,0.357,0.719,0.584,0.243,0.192,0.28,0.494,0.139,0.446,0.25,0.204,0.708,0.1,0.103,0.269,0.47,0.24,1.186,0.408,0.219,0.278,0.453,0.49,0.206,0.526
RCP85,MKCWTRS3DD,44,0.526,0.321,0.339,0.716,0.473,0.234,0.569,0.913,0.848,0.294,0.284,0.663,0.453,0.641,0.398,0.268,0.219,0.274,0.105,0.683,0.557,0.398,0.987,0.093,0.253,0.314,0.497,0.566,0.539,0.329,0.15,1.121,0.417,0.491,0.375,0.589
RCP85,MKCWTRS3DD,45,0.477,0.345,0.515,0.917,0.375,0.264,0.461,0.97,0.737,0.418,0.509,0.908,0.565,0.802,0.339,0.451,0.286,0.279,0.252,0.453,0.363,0.311,0.596,0.408,0.499,0.952,0.603,0.846,0.547,0.331,0.292,0.884,0.573,0.858,0.541,1.56
RCP85,MKCWTRS3DD,46,0.806,0.586,0.833,1.25,0.479,0.402,0.315,0.902,0.586,0.741,0.49,0.957,0.447,0.632,0.692,0.527,0.326,0.287,0.387,0.539,1.011,0.406,0.32,0.693,0.496,1.009,0.489,0.774,0.437,0.416,0.686,0.538,0.454,0.888,0.508,0.629
RCP85,MKCWTRS3DD,47,0.603,0.465,0.702,0.784,0.586,0.575,0.46,0.718,0.686,1.553,0.327,0.768,0.657,0.641,0.801,0.503,0.259,0.358,0.605,0.725,1.289,0.563,0.8,0.478,0.327,0.809,0.414,1.29,0.318,0.561,0.587,0.758,0.673,0.843,0.438,0.846
RCP85,MKCWTRS3DD,48,0.627,0.287,0.721,0.592,0.675,0.617,0.443,0.866,1.007,1.31,0.287,0.718,0.846,0.903,0.61,0.656,0.451,0.489,0.652,0.429,1.024,0.66,1.07,0.643,0.482,0.592,0.548,1.993,0.575,0.456,0.447,0.657,0.72,0.667,0.73,0.789
RCP85,MKCWTRS3DD,49,0.498,0.373,0.444,0.624,0.398,0.398,0.481,0.798,0.662,1.058,0.529,0.561,0.555,0.793,0.424,0.391,1.093,0.344,0.553,0.473,1.537,0.635,0.978,1.097,0.456,1.072,1.042,1.714,1.122,0.49,0.566,0.479,1.055,0.649,0.744,0.667
