scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP26,MKCWTCT1BD,1,0.33,0.364,0.445,0.576,0.4,0.388,0.4,0.576,0.908,0.355,0.423,0.451,0.396,0.576,0.576,0.54,0.356,0.348,0.356,0.578,0.419,0.228,0.424,0.486,0.453,0.576,0.439,0.528,0.371,0.194,0.576,0.357,0.615,0.546,0.452,0.334
RCP26,MKCWTCT1BD,2,0.323,0.36,0.507,0.576,0.353,0.423,0.348,0.431,0.611,0.544,0.489,0.465,0.391,0.702,0.576,0.576,0.344,0.345,0.32,0.578,0.466,0.131,0.378,0.576,0.397,0.576,0.365,0.576,0.355,0.155,0.633,0.352,0.576,0.434,0.521,0.455
RCP26,MKCWTCT1BD,3,0.317,0.455,0.445,0.576,0.377,0.485,0.279,0.367,0.721,0.576,0.576,0.47,0.389,0.746,0.576,0.577,0.406,0.389,0.201,0.86,0.537,0.327,0.353,0.556,0.464,0.419,0.662,0.496,0.45,0.118,0.626,0.346,0.576,0.481,0.506,0.491
RCP26,MKCWTCT1BD,4,0.314,0.466,0.41,0.576,0.432,0.462,0.4,0.451,0.927,0.576,0.456,0.576,0.541,0.582,0.576,0.915,0.365,0.38,0.322,0.811,0.531,0.259,0.346,0.551,0.545,0.443,0.876,0.548,0.42,0.106,0.576,0.342,0.576,0.543,0.514,0.567
RCP26,MKCWTCT1BD,5,0.339,0.357,0.482,0.529,0.433,0.434,0.416,0.553,0.675,0.576,0.449,0.576,0.448,0.576,0.501,0.634,0.28,0.358,0.411,0.649,0.508,0.333,0.477,0.576,0.536,0.426,0.67,0.576,0.349,0.088,0.528,0.383,0.576,0.576,0.576,0.449
RCP26,MKCWTCT1BD,6,0.459,0.456,0.576,0.426,0.438,0.398,0.348,0.576,0.594,0.527,0.397,0.576,0.413,0.576,0.434,0.748,0.213,0.346,0.318,0.576,0.496,0.367,0.454,0.961,0.566,0.443,0.653,0.684,0.163,0.246,0.578,0.418,0.576,0.576,0.576,0.444
RCP26,MKCWTCT1BD,7,0.417,0.439,0.576,0.531,0.392,0.383,0.265,0.576,0.576,0.383,0.366,0.576,0.379,0.576,0.494,0.635,0.264,0.377,0.299,0.576,0.576,0.36,0.526,0.854,0.569,0.417,0.576,0.592,0.275,0.307,0.664,0.423,0.576,0.576,0.576,0.576
RCP26,MKCWTCT1BD,8,0.38,0.533,0.576,0.576,0.402,0.518,0.186,0.576,0.628,0.352,0.364,0.576,0.475,0.576,0.576,0.83,0.527,0.357,0.317,0.576,0.576,0.357,0.467,1.176,0.574,0.377,0.576,0.576,0.385,0.443,0.576,0.576,0.585,0.576,0.576,0.576
RCP26,MKCWTCT1BD,9,0.362,0.576,0.576,0.863,0.406,0.53,0.422,0.64,0.576,0.362,0.444,0.576,0.474,0.576,0.576,0.934,0.555,0.334,0.339,0.576,0.809,0.34,0.578,1.218,0.397,0.39,0.723,0.576,0.461,0.539,0.431,0.576,0.679,0.576,0.893,0.576
RCP26,MKCWTCT1BD,10,0.398,0.576,0.576,0.74,0.434,0.415,0.576,1.043,0.576,0.385,0.5,0.576,0.469,0.576,0.576,0.897,0.517,0.33,0.33,0.576,1.156,0.15,0.576,0.913,0.307,0.465,0.833,0.462,0.433,0.576,0.442,0.576,1.006,0.754,0.734,0.672
RCP26,MKCWTCT1BD,11,0.418,0.576,0.576,0.576,0.735,0.441,0.576,1.175,0.576,0.531,0.576,0.576,0.576,0.576,0.576,0.832,0.405,0.332,0.327,0.576,0.853,0.164,0.576,0.665,0.412,0.447,0.579,0.403,0.37,0.53,0.537,0.599,1.371,0.676,0.617,1.471
RCP26,MKCWTCT1BD,12,0.564,0.576,0.576,0.576,1.142,0.434,0.576,0.988,0.576,0.576,0.576,0.576,0.576,0.576,0.457,0.741,0.46,0.353,0.373,0.576,0.612,0.341,0.576,0.717,0.486,0.397,0.483,0.42,0.309,0.37,0.507,0.853,1.047,0.576,0.527,0.93
RCP26,MKCWTCT1BD,13,0.576,0.576,0.389,0.576,0.994,0.444,0.576,0.814,0.576,0.576,0.576,0.576,0.448,0.576,0.279,0.682,0.42,0.421,0.786,0.576,0.778,0.261,0.576,0.88,0.394,0.366,0.381,0.436,0.576,0.323,0.412,0.628,0.725,0.576,0.484,0.596
RCP26,MKCWTCT1BD,14,0.576,0.576,0.377,0.576,0.629,0.442,0.576,1.053,0.576,0.576,0.576,0.576,0.329,0.468,0.175,0.588,0.497,0.433,0.78,0.576,0.642,0.191,0.576,0.609,0.363,0.372,0.382,0.379,0.466,0.17,0.543,0.429,0.787,0.576,0.427,0.576
RCP26,MKCWTCT1BD,15,0.612,0.576,0.341,0.576,0.627,0.404,0.576,0.905,0.576,0.576,0.576,0.721,0.306,0.357,0.152,0.576,0.558,0.377,0.583,0.576,0.576,0.211,0.576,0.602,0.392,0.408,0.385,0.353,0.417,0.12,0.576,0.368,0.733,0.491,0.417,0.576
RCP26,MKCWTCT1BD,16,0.905,0.576,0.341,0.576,0.58,0.359,0.549,0.74,0.576,0.576,0.563,0.73,0.191,0.349,0.133,0.559,0.576,0.331,0.541,0.576,0.576,0.248,0.451,0.661,0.259,0.416,0.493,0.498,0.477,0.111,0.485,0.348,0.592,0.409,0.495,0.455
RCP26,MKCWTCT1BD,17,0.608,0.458,0.484,0.576,0.576,0.362,0.421,0.588,0.576,0.576,0.354,0.593,0.243,0.136,0.317,0.347,0.576,0.354,0.498,0.576,0.619,0.341,0.345,0.628,0.148,0.498,0.502,0.424,0.524,0.145,0.561,0.411,0.361,0.479,0.447,0.378
RCP26,MKCWTCT1BD,18,0.576,0.384,0.576,0.576,0.576,0.345,0.383,0.576,0.576,0.576,0.242,0.618,0.224,0.12,0.289,0.439,0.576,0.458,0.484,0.576,0.936,0.263,0.428,0.584,0.121,0.529,0.515,0.235,0.326,0.151,0.576,0.475,0.347,0.524,0.421,0.41
RCP26,MKCWTCT1BD,19,0.576,0.196,0.547,0.576,0.576,0.39,0.165,0.576,0.576,0.407,0.284,0.576,0.18,0.113,0.134,0.488,0.576,0.373,0.479,0.576,0.614,0.258,0.374,0.576,0.336,0.309,0.491,0.176,0.271,0.16,0.576,0.409,0.356,0.444,0.386,0.465
RCP26,MKCWTCT1BD,20,0.411,0.153,0.438,0.576,0.576,0.361,0.134,0.503,0.576,0.343,0.367,0.576,0.14,0.105,0.117,0.422,0.514,0.346,0.398,0.499,0.576,0.257,0.2,0.576,0.292,0.183,0.495,0.16,0.19,0.125,0.432,0.41,0.343,0.452,0.417,0.424
RCP26,MKCWTCT1BD,21,0.346,0.128,0.356,0.403,0.576,0.334,0.127,0.347,0.576,0.161,0.367,0.576,0.199,0.1,0.113,0.391,0.422,0.361,0.332,0.365,0.576,0.255,0.181,0.576,0.268,0.167,0.377,0.139,0.129,0.145,0.174,0.364,0.337,0.312,0.352,0.379
