scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP45,ALCWTRS3DD,1,0.97,0.762,0.839,0.366,0.689,0.635,0.64,0.634,0.602,0.544,0.833,0.697,0.68,0.85,0.608,0.677,0.536,0.661,0.666,0.413,0.527,0.615,0.641,0.513,0.541,0.773,0.642,0.582,0.731,0.627,0.452,0.585,0.677,0.517,0.678,0.668
RCP45,ALCWTRS3DD,2,0.813,0.702,0.829,0.355,0.597,0.537,0.566,0.532,0.516,0.465,0.707,0.72,0.638,0.849,0.598,0.655,0.582,0.699,0.594,0.468,0.474,0.591,0.701,0.658,0.513,1.024,0.605,0.545,0.663,0.5,0.496,0.474,0.553,0.479,0.57,0.588
RCP45,ALCWTRS3DD,3,0.723,0.631,0.789,0.316,0.778,0.469,0.548,0.587,0.479,0.435,0.598,0.646,0.573,0.981,0.526,0.57,0.669,0.689,0.507,0.448,0.46,0.648,0.625,0.712,0.529,0.999,0.609,0.545,0.704,0.437,0.527,0.41,0.504,0.445,0.521,0.591
RCP45,ALCWTRS3DD,4,0.63,0.614,0.728,0.297,0.666,0.467,0.629,0.583,0.513,0.388,0.57,0.557,0.509,0.745,0.463,0.487,0.602,0.784,0.461,0.534,0.471,0.735,0.639,0.584,0.572,0.767,0.784,0.525,0.614,0.47,0.521,0.432,0.66,0.456,0.485,0.716
RCP45,ALCWTRS3DD,5,0.666,0.617,0.642,0.307,0.562,0.524,0.676,0.482,0.582,0.393,0.668,0.507,0.513,0.579,0.523,0.492,0.502,0.673,0.534,1.015,0.482,0.77,0.579,0.517,0.781,0.617,0.796,0.607,0.583,0.611,0.481,0.47,0.702,0.462,0.427,0.89
RCP45,ALCWTRS3DD,6,0.612,0.68,0.613,0.362,0.548,0.755,0.766,0.489,0.622,0.465,0.637,0.539,0.502,0.517,0.605,0.548,0.501,0.651,0.572,0.949,0.564,0.712,0.555,0.72,0.864,0.616,0.795,0.609,0.499,0.799,0.449,0.557,0.625,0.468,0.399,0.982
RCP45,ALCWTRS3DD,7,0.788,0.642,0.754,0.462,0.789,1.048,0.986,0.517,0.748,0.621,0.536,0.684,0.469,0.606,0.541,0.697,0.548,0.618,0.558,0.766,0.742,0.629,0.596,0.677,0.853,0.638,0.696,0.681,0.428,0.847,0.46,0.598,0.488,0.626,0.402,0.774
RCP45,ALCWTRS3DD,8,0.944,0.687,0.901,0.526,0.741,1.078,0.781,0.521,0.725,0.737,0.55,0.695,0.536,0.703,0.532,0.816,0.595,0.612,0.648,0.66,0.791,0.606,0.69,0.78,0.863,0.656,0.635,0.779,0.539,0.748,0.502,0.547,0.538,0.681,0.478,0.669
RCP45,ALCWTRS3DD,9,0.742,0.678,0.826,0.507,0.785,0.837,0.675,0.689,0.681,0.671,0.636,0.683,0.59,0.873,0.608,0.687,0.6,0.759,0.683,0.558,0.757,0.552,0.853,0.778,0.754,0.645,0.786,1.093,0.694,0.721,0.493,0.492,0.911,0.726,0.723,0.588
RCP45,ALCWTRS3DD,10,0.573,0.627,0.931,0.531,0.844,0.717,0.629,0.837,0.723,0.734,0.663,0.756,0.669,0.939,0.655,0.59,0.634,0.84,0.621,0.57,0.661,0.561,0.697,0.785,0.681,0.663,0.74,1.142,0.655,0.782,0.469,0.493,1.167,0.701,0.692,0.58
RCP45,ALCWTRS3DD,11,0.597,0.575,0.878,0.502,0.781,0.739,0.658,0.92,0.601,0.686,0.635,0.771,0.634,0.81,0.627,0.557,0.734,0.789,0.588,0.542,0.578,0.653,0.584,0.741,0.697,0.704,0.694,1.018,0.623,0.852,0.48,0.576,1.109,0.639,0.564,0.602
RCP45,ALCWTRS3DD,12,0.656,0.614,0.729,0.488,0.785,0.768,0.725,1.025,0.502,0.619,0.563,0.701,0.63,0.805,0.533,0.695,0.822,0.842,0.619,0.515,0.546,0.632,0.618,0.747,0.783,0.67,0.652,0.934,0.675,0.767,0.595,0.604,0.956,0.607,0.495,0.625
RCP45,ALCWTRS3DD,13,0.642,0.727,0.841,0.505,0.71,0.713,0.703,0.915,0.538,0.638,0.502,0.699,0.724,0.788,0.482,0.724,0.917,0.956,0.625,0.498,0.538,0.528,0.609,0.628,0.776,0.688,0.673,0.96,0.581,0.729,0.653,0.563,0.881,0.637,0.45,0.662
RCP45,ALCWTRS3DD,14,0.648,0.676,0.859,0.498,0.652,0.708,0.654,0.827,0.574,0.672,0.514,0.704,0.856,0.782,0.596,0.679,0.792,0.948,0.632,0.479,0.585,0.475,0.564,0.554,0.839,0.618,0.673,0.84,0.5,0.764,0.633,0.676,0.72,0.555,0.446,0.652
RCP45,ALCWTRS3DD,15,0.622,0.709,0.688,0.475,0.555,0.647,0.622,0.715,0.63,0.674,0.561,0.694,0.794,0.838,0.683,0.596,0.725,0.85,0.589,0.544,0.543,0.487,0.553,0.516,0.859,0.592,0.672,0.802,0.477,0.615,0.674,0.62,0.596,0.484,0.553,0.647
