scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP85,ALCWTRS2DD,1,0.388,0.519,0.467,0.398,0.414,0.417,0.407,0.453,0.775,0.583,0.461,0.76,0.905,0.485,0.752,0.375,0.431,0.62,0.392,0.468,0.463,0.483,0.574,0.496,0.506,0.513,0.812,0.935,1.389,0.509,0.53,0.549,0.624,0.525,0.545,0.599
RCP85,ALCWTRS2DD,2,0.42,0.522,0.626,0.359,0.405,0.422,0.372,0.532,0.807,0.612,0.455,0.669,0.734,0.532,0.68,0.429,0.392,0.547,0.446,0.561,0.423,0.486,0.737,0.492,0.493,0.582,0.671,0.67,1.285,0.636,0.641,0.6,0.52,0.569,0.516,0.528
RCP85,ALCWTRS2DD,3,0.721,0.631,0.975,0.43,0.419,0.426,0.392,0.587,0.745,0.631,0.44,0.549,0.834,0.521,0.709,0.474,0.362,0.422,0.443,0.586,0.421,0.488,0.735,0.472,0.552,0.534,0.495,0.613,1.072,0.723,0.605,0.676,0.538,0.561,0.549,0.523
RCP85,ALCWTRS2DD,4,0.821,0.901,0.639,0.53,0.652,0.443,0.384,0.688,0.833,0.539,0.406,0.471,0.703,0.494,0.592,0.506,0.358,0.407,0.374,0.564,0.423,0.475,0.658,0.505,0.673,0.468,0.499,0.671,0.996,0.945,0.561,0.787,0.651,0.555,0.497,0.5
RCP85,ALCWTRS2DD,5,0.87,0.948,0.595,0.518,0.566,0.426,0.44,0.849,1.076,0.437,0.497,0.473,0.657,0.478,0.588,0.708,0.375,0.439,0.428,0.88,0.472,0.469,0.517,0.483,0.977,0.433,0.746,0.708,0.845,0.854,0.557,0.854,0.559,0.642,0.504,0.621
RCP85,ALCWTRS2DD,6,0.903,0.828,0.675,0.67,0.569,0.628,0.519,0.783,0.855,0.394,0.533,0.479,0.566,0.568,0.709,0.698,0.418,0.478,0.418,0.759,0.447,0.421,0.604,0.509,0.969,0.66,0.864,0.784,1.083,0.685,0.656,0.68,0.653,0.631,0.485,0.651
RCP85,ALCWTRS2DD,7,0.739,0.776,0.597,0.652,0.699,0.777,0.61,0.685,0.638,0.445,0.506,0.405,0.837,0.566,0.575,0.531,0.772,0.464,0.434,0.706,0.448,0.561,0.534,0.578,0.77,0.784,0.953,1.169,1.65,0.925,0.671,0.654,0.549,0.676,0.453,0.637
RCP85,ALCWTRS2DD,8,0.57,0.729,0.629,0.698,0.802,0.631,0.75,0.661,0.547,0.462,0.556,0.44,0.787,0.529,0.528,0.57,0.692,0.46,0.543,0.59,0.534,0.886,0.529,0.575,0.613,0.724,0.819,0.993,1.364,0.971,0.676,0.719,0.468,0.547,0.5,0.508
RCP85,ALCWTRS2DD,9,0.475,0.903,0.895,1.025,0.577,0.632,0.874,0.795,0.513,0.466,0.632,0.429,0.784,0.641,0.501,0.662,0.598,0.657,0.618,0.545,0.54,0.977,0.581,0.55,0.525,0.549,0.771,0.799,1.054,0.908,0.672,0.698,0.584,0.625,0.52,0.471
RCP85,ALCWTRS2DD,10,0.568,1.059,0.834,0.77,0.547,0.744,0.735,0.782,0.702,0.554,0.657,0.5,0.776,0.875,0.453,0.673,0.688,0.596,0.547,0.58,0.514,0.938,0.545,0.681,0.464,0.443,0.812,0.905,0.808,0.67,0.67,0.553,0.669,0.608,0.591,0.649
