scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP26,MKCWTRS2BD,1,0.377,0.372,0.325,0.547,0.335,0.322,0.305,0.404,1.074,0.652,0.445,0.542,0.411,0.865,0.862,0.533,0.322,0.266,0.32,0.764,0.36,0.223,0.859,0.467,0.435,0.997,0.432,0.54,0.286,0.213,0.713,0.24,0.788,0.454,0.335,0.263
RCP26,MKCWTRS2BD,2,0.349,0.452,0.384,0.54,0.931,0.302,0.221,0.946,0.521,0.94,0.648,0.475,0.523,1.03,0.588,0.955,0.291,0.28,0.236,0.467,0.344,0.146,0.845,0.552,0.332,0.729,0.274,0.479,0.239,0.157,0.712,0.212,0.75,0.352,0.402,0.389
RCP26,MKCWTRS2BD,3,0.282,0.476,0.326,0.425,0.561,0.376,0.174,0.403,0.662,0.802,0.921,0.39,0.5,0.77,0.487,1.195,0.379,0.308,0.174,0.802,0.374,0.351,0.468,1.135,0.405,0.408,0.823,0.34,0.338,0.111,0.525,0.295,0.574,0.337,0.352,0.485
RCP26,MKCWTRS2BD,4,0.246,0.541,0.263,0.371,0.459,0.329,0.321,0.403,1.299,0.525,0.646,0.685,0.775,0.852,0.43,0.702,0.343,0.568,0.291,0.815,0.481,0.265,0.334,0.643,0.54,0.393,0.893,0.478,0.29,0.095,0.368,0.338,0.468,0.475,0.538,0.667
RCP26,MKCWTRS2BD,5,0.209,0.325,0.586,0.467,0.392,0.43,0.316,0.549,0.842,0.797,0.51,0.571,0.476,0.547,0.345,0.595,0.254,0.529,0.403,0.565,0.485,0.327,0.434,0.681,0.569,0.475,0.939,0.897,0.221,0.077,0.338,0.35,0.579,0.474,0.479,0.47
RCP26,MKCWTRS2BD,6,0.315,0.342,0.725,0.505,0.323,0.751,0.268,0.541,0.56,0.606,0.34,0.578,0.365,0.383,0.429,0.738,0.185,0.33,0.321,0.394,0.482,0.43,0.801,1.259,0.664,0.467,0.83,0.572,0.139,0.203,0.605,0.339,0.687,0.486,0.706,0.524
RCP26,MKCWTRS2BD,7,0.511,0.305,0.775,0.502,0.323,0.535,0.213,0.682,0.553,0.338,0.259,0.484,0.281,0.32,0.509,0.623,0.279,0.291,0.317,0.404,0.633,0.428,0.749,0.7,0.803,0.409,0.558,0.399,0.215,0.279,0.542,0.308,0.675,0.979,0.717,0.691
RCP26,MKCWTRS2BD,8,0.57,0.424,0.627,0.734,0.522,0.425,0.152,1.031,0.498,0.264,0.257,0.555,0.41,0.431,0.751,0.792,0.615,0.345,0.365,0.378,0.746,0.356,0.499,1.354,0.697,0.383,0.619,0.341,0.341,0.523,0.43,0.6,0.64,1.087,0.731,0.628
RCP26,MKCWTRS2BD,9,0.426,0.657,0.593,0.789,0.558,0.568,0.35,0.919,0.405,0.255,0.376,0.817,0.423,0.524,0.556,0.993,0.694,0.619,0.405,0.391,0.843,0.326,0.782,1.352,0.485,0.347,0.69,0.341,0.708,0.909,0.364,0.647,0.649,0.789,1.582,0.868
RCP26,MKCWTRS2BD,10,0.315,0.499,0.454,0.742,0.517,0.805,0.566,1.265,0.442,0.684,0.534,1.022,0.434,0.402,0.43,1.185,0.687,0.464,0.331,0.498,1.652,0.214,0.901,0.864,0.343,0.515,0.846,0.281,0.532,0.87,0.496,0.929,0.782,0.935,0.951,1.485
RCP26,MKCWTRS2BD,11,0.391,0.731,0.512,1.157,1.151,0.769,0.596,1.437,0.406,0.832,0.572,0.723,0.585,0.317,0.36,0.985,0.529,0.322,0.658,0.378,1.04,0.321,0.559,0.605,0.464,0.568,0.588,0.305,0.456,0.687,0.51,1.067,1.216,0.775,0.652,1.57
