scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP45,ALCWTCT2DD,1,0.429,0.3,0.355,0.188,0.327,0.252,0.245,0.265,0.171,0.319,0.23,0.315,0.197,0.33,0.27,0.559,0.298,0.413,0.293,0.481,0.282,0.371,0.315,0.368,0.404,0.571,0.316,0.378,0.368,0.217,0.192,0.18,0.216,0.287,0.193,0.277
RCP45,ALCWTCT2DD,2,0.372,0.212,0.374,0.135,0.361,0.142,0.192,0.194,0.157,0.3,0.17,0.301,0.199,0.368,0.168,0.393,0.517,0.463,0.224,0.346,0.209,0.299,0.21,0.589,0.386,0.579,0.27,0.305,0.353,0.164,0.323,0.163,0.162,0.202,0.315,0.172
RCP45,ALCWTCT2DD,3,0.281,0.281,0.226,0.089,0.318,0.164,0.257,0.217,0.13,0.187,0.147,0.309,0.172,0.379,0.136,0.187,0.376,0.388,0.16,0.192,0.227,0.365,0.193,0.313,0.417,0.374,0.236,0.186,0.233,0.16,0.292,0.164,0.194,0.178,0.295,0.209
RCP45,ALCWTCT2DD,4,0.287,0.211,0.161,0.078,0.231,0.209,0.263,0.205,0.189,0.157,0.212,0.162,0.165,0.331,0.145,0.188,0.275,0.295,0.179,0.571,0.261,0.284,0.187,0.192,0.692,0.236,0.309,0.221,0.179,0.182,0.187,0.213,0.271,0.149,0.194,0.308
RCP45,ALCWTCT2DD,5,0.241,0.247,0.178,0.149,0.208,0.236,0.221,0.133,0.181,0.201,0.255,0.148,0.151,0.192,0.204,0.218,0.207,0.311,0.367,0.806,0.28,0.25,0.178,0.305,0.578,0.199,0.339,0.199,0.167,0.301,0.204,0.162,0.262,0.125,0.176,0.406
RCP45,ALCWTCT2DD,6,0.227,0.238,0.159,0.156,0.262,0.364,0.423,0.273,0.263,0.29,0.157,0.221,0.12,0.155,0.174,0.225,0.235,0.242,0.25,0.591,0.389,0.215,0.253,0.416,0.44,0.365,0.3,0.172,0.116,0.413,0.188,0.241,0.186,0.151,0.141,0.304
RCP45,ALCWTCT2DD,7,0.315,0.256,0.261,0.357,0.283,0.589,0.354,0.254,0.428,0.332,0.216,0.251,0.163,0.229,0.2,0.458,0.231,0.187,0.274,0.51,0.557,0.199,0.282,0.361,0.625,0.317,0.394,0.345,0.136,0.371,0.206,0.291,0.113,0.486,0.11,0.312
RCP45,ALCWTCT2DD,8,0.343,0.287,0.297,0.263,0.196,0.368,0.242,0.208,0.415,0.299,0.335,0.215,0.189,0.253,0.28,0.426,0.212,0.254,0.282,0.42,0.499,0.272,0.327,0.331,0.47,0.312,0.49,0.372,0.529,0.387,0.239,0.322,0.289,0.508,0.424,0.384
RCP45,ALCWTCT2DD,9,0.232,0.256,0.45,0.299,0.451,0.324,0.272,0.382,0.47,0.267,0.468,0.473,0.283,0.36,0.468,0.304,0.198,0.425,0.324,0.383,0.439,0.193,0.356,0.393,0.289,0.254,0.416,0.544,0.379,0.45,0.169,0.264,0.534,0.521,0.442,0.359
RCP45,ALCWTCT2DD,10,0.245,0.268,0.657,0.34,0.317,0.359,0.399,0.381,0.451,0.473,0.447,0.482,0.36,0.4,0.441,0.306,0.32,0.384,0.234,0.334,0.41,0.381,0.216,0.51,0.31,0.41,0.447,0.6,0.447,0.577,0.226,0.319,0.776,0.467,0.407,0.378
RCP45,ALCWTCT2DD,11,0.245,0.322,0.449,0.242,0.493,0.687,0.565,0.496,0.317,0.331,0.522,0.382,0.401,0.467,0.387,0.331,0.563,0.471,0.339,0.247,0.373,0.524,0.289,0.584,0.349,0.419,0.636,0.805,0.412,0.791,0.32,0.428,0.664,0.424,0.307,0.388
