,model,scenario,year,catchment,week,value
44,e_hype,RCP85,2020,ohrid,45,3.836
45,e_hype,RCP85,2020,ohrid,46,1.124
46,e_hype,RCP85,2020,ohrid,47,1.415
47,e_hype,RCP85,2020,ohrid,48,3.468
48,e_hype,RCP85,2020,ohrid,49,5.458
49,e_hype,RCP85,2020,ohrid,50,2.113
50,e_hype,RCP85,2020,ohrid,51,3.372
51,e_hype,RCP85,2020,ohrid,52,4.062
52,e_hype,RCP85,2020,ohrid,53,
53,e_hype,RCP85,2021,ohrid,1,6.42
54,e_hype,RCP85,2021,ohrid,2,3.224
55,e_hype,RCP85,2021,ohrid,3,6.018
56,e_hype,RCP85,2021,ohrid,4,6.617
57,e_hype,RCP85,2021,ohrid,5,7.221
58,e_hype,RCP85,2021,ohrid,6,4.35
59,e_hype,RCP85,2021,ohrid,7,6.779
60,e_hype,RCP85,2021,ohrid,8,9.1
61,e_hype,RCP85,2021,ohrid,9,8.652
62,e_hype,RCP85,2021,ohrid,10,4.539
63,e_hype,RCP85,2021,ohrid,11,8.489
64,e_hype,RCP85,2021,ohrid,12,11.196
65,e_hype,RCP85,2021,ohrid,13,10.67
66,e_hype,RCP85,2021,ohrid,14,6.943
67,e_hype,RCP85,2021,ohrid,15,4.884
68,e_hype,RCP85,2021,ohrid,16,10.286
69,e_hype,RCP85,2021,ohrid,17,9.736
70,e_hype,RCP85,2021,ohrid,18,8.01
71,e_hype,RCP85,2021,ohrid,19,3.525
72,e_hype,RCP85,2021,ohrid,20,7.194
73,e_hype,RCP85,2021,ohrid,21,7.074
74,e_hype,RCP85,2021,ohrid,22,7.107
75,e_hype,RCP85,2021,ohrid,23,4.972
76,e_hype,RCP85,2021,ohrid,24,3.408
77,e_hype,RCP85,2021,ohrid,25,4.253
78,e_hype,RCP85,2021,ohrid,26,4.379
79,e_hype,RCP85,2021,ohrid,27,6.198
80,e_hype,RCP85,2021,ohrid,28,1.9
81,e_hype,RCP85,2021,ohrid,29,2.101
82,e_hype,RCP85,2021,ohrid,30,1.823
83,e_hype,RCP85,2021,ohrid,31,5.406
84,e_hype,RCP85,2021,ohrid,32,3.011
85,e_hype,RCP85,2021,ohrid,33,1.046
86,e_hype,RCP85,2021,ohrid,34,0.737
87,e_hype,RCP85,2021,ohrid,35,2.519
88,e_hype,RCP85,2021,ohrid,36,5.442
89,e_hype,RCP85,2021,ohrid,37,0.929
90,e_hype,RCP85,2021,ohrid,38,0.415
91,e_hype,RCP85,2021,ohrid,39,1.131
92,e_hype,RCP85,2021,ohrid,40,5.9
93,e_hype,RCP85,2021,ohrid,41,1.554
94,e_hype,RCP85,2021,ohrid,42,0.571
95,e_hype,RCP85,2021,ohrid,43,0.524
96,e_hype,RCP85,2021,ohrid,44,4.311
97,e_hype,RCP85,2021,ohrid,45,3.836
98,e_hype,RCP85,2021,ohrid,46,1.124
99,e_hype,RCP85,2021,ohrid,47,1.415
100,e_hype,RCP85,2021,ohrid,48,3.468
101,e_hype,RCP85,2021,ohrid,49,5.458
102,e_hype,RCP85,2021,ohrid,50,2.113
103,e_hype,RCP85,2021,ohrid,51,3.372
104,e_hype,RCP85,2021,ohrid,52,4.062
105,e_hype,RCP85,2021,ohrid,53,
106,e_hype,RCP85,2022,ohrid,1,6.42
107,e_hype,RCP85,2022,ohrid,2,3.224
108,e_hype,RCP85,2022,ohrid,3,6.018
109,e_hype,RCP85,2022,ohrid,4,6.617
110,e_hype,RCP85,2022,ohrid,5,7.221
111,e_hype,RCP85,2022,ohrid,6,4.35
112,e_hype,RCP85,2022,ohrid,7,6.779
113,e_hype,RCP85,2022,ohrid,8,9.1
114,e_hype,RCP85,2022,ohrid,9,8.652
115,e_hype,RCP85,2022,ohrid,10,4.539
116,e_hype,RCP85,2022,ohrid,11,8.489
117,e_hype,RCP85,2022,ohrid,12,11.196
118,e_hype,RCP85,2022,ohrid,13,10.67
119,e_hype,RCP85,2022,ohrid,14,6.943
120,e_hype,RCP85,2022,ohrid,15,4.884
121,e_hype,RCP85,2022,ohrid,16,10.286
122,e_hype,RCP85,2022,ohrid,17,9.736
123,e_hype,RCP85,2022,ohrid,18,8.01
124,e_hype,RCP85,2022,ohrid,19,3.525
125,e_hype,RCP85,2022,ohrid,20,7.194
126,e_hype,RCP85,2022,ohrid,21,7.074
127,e_hype,RCP85,2022,ohrid,22,7.107
128,e_hype,RCP85,2022,ohrid,23,4.972
129,e_hype,RCP85,2022,ohrid,24,3.408
130,e_hype,RCP85,2022,ohrid,25,4.253
131,e_hype,RCP85,2022,ohrid,26,4.379
132,e_hype,RCP85,2022,ohrid,27,6.198
133,e_hype,RCP85,2022,ohrid,28,1.9
134,e_hype,RCP85,2022,ohrid,29,2.101
135,e_hype,RCP85,2022,ohrid,30,1.823
136,e_hype,RCP85,2022,ohrid,31,5.406
137,e_hype,RCP85,2022,ohrid,32,3.011
138,e_hype,RCP85,2022,ohrid,33,1.046
139,e_hype,RCP85,2022,ohrid,34,0.737
140,e_hype,RCP85,2022,ohrid,35,2.519
141,e_hype,RCP85,2022,ohrid,36,5.442
142,e_hype,RCP85,2022,ohrid,37,0.929
143,e_hype,RCP85,2022,ohrid,38,0.415
144,e_hype,RCP85,2022,ohrid,39,1.131
145,e_hype,RCP85,2022,ohrid,40,5.9
146,e_hype,RCP85,2022,ohrid,41,1.554
147,e_hype,RCP85,2022,ohrid,42,0.571
148,e_hype,RCP85,2022,ohrid,43,0.524
149,e_hype,RCP85,2022,ohrid,44,4.311
150,e_hype,RCP85,2022,ohrid,45,3.836
151,e_hype,RCP85,2022,ohrid,46,1.124
152,e_hype,RCP85,2022,ohrid,47,1.415
153,e_hype,RCP85,2022,ohrid,48,3.468
154,e_hype,RCP85,2022,ohrid,49,5.458
155,e_hype,RCP85,2022,ohrid,50,2.113
156,e_hype,RCP85,2022,ohrid,51,3.372
157,e_hype,RCP85,2022,ohrid,52,4.062
158,e_hype,RCP85,2023,ohrid,1,6.42
159,e_hype,RCP85,2023,ohrid,2,3.224
160,e_hype,RCP85,2023,ohrid,3,6.018
161,e_hype,RCP85,2023,ohrid,4,6.617
162,e_hype,RCP85,2023,ohrid,5,7.221
163,e_hype,RCP85,2023,ohrid,6,4.35
164,e_hype,RCP85,2023,ohrid,7,6.779
165,e_hype,RCP85,2023,ohrid,8,9.1
166,e_hype,RCP85,2023,ohrid,9,8.652
167,e_hype,RCP85,2023,ohrid,10,4.539
168,e_hype,RCP85,2023,ohrid,11,8.489
169,e_hype,RCP85,2023,ohrid,12,11.196
170,e_hype,RCP85,2023,ohrid,13,10.67
171,e_hype,RCP85,2023,ohrid,14,6.943
172,e_hype,RCP85,2023,ohrid,15,4.884
173,e_hype,RCP85,2023,ohrid,16,10.286
174,e_hype,RCP85,2023,ohrid,17,9.736
175,e_hype,RCP85,2023,ohrid,18,8.01
176,e_hype,RCP85,2023,ohrid,19,3.525
177,e_hype,RCP85,2023,ohrid,20,7.194
178,e_hype,RCP85,2023,ohrid,21,7.074
179,e_hype,RCP85,2023,ohrid,22,7.107
180,e_hype,RCP85,2023,ohrid,23,4.972
181,e_hype,RCP85,2023,ohrid,24,3.408
182,e_hype,RCP85,2023,ohrid,25,4.253
183,e_hype,RCP85,2023,ohrid,26,4.379
184,e_hype,RCP85,2023,ohrid,27,6.198
185,e_hype,RCP85,2023,ohrid,28,1.9
186,e_hype,RCP85,2023,ohrid,29,2.101
187,e_hype,RCP85,2023,ohrid,30,1.823
188,e_hype,RCP85,2023,ohrid,31,5.406
189,e_hype,RCP85,2023,ohrid,32,3.011
190,e_hype,RCP85,2023,ohrid,33,1.046
191,e_hype,RCP85,2023,ohrid,34,0.737
192,e_hype,RCP85,2023,ohrid,35,2.519
193,e_hype,RCP85,2023,ohrid,36,5.442
194,e_hype,RCP85,2023,ohrid,37,0.929
195,e_hype,RCP85,2023,ohrid,38,0.415
196,e_hype,RCP85,2023,ohrid,39,1.131
197,e_hype,RCP85,2023,ohrid,40,5.9
198,e_hype,RCP85,2023,ohrid,41,1.554
199,e_hype,RCP85,2023,ohrid,42,0.571
200,e_hype,RCP85,2023,ohrid,43,0.524
201,e_hype,RCP85,2023,ohrid,44,4.311
202,e_hype,RCP85,2023,ohrid,45,3.836
203,e_hype,RCP85,2023,ohrid,46,1.124
204,e_hype,RCP85,2023,ohrid,47,1.415
205,e_hype,RCP85,2023,ohrid,48,3.468
206,e_hype,RCP85,2023,ohrid,49,5.458
207,e_hype,RCP85,2023,ohrid,50,2.113
208,e_hype,RCP85,2023,ohrid,51,3.372
209,e_hype,RCP85,2023,ohrid,52,4.062
210,e_hype,RCP85,2024,ohrid,1,6.42
211,e_hype,RCP85,2024,ohrid,2,3.224
212,e_hype,RCP85,2024,ohrid,3,6.018
213,e_hype,RCP85,2024,ohrid,4,6.617
214,e_hype,RCP85,2024,ohrid,5,7.221
215,e_hype,RCP85,2024,ohrid,6,4.35
216,e_hype,RCP85,2024,ohrid,7,6.779
217,e_hype,RCP85,2024,ohrid,8,9.1
218,e_hype,RCP85,2024,ohrid,9,8.652
219,e_hype,RCP85,2024,ohrid,10,4.539
220,e_hype,RCP85,2024,ohrid,11,8.489
221,e_hype,RCP85,2024,ohrid,12,11.196
222,e_hype,RCP85,2024,ohrid,13,10.67
223,e_hype,RCP85,2024,ohrid,14,6.943
224,e_hype,RCP85,2024,ohrid,15,4.884
225,e_hype,RCP85,2024,ohrid,16,10.286
226,e_hype,RCP85,2024,ohrid,17,9.736
227,e_hype,RCP85,2024,ohrid,18,8.01
228,e_hype,RCP85,2024,ohrid,19,3.525
229,e_hype,RCP85,2024,ohrid,20,7.194
230,e_hype,RCP85,2024,ohrid,21,7.074
231,e_hype,RCP85,2024,ohrid,22,7.107
232,e_hype,RCP85,2024,ohrid,23,4.972
233,e_hype,RCP85,2024,ohrid,24,3.408
234,e_hype,RCP85,2024,ohrid,25,4.253
235,e_hype,RCP85,2024,ohrid,26,4.379
236,e_hype,RCP85,2024,ohrid,27,6.198
237,e_hype,RCP85,2024,ohrid,28,1.9
238,e_hype,RCP85,2024,ohrid,29,2.101
239,e_hype,RCP85,2024,ohrid,30,1.823
240,e_hype,RCP85,2024,ohrid,31,5.406
241,e_hype,RCP85,2024,ohrid,32,3.011
242,e_hype,RCP85,2024,ohrid,33,1.046
243,e_hype,RCP85,2024,ohrid,34,0.737
244,e_hype,RCP85,2024,ohrid,35,2.519
245,e_hype,RCP85,2024,ohrid,36,5.442
246,e_hype,RCP85,2024,ohrid,37,0.929
247,e_hype,RCP85,2024,ohrid,38,0.415
248,e_hype,RCP85,2024,ohrid,39,1.131
249,e_hype,RCP85,2024,ohrid,40,5.9
250,e_hype,RCP85,2024,ohrid,41,1.554
251,e_hype,RCP85,2024,ohrid,42,0.571
252,e_hype,RCP85,2024,ohrid,43,0.524
253,e_hype,RCP85,2024,ohrid,44,4.311
254,e_hype,RCP85,2024,ohrid,45,3.836
255,e_hype,RCP85,2024,ohrid,46,1.124
256,e_hype,RCP85,2024,ohrid,47,1.415
257,e_hype,RCP85,2024,ohrid,48,3.468
258,e_hype,RCP85,2024,ohrid,49,5.458
259,e_hype,RCP85,2024,ohrid,50,2.113
260,e_hype,RCP85,2024,ohrid,51,3.372
261,e_hype,RCP85,2024,ohrid,52,4.062
262,e_hype,RCP85,2025,ohrid,1,6.42
263,e_hype,RCP85,2025,ohrid,2,3.224
264,e_hype,RCP85,2025,ohrid,3,6.018
265,e_hype,RCP85,2025,ohrid,4,6.617
266,e_hype,RCP85,2025,ohrid,5,7.221
267,e_hype,RCP85,2025,ohrid,6,4.35
268,e_hype,RCP85,2025,ohrid,7,6.779
269,e_hype,RCP85,2025,ohrid,8,9.1
270,e_hype,RCP85,2025,ohrid,9,8.652
271,e_hype,RCP85,2025,ohrid,10,4.539
272,e_hype,RCP85,2025,ohrid,11,8.489
273,e_hype,RCP85,2025,ohrid,12,11.196
274,e_hype,RCP85,2025,ohrid,13,10.67
275,e_hype,RCP85,2025,ohrid,14,6.943
276,e_hype,RCP85,2025,ohrid,15,4.884
277,e_hype,RCP85,2025,ohrid,16,10.286
278,e_hype,RCP85,2025,ohrid,17,9.736
279,e_hype,RCP85,2025,ohrid,18,8.01
280,e_hype,RCP85,2025,ohrid,19,3.525
281,e_hype,RCP85,2025,ohrid,20,7.194
282,e_hype,RCP85,2025,ohrid,21,7.074
283,e_hype,RCP85,2025,ohrid,22,7.107
284,e_hype,RCP85,2025,ohrid,23,4.972
285,e_hype,RCP85,2025,ohrid,24,3.408
286,e_hype,RCP85,2025,ohrid,25,4.253
287,e_hype,RCP85,2025,ohrid,26,4.379
288,e_hype,RCP85,2025,ohrid,27,6.198
289,e_hype,RCP85,2025,ohrid,28,1.9
290,e_hype,RCP85,2025,ohrid,29,2.101
291,e_hype,RCP85,2025,ohrid,30,1.823
292,e_hype,RCP85,2025,ohrid,31,5.406
293,e_hype,RCP85,2025,ohrid,32,3.011
294,e_hype,RCP85,2025,ohrid,33,1.046
295,e_hype,RCP85,2025,ohrid,34,0.737
296,e_hype,RCP85,2025,ohrid,35,2.519
297,e_hype,RCP85,2025,ohrid,36,5.442
298,e_hype,RCP85,2025,ohrid,37,0.929
299,e_hype,RCP85,2025,ohrid,38,0.415
300,e_hype,RCP85,2025,ohrid,39,1.131
301,e_hype,RCP85,2025,ohrid,40,5.9
302,e_hype,RCP85,2025,ohrid,41,1.554
303,e_hype,RCP85,2025,ohrid,42,0.571
304,e_hype,RCP85,2025,ohrid,43,0.524
305,e_hype,RCP85,2025,ohrid,44,4.311
306,e_hype,RCP85,2025,ohrid,45,3.836
307,e_hype,RCP85,2025,ohrid,46,1.124
308,e_hype,RCP85,2025,ohrid,47,1.415
309,e_hype,RCP85,2025,ohrid,48,3.468
310,e_hype,RCP85,2025,ohrid,49,5.458
311,e_hype,RCP85,2025,ohrid,50,2.113
312,e_hype,RCP85,2025,ohrid,51,3.372
313,e_hype,RCP85,2025,ohrid,52,4.062
314,e_hype,RCP85,2026,ohrid,1,6.42
315,e_hype,RCP85,2026,ohrid,2,3.224
316,e_hype,RCP85,2026,ohrid,3,6.018
317,e_hype,RCP85,2026,ohrid,4,6.617
318,e_hype,RCP85,2026,ohrid,5,7.221
319,e_hype,RCP85,2026,ohrid,6,4.35
320,e_hype,RCP85,2026,ohrid,7,6.779
321,e_hype,RCP85,2026,ohrid,8,9.1
322,e_hype,RCP85,2026,ohrid,9,8.652
323,e_hype,RCP85,2026,ohrid,10,4.539
324,e_hype,RCP85,2026,ohrid,11,8.489
325,e_hype,RCP85,2026,ohrid,12,11.196
326,e_hype,RCP85,2026,ohrid,13,10.67
327,e_hype,RCP85,2026,ohrid,14,6.943
328,e_hype,RCP85,2026,ohrid,15,4.884
329,e_hype,RCP85,2026,ohrid,16,10.286
330,e_hype,RCP85,2026,ohrid,17,9.736
331,e_hype,RCP85,2026,ohrid,18,8.01
332,e_hype,RCP85,2026,ohrid,19,3.525
333,e_hype,RCP85,2026,ohrid,20,7.194
334,e_hype,RCP85,2026,ohrid,21,7.074
335,e_hype,RCP85,2026,ohrid,22,7.107
336,e_hype,RCP85,2026,ohrid,23,4.972
337,e_hype,RCP85,2026,ohrid,24,3.408
338,e_hype,RCP85,2026,ohrid,25,4.253
339,e_hype,RCP85,2026,ohrid,26,4.379
340,e_hype,RCP85,2026,ohrid,27,6.198
341,e_hype,RCP85,2026,ohrid,28,1.9
342,e_hype,RCP85,2026,ohrid,29,2.101
343,e_hype,RCP85,2026,ohrid,30,1.823
344,e_hype,RCP85,2026,ohrid,31,5.406
345,e_hype,RCP85,2026,ohrid,32,3.011
346,e_hype,RCP85,2026,ohrid,33,1.046
347,e_hype,RCP85,2026,ohrid,34,0.737
348,e_hype,RCP85,2026,ohrid,35,2.519
349,e_hype,RCP85,2026,ohrid,36,5.442
350,e_hype,RCP85,2026,ohrid,37,0.929
351,e_hype,RCP85,2026,ohrid,38,0.415
352,e_hype,RCP85,2026,ohrid,39,1.131
353,e_hype,RCP85,2026,ohrid,40,5.9
354,e_hype,RCP85,2026,ohrid,41,1.554
355,e_hype,RCP85,2026,ohrid,42,0.571
356,e_hype,RCP85,2026,ohrid,43,0.524
357,e_hype,RCP85,2026,ohrid,44,4.311
358,e_hype,RCP85,2026,ohrid,45,3.836
359,e_hype,RCP85,2026,ohrid,46,1.124
360,e_hype,RCP85,2026,ohrid,47,1.415
361,e_hype,RCP85,2026,ohrid,48,3.468
362,e_hype,RCP85,2026,ohrid,49,5.458
363,e_hype,RCP85,2026,ohrid,50,2.113
364,e_hype,RCP85,2026,ohrid,51,3.372
365,e_hype,RCP85,2026,ohrid,52,4.062
366,e_hype,RCP85,2026,ohrid,53,
367,e_hype,RCP85,2027,ohrid,1,6.42
368,e_hype,RCP85,2027,ohrid,2,3.224
369,e_hype,RCP85,2027,ohrid,3,6.018
370,e_hype,RCP85,2027,ohrid,4,6.617
371,e_hype,RCP85,2027,ohrid,5,7.221
372,e_hype,RCP85,2027,ohrid,6,4.35
373,e_hype,RCP85,2027,ohrid,7,6.779
374,e_hype,RCP85,2027,ohrid,8,9.1
375,e_hype,RCP85,2027,ohrid,9,8.652
376,e_hype,RCP85,2027,ohrid,10,4.539
377,e_hype,RCP85,2027,ohrid,11,8.489
378,e_hype,RCP85,2027,ohrid,12,11.196
379,e_hype,RCP85,2027,ohrid,13,10.67
380,e_hype,RCP85,2027,ohrid,14,6.943
381,e_hype,RCP85,2027,ohrid,15,4.884
382,e_hype,RCP85,2027,ohrid,16,10.286
383,e_hype,RCP85,2027,ohrid,17,9.736
384,e_hype,RCP85,2027,ohrid,18,8.01
385,e_hype,RCP85,2027,ohrid,19,3.525
386,e_hype,RCP85,2027,ohrid,20,7.194
387,e_hype,RCP85,2027,ohrid,21,7.074
388,e_hype,RCP85,2027,ohrid,22,7.107
389,e_hype,RCP85,2027,ohrid,23,4.972
390,e_hype,RCP85,2027,ohrid,24,3.408
391,e_hype,RCP85,2027,ohrid,25,4.253
392,e_hype,RCP85,2027,ohrid,26,4.379
393,e_hype,RCP85,2027,ohrid,27,6.198
394,e_hype,RCP85,2027,ohrid,28,1.9
395,e_hype,RCP85,2027,ohrid,29,2.101
396,e_hype,RCP85,2027,ohrid,30,1.823
397,e_hype,RCP85,2027,ohrid,31,5.406
398,e_hype,RCP85,2027,ohrid,32,3.011
399,e_hype,RCP85,2027,ohrid,33,1.046
400,e_hype,RCP85,2027,ohrid,34,0.737
401,e_hype,RCP85,2027,ohrid,35,2.519
402,e_hype,RCP85,2027,ohrid,36,5.442
403,e_hype,RCP85,2027,ohrid,37,0.929
404,e_hype,RCP85,2027,ohrid,38,0.415
405,e_hype,RCP85,2027,ohrid,39,1.131
406,e_hype,RCP85,2027,ohrid,40,5.9
407,e_hype,RCP85,2027,ohrid,41,1.554
408,e_hype,RCP85,2027,ohrid,42,0.571
409,e_hype,RCP85,2027,ohrid,43,0.524
410,e_hype,RCP85,2027,ohrid,44,4.311
411,e_hype,RCP85,2027,ohrid,45,3.836
412,e_hype,RCP85,2027,ohrid,46,1.124
413,e_hype,RCP85,2027,ohrid,47,1.415
414,e_hype,RCP85,2027,ohrid,48,3.468
415,e_hype,RCP85,2027,ohrid,49,5.458
416,e_hype,RCP85,2027,ohrid,50,2.113
417,e_hype,RCP85,2027,ohrid,51,3.372
418,e_hype,RCP85,2027,ohrid,52,4.062
419,e_hype,RCP85,2027,ohrid,53,
420,e_hype,RCP85,2028,ohrid,1,6.42
421,e_hype,RCP85,2028,ohrid,2,3.224
422,e_hype,RCP85,2028,ohrid,3,6.018
423,e_hype,RCP85,2028,ohrid,4,6.617
424,e_hype,RCP85,2028,ohrid,5,7.221
425,e_hype,RCP85,2028,ohrid,6,4.35
426,e_hype,RCP85,2028,ohrid,7,6.779
427,e_hype,RCP85,2028,ohrid,8,9.1
428,e_hype,RCP85,2028,ohrid,9,8.652
429,e_hype,RCP85,2028,ohrid,10,4.539
430,e_hype,RCP85,2028,ohrid,11,8.489
431,e_hype,RCP85,2028,ohrid,12,11.196
432,e_hype,RCP85,2028,ohrid,13,10.67
433,e_hype,RCP85,2028,ohrid,14,6.943
434,e_hype,RCP85,2028,ohrid,15,4.884
435,e_hype,RCP85,2028,ohrid,16,10.286
436,e_hype,RCP85,2028,ohrid,17,9.736
437,e_hype,RCP85,2028,ohrid,18,8.01
438,e_hype,RCP85,2028,ohrid,19,3.525
439,e_hype,RCP85,2028,ohrid,20,7.194
440,e_hype,RCP85,2028,ohrid,21,7.074
441,e_hype,RCP85,2028,ohrid,22,7.107
442,e_hype,RCP85,2028,ohrid,23,4.972
443,e_hype,RCP85,2028,ohrid,24,3.408
444,e_hype,RCP85,2028,ohrid,25,4.253
445,e_hype,RCP85,2028,ohrid,26,4.379
446,e_hype,RCP85,2028,ohrid,27,6.198
447,e_hype,RCP85,2028,ohrid,28,1.9
448,e_hype,RCP85,2028,ohrid,29,2.101
449,e_hype,RCP85,2028,ohrid,30,1.823
450,e_hype,RCP85,2028,ohrid,31,5.406
451,e_hype,RCP85,2028,ohrid,32,3.011
452,e_hype,RCP85,2028,ohrid,33,1.046
453,e_hype,RCP85,2028,ohrid,34,0.737
454,e_hype,RCP85,2028,ohrid,35,2.519
455,e_hype,RCP85,2028,ohrid,36,5.442
456,e_hype,RCP85,2028,ohrid,37,0.929
457,e_hype,RCP85,2028,ohrid,38,0.415
458,e_hype,RCP85,2028,ohrid,39,1.131
459,e_hype,RCP85,2028,ohrid,40,5.9
460,e_hype,RCP85,2028,ohrid,41,1.554
461,e_hype,RCP85,2028,ohrid,42,0.571
462,e_hype,RCP85,2028,ohrid,43,0.524
463,e_hype,RCP85,2028,ohrid,44,4.311
464,e_hype,RCP85,2028,ohrid,45,3.836
465,e_hype,RCP85,2028,ohrid,46,1.124
466,e_hype,RCP85,2028,ohrid,47,1.415
467,e_hype,RCP85,2028,ohrid,48,3.468
468,e_hype,RCP85,2028,ohrid,49,5.458
469,e_hype,RCP85,2028,ohrid,50,2.113
470,e_hype,RCP85,2028,ohrid,51,3.372
471,e_hype,RCP85,2028,ohrid,52,4.062
472,e_hype,RCP85,2029,ohrid,1,6.42
473,e_hype,RCP85,2029,ohrid,2,3.224
474,e_hype,RCP85,2029,ohrid,3,6.018
475,e_hype,RCP85,2029,ohrid,4,6.617
476,e_hype,RCP85,2029,ohrid,5,7.221
477,e_hype,RCP85,2029,ohrid,6,4.35
478,e_hype,RCP85,2029,ohrid,7,6.779
479,e_hype,RCP85,2029,ohrid,8,9.1
480,e_hype,RCP85,2029,ohrid,9,8.652
481,e_hype,RCP85,2029,ohrid,10,4.539
482,e_hype,RCP85,2029,ohrid,11,8.489
483,e_hype,RCP85,2029,ohrid,12,11.196
484,e_hype,RCP85,2029,ohrid,13,10.67
485,e_hype,RCP85,2029,ohrid,14,6.943
486,e_hype,RCP85,2029,ohrid,15,4.884
487,e_hype,RCP85,2029,ohrid,16,10.286
488,e_hype,RCP85,2029,ohrid,17,9.736
489,e_hype,RCP85,2029,ohrid,18,8.01
490,e_hype,RCP85,2029,ohrid,19,3.525
491,e_hype,RCP85,2029,ohrid,20,7.194
492,e_hype,RCP85,2029,ohrid,21,7.074
493,e_hype,RCP85,2029,ohrid,22,7.107
494,e_hype,RCP85,2029,ohrid,23,4.972
495,e_hype,RCP85,2029,ohrid,24,3.408
496,e_hype,RCP85,2029,ohrid,25,4.253
497,e_hype,RCP85,2029,ohrid,26,4.379
498,e_hype,RCP85,2029,ohrid,27,6.198
499,e_hype,RCP85,2029,ohrid,28,1.9
500,e_hype,RCP85,2029,ohrid,29,2.101
501,e_hype,RCP85,2029,ohrid,30,1.823
502,e_hype,RCP85,2029,ohrid,31,5.406
503,e_hype,RCP85,2029,ohrid,32,3.011
504,e_hype,RCP85,2029,ohrid,33,1.046
505,e_hype,RCP85,2029,ohrid,34,0.737
506,e_hype,RCP85,2029,ohrid,35,2.519
507,e_hype,RCP85,2029,ohrid,36,5.442
508,e_hype,RCP85,2029,ohrid,37,0.929
509,e_hype,RCP85,2029,ohrid,38,0.415
510,e_hype,RCP85,2029,ohrid,39,1.131
511,e_hype,RCP85,2029,ohrid,40,5.9
512,e_hype,RCP85,2029,ohrid,41,1.554
513,e_hype,RCP85,2029,ohrid,42,0.571
514,e_hype,RCP85,2029,ohrid,43,0.524
515,e_hype,RCP85,2029,ohrid,44,4.311
516,e_hype,RCP85,2029,ohrid,45,3.836
517,e_hype,RCP85,2029,ohrid,46,1.124
518,e_hype,RCP85,2029,ohrid,47,1.415
519,e_hype,RCP85,2029,ohrid,48,3.468
520,e_hype,RCP85,2029,ohrid,49,5.458
521,e_hype,RCP85,2029,ohrid,50,2.113
522,e_hype,RCP85,2029,ohrid,51,3.372
523,e_hype,RCP85,2029,ohrid,52,4.062
524,e_hype,RCP85,2030,ohrid,1,6.42
525,e_hype,RCP85,2030,ohrid,2,3.224
526,e_hype,RCP85,2030,ohrid,3,6.018
527,e_hype,RCP85,2030,ohrid,4,6.617
528,e_hype,RCP85,2030,ohrid,5,7.221
529,e_hype,RCP85,2030,ohrid,6,4.35
530,e_hype,RCP85,2030,ohrid,7,6.779
531,e_hype,RCP85,2030,ohrid,8,9.1
532,e_hype,RCP85,2030,ohrid,9,8.652
533,e_hype,RCP85,2030,ohrid,10,4.539
534,e_hype,RCP85,2030,ohrid,11,8.489
535,e_hype,RCP85,2030,ohrid,12,11.196
536,e_hype,RCP85,2030,ohrid,13,10.67
