,catchment,year,week,value,scenario,model
0,white,2020,1,59.477000000000004,RCP26,e_hype
1,white,2020,2,49.593,RCP26,e_hype
2,white,2020,3,43.381,RCP26,e_hype
3,white,2020,4,38.094500000000004,RCP26,e_hype
4,white,2020,5,46.528999999999996,RCP26,e_hype
5,white,2020,6,74.131,RCP26,e_hype
6,white,2020,7,69.2115,RCP26,e_hype
7,white,2020,8,64.205,RCP26,e_hype
8,white,2020,9,64.8945,RCP26,e_hype
9,white,2020,10,60.0225,RCP26,e_hype
10,white,2020,11,59.096000000000004,RCP26,e_hype
11,white,2020,12,98.763,RCP26,e_hype
12,white,2020,13,79.368,RCP26,e_hype
13,white,2020,14,128.58100000000002,RCP26,e_hype
14,white,2020,15,95.17099999999999,RCP26,e_hype
15,white,2020,16,70.167,RCP26,e_hype
16,white,2020,17,56.841499999999996,RCP26,e_hype
17,white,2020,18,44.399,RCP26,e_hype
18,white,2020,19,34.5845,RCP26,e_hype
19,white,2020,20,30.686999999999998,RCP26,e_hype
20,white,2020,21,24.0235,RCP26,e_hype
21,white,2020,22,20.178,RCP26,e_hype
22,white,2020,23,18.722,RCP26,e_hype
23,white,2020,24,19.439500000000002,RCP26,e_hype
24,white,2020,25,17.578500000000002,RCP26,e_hype
25,white,2020,26,24.6555,RCP26,e_hype
26,white,2020,27,14.2395,RCP26,e_hype
27,white,2020,28,16.9885,RCP26,e_hype
28,white,2020,29,15.014,RCP26,e_hype
29,white,2020,30,16.927,RCP26,e_hype
30,white,2020,31,17.53,RCP26,e_hype
31,white,2020,32,11.525500000000001,RCP26,e_hype
32,white,2020,33,16.7745,RCP26,e_hype
33,white,2020,34,10.3355,RCP26,e_hype
34,white,2020,35,10.315999999999999,RCP26,e_hype
35,white,2020,36,15.634500000000001,RCP26,e_hype
36,white,2020,37,21.017500000000002,RCP26,e_hype
37,white,2020,38,35.34,RCP26,e_hype
38,white,2020,39,28.016,RCP26,e_hype
39,white,2020,40,25.6955,RCP26,e_hype
40,white,2020,41,18.5485,RCP26,e_hype
41,white,2020,42,19.224,RCP26,e_hype
42,white,2020,43,28.677,RCP26,e_hype
43,white,2020,44,40.2885,RCP26,e_hype
44,white,2020,45,43.3855,RCP26,e_hype
45,white,2020,46,84.7305,RCP26,e_hype
46,white,2020,47,161.46949999999998,RCP26,e_hype
47,white,2020,48,116.15200000000002,RCP26,e_hype
48,white,2020,49,76.45750000000001,RCP26,e_hype
49,white,2020,50,88.2385,RCP26,e_hype
50,white,2020,51,98.85,RCP26,e_hype
51,white,2020,52,70.1935,RCP26,e_hype
