,Date,year,catchment,RCP26,RCP45,RCP85
3653,1981-01-01,1981,white,70.4845,81.28659999999999,79.95375
3654,1981-01-02,1981,white,67.751,82.6896,83.053
3655,1981-01-03,1981,white,65.205,82.14939999999999,82.92025
3656,1981-01-04,1981,white,59.25749999999999,81.764,80.50625
3657,1981-01-05,1981,white,55.547,79.397,75.49575
3658,1981-01-06,1981,white,52.852500000000006,74.44000000000001,70.70275000000001
3659,1981-01-07,1981,white,51.031,70.3258,67.20400000000001
3660,1981-01-08,1981,white,48.852000000000004,66.3606,63.599000000000004
3661,1981-01-09,1981,white,46.769,75.0116,60.2735
3662,1981-01-10,1981,white,45.713,76.27439999999999,57.71825
3663,1981-01-11,1981,white,44.696,71.17139999999999,55.401999999999994
3664,1981-01-12,1981,white,43.595,66.0636,53.25099999999999
3665,1981-01-13,1981,white,43.306,65.09299999999999,51.6855
3666,1981-01-14,1981,white,44.3235,62.81200000000001,50.970000000000006
3667,1981-01-15,1981,white,46.124,60.8624,50.8365
3668,1981-01-16,1981,white,47.8225,62.8798,55.318749999999994
3669,1981-01-17,1981,white,50.1225,65.1346,59.839
3670,1981-01-18,1981,white,52.55499999999999,65.5454,61.823499999999996
3671,1981-01-19,1981,white,53.3465,63.181200000000004,60.1405
3672,1981-01-20,1981,white,53.83200000000001,69.2072,68.70125
3673,1981-01-21,1981,white,52.2075,74.3886,76.1275
3674,1981-01-22,1981,white,56.4315,79.489,82.8445
3675,1981-01-23,1981,white,59.4255,75.4816,78.6575
3676,1981-01-24,1981,white,58.9505,72.2714,73.69075
3677,1981-01-25,1981,white,55.1445,69.1762,69.8095
3678,1981-01-26,1981,white,56.22,72.917,72.9555
3679,1981-01-27,1981,white,74.3495,82.47819999999999,84.356
3680,1981-01-28,1981,white,72.9565,78.5008,79.47500000000001
3681,1981-01-29,1981,white,69.275,76.03040000000001,76.50875
3682,1981-01-30,1981,white,72.14099999999999,78.6806,79.9505
3683,1981-01-31,1981,white,80.6885,84.164,86.755
3684,1981-02-01,1981,white,81.7505,86.7476,90.727
3685,1981-02-02,1981,white,80.328,86.34280000000001,90.635
3686,1981-02-03,1981,white,82.5255,88.2296,93.11425
3687,1981-02-04,1981,white,92.462,99.18400000000001,107.41175000000001
3688,1981-02-05,1981,white,85.5625,99.50500000000001,108.60050000000001
3689,1981-02-06,1981,white,76.1765,100.71919999999999,110.89899999999999
3690,1981-02-07,1981,white,75.74449999999999,100.29459999999999,111.0225
3691,1981-02-08,1981,white,81.59299999999999,100.68979999999999,112.06875
3692,1981-02-09,1981,white,86.465,101.19919999999999,113.15899999999999
3693,1981-02-10,1981,white,86.3065,99.70840000000001,111.712
