,Date,year,catchment,RCP26,RCP45,RCP85
3653,1981-01-01,1981,vaudj,215.98000000000002,209.62940000000003,218.71250000000003
3654,1981-01-02,1981,vaudj,220.219,210.0996,219.01875
3655,1981-01-03,1981,vaudj,222.105,209.3354,217.78575
3656,1981-01-04,1981,vaudj,220.304,207.2138,214.6655
3657,1981-01-05,1981,vaudj,216.1605,204.25619999999998,210.34474999999998
3658,1981-01-06,1981,vaudj,210.724,200.83560000000003,205.31425000000002
3659,1981-01-07,1981,vaudj,204.11149999999998,196.9668,199.69549999999998
3660,1981-01-08,1981,vaudj,197.3125,193.54160000000002,193.92649999999998
3661,1981-01-09,1981,vaudj,190.78300000000002,192.4056,188.29425
3662,1981-01-10,1981,vaudj,184.70749999999998,191.1844,182.9135
3663,1981-01-11,1981,vaudj,179.079,190.5292,177.80325
3664,1981-01-12,1981,vaudj,173.87349999999998,189.8524,172.9715
3665,1981-01-13,1981,vaudj,169.45999999999998,189.0464,168.68025
3666,1981-01-14,1981,vaudj,165.847,187.72719999999998,164.93275
3667,1981-01-15,1981,vaudj,163.00650000000002,186.2392,162.1425
3668,1981-01-16,1981,vaudj,160.86450000000002,185.41440000000003,161.29625
3669,1981-01-17,1981,vaudj,159.2185,184.20639999999997,160.92075
3670,1981-01-18,1981,vaudj,157.9885,181.96240000000003,159.846
3671,1981-01-19,1981,vaudj,156.93599999999998,179.75859999999997,159.352
3672,1981-01-20,1981,vaudj,156.0155,178.65540000000001,160.511
3673,1981-01-21,1981,vaudj,153.13850000000002,177.80280000000002,162.10725000000002
3674,1981-01-22,1981,vaudj,154.5695,179.15120000000002,166.471
3675,1981-01-23,1981,vaudj,157.026,181.66339999999997,171.91500000000002
3676,1981-01-24,1981,vaudj,158.97,184.1318,177.31875
3677,1981-01-25,1981,vaudj,160.61599999999999,186.5118,182.54
3678,1981-01-26,1981,vaudj,162.29399999999998,188.6984,187.111
3679,1981-01-27,1981,vaudj,164.4345,190.90859999999998,191.23999999999998
3680,1981-01-28,1981,vaudj,166.385,193.1088,194.894
3681,1981-01-29,1981,vaudj,167.374,195.20980000000003,197.98700000000002
3682,1981-01-30,1981,vaudj,169.381,197.54000000000002,200.92625
3683,1981-01-31,1981,vaudj,177.06150000000002,203.098,207.53375000000003
3684,1981-02-01,1981,vaudj,182.041,208.30419999999998,213.5375
3685,1981-02-02,1981,vaudj,186.54649999999998,212.88459999999995,218.79449999999997
3686,1981-02-03,1981,vaudj,190.2565,219.37419999999997,226.57324999999997
3687,1981-02-04,1981,vaudj,192.0655,229.44639999999998,239.07725
3688,1981-02-05,1981,vaudj,190.476,235.49500000000003,246.82825000000003
3689,1981-02-06,1981,vaudj,186.84300000000002,246.4188,260.945
3690,1981-02-07,1981,vaudj,182.326,262.9866,282.36525
3691,1981-02-08,1981,vaudj,178.3075,282.725,307.9565
3692,1981-02-09,1981,vaudj,175.261,299.7054,330.25575
3693,1981-02-10,1981,vaudj,173.352,309.2422,343.35675000000003
3694,1981-02-11,1981,vaudj,172.09199999999998,315.56579999999997,352.4515
3695,1981-02-12,1981,vaudj,171.17649999999998,314.2242,351.82525
