scenario,country,tech,type,location,year,value
RCP45,Albania,ALPHYDMHI4,hydro,inside,2021,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2022,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2023,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2024,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2025,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2026,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2027,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2028,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2029,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2030,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2031,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2032,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2033,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2034,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2035,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2036,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2037,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2038,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2039,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2040,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2041,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2042,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2043,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2044,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2045,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2046,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2047,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2048,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2049,250.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2050,250.0
RCP45,Albania,ALPHYDMHO0,hydro,outside,2021,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2022,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2023,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2024,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2025,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2026,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2027,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2028,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2029,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2030,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2031,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2032,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2033,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2034,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2035,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2036,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2037,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2038,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2039,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2040,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2041,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2042,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2043,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2044,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2045,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2046,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2047,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2048,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2049,123.2
RCP45,Albania,ALPHYDMHO0,hydro,outside,2050,123.2
RCP45,Albania,ALPHYDMNI1,hydro,inside,2025,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2026,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2027,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2028,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2029,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2030,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2031,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2032,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2033,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2034,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2035,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2036,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2037,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2038,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2039,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2040,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2041,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2042,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2043,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2044,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2045,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2046,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2047,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2048,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2049,196.0
RCP45,Albania,ALPHYDMNI1,hydro,inside,2050,196.0
RCP45,Albania,ALPHYDMNO0,hydro,outside,2021,312.0
RCP45,Albania,ALPHYDMNO0,hydro,outside,2022,312.0
RCP45,Albania,ALPHYDMNO0,hydro,outside,2023,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2024,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2025,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2026,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2027,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2028,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2029,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2030,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2031,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2032,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2033,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2034,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2035,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2036,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2037,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2038,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2039,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2040,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2041,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2042,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2043,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2044,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2045,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2046,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2047,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2048,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2049,395.5
RCP45,Albania,ALPHYDMNO0,hydro,outside,2050,395.5
RCP45,Albania,ALPHYRRHI0,hydro,inside,2021,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2022,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2023,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2024,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2025,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2026,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2027,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2028,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2029,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2030,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2031,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2032,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2033,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2034,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2035,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2036,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2037,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2038,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2039,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2040,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2041,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2042,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2043,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2044,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2045,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2046,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2047,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2048,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2049,91.9
RCP45,Albania,ALPHYRRHI0,hydro,inside,2050,91.9
RCP45,Albania,ALPHYRRHO0,hydro,outside,2021,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2022,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2023,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2024,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2025,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2026,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2027,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2028,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2029,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2030,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2031,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2032,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2033,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2034,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2035,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2036,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2037,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2038,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2039,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2040,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2041,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2042,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2043,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2044,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2045,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2046,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2047,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2048,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2049,239.7
RCP45,Albania,ALPHYRRHO0,hydro,outside,2050,239.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2021,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2022,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2023,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2024,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2025,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2026,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2027,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2028,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2029,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2030,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2031,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2032,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2033,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2034,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2035,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2036,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2037,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2038,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2039,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2040,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2041,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2042,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2043,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2044,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2045,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2046,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2047,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2048,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2049,12.7
RCP45,Albania,ALPHYSHHI0,hydro,inside,2050,12.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2021,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2022,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2023,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2024,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2025,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2026,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2027,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2028,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2029,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2030,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2031,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2032,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2033,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2034,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2035,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2036,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2037,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2038,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2039,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2040,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2041,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2042,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2043,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2044,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2045,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2046,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2047,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2048,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2049,287.7
RCP45,Albania,ALPHYSHHO0,hydro,outside,2050,287.7
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2021,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2022,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2023,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2024,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2025,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2026,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2027,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2028,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2029,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2030,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2031,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2032,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2033,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2034,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2035,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2036,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2037,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2038,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2039,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2040,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2041,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2042,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2043,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2044,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2045,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2046,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2047,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2048,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2049,98.0
RCP45,Albania,ALPNGCCHO0,thermal-gas,outside,2050,98.0
RCP45,Albania,ALPSOU1NI0,solar,inside,2028,220.0
RCP45,Albania,ALPSOU1NI0,solar,inside,2029,286.0
RCP45,Albania,ALPSOU1NI0,solar,inside,2030,371.0
RCP45,Albania,ALPSOU1NI0,solar,inside,2031,408.0
RCP45,Albania,ALPSOU1NI0,solar,inside,2032,449.0
RCP45,Albania,ALPSOU1NI0,solar,inside,2033,494.0
RCP45,Albania,ALPSOU1NI0,solar,inside,2034,544.0
RCP45,Albania,ALPSOU1NI0,solar,inside,2035,598.0
RCP45,Albania,ALPSOU1NI0,solar,inside,2036,598.0
RCP45,Albania,ALPSOU1NI0,solar,inside,2037,598.0
RCP45,Albania,ALPSOU1NI0,solar,inside,2038,771.3
RCP45,Albania,ALPSOU1NI0,solar,inside,2039,875.0
RCP45,Albania,ALPSOU1NI0,solar,inside,2040,963.0
RCP45,Albania,ALPSOU1NI0,solar,inside,2041,1059.0
RCP45,Albania,ALPSOU1NI0,solar,inside,2042,1165.0
RCP45,Albania,ALPSOU1NI0,solar,inside,2043,1282.0
RCP45,Albania,ALPSOU1NI0,solar,inside,2044,1410.0
RCP45,Albania,ALPSOU1NI0,solar,inside,2045,1551.0
RCP45,Albania,ALPSOU1NI0,solar,inside,2046,1706.0
RCP45,Albania,ALPSOU1NI0,solar,inside,2047,1877.0
RCP45,Albania,ALPSOU1NI0,solar,inside,2048,2064.0
RCP45,Albania,ALPSOU1NI0,solar,inside,2049,2271.0
RCP45,Albania,ALPSOU1NI0,solar,inside,2050,2498.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2021,1.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2022,1.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2023,1.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2024,1.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2025,5.5
RCP45,Albania,ALPSOU1NO0,solar,outside,2026,146.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2027,146.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2028,549.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2029,714.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2030,928.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2031,1021.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2032,1123.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2033,1235.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2034,1359.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2035,1495.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2036,1644.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2037,1809.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2038,1990.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2039,2189.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2040,2408.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2041,2648.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2042,2913.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2043,3205.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2044,3525.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2045,3877.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2046,4265.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2047,4692.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2048,5161.0
RCP45,Albania,ALPSOU1NO0,solar,outside,2049,5677.0
