model,scenario,year,catchment,month,week,value
ehype,ref,2020,DRS3,1,1,282.962
ehype,ref,2020,DRS3,1,2,197.924
ehype,ref,2020,DRS3,1,3,252.44
ehype,ref,2020,DRS3,1,4,241.2
ehype,ref,2020,DRS3,1,5,309.785
ehype,ref,2020,DRS3,2,6,194.995
ehype,ref,2020,DRS3,2,7,257.331
ehype,ref,2020,DRS3,2,8,275.39
ehype,ref,2020,DRS3,2,9,320.857
ehype,ref,2020,DRS3,3,10,203.731
ehype,ref,2020,DRS3,3,11,335.085
ehype,ref,2020,DRS3,3,12,362.723
ehype,ref,2020,DRS3,3,13,395.182
ehype,ref,2020,DRS3,4,14,281.62
ehype,ref,2020,DRS3,4,15,285.333
ehype,ref,2020,DRS3,4,16,398.399
ehype,ref,2020,DRS3,4,17,347.41
ehype,ref,2020,DRS3,5,18,299.9
ehype,ref,2020,DRS3,5,19,186.468
ehype,ref,2020,DRS3,5,20,233.587
ehype,ref,2020,DRS3,5,21,200.168
ehype,ref,2020,DRS3,5,22,243.11
ehype,ref,2020,DRS3,6,23,208.05
ehype,ref,2020,DRS3,6,24,175.957
ehype,ref,2020,DRS3,6,25,147.149
ehype,ref,2020,DRS3,6,26,168.858
ehype,ref,2020,DRS3,7,27,251.527
ehype,ref,2020,DRS3,7,28,159.023
ehype,ref,2020,DRS3,7,29,107.752
ehype,ref,2020,DRS3,7,30,94.99
ehype,ref,2020,DRS3,8,31,228.825
ehype,ref,2020,DRS3,8,32,167.854
ehype,ref,2020,DRS3,8,33,95.741
ehype,ref,2020,DRS3,8,34,48.107
ehype,ref,2020,DRS3,8,35,125.68
ehype,ref,2020,DRS3,9,36,222.014
ehype,ref,2020,DRS3,9,37,143.058
ehype,ref,2020,DRS3,9,38,111.123
ehype,ref,2020,DRS3,9,39,142.699
ehype,ref,2020,DRS3,10,40,248.858
ehype,ref,2020,DRS3,10,41,169.282
ehype,ref,2020,DRS3,10,42,180.977
ehype,ref,2020,DRS3,10,43,182.402
ehype,ref,2020,DRS3,10,44,261.737
ehype,ref,2020,DRS3,11,45,192.329
ehype,ref,2020,DRS3,11,46,242.596
ehype,ref,2020,DRS3,11,47,292.826
ehype,ref,2020,DRS3,11,48,329.732
ehype,ref,2020,DRS3,12,49,226.816
ehype,ref,2020,DRS3,12,50,251.407
ehype,ref,2020,DRS3,12,51,320.877
ehype,ref,2020,DRS3,12,52,329.575
