model,scenario,year,catchment,month,week,value
ehype,ref,2020,BDCT3,1,1,59.921
ehype,ref,2020,BDCT3,1,2,61.6
ehype,ref,2020,BDCT3,1,3,28.487
ehype,ref,2020,BDCT3,1,4,35.326
ehype,ref,2020,BDCT3,1,5,38.193
ehype,ref,2020,BDCT3,2,6,70.404
ehype,ref,2020,BDCT3,2,7,43.333
ehype,ref,2020,BDCT3,2,8,42.097
ehype,ref,2020,BDCT3,2,9,69.967
ehype,ref,2020,BDCT3,3,10,108.616
ehype,ref,2020,BDCT3,3,11,55.408
ehype,ref,2020,BDCT3,3,12,44.703
ehype,ref,2020,BDCT3,3,13,58.349
ehype,ref,2020,BDCT3,4,14,86.905
ehype,ref,2020,BDCT3,4,15,68.102
ehype,ref,2020,BDCT3,4,16,29.01
ehype,ref,2020,BDCT3,4,17,24.503
ehype,ref,2020,BDCT3,5,18,23.441
ehype,ref,2020,BDCT3,5,19,34.996
ehype,ref,2020,BDCT3,5,20,13.262
ehype,ref,2020,BDCT3,5,21,10.248
ehype,ref,2020,BDCT3,5,22,6.92
ehype,ref,2020,BDCT3,6,23,9.023
ehype,ref,2020,BDCT3,6,24,8.375
ehype,ref,2020,BDCT3,6,25,4.994
ehype,ref,2020,BDCT3,6,26,3.181
ehype,ref,2020,BDCT3,7,27,3.689
ehype,ref,2020,BDCT3,7,28,4.477
ehype,ref,2020,BDCT3,7,29,1.158
ehype,ref,2020,BDCT3,7,30,0.891
ehype,ref,2020,BDCT3,8,31,1.98
ehype,ref,2020,BDCT3,8,32,3.134
ehype,ref,2020,BDCT3,8,33,1.243
ehype,ref,2020,BDCT3,8,34,2.616
ehype,ref,2020,BDCT3,8,35,3.598
ehype,ref,2020,BDCT3,9,36,6.647
ehype,ref,2020,BDCT3,9,37,6.548
ehype,ref,2020,BDCT3,9,38,12.557
ehype,ref,2020,BDCT3,9,39,16.177
ehype,ref,2020,BDCT3,10,40,20.709
ehype,ref,2020,BDCT3,10,41,30.5
ehype,ref,2020,BDCT3,10,42,19.026
ehype,ref,2020,BDCT3,10,43,18.966
ehype,ref,2020,BDCT3,10,44,24.373
ehype,ref,2020,BDCT3,11,45,47.887
ehype,ref,2020,BDCT3,11,46,44.162
ehype,ref,2020,BDCT3,11,47,57.377
ehype,ref,2020,BDCT3,11,48,60.278
ehype,ref,2020,BDCT3,12,49,81.662
ehype,ref,2020,BDCT3,12,50,66.802
ehype,ref,2020,BDCT3,12,51,46.158
ehype,ref,2020,BDCT3,12,52,50.067
