model,scenario,year,catchment,month,week,value
ehype,ref,2020,BDCT1,1,1,21.398
ehype,ref,2020,BDCT1,1,2,15.755
ehype,ref,2020,BDCT1,1,3,23.378
ehype,ref,2020,BDCT1,1,4,25.999
ehype,ref,2020,BDCT1,1,5,27.335
ehype,ref,2020,BDCT1,2,6,14.701
ehype,ref,2020,BDCT1,2,7,25.483
ehype,ref,2020,BDCT1,2,8,31.151
ehype,ref,2020,BDCT1,2,9,30.546
ehype,ref,2020,BDCT1,3,10,14.909
ehype,ref,2020,BDCT1,3,11,26.581
ehype,ref,2020,BDCT1,3,12,30.657
ehype,ref,2020,BDCT1,3,13,29.508
ehype,ref,2020,BDCT1,4,14,21.09
ehype,ref,2020,BDCT1,4,15,16.375
ehype,ref,2020,BDCT1,4,16,22.306
ehype,ref,2020,BDCT1,4,17,20.92
ehype,ref,2020,BDCT1,5,18,23.66
ehype,ref,2020,BDCT1,5,19,13.012
ehype,ref,2020,BDCT1,5,20,15.833
ehype,ref,2020,BDCT1,5,21,16.151
ehype,ref,2020,BDCT1,5,22,19.873
ehype,ref,2020,BDCT1,6,23,16.54
ehype,ref,2020,BDCT1,6,24,13.261
ehype,ref,2020,BDCT1,6,25,12.566
ehype,ref,2020,BDCT1,6,26,14.931
ehype,ref,2020,BDCT1,7,27,19.694
ehype,ref,2020,BDCT1,7,28,11.627
ehype,ref,2020,BDCT1,7,29,10.961
ehype,ref,2020,BDCT1,7,30,10.349
ehype,ref,2020,BDCT1,8,31,19.648
ehype,ref,2020,BDCT1,8,32,12.176
ehype,ref,2020,BDCT1,8,33,8.498
ehype,ref,2020,BDCT1,8,34,5.508
ehype,ref,2020,BDCT1,8,35,10.826
ehype,ref,2020,BDCT1,9,36,16.878
ehype,ref,2020,BDCT1,9,37,8.397
ehype,ref,2020,BDCT1,9,38,5.253
ehype,ref,2020,BDCT1,9,39,8.194
ehype,ref,2020,BDCT1,10,40,18.778
ehype,ref,2020,BDCT1,10,41,10.222
ehype,ref,2020,BDCT1,10,42,9.716
ehype,ref,2020,BDCT1,10,43,10.33
ehype,ref,2020,BDCT1,10,44,18.666
ehype,ref,2020,BDCT1,11,45,13.425
ehype,ref,2020,BDCT1,11,46,13.571
ehype,ref,2020,BDCT1,11,47,15.906
ehype,ref,2020,BDCT1,11,48,22.465
ehype,ref,2020,BDCT1,12,49,16.723
ehype,ref,2020,BDCT1,12,50,15.345
ehype,ref,2020,BDCT1,12,51,21.494
ehype,ref,2020,BDCT1,12,52,25.807
