,Date,year,catchment,REF,RCP26,RCP45,RCP85,RCP26-REF,RCP45-REF,RCP85-REF,RCP26-REF%,RCP45-REF%,RCP85-REF%
0,1981-01-01,1981,spilj,57.43370056,62.2335,50.4684,53.962,4.799799440000001,-6.965300559999996,-3.471700559999995,8.357113320576886,-12.127549665241343,-6.04470985875822
1,1981-01-02,1981,spilj,54.99110031,67.1205,51.5174,55.5305,12.129399690000007,-3.473700309999998,0.5393996900000033,22.057023084868707,-6.316840889558113,0.9808854286589256
2,1981-01-03,1981,spilj,52.96419907,62.887,49.1272,52.7875,9.922800930000001,-3.8369990699999974,-0.17669906999999796,18.734921143403973,-7.2445144784099105,-0.33361982830414194
3,1981-01-04,1981,spilj,51.41749954,56.3705,46.9942,48.80975,4.953000459999998,-4.423299540000002,-2.6077495400000004,9.632908064980553,-8.602712266392723,-5.071715978664645
4,1981-01-05,1981,spilj,59.89279938,50.776,45.327000000000005,45.33975,-9.116799379999996,-14.565799379999994,-14.553049379999997,-15.221862184395357,-24.319783898536475,-24.298495863694253
5,1981-01-06,1981,spilj,71.12149811,46.5025,43.0586,42.503,-24.618998110000007,-28.062898110000006,-28.618498110000004,-34.61540991715761,-39.4576869944395,-40.23888538699963
6,1981-01-07,1981,spilj,73.71320343,43.1755,40.77759999999999,40.154,-30.537703429999993,-32.93560343,-33.55920342999999,-41.4277253043268,-44.68073818183267,-45.52671959490771
7,1981-01-08,1981,spilj,70.49330139,40.631,40.5992,38.249,-29.86230139,-29.894101389999996,-32.24430139,-42.36189935947047,-42.40701002867302,-45.7409438261521
8,1981-01-09,1981,spilj,65.47650146,38.1705,40.9588,36.443,-27.306001459999997,-24.517701459999998,-29.033501459999997,-41.70351324693395,-37.44503892740515,-44.34186435226192
9,1981-01-10,1981,spilj,60.56219864,34.578500000000005,40.2962,34.12,-25.983698639999993,-20.26599864,-26.44219864,-42.90415345462431,-33.463115763790576,-43.66122636527847
10,1981-01-11,1981,spilj,56.33940125,32.6685,38.7898,32.68275,-23.67090125,-17.549601250000002,-23.656651250000003,-42.01482572553964,-31.149783030397398,-41.989532591988635
11,1981-01-12,1981,spilj,52.81900024,31.1555,36.711200000000005,31.48525,-21.66350024,-16.107800239999996,-21.33375024,-41.01459728803076,-30.49622326588739,-40.390295429794755
12,1981-01-13,1981,spilj,50.49060059,29.866,35.3328,30.4485,-20.62460059,-15.15780059,-20.04210059,-40.84839623413955,-30.021034435867065,-39.694716156673074
13,1981-01-14,1981,spilj,56.13690186,28.802,33.9082,29.608,-27.334901860000002,-22.22870186,-26.52890186,-48.69328544024499,-39.597307873235025,-47.257509732476
14,1981-01-15,1981,spilj,65.10749817,28.269,32.824,29.21425,-36.83849817,-32.28349817,-35.89324817,-56.581037830408164,-49.58491583520172,-55.12920812327997
15,1981-01-16,1981,spilj,70.36029816,28.6455,32.392399999999995,29.45525,-41.71479816,-37.967898160000004,-40.90504816,-59.28740959161394,-53.962105268031465,-58.13654749867819
16,1981-01-17,1981,spilj,75.34089661,28.827,35.2912,33.68300000000001,-46.51389661,-40.04969661,-41.657896609999995,-61.73791221357221,-53.157977157235216,-55.292541613409384
17,1981-01-18,1981,spilj,75.79669952,28.598,36.24739999999999,35.364999999999995,-47.198699520000005,-39.54929952000001,-40.43169952000001,-62.270124977600084,-52.17812882415069,-53.34229560923236
18,1981-01-19,1981,spilj,71.70339966,28.165,35.5132,34.876999999999995,-43.53839966,-36.190199660000005,-36.82639966000001,-60.720133029184744,-50.47208337624867,-51.35934953519888
19,1981-01-20,1981,spilj,66.25730133,27.727,37.9898,38.3565,-38.53030133,-28.26750133,-27.900801330000007,-58.152536485143926,-42.663224674985415,-42.10977623588643
20,1981-01-21,1981,spilj,61.30939865,28.0315,41.2058,42.69925,-33.27789865,-20.103598649999995,-18.61014865,-54.27862510930043,-32.79040260167353,-30.35447918228766
21,1981-01-22,1981,spilj,57.05239868,41.6875,48.8552,52.56325,-15.364898680000003,-8.19719868,-4.489148680000007,-26.931205410275318,-14.367842316283832,-7.86846615368286
22,1981-01-23,1981,spilj,53.62939835,47.17,50.4828,54.70075,-6.459398350000001,-3.146598350000005,1.0713516499999969,-12.044510191675496,-5.867301231806574,1.9976947028345637
23,1981-01-24,1981,spilj,50.93379974,48.6925,49.262800000000006,53.06575,-2.241299739999995,-1.670999739999992,2.1319502600000035,-4.400417309215256,-3.2807286095478574,4.185727887734463
24,1981-01-25,1981,spilj,48.77479935,46.6305,46.503,49.8305,-2.1442993500000043,-2.271799350000002,1.0557006499999986,-4.396326337732036,-4.65773182109462,2.164438734897632
25,1981-01-26,1981,spilj,46.90019989,50.7565,47.237,50.783,3.8563001099999994,0.33680010999999865,3.882800109999998,8.222353250187819,0.7181208412542623,8.278856207663804
