scenario,country,tech,type,year,value
SKAVICA,Albania,ALCWTCT1DD,cathcment,2020,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2021,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2022,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2023,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2024,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2025,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2026,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2027,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2028,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2029,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2030,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2031,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2032,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2033,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2034,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2035,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2036,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2037,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2038,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2039,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2040,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2041,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2042,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2043,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2044,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2045,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2046,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2047,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2048,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2049,1734.33
SKAVICA,Albania,ALCWTCT1DD,cathcment,2050,1734.33
SKAVICA,Albania,ALCWTCT2DD,cathcment,2020,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2021,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2022,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2023,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2024,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2025,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2026,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2027,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2028,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2029,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2030,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2031,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2032,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2033,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2034,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2035,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2036,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2037,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2038,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2039,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2040,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2041,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2042,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2043,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2044,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2045,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2046,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2047,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2048,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2049,899.88
SKAVICA,Albania,ALCWTCT2DD,cathcment,2050,899.88
SKAVICA,Albania,ALCWTCT3DD,cathcment,2020,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2021,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2022,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2023,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2024,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2025,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2026,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2027,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2028,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2029,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2030,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2031,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2032,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2033,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2034,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2035,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2036,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2037,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2038,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2039,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2040,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2041,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2042,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2043,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2044,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2045,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2046,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2047,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2048,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2049,1219.62
SKAVICA,Albania,ALCWTCT3DD,cathcment,2050,1219.62
SKAVICA,Albania,ALCWTCT4DD,cathcment,2020,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2021,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2022,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2023,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2024,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2025,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2026,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2027,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2028,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2029,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2030,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2031,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2032,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2033,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2034,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2035,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2036,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2037,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2038,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2039,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2040,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2041,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2042,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2043,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2044,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2045,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2046,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2047,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2048,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2049,790.4
SKAVICA,Albania,ALCWTCT4DD,cathcment,2050,790.4
SKAVICA,Albania,ALCWTRS1DD,river segment,2020,8491.01
SKAVICA,Albania,ALCWTRS1DD,river segment,2021,8406.25
SKAVICA,Albania,ALCWTRS1DD,river segment,2022,8406.24
SKAVICA,Albania,ALCWTRS1DD,river segment,2023,8406.24
SKAVICA,Albania,ALCWTRS1DD,river segment,2024,8341.2
SKAVICA,Albania,ALCWTRS1DD,river segment,2025,8289.1
SKAVICA,Albania,ALCWTRS1DD,river segment,2026,8701.53
SKAVICA,Albania,ALCWTRS1DD,river segment,2027,8786.28
SKAVICA,Albania,ALCWTRS1DD,river segment,2028,8786.28
SKAVICA,Albania,ALCWTRS1DD,river segment,2029,8786.28
SKAVICA,Albania,ALCWTRS1DD,river segment,2030,8786.28
SKAVICA,Albania,ALCWTRS1DD,river segment,2031,8786.28
SKAVICA,Albania,ALCWTRS1DD,river segment,2032,8786.28
SKAVICA,Albania,ALCWTRS1DD,river segment,2033,8786.28
SKAVICA,Albania,ALCWTRS1DD,river segment,2034,8786.28
SKAVICA,Albania,ALCWTRS1DD,river segment,2035,8871.04
SKAVICA,Albania,ALCWTRS1DD,river segment,2036,8786.28
SKAVICA,Albania,ALCWTRS1DD,river segment,2037,8786.28
SKAVICA,Albania,ALCWTRS1DD,river segment,2038,8786.28
SKAVICA,Albania,ALCWTRS1DD,river segment,2039,8757.2
SKAVICA,Albania,ALCWTRS1DD,river segment,2040,8735.93
SKAVICA,Albania,ALCWTRS1DD,river segment,2041,8780.91
SKAVICA,Albania,ALCWTRS1DD,river segment,2042,8786.26
SKAVICA,Albania,ALCWTRS1DD,river segment,2043,8786.26
SKAVICA,Albania,ALCWTRS1DD,river segment,2044,8871.02
SKAVICA,Albania,ALCWTRS1DD,river segment,2045,8712.27
SKAVICA,Albania,ALCWTRS1DD,river segment,2046,8786.26
SKAVICA,Albania,ALCWTRS1DD,river segment,2047,8817.03
SKAVICA,Albania,ALCWTRS1DD,river segment,2048,8745.23
SKAVICA,Albania,ALCWTRS1DD,river segment,2049,8780.46
SKAVICA,Albania,ALCWTRS1DD,river segment,2050,8774.04
SKAVICA,Albania,ALCWTRS2DD,river segment,2020,11110.65
SKAVICA,Albania,ALCWTRS2DD,river segment,2021,9658.5
SKAVICA,Albania,ALCWTRS2DD,river segment,2022,9658.48
