scenario,country,tech,type,year,value
RCP85,Albania,ALCWTCT1DD,cathcment,2020,811.11
RCP85,Albania,ALCWTCT1DD,cathcment,2021,677.36
RCP85,Albania,ALCWTCT1DD,cathcment,2022,704.33
RCP85,Albania,ALCWTCT1DD,cathcment,2023,640.88
RCP85,Albania,ALCWTCT1DD,cathcment,2024,690.29
RCP85,Albania,ALCWTCT1DD,cathcment,2025,571.82
RCP85,Albania,ALCWTCT1DD,cathcment,2026,687.3
RCP85,Albania,ALCWTCT1DD,cathcment,2027,744.25
RCP85,Albania,ALCWTCT1DD,cathcment,2028,620.45
RCP85,Albania,ALCWTCT1DD,cathcment,2029,861.96
RCP85,Albania,ALCWTCT1DD,cathcment,2030,1077.75
RCP85,Albania,ALCWTCT1DD,cathcment,2031,664.19
RCP85,Albania,ALCWTCT1DD,cathcment,2032,746.25
RCP85,Albania,ALCWTCT1DD,cathcment,2033,686.43
RCP85,Albania,ALCWTCT1DD,cathcment,2034,822.6
RCP85,Albania,ALCWTCT1DD,cathcment,2035,413.87
RCP85,Albania,ALCWTCT1DD,cathcment,2036,453.87
RCP85,Albania,ALCWTCT1DD,cathcment,2037,320.89
RCP85,Albania,ALCWTCT1DD,cathcment,2038,738.74
RCP85,Albania,ALCWTCT1DD,cathcment,2039,844.76
RCP85,Albania,ALCWTCT1DD,cathcment,2040,615.94
RCP85,Albania,ALCWTCT1DD,cathcment,2041,599.71
RCP85,Albania,ALCWTCT1DD,cathcment,2042,339.77
RCP85,Albania,ALCWTCT1DD,cathcment,2043,558.41
RCP85,Albania,ALCWTCT1DD,cathcment,2044,499.34
RCP85,Albania,ALCWTCT1DD,cathcment,2045,955.43
RCP85,Albania,ALCWTCT1DD,cathcment,2046,579.0
RCP85,Albania,ALCWTCT1DD,cathcment,2047,1399.38
RCP85,Albania,ALCWTCT1DD,cathcment,2048,532.61
RCP85,Albania,ALCWTCT1DD,cathcment,2049,533.76
RCP85,Albania,ALCWTCT1DD,cathcment,2050,499.34
