scenario,country,tech,type,year,value
REFd,Albania,ALCWTCT1DD,cathcment,2020,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2021,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2022,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2023,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2024,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2025,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2026,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2027,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2028,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2029,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2030,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2031,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2032,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2033,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2034,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2035,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2036,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2037,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2038,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2039,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2040,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2041,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2042,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2043,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2044,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2045,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2046,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2047,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2048,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2049,1734.33
REFd,Albania,ALCWTCT1DD,cathcment,2050,1734.33
REFd,Albania,ALCWTCT2DD,cathcment,2020,899.88
REFd,Albania,ALCWTCT2DD,cathcment,2021,899.88
REFd,Albania,ALCWTCT2DD,cathcment,2022,899.88
