scenario,country,tech,type,year,value
REF,Albania,ALCWTCT1DD,cathcment,2020,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2021,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2022,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2023,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2024,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2025,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2026,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2027,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2028,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2029,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2030,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2031,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2032,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2033,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2034,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2035,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2036,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2037,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2038,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2039,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2040,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2041,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2042,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2043,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2044,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2045,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2046,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2047,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2048,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2049,1734.33
REF,Albania,ALCWTCT1DD,cathcment,2050,1734.33
REF,Albania,ALCWTCT2DD,cathcment,2020,899.88
REF,Albania,ALCWTCT2DD,cathcment,2021,899.88
REF,Albania,ALCWTCT2DD,cathcment,2022,899.88
REF,Albania,ALCWTCT2DD,cathcment,2023,899.88
REF,Albania,ALCWTCT2DD,cathcment,2024,899.88
REF,Albania,ALCWTCT2DD,cathcment,2025,899.88
REF,Albania,ALCWTCT2DD,cathcment,2026,899.88
REF,Albania,ALCWTCT2DD,cathcment,2027,899.88
REF,Albania,ALCWTCT2DD,cathcment,2028,899.88
REF,Albania,ALCWTCT2DD,cathcment,2029,899.88
REF,Albania,ALCWTCT2DD,cathcment,2030,899.88
REF,Albania,ALCWTCT2DD,cathcment,2031,899.88
REF,Albania,ALCWTCT2DD,cathcment,2032,899.88
REF,Albania,ALCWTCT2DD,cathcment,2033,899.88
REF,Albania,ALCWTCT2DD,cathcment,2034,899.88
REF,Albania,ALCWTCT2DD,cathcment,2035,899.88
REF,Albania,ALCWTCT2DD,cathcment,2036,899.88
REF,Albania,ALCWTCT2DD,cathcment,2037,899.88
REF,Albania,ALCWTCT2DD,cathcment,2038,899.88
REF,Albania,ALCWTCT2DD,cathcment,2039,899.88
REF,Albania,ALCWTCT2DD,cathcment,2040,899.88
REF,Albania,ALCWTCT2DD,cathcment,2041,899.88
REF,Albania,ALCWTCT2DD,cathcment,2042,899.88
REF,Albania,ALCWTCT2DD,cathcment,2043,899.88
REF,Albania,ALCWTCT2DD,cathcment,2044,899.88
REF,Albania,ALCWTCT2DD,cathcment,2045,899.88
REF,Albania,ALCWTCT2DD,cathcment,2046,899.88
REF,Albania,ALCWTCT2DD,cathcment,2047,899.88
REF,Albania,ALCWTCT2DD,cathcment,2048,899.88
REF,Albania,ALCWTCT2DD,cathcment,2049,899.88
REF,Albania,ALCWTCT2DD,cathcment,2050,899.88
REF,Albania,ALCWTCT3DD,cathcment,2020,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2021,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2022,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2023,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2024,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2025,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2026,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2027,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2028,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2029,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2030,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2031,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2032,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2033,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2034,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2035,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2036,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2037,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2038,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2039,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2040,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2041,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2042,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2043,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2044,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2045,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2046,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2047,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2048,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2049,1219.62
REF,Albania,ALCWTCT3DD,cathcment,2050,1219.62
REF,Albania,ALCWTCT4DD,cathcment,2020,790.4
REF,Albania,ALCWTCT4DD,cathcment,2021,790.4
REF,Albania,ALCWTCT4DD,cathcment,2022,790.4
REF,Albania,ALCWTCT4DD,cathcment,2023,790.4
REF,Albania,ALCWTCT4DD,cathcment,2024,790.4
REF,Albania,ALCWTCT4DD,cathcment,2025,790.4
REF,Albania,ALCWTCT4DD,cathcment,2026,790.4
REF,Albania,ALCWTCT4DD,cathcment,2027,790.4
REF,Albania,ALCWTCT4DD,cathcment,2028,790.4
REF,Albania,ALCWTCT4DD,cathcment,2029,790.4
REF,Albania,ALCWTCT4DD,cathcment,2030,790.4
REF,Albania,ALCWTCT4DD,cathcment,2031,790.4
REF,Albania,ALCWTCT4DD,cathcment,2032,790.4
REF,Albania,ALCWTCT4DD,cathcment,2033,790.4
REF,Albania,ALCWTCT4DD,cathcment,2034,790.4
REF,Albania,ALCWTCT4DD,cathcment,2035,790.4
REF,Albania,ALCWTCT4DD,cathcment,2036,790.4
REF,Albania,ALCWTCT4DD,cathcment,2037,790.4
REF,Albania,ALCWTCT4DD,cathcment,2038,790.4
REF,Albania,ALCWTCT4DD,cathcment,2039,790.4
REF,Albania,ALCWTCT4DD,cathcment,2040,790.4
REF,Albania,ALCWTCT4DD,cathcment,2041,790.4
REF,Albania,ALCWTCT4DD,cathcment,2042,790.4
REF,Albania,ALCWTCT4DD,cathcment,2043,790.4
REF,Albania,ALCWTCT4DD,cathcment,2044,790.4
REF,Albania,ALCWTCT4DD,cathcment,2045,790.4
REF,Albania,ALCWTCT4DD,cathcment,2046,790.4
REF,Albania,ALCWTCT4DD,cathcment,2047,790.4
REF,Albania,ALCWTCT4DD,cathcment,2048,790.4
REF,Albania,ALCWTCT4DD,cathcment,2049,790.4
REF,Albania,ALCWTCT4DD,cathcment,2050,790.4
REF,Albania,ALCWTRS1DD,river segment,2020,8491.01
REF,Albania,ALCWTRS1DD,river segment,2021,8406.25
REF,Albania,ALCWTRS1DD,river segment,2022,8406.24
REF,Albania,ALCWTRS1DD,river segment,2023,8332.25
REF,Albania,ALCWTRS1DD,river segment,2024,8395.47
REF,Albania,ALCWTRS1DD,river segment,2025,8406.25
REF,Albania,ALCWTRS1DD,river segment,2026,8406.25
REF,Albania,ALCWTRS1DD,river segment,2027,8491.02
REF,Albania,ALCWTRS1DD,river segment,2028,8321.49
REF,Albania,ALCWTRS1DD,river segment,2029,8406.25
REF,Albania,ALCWTRS1DD,river segment,2030,8406.25
REF,Albania,ALCWTRS1DD,river segment,2031,8406.25
REF,Albania,ALCWTRS1DD,river segment,2032,8406.25
REF,Albania,ALCWTRS1DD,river segment,2033,8406.25
REF,Albania,ALCWTRS1DD,river segment,2034,8417.02
REF,Albania,ALCWTRS1DD,river segment,2035,8480.24
REF,Albania,ALCWTRS1DD,river segment,2036,8406.25
REF,Albania,ALCWTRS1DD,river segment,2037,8406.25
REF,Albania,ALCWTRS1DD,river segment,2038,8406.25
REF,Albania,ALCWTRS1DD,river segment,2039,8406.25
REF,Albania,ALCWTRS1DD,river segment,2040,8401.97
REF,Albania,ALCWTRS1DD,river segment,2041,8368.43
REF,Albania,ALCWTRS1DD,river segment,2042,8385.32
REF,Albania,ALCWTRS1DD,river segment,2043,8395.31
REF,Albania,ALCWTRS1DD,river segment,2044,8480.23
REF,Albania,ALCWTRS1DD,river segment,2045,8406.24
REF,Albania,ALCWTRS1DD,river segment,2046,8406.24
REF,Albania,ALCWTRS1DD,river segment,2047,8406.24
REF,Albania,ALCWTRS1DD,river segment,2048,8399.84
REF,Albania,ALCWTRS1DD,river segment,2049,8400.5
REF,Albania,ALCWTRS1DD,river segment,2050,8338.75
REF,Albania,ALCWTRS2DD,river segment,2020,11141.2
REF,Albania,ALCWTRS2DD,river segment,2021,9683.71
REF,Albania,ALCWTRS2DD,river segment,2022,9683.61
REF,Albania,ALCWTRS2DD,river segment,2023,9611.57
REF,Albania,ALCWTRS2DD,river segment,2024,8298.92
REF,Albania,ALCWTRS2DD,river segment,2025,9686.58
REF,Albania,ALCWTRS2DD,river segment,2026,9686.58
REF,Albania,ALCWTRS2DD,river segment,2027,9768.5
REF,Albania,ALCWTRS2DD,river segment,2028,9604.06
REF,Albania,ALCWTRS2DD,river segment,2029,9686.58
REF,Albania,ALCWTRS2DD,river segment,2030,9686.58
REF,Albania,ALCWTRS2DD,river segment,2031,9686.58
REF,Albania,ALCWTRS2DD,river segment,2032,9686.58
REF,Albania,ALCWTRS2DD,river segment,2033,9686.58
REF,Albania,ALCWTRS2DD,river segment,2034,11069.21
REF,Albania,ALCWTRS2DD,river segment,2035,9755.67
REF,Albania,ALCWTRS2DD,river segment,2036,9683.63
REF,Albania,ALCWTRS2DD,river segment,2037,9683.63
REF,Albania,ALCWTRS2DD,river segment,2038,9683.63
REF,Albania,ALCWTRS2DD,river segment,2039,9681.62
REF,Albania,ALCWTRS2DD,river segment,2040,9671.81
REF,Albania,ALCWTRS2DD,river segment,2041,9634.84
REF,Albania,ALCWTRS2DD,river segment,2042,9648.41
REF,Albania,ALCWTRS2DD,river segment,2043,9655.0
REF,Albania,ALCWTRS2DD,river segment,2044,9733.83
REF,Albania,ALCWTRS2DD,river segment,2045,9546.23
REF,Albania,ALCWTRS2DD,river segment,2046,9652.6
REF,Albania,ALCWTRS2DD,river segment,2047,9579.52
REF,Albania,ALCWTRS2DD,river segment,2048,9505.04
REF,Albania,ALCWTRS2DD,river segment,2049,9519.12
REF,Albania,ALCWTRS2DD,river segment,2050,9599.25
REF,Albania,ALCWTRS3DD,river segment,2020,12498.86
REF,Albania,ALCWTRS3DD,river segment,2021,10912.11
REF,Albania,ALCWTRS3DD,river segment,2022,10903.07
REF,Albania,ALCWTRS3DD,river segment,2023,10904.9
REF,Albania,ALCWTRS3DD,river segment,2024,9298.14
REF,Albania,ALCWTRS3DD,river segment,2025,10906.2
REF,Albania,ALCWTRS3DD,river segment,2026,11126.6
REF,Albania,ALCWTRS3DD,river segment,2027,10767.71
REF,Albania,ALCWTRS3DD,river segment,2028,10823.68
REF,Albania,ALCWTRS3DD,river segment,2029,11126.6
REF,Albania,ALCWTRS3DD,river segment,2030,10685.8
REF,Albania,ALCWTRS3DD,river segment,2031,11126.6
REF,Albania,ALCWTRS3DD,river segment,2032,10685.8
REF,Albania,ALCWTRS3DD,river segment,2033,11126.6
REF,Albania,ALCWTRS3DD,river segment,2034,12286.58
REF,Albania,ALCWTRS3DD,river segment,2035,10903.28
REF,Albania,ALCWTRS3DD,river segment,2036,10901.98
REF,Albania,ALCWTRS3DD,river segment,2037,10900.04
REF,Albania,ALCWTRS3DD,river segment,2038,10936.08
REF,Albania,ALCWTRS3DD,river segment,2039,10947.14
REF,Albania,ALCWTRS3DD,river segment,2040,10891.42
REF,Albania,ALCWTRS3DD,river segment,2041,10854.46
REF,Albania,ALCWTRS3DD,river segment,2042,10868.03
REF,Albania,ALCWTRS3DD,river segment,2043,10864.92
REF,Albania,ALCWTRS3DD,river segment,2044,10791.45
REF,Albania,ALCWTRS3DD,river segment,2045,10908.55
REF,Albania,ALCWTRS3DD,river segment,2046,10901.2
REF,Albania,ALCWTRS3DD,river segment,2047,10799.14
REF,Albania,ALCWTRS3DD,river segment,2048,10724.66
REF,Albania,ALCWTRS3DD,river segment,2049,10722.56
REF,Albania,ALCWTRS3DD,river segment,2050,10813.45
REF,Albania,ALCWTRS4DD,river segment,2020,13289.26
REF,Albania,ALCWTRS4DD,river segment,2021,11702.51
REF,Albania,ALCWTRS4DD,river segment,2022,11693.47
REF,Albania,ALCWTRS4DD,river segment,2023,11699.38
