scenario,country,tech,type,year,value
RCP45,Albania,ALCWTCT1DD,cathcment,2020,633.8
RCP45,Albania,ALCWTCT1DD,cathcment,2021,511.16
RCP45,Albania,ALCWTCT1DD,cathcment,2022,856.92
RCP45,Albania,ALCWTCT1DD,cathcment,2023,348.57
RCP45,Albania,ALCWTCT1DD,cathcment,2024,802.12
RCP45,Albania,ALCWTCT1DD,cathcment,2025,759.61
RCP45,Albania,ALCWTCT1DD,cathcment,2026,769.6
RCP45,Albania,ALCWTCT1DD,cathcment,2027,881.0
RCP45,Albania,ALCWTCT1DD,cathcment,2028,669.19
RCP45,Albania,ALCWTCT1DD,cathcment,2029,383.6
RCP45,Albania,ALCWTCT1DD,cathcment,2030,745.88
RCP45,Albania,ALCWTCT1DD,cathcment,2031,660.35
RCP45,Albania,ALCWTCT1DD,cathcment,2032,647.89
RCP45,Albania,ALCWTCT1DD,cathcment,2033,640.56
RCP45,Albania,ALCWTCT1DD,cathcment,2034,440.69
RCP45,Albania,ALCWTCT1DD,cathcment,2035,703.3
RCP45,Albania,ALCWTCT1DD,cathcment,2036,799.17
RCP45,Albania,ALCWTCT1DD,cathcment,2037,761.86
RCP45,Albania,ALCWTCT1DD,cathcment,2038,707.36
RCP45,Albania,ALCWTCT1DD,cathcment,2039,468.03
RCP45,Albania,ALCWTCT1DD,cathcment,2040,648.91
RCP45,Albania,ALCWTCT1DD,cathcment,2041,712.62
RCP45,Albania,ALCWTCT1DD,cathcment,2042,438.36
RCP45,Albania,ALCWTCT1DD,cathcment,2043,650.54
RCP45,Albania,ALCWTCT1DD,cathcment,2044,847.02
RCP45,Albania,ALCWTCT1DD,cathcment,2045,788.72
RCP45,Albania,ALCWTCT1DD,cathcment,2046,610.17
RCP45,Albania,ALCWTCT1DD,cathcment,2047,744.4
RCP45,Albania,ALCWTCT1DD,cathcment,2048,609.63
RCP45,Albania,ALCWTCT1DD,cathcment,2049,629.77
RCP45,Albania,ALCWTCT1DD,cathcment,2050,653.99
RCP45,Albania,ALCWTCT2DD,cathcment,2020,683.03
RCP45,Albania,ALCWTCT2DD,cathcment,2021,471.02
RCP45,Albania,ALCWTCT2DD,cathcment,2022,670.02
RCP45,Albania,ALCWTCT2DD,cathcment,2023,402.98
RCP45,Albania,ALCWTCT2DD,cathcment,2024,495.11
RCP45,Albania,ALCWTCT2DD,cathcment,2025,470.53
RCP45,Albania,ALCWTCT2DD,cathcment,2026,533.17
RCP45,Albania,ALCWTCT2DD,cathcment,2027,561.94
RCP45,Albania,ALCWTCT2DD,cathcment,2028,451.76
RCP45,Albania,ALCWTCT2DD,cathcment,2029,551.55
RCP45,Albania,ALCWTCT2DD,cathcment,2030,470.12
RCP45,Albania,ALCWTCT2DD,cathcment,2031,567.95
RCP45,Albania,ALCWTCT2DD,cathcment,2032,462.04
RCP45,Albania,ALCWTCT2DD,cathcment,2033,523.96
RCP45,Albania,ALCWTCT2DD,cathcment,2034,500.28
RCP45,Albania,ALCWTCT2DD,cathcment,2035,439.34
RCP45,Albania,ALCWTCT2DD,cathcment,2036,701.41
RCP45,Albania,ALCWTCT2DD,cathcment,2037,643.67
RCP45,Albania,ALCWTCT2DD,cathcment,2038,297.64
RCP45,Albania,ALCWTCT2DD,cathcment,2039,479.42
RCP45,Albania,ALCWTCT2DD,cathcment,2040,427.13
RCP45,Albania,ALCWTCT2DD,cathcment,2041,485.26
RCP45,Albania,ALCWTCT2DD,cathcment,2042,401.87
RCP45,Albania,ALCWTCT2DD,cathcment,2043,399.82
RCP45,Albania,ALCWTCT2DD,cathcment,2044,994.13
RCP45,Albania,ALCWTCT2DD,cathcment,2045,686.93
RCP45,Albania,ALCWTCT2DD,cathcment,2046,507.6
RCP45,Albania,ALCWTCT2DD,cathcment,2047,833.75
RCP45,Albania,ALCWTCT2DD,cathcment,2048,735.0
RCP45,Albania,ALCWTCT2DD,cathcment,2049,568.62
RCP45,Albania,ALCWTCT2DD,cathcment,2050,569.49
RCP45,Albania,ALCWTCT3DD,cathcment,2020,660.41
RCP45,Albania,ALCWTCT3DD,cathcment,2021,381.98
RCP45,Albania,ALCWTCT3DD,cathcment,2022,405.91
RCP45,Albania,ALCWTCT3DD,cathcment,2023,302.51
RCP45,Albania,ALCWTCT3DD,cathcment,2024,392.11
RCP45,Albania,ALCWTCT3DD,cathcment,2025,420.64
RCP45,Albania,ALCWTCT3DD,cathcment,2026,366.32
RCP45,Albania,ALCWTCT3DD,cathcment,2027,559.25
RCP45,Albania,ALCWTCT3DD,cathcment,2028,369.73
RCP45,Albania,ALCWTCT3DD,cathcment,2029,325.41
RCP45,Albania,ALCWTCT3DD,cathcment,2030,355.44
RCP45,Albania,ALCWTCT3DD,cathcment,2031,408.42
RCP45,Albania,ALCWTCT3DD,cathcment,2032,243.14
RCP45,Albania,ALCWTCT3DD,cathcment,2033,453.0
