scenario,country,tech,type,year,value
RCP26d,Albania,ALCWTCT1DD,cathcment,2020,840.02
RCP26d,Albania,ALCWTCT1DD,cathcment,2021,888.87
RCP26d,Albania,ALCWTCT1DD,cathcment,2022,807.67
RCP26d,Albania,ALCWTCT1DD,cathcment,2023,1102.18
RCP26d,Albania,ALCWTCT1DD,cathcment,2024,822.77
RCP26d,Albania,ALCWTCT1DD,cathcment,2025,707.61
RCP26d,Albania,ALCWTCT1DD,cathcment,2026,648.56
RCP26d,Albania,ALCWTCT1DD,cathcment,2027,1389.85
RCP26d,Albania,ALCWTCT1DD,cathcment,2028,838.41
RCP26d,Albania,ALCWTCT1DD,cathcment,2029,755.27
RCP26d,Albania,ALCWTCT1DD,cathcment,2030,849.82
RCP26d,Albania,ALCWTCT1DD,cathcment,2031,1183.27
RCP26d,Albania,ALCWTCT1DD,cathcment,2032,499.18
RCP26d,Albania,ALCWTCT1DD,cathcment,2033,769.69
RCP26d,Albania,ALCWTCT1DD,cathcment,2034,694.81
RCP26d,Albania,ALCWTCT1DD,cathcment,2035,1182.85
RCP26d,Albania,ALCWTCT1DD,cathcment,2036,990.28
RCP26d,Albania,ALCWTCT1DD,cathcment,2037,696.23
RCP26d,Albania,ALCWTCT1DD,cathcment,2038,572.78
RCP26d,Albania,ALCWTCT1DD,cathcment,2039,1283.93
RCP26d,Albania,ALCWTCT1DD,cathcment,2040,1326.01
RCP26d,Albania,ALCWTCT1DD,cathcment,2041,362.06
RCP26d,Albania,ALCWTCT1DD,cathcment,2042,868.65
RCP26d,Albania,ALCWTCT1DD,cathcment,2043,1153.86
RCP26d,Albania,ALCWTCT1DD,cathcment,2044,491.57
RCP26d,Albania,ALCWTCT1DD,cathcment,2045,586.18
RCP26d,Albania,ALCWTCT1DD,cathcment,2046,840.06
RCP26d,Albania,ALCWTCT1DD,cathcment,2047,992.91
RCP26d,Albania,ALCWTCT1DD,cathcment,2048,720.22
RCP26d,Albania,ALCWTCT1DD,cathcment,2049,423.68
RCP26d,Albania,ALCWTCT1DD,cathcment,2050,744.36
RCP26d,Albania,ALCWTCT2DD,cathcment,2020,959.42
RCP26d,Albania,ALCWTCT2DD,cathcment,2021,734.05
RCP26d,Albania,ALCWTCT2DD,cathcment,2022,736.79
RCP26d,Albania,ALCWTCT2DD,cathcment,2023,1188.96
RCP26d,Albania,ALCWTCT2DD,cathcment,2024,608.64
RCP26d,Albania,ALCWTCT2DD,cathcment,2025,451.64
RCP26d,Albania,ALCWTCT2DD,cathcment,2026,601.42
RCP26d,Albania,ALCWTCT2DD,cathcment,2027,1454.77
RCP26d,Albania,ALCWTCT2DD,cathcment,2028,353.76
RCP26d,Albania,ALCWTCT2DD,cathcment,2029,346.48
RCP26d,Albania,ALCWTCT2DD,cathcment,2030,769.96
RCP26d,Albania,ALCWTCT2DD,cathcment,2031,930.61
RCP26d,Albania,ALCWTCT2DD,cathcment,2032,403.66
RCP26d,Albania,ALCWTCT2DD,cathcment,2033,835.24
RCP26d,Albania,ALCWTCT2DD,cathcment,2034,610.93
RCP26d,Albania,ALCWTCT2DD,cathcment,2035,894.53
RCP26d,Albania,ALCWTCT2DD,cathcment,2036,849.99
RCP26d,Albania,ALCWTCT2DD,cathcment,2037,405.4
