scenario,country,tech,type,year,value
OLD_REF,Albania,ALCWTCT1DD,cathcment,2020,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2021,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2022,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2023,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2024,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2025,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2026,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2027,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2028,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2029,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2030,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2031,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2032,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2033,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2034,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2035,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2036,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2037,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2038,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2039,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2040,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2041,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2042,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2043,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2044,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2045,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2046,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2047,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2048,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2049,1604.94
OLD_REF,Albania,ALCWTCT1DD,cathcment,2050,1604.94
OLD_REF,Albania,ALCWTCT2DD,cathcment,2020,1932.46
OLD_REF,Albania,ALCWTCT2DD,cathcment,2021,1932.46
OLD_REF,Albania,ALCWTCT2DD,cathcment,2022,1932.46
OLD_REF,Albania,ALCWTCT2DD,cathcment,2023,1932.46
OLD_REF,Albania,ALCWTCT2DD,cathcment,2024,1932.46
OLD_REF,Albania,ALCWTCT2DD,cathcment,2025,1932.46
OLD_REF,Albania,ALCWTCT2DD,cathcment,2026,1932.46
OLD_REF,Albania,ALCWTCT2DD,cathcment,2027,1932.46
OLD_REF,Albania,ALCWTCT2DD,cathcment,2028,1932.46
OLD_REF,Albania,ALCWTCT2DD,cathcment,2029,1932.46
OLD_REF,Albania,ALCWTCT2DD,cathcment,2030,1932.46
OLD_REF,Albania,ALCWTCT2DD,cathcment,2031,1932.46
OLD_REF,Albania,ALCWTCT2DD,cathcment,2032,1932.46
OLD_REF,Albania,ALCWTCT2DD,cathcment,2033,1932.46
OLD_REF,Albania,ALCWTCT2DD,cathcment,2034,1932.46
OLD_REF,Albania,ALCWTCT2DD,cathcment,2035,1932.46
