scenario,country,tech,type,year,value
REF3_max,Albania,ALCWTCT1DD,cathcment,2020,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2021,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2022,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2023,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2024,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2025,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2026,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2027,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2028,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2029,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2030,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2031,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2032,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2033,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2034,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2035,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2036,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2037,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2038,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2039,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2040,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2041,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2042,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2043,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2044,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2045,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2046,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2047,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2048,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2049,1724.19
REF3_max,Albania,ALCWTCT1DD,cathcment,2050,1724.19
REF3_max,Albania,ALCWTCT2DD,cathcment,2020,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2021,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2022,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2023,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2024,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2025,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2026,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2027,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2028,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2029,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2030,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2031,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2032,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2033,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2034,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2035,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2036,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2037,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2038,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2039,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2040,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2041,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2042,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2043,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2044,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2045,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2046,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2047,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2048,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2049,899.52
REF3_max,Albania,ALCWTCT2DD,cathcment,2050,899.52
REF3_max,Albania,ALCWTCT3DD,cathcment,2020,1216.6
REF3_max,Albania,ALCWTCT3DD,cathcment,2021,1216.6
REF3_max,Albania,ALCWTCT3DD,cathcment,2022,1216.6
REF3_max,Albania,ALCWTCT3DD,cathcment,2023,1216.6
REF3_max,Albania,ALCWTCT3DD,cathcment,2024,1216.6
REF3_max,Albania,ALCWTCT3DD,cathcment,2025,1216.6
REF3_max,Albania,ALCWTCT3DD,cathcment,2026,1216.6
REF3_max,Albania,ALCWTCT3DD,cathcment,2027,1216.6
REF3_max,Albania,ALCWTCT3DD,cathcment,2028,1216.6
REF3_max,Albania,ALCWTCT3DD,cathcment,2029,1216.6
REF3_max,Albania,ALCWTCT3DD,cathcment,2030,1216.6
REF3_max,Albania,ALCWTCT3DD,cathcment,2031,1216.6
REF3_max,Albania,ALCWTCT3DD,cathcment,2032,1216.6
REF3_max,Albania,ALCWTCT3DD,cathcment,2033,1216.6
REF3_max,Albania,ALCWTCT3DD,cathcment,2034,1216.6
REF3_max,Albania,ALCWTCT3DD,cathcment,2035,1216.6
REF3_max,Albania,ALCWTCT3DD,cathcment,2036,1216.6
REF3_max,Albania,ALCWTCT3DD,cathcment,2037,1216.6
