scenario,country,tech,type,year,value
RCP26b,Albania,ALCWTCT1DD,cathcment,2020,1377.66
RCP26b,Albania,ALCWTCT1DD,cathcment,2021,1204.94
RCP26b,Albania,ALCWTCT1DD,cathcment,2022,1112.37
RCP26b,Albania,ALCWTCT1DD,cathcment,2023,1373.54
RCP26b,Albania,ALCWTCT1DD,cathcment,2024,1344.36
RCP26b,Albania,ALCWTCT1DD,cathcment,2025,1267.14
RCP26b,Albania,ALCWTCT1DD,cathcment,2026,885.48
RCP26b,Albania,ALCWTCT1DD,cathcment,2027,3267.7
RCP26b,Albania,ALCWTCT1DD,cathcment,2028,1077.19
RCP26b,Albania,ALCWTCT1DD,cathcment,2029,1288.1
RCP26b,Albania,ALCWTCT1DD,cathcment,2030,1002.34
RCP26b,Albania,ALCWTCT1DD,cathcment,2031,1472.68
RCP26b,Albania,ALCWTCT1DD,cathcment,2032,640.83
RCP26b,Albania,ALCWTCT1DD,cathcment,2033,867.01
RCP26b,Albania,ALCWTCT1DD,cathcment,2034,1013.6
RCP26b,Albania,ALCWTCT1DD,cathcment,2035,2174.11
RCP26b,Albania,ALCWTCT1DD,cathcment,2036,1267.54
RCP26b,Albania,ALCWTCT1DD,cathcment,2037,1142.65
RCP26b,Albania,ALCWTCT1DD,cathcment,2038,462.57
RCP26b,Albania,ALCWTCT1DD,cathcment,2039,1949.97
RCP26b,Albania,ALCWTCT1DD,cathcment,2040,3234.97
RCP26b,Albania,ALCWTCT1DD,cathcment,2041,792.69
RCP26b,Albania,ALCWTCT1DD,cathcment,2042,1858.31
RCP26b,Albania,ALCWTCT1DD,cathcment,2043,2407.14
RCP26b,Albania,ALCWTCT1DD,cathcment,2044,891.92
RCP26b,Albania,ALCWTCT1DD,cathcment,2045,954.21
RCP26b,Albania,ALCWTCT1DD,cathcment,2046,1044.75
RCP26b,Albania,ALCWTCT1DD,cathcment,2047,1287.89
RCP26b,Albania,ALCWTCT1DD,cathcment,2048,773.66
RCP26b,Albania,ALCWTCT1DD,cathcment,2049,911.04
RCP26b,Albania,ALCWTCT1DD,cathcment,2050,1078.13
RCP26b,Albania,ALCWTCT2DD,cathcment,2020,1015.09
RCP26b,Albania,ALCWTCT2DD,cathcment,2021,1436.42
RCP26b,Albania,ALCWTCT2DD,cathcment,2022,1133.83
RCP26b,Albania,ALCWTCT2DD,cathcment,2023,1712.15
RCP26b,Albania,ALCWTCT2DD,cathcment,2024,780.2
RCP26b,Albania,ALCWTCT2DD,cathcment,2025,537.63
RCP26b,Albania,ALCWTCT2DD,cathcment,2026,702.48
RCP26b,Albania,ALCWTCT2DD,cathcment,2027,3267.54
RCP26b,Albania,ALCWTCT2DD,cathcment,2028,422.67
RCP26b,Albania,ALCWTCT2DD,cathcment,2029,703.85
RCP26b,Albania,ALCWTCT2DD,cathcment,2030,1474.88
RCP26b,Albania,ALCWTCT2DD,cathcment,2031,778.4
RCP26b,Albania,ALCWTCT2DD,cathcment,2032,514.5
RCP26b,Albania,ALCWTCT2DD,cathcment,2033,1660.54
RCP26b,Albania,ALCWTCT2DD,cathcment,2034,837.24
RCP26b,Albania,ALCWTCT2DD,cathcment,2035,1571.88
RCP26b,Albania,ALCWTCT2DD,cathcment,2036,1456.2
RCP26b,Albania,ALCWTCT2DD,cathcment,2037,641.59
RCP26b,Albania,ALCWTCT2DD,cathcment,2038,955.82
RCP26b,Albania,ALCWTCT2DD,cathcment,2039,1541.84
RCP26b,Albania,ALCWTCT2DD,cathcment,2040,2193.93
RCP26b,Albania,ALCWTCT2DD,cathcment,2041,884.28
RCP26b,Albania,ALCWTCT2DD,cathcment,2042,1456.87
RCP26b,Albania,ALCWTCT2DD,cathcment,2043,1482.21
RCP26b,Albania,ALCWTCT2DD,cathcment,2044,726.01
RCP26b,Albania,ALCWTCT2DD,cathcment,2045,552.64
RCP26b,Albania,ALCWTCT2DD,cathcment,2046,1324.67
RCP26b,Albania,ALCWTCT2DD,cathcment,2047,581.18
RCP26b,Albania,ALCWTCT2DD,cathcment,2048,580.34
RCP26b,Albania,ALCWTCT2DD,cathcment,2049,883.03
RCP26b,Albania,ALCWTCT2DD,cathcment,2050,1113.94
RCP26b,Albania,ALCWTCT3DD,cathcment,2020,251.62
RCP26b,Albania,ALCWTCT3DD,cathcment,2021,897.35
RCP26b,Albania,ALCWTCT3DD,cathcment,2022,625.61
RCP26b,Albania,ALCWTCT3DD,cathcment,2023,967.03
RCP26b,Albania,ALCWTCT3DD,cathcment,2024,876.78
RCP26b,Albania,ALCWTCT3DD,cathcment,2025,852.16
RCP26b,Albania,ALCWTCT3DD,cathcment,2026,404.8
RCP26b,Albania,ALCWTCT3DD,cathcment,2027,1174.47
RCP26b,Albania,ALCWTCT3DD,cathcment,2028,557.11
RCP26b,Albania,ALCWTCT3DD,cathcment,2029,699.28
RCP26b,Albania,ALCWTCT3DD,cathcment,2030,1415.57
RCP26b,Albania,ALCWTCT3DD,cathcment,2031,732.14
RCP26b,Albania,ALCWTCT3DD,cathcment,2032,410.87
RCP26b,Albania,ALCWTCT3DD,cathcment,2033,1248.71
RCP26b,Albania,ALCWTCT3DD,cathcment,2034,503.34
RCP26b,Albania,ALCWTCT3DD,cathcment,2035,383.09
RCP26b,Albania,ALCWTCT3DD,cathcment,2036,1184.0
RCP26b,Albania,ALCWTCT3DD,cathcment,2037,613.83
RCP26b,Albania,ALCWTCT3DD,cathcment,2038,334.83
RCP26b,Albania,ALCWTCT3DD,cathcment,2039,116.1
RCP26b,Albania,ALCWTCT3DD,cathcment,2040,614.86
RCP26b,Albania,ALCWTCT3DD,cathcment,2041,472.97
RCP26b,Albania,ALCWTCT3DD,cathcment,2042,247.86
RCP26b,Albania,ALCWTCT3DD,cathcment,2043,148.7
RCP26b,Albania,ALCWTCT3DD,cathcment,2044,428.26
RCP26b,Albania,ALCWTCT3DD,cathcment,2045,614.84
RCP26b,Albania,ALCWTCT3DD,cathcment,2046,1029.23
RCP26b,Albania,ALCWTCT3DD,cathcment,2047,773.58
RCP26b,Albania,ALCWTCT3DD,cathcment,2048,439.91
RCP26b,Albania,ALCWTCT3DD,cathcment,2049,433.27
RCP26b,Albania,ALCWTCT3DD,cathcment,2050,793.44
RCP26b,Albania,ALCWTCT4DD,cathcment,2020,790.4
RCP26b,Albania,ALCWTCT4DD,cathcment,2021,790.4
RCP26b,Albania,ALCWTCT4DD,cathcment,2022,790.4
RCP26b,Albania,ALCWTCT4DD,cathcment,2023,790.4
RCP26b,Albania,ALCWTCT4DD,cathcment,2024,790.4
RCP26b,Albania,ALCWTCT4DD,cathcment,2025,790.4
RCP26b,Albania,ALCWTCT4DD,cathcment,2026,790.4
RCP26b,Albania,ALCWTCT4DD,cathcment,2027,790.4
RCP26b,Albania,ALCWTCT4DD,cathcment,2028,790.4
RCP26b,Albania,ALCWTCT4DD,cathcment,2029,790.4
RCP26b,Albania,ALCWTCT4DD,cathcment,2030,790.4
RCP26b,Albania,ALCWTCT4DD,cathcment,2031,790.4
