,catchment,year,week,value,scenario,model
0,spilj,2020,1,61.2302,RCP45,e_hype
1,spilj,2020,2,67.2372,RCP45,e_hype
2,spilj,2020,3,69.8094,RCP45,e_hype
3,spilj,2020,4,68.23499999999999,RCP45,e_hype
4,spilj,2020,5,69.163,RCP45,e_hype
5,spilj,2020,6,64.0218,RCP45,e_hype
6,spilj,2020,7,80.809,RCP45,e_hype
7,spilj,2020,8,83.75339999999998,RCP45,e_hype
8,spilj,2020,9,49.8124,RCP45,e_hype
9,spilj,2020,10,47.1404,RCP45,e_hype
10,spilj,2020,11,58.8592,RCP45,e_hype
11,spilj,2020,12,68.22,RCP45,e_hype
12,spilj,2020,13,63.56419999999999,RCP45,e_hype
13,spilj,2020,14,72.7308,RCP45,e_hype
14,spilj,2020,15,56.589200000000005,RCP45,e_hype
15,spilj,2020,16,81.75039999999998,RCP45,e_hype
16,spilj,2020,17,63.6346,RCP45,e_hype
17,spilj,2020,18,62.29979999999999,RCP45,e_hype
18,spilj,2020,19,67.4928,RCP45,e_hype
19,spilj,2020,20,44.4392,RCP45,e_hype
20,spilj,2020,21,26.053200000000004,RCP45,e_hype
21,spilj,2020,22,44.5604,RCP45,e_hype
22,spilj,2020,23,34.19840000000001,RCP45,e_hype
23,spilj,2020,24,30.494199999999996,RCP45,e_hype
24,spilj,2020,25,26.2106,RCP45,e_hype
25,spilj,2020,26,30.738799999999998,RCP45,e_hype
26,spilj,2020,27,22.3298,RCP45,e_hype
27,spilj,2020,28,14.890000000000004,RCP45,e_hype
28,spilj,2020,29,11.3984,RCP45,e_hype
29,spilj,2020,30,13.973400000000002,RCP45,e_hype
30,spilj,2020,31,9.885000000000002,RCP45,e_hype
31,spilj,2020,32,7.167,RCP45,e_hype
32,spilj,2020,33,10.3164,RCP45,e_hype
33,spilj,2020,34,10.5862,RCP45,e_hype
34,spilj,2020,35,17.7202,RCP45,e_hype
35,spilj,2020,36,16.7204,RCP45,e_hype
36,spilj,2020,37,18.184600000000003,RCP45,e_hype
37,spilj,2020,38,16.5644,RCP45,e_hype
38,spilj,2020,39,25.830400000000004,RCP45,e_hype
39,spilj,2020,40,31.491799999999994,RCP45,e_hype
40,spilj,2020,41,44.382600000000004,RCP45,e_hype
41,spilj,2020,42,52.0638,RCP45,e_hype
42,spilj,2020,43,49.482,RCP45,e_hype
43,spilj,2020,44,42.6228,RCP45,e_hype
44,spilj,2020,45,55.9612,RCP45,e_hype
45,spilj,2020,46,45.454,RCP45,e_hype
46,spilj,2020,47,40.7168,RCP45,e_hype
47,spilj,2020,48,68.58079999999998,RCP45,e_hype
48,spilj,2020,49,63.40740000000001,RCP45,e_hype
49,spilj,2020,50,83.8358,RCP45,e_hype
50,spilj,2020,51,63.5658,RCP45,e_hype
51,spilj,2020,52,46.9132,RCP45,e_hype
52,spilj,2020,53,88.459,RCP45,e_hype
53,spilj,2021,1,68.85479999999998,RCP45,e_hype
54,spilj,2021,2,50.112,RCP45,e_hype
55,spilj,2021,3,59.6382,RCP45,e_hype
56,spilj,2021,4,51.73040000000001,RCP45,e_hype
57,spilj,2021,5,53.32039999999999,RCP45,e_hype
58,spilj,2021,6,55.018600000000006,RCP45,e_hype
59,spilj,2021,7,56.352999999999994,RCP45,e_hype
60,spilj,2021,8,59.476800000000004,RCP45,e_hype
61,spilj,2021,9,56.6,RCP45,e_hype
62,spilj,2021,10,47.410399999999996,RCP45,e_hype
63,spilj,2021,11,43.468,RCP45,e_hype
64,spilj,2021,12,56.047799999999995,RCP45,e_hype
65,spilj,2021,13,61.4258,RCP45,e_hype
66,spilj,2021,14,52.312599999999996,RCP45,e_hype
67,spilj,2021,15,46.586,RCP45,e_hype
68,spilj,2021,16,42.166399999999996,RCP45,e_hype
69,spilj,2021,17,52.652,RCP45,e_hype
70,spilj,2021,18,42.4572,RCP45,e_hype
71,spilj,2021,19,39.1832,RCP45,e_hype
72,spilj,2021,20,29.819799999999997,RCP45,e_hype
73,spilj,2021,21,22.198,RCP45,e_hype
74,spilj,2021,22,17.0246,RCP45,e_hype
75,spilj,2021,23,14.463,RCP45,e_hype
76,spilj,2021,24,13.6226,RCP45,e_hype
77,spilj,2021,25,11.8422,RCP45,e_hype
78,spilj,2021,26,9.5988,RCP45,e_hype
79,spilj,2021,27,6.4718,RCP45,e_hype
80,spilj,2021,28,4.5828,RCP45,e_hype
81,spilj,2021,29,5.9524,RCP45,e_hype
82,spilj,2021,30,3.8628,RCP45,e_hype
83,spilj,2021,31,4.5314,RCP45,e_hype
84,spilj,2021,32,6.2829999999999995,RCP45,e_hype
85,spilj,2021,33,6.049,RCP45,e_hype
86,spilj,2021,34,8.3736,RCP45,e_hype
87,spilj,2021,35,7.8524,RCP45,e_hype
88,spilj,2021,36,12.509,RCP45,e_hype
89,spilj,2021,37,19.7486,RCP45,e_hype
90,spilj,2021,38,19.739600000000003,RCP45,e_hype
91,spilj,2021,39,43.651599999999995,RCP45,e_hype
92,spilj,2021,40,49.9274,RCP45,e_hype
93,spilj,2021,41,61.58979999999999,RCP45,e_hype
94,spilj,2021,42,44.737199999999994,RCP45,e_hype
95,spilj,2021,43,45.939800000000005,RCP45,e_hype
96,spilj,2021,44,47.7278,RCP45,e_hype
97,spilj,2021,45,68.9694,RCP45,e_hype
98,spilj,2021,46,42.4704,RCP45,e_hype
99,spilj,2021,47,46.3094,RCP45,e_hype
100,spilj,2021,48,73.816,RCP45,e_hype
101,spilj,2021,49,62.4384,RCP45,e_hype
102,spilj,2021,50,50.781600000000005,RCP45,e_hype
103,spilj,2021,51,61.67539999999999,RCP45,e_hype
104,spilj,2021,52,78.9352,RCP45,e_hype
105,spilj,2021,53,84.88599999999998,RCP45,e_hype
106,spilj,2022,1,65.39200000000001,RCP45,e_hype
107,spilj,2022,2,74.337,RCP45,e_hype
108,spilj,2022,3,54.9572,RCP45,e_hype
109,spilj,2022,4,43.683400000000006,RCP45,e_hype
110,spilj,2022,5,44.785000000000004,RCP45,e_hype
111,spilj,2022,6,46.461200000000005,RCP45,e_hype
112,spilj,2022,7,79.95,RCP45,e_hype
113,spilj,2022,8,89.1116,RCP45,e_hype
114,spilj,2022,9,86.45660000000001,RCP45,e_hype
115,spilj,2022,10,96.671,RCP45,e_hype
116,spilj,2022,11,63.1678,RCP45,e_hype
117,spilj,2022,12,65.46679999999999,RCP45,e_hype
118,spilj,2022,13,96.2942,RCP45,e_hype
119,spilj,2022,14,68.0004,RCP45,e_hype
120,spilj,2022,15,54.4476,RCP45,e_hype
121,spilj,2022,16,62.552800000000005,RCP45,e_hype
122,spilj,2022,17,54.084999999999994,RCP45,e_hype
123,spilj,2022,18,63.1144,RCP45,e_hype
124,spilj,2022,19,61.882400000000004,RCP45,e_hype
125,spilj,2022,20,38.7684,RCP45,e_hype
126,spilj,2022,21,26.583199999999998,RCP45,e_hype
127,spilj,2022,22,29.4404,RCP45,e_hype
128,spilj,2022,23,25.597,RCP45,e_hype
129,spilj,2022,24,23.2752,RCP45,e_hype
130,spilj,2022,25,15.1714,RCP45,e_hype
131,spilj,2022,26,24.1616,RCP45,e_hype
132,spilj,2022,27,13.7998,RCP45,e_hype
133,spilj,2022,28,14.070400000000001,RCP45,e_hype
134,spilj,2022,29,14.099799999999998,RCP45,e_hype
135,spilj,2022,30,8.4892,RCP45,e_hype
136,spilj,2022,31,8.152199999999999,RCP45,e_hype
137,spilj,2022,32,5.8508000000000004,RCP45,e_hype
138,spilj,2022,33,6.049200000000001,RCP45,e_hype
139,spilj,2022,34,5.382199999999999,RCP45,e_hype
140,spilj,2022,35,5.2426,RCP45,e_hype
141,spilj,2022,36,8.115799999999998,RCP45,e_hype
142,spilj,2022,37,10.770599999999998,RCP45,e_hype
143,spilj,2022,38,51.84839999999999,RCP45,e_hype
144,spilj,2022,39,39.62779999999999,RCP45,e_hype
145,spilj,2022,40,34.24720000000001,RCP45,e_hype
146,spilj,2022,41,27.200599999999998,RCP45,e_hype
147,spilj,2022,42,23.5548,RCP45,e_hype
148,spilj,2022,43,22.6412,RCP45,e_hype
149,spilj,2022,44,33.912,RCP45,e_hype
150,spilj,2022,45,32.6608,RCP45,e_hype
151,spilj,2022,46,32.1058,RCP45,e_hype
152,spilj,2022,47,23.9026,RCP45,e_hype
153,spilj,2022,48,27.625399999999996,RCP45,e_hype
154,spilj,2022,49,26.817,RCP45,e_hype
155,spilj,2022,50,21.648400000000002,RCP45,e_hype
156,spilj,2022,51,23.406000000000002,RCP45,e_hype
157,spilj,2022,52,33.0366,RCP45,e_hype
158,spilj,2023,1,35.7928,RCP45,e_hype
159,spilj,2023,2,30.814,RCP45,e_hype
160,spilj,2023,3,25.006600000000002,RCP45,e_hype
161,spilj,2023,4,21.375,RCP45,e_hype
162,spilj,2023,5,23.3416,RCP45,e_hype
163,spilj,2023,6,43.6272,RCP45,e_hype
164,spilj,2023,7,45.849000000000004,RCP45,e_hype
