,catchment,year,week,value,scenario,model
0,koman,2020,1,312.75200000000007,RCP45,e_hype
1,koman,2020,2,273.8434,RCP45,e_hype
2,koman,2020,3,247.68339999999998,RCP45,e_hype
3,koman,2020,4,217.916,RCP45,e_hype
4,koman,2020,5,235.1782,RCP45,e_hype
5,koman,2020,6,221.90840000000003,RCP45,e_hype
6,koman,2020,7,297.76,RCP45,e_hype
7,koman,2020,8,345.73920000000004,RCP45,e_hype
8,koman,2020,9,253.2108,RCP45,e_hype
9,koman,2020,10,201.945,RCP45,e_hype
10,koman,2020,11,221.7292,RCP45,e_hype
11,koman,2020,12,243.19699999999997,RCP45,e_hype
12,koman,2020,13,228.5712,RCP45,e_hype
13,koman,2020,14,240.15,RCP45,e_hype
14,koman,2020,15,220.58599999999996,RCP45,e_hype
15,koman,2020,16,224.5652,RCP45,e_hype
16,koman,2020,17,248.00619999999998,RCP45,e_hype
17,koman,2020,18,265.8322,RCP45,e_hype
18,koman,2020,19,267.8656,RCP45,e_hype
19,koman,2020,20,221.20999999999998,RCP45,e_hype
20,koman,2020,21,178.5152,RCP45,e_hype
21,koman,2020,22,166.62460000000002,RCP45,e_hype
22,koman,2020,23,178.8254,RCP45,e_hype
23,koman,2020,24,181.4452,RCP45,e_hype
24,koman,2020,25,166.3362,RCP45,e_hype
25,koman,2020,26,137.4234,RCP45,e_hype
26,koman,2020,27,129.2904,RCP45,e_hype
27,koman,2020,28,109.179,RCP45,e_hype
28,koman,2020,29,101.01320000000001,RCP45,e_hype
29,koman,2020,30,101.80160000000001,RCP45,e_hype
30,koman,2020,31,101.0216,RCP45,e_hype
31,koman,2020,32,91.66720000000001,RCP45,e_hype
32,koman,2020,33,99.45759999999999,RCP45,e_hype
33,koman,2020,34,84.04659999999998,RCP45,e_hype
34,koman,2020,35,86.9308,RCP45,e_hype
35,koman,2020,36,64.0938,RCP45,e_hype
36,koman,2020,37,71.61460000000001,RCP45,e_hype
37,koman,2020,38,94.56019999999998,RCP45,e_hype
38,koman,2020,39,127.0904,RCP45,e_hype
39,koman,2020,40,142.1514,RCP45,e_hype
