,catchment,year,week,value,scenario,model
0,vaudj,2020,1,386.2548,RCP45,e_hype
1,vaudj,2020,2,323.78180000000003,RCP45,e_hype
2,vaudj,2020,3,288.01200000000006,RCP45,e_hype
3,vaudj,2020,4,250.9024,RCP45,e_hype
4,vaudj,2020,5,265.38779999999997,RCP45,e_hype
5,vaudj,2020,6,243.93939999999998,RCP45,e_hype
6,vaudj,2020,7,313.9312,RCP45,e_hype
7,vaudj,2020,8,376.0336,RCP45,e_hype
8,vaudj,2020,9,295.45860000000005,RCP45,e_hype
9,vaudj,2020,10,228.09319999999997,RCP45,e_hype
10,vaudj,2020,11,237.76280000000003,RCP45,e_hype
11,vaudj,2020,12,261.39580000000007,RCP45,e_hype
12,vaudj,2020,13,255.89460000000003,RCP45,e_hype
13,vaudj,2020,14,258.2114,RCP45,e_hype
14,vaudj,2020,15,247.6196,RCP45,e_hype
15,vaudj,2020,16,254.5728,RCP45,e_hype
16,vaudj,2020,17,266.5684,RCP45,e_hype
17,vaudj,2020,18,289.56280000000004,RCP45,e_hype
18,vaudj,2020,19,308.5082,RCP45,e_hype
19,vaudj,2020,20,267.8764,RCP45,e_hype
20,vaudj,2020,21,208.06020000000004,RCP45,e_hype
21,vaudj,2020,22,184.70800000000003,RCP45,e_hype
22,vaudj,2020,23,187.5318,RCP45,e_hype
23,vaudj,2020,24,192.2794,RCP45,e_hype
24,vaudj,2020,25,182.4284,RCP45,e_hype
25,vaudj,2020,26,171.49759999999998,RCP45,e_hype
26,vaudj,2020,27,148.29059999999998,RCP45,e_hype
27,vaudj,2020,28,127.8638,RCP45,e_hype
28,vaudj,2020,29,113.4356,RCP45,e_hype
29,vaudj,2020,30,114.91120000000001,RCP45,e_hype
30,vaudj,2020,31,112.9636,RCP45,e_hype
31,vaudj,2020,32,100.01700000000001,RCP45,e_hype
32,vaudj,2020,33,95.6954,RCP45,e_hype
33,vaudj,2020,34,92.4202,RCP45,e_hype
34,vaudj,2020,35,88.314,RCP45,e_hype
35,vaudj,2020,36,89.9046,RCP45,e_hype
36,vaudj,2020,37,78.9348,RCP45,e_hype
37,vaudj,2020,38,90.6762,RCP45,e_hype
38,vaudj,2020,39,121.4982,RCP45,e_hype
39,vaudj,2020,40,146.1986,RCP45,e_hype
40,vaudj,2020,41,186.9304,RCP45,e_hype
41,vaudj,2020,42,208.1862,RCP45,e_hype
42,vaudj,2020,43,205.88119999999998,RCP45,e_hype
43,vaudj,2020,44,197.0424,RCP45,e_hype
44,vaudj,2020,45,194.739,RCP45,e_hype
45,vaudj,2020,46,182.89780000000002,RCP45,e_hype
46,vaudj,2020,47,170.3346,RCP45,e_hype
47,vaudj,2020,48,218.6366,RCP45,e_hype
48,vaudj,2020,49,287.11,RCP45,e_hype
49,vaudj,2020,50,264.888,RCP45,e_hype
50,vaudj,2020,51,229.6156,RCP45,e_hype
51,vaudj,2020,52,216.01819999999998,RCP45,e_hype
52,vaudj,2020,53,226.0538,RCP45,e_hype
53,vaudj,2021,1,303.753,RCP45,e_hype
54,vaudj,2021,2,279.7018,RCP45,e_hype
55,vaudj,2021,3,251.38819999999996,RCP45,e_hype
56,vaudj,2021,4,244.4272,RCP45,e_hype
57,vaudj,2021,5,245.7732,RCP45,e_hype
58,vaudj,2021,6,270.9545999999999,RCP45,e_hype
59,vaudj,2021,7,255.6456,RCP45,e_hype
60,vaudj,2021,8,273.529,RCP45,e_hype
61,vaudj,2021,9,270.03000000000003,RCP45,e_hype
62,vaudj,2021,10,249.9948,RCP45,e_hype
63,vaudj,2021,11,228.97599999999997,RCP45,e_hype
64,vaudj,2021,12,244.55280000000002,RCP45,e_hype
65,vaudj,2021,13,289.7156,RCP45,e_hype
66,vaudj,2021,14,269.1378,RCP45,e_hype
67,vaudj,2021,15,282.56260000000003,RCP45,e_hype
68,vaudj,2021,16,280.7282,RCP45,e_hype
69,vaudj,2021,17,257.37919999999997,RCP45,e_hype
70,vaudj,2021,18,245.96800000000002,RCP45,e_hype
71,vaudj,2021,19,211.4826,RCP45,e_hype
72,vaudj,2021,20,183.08020000000002,RCP45,e_hype
73,vaudj,2021,21,150.3702,RCP45,e_hype
74,vaudj,2021,22,137.8156,RCP45,e_hype
75,vaudj,2021,23,130.7994,RCP45,e_hype
76,vaudj,2021,24,122.04459999999999,RCP45,e_hype
77,vaudj,2021,25,101.334,RCP45,e_hype
78,vaudj,2021,26,94.9042,RCP45,e_hype
79,vaudj,2021,27,88.1916,RCP45,e_hype
80,vaudj,2021,28,69.701,RCP45,e_hype
81,vaudj,2021,29,62.2004,RCP45,e_hype
82,vaudj,2021,30,46.1212,RCP45,e_hype
83,vaudj,2021,31,32.8666,RCP45,e_hype
84,vaudj,2021,32,23.183600000000002,RCP45,e_hype
85,vaudj,2021,33,23.4004,RCP45,e_hype
86,vaudj,2021,34,23.6778,RCP45,e_hype
87,vaudj,2021,35,31.9192,RCP45,e_hype
88,vaudj,2021,36,39.8516,RCP45,e_hype
89,vaudj,2021,37,62.705999999999996,RCP45,e_hype
90,vaudj,2021,38,96.05859999999998,RCP45,e_hype
91,vaudj,2021,39,148.2096,RCP45,e_hype
92,vaudj,2021,40,187.3552,RCP45,e_hype
93,vaudj,2021,41,210.29059999999998,RCP45,e_hype
94,vaudj,2021,42,196.34660000000002,RCP45,e_hype
95,vaudj,2021,43,191.92919999999998,RCP45,e_hype
96,vaudj,2021,44,193.63000000000002,RCP45,e_hype
97,vaudj,2021,45,226.2406,RCP45,e_hype
98,vaudj,2021,46,190.0908,RCP45,e_hype
99,vaudj,2021,47,173.35900000000004,RCP45,e_hype
100,vaudj,2021,48,235.0328,RCP45,e_hype
101,vaudj,2021,49,293.439,RCP45,e_hype
102,vaudj,2021,50,243.5994,RCP45,e_hype
103,vaudj,2021,51,265.2892,RCP45,e_hype
104,vaudj,2021,52,320.9482,RCP45,e_hype
105,vaudj,2021,53,273.14259999999996,RCP45,e_hype
106,vaudj,2022,1,334.078,RCP45,e_hype
107,vaudj,2022,2,330.2066,RCP45,e_hype
108,vaudj,2022,3,314.441,RCP45,e_hype
109,vaudj,2022,4,290.1932,RCP45,e_hype
110,vaudj,2022,5,255.90199999999996,RCP45,e_hype
111,vaudj,2022,6,244.28360000000004,RCP45,e_hype
112,vaudj,2022,7,300.2042,RCP45,e_hype
113,vaudj,2022,8,358.9776,RCP45,e_hype
114,vaudj,2022,9,328.9996,RCP45,e_hype
115,vaudj,2022,10,371.0916,RCP45,e_hype
116,vaudj,2022,11,349.9648,RCP45,e_hype
117,vaudj,2022,12,290.3826,RCP45,e_hype
