,catchment,year,week,value,scenario,model
0,fierz,2020,1,284.7008,RCP45,e_hype
1,fierz,2020,2,249.4758,RCP45,e_hype
2,fierz,2020,3,229.29719999999998,RCP45,e_hype
3,fierz,2020,4,199.12600000000003,RCP45,e_hype
4,fierz,2020,5,219.38600000000002,RCP45,e_hype
5,fierz,2020,6,207.06480000000002,RCP45,e_hype
6,fierz,2020,7,277.1302,RCP45,e_hype
7,fierz,2020,8,323.3034,RCP45,e_hype
8,fierz,2020,9,238.02280000000002,RCP45,e_hype
9,fierz,2020,10,185.93720000000002,RCP45,e_hype
10,fierz,2020,11,205.68200000000002,RCP45,e_hype
11,fierz,2020,12,226.6476,RCP45,e_hype
12,fierz,2020,13,205.4632,RCP45,e_hype
13,fierz,2020,14,205.9788,RCP45,e_hype
14,fierz,2020,15,176.21959999999999,RCP45,e_hype
15,fierz,2020,16,170.4472,RCP45,e_hype
16,fierz,2020,17,203.0826,RCP45,e_hype
17,fierz,2020,18,205.17220000000003,RCP45,e_hype
18,fierz,2020,19,209.32000000000002,RCP45,e_hype
19,fierz,2020,20,178.73060000000004,RCP45,e_hype
20,fierz,2020,21,147.0824,RCP45,e_hype
21,fierz,2020,22,140.857,RCP45,e_hype
22,fierz,2020,23,158.24960000000002,RCP45,e_hype
23,fierz,2020,24,158.96300000000002,RCP45,e_hype
24,fierz,2020,25,142.54080000000002,RCP45,e_hype
25,fierz,2020,26,114.80820000000001,RCP45,e_hype
26,fierz,2020,27,112.8806,RCP45,e_hype
27,fierz,2020,28,98.19120000000001,RCP45,e_hype
28,fierz,2020,29,89.1984,RCP45,e_hype
29,fierz,2020,30,90.9468,RCP45,e_hype
30,fierz,2020,31,91.9958,RCP45,e_hype
31,fierz,2020,32,88.03059999999999,RCP45,e_hype
32,fierz,2020,33,95.7148,RCP45,e_hype
33,fierz,2020,34,80.4352,RCP45,e_hype
34,fierz,2020,35,74.0686,RCP45,e_hype
35,fierz,2020,36,45.7484,RCP45,e_hype
36,fierz,2020,37,56.9252,RCP45,e_hype
37,fierz,2020,38,78.022,RCP45,e_hype
38,fierz,2020,39,98.01520000000001,RCP45,e_hype
39,fierz,2020,40,114.3344,RCP45,e_hype
40,fierz,2020,41,130.6634,RCP45,e_hype
