,catchment,year,week,value,scenario,model
0,black,2020,1,112.55459999999998,RCP45,e_hype
1,black,2020,2,121.2788,RCP45,e_hype
2,black,2020,3,122.6816,RCP45,e_hype
3,black,2020,4,125.958,RCP45,e_hype
4,black,2020,5,126.82740000000001,RCP45,e_hype
5,black,2020,6,113.7286,RCP45,e_hype
6,black,2020,7,142.222,RCP45,e_hype
7,black,2020,8,150.34059999999997,RCP45,e_hype
8,black,2020,9,85.93199999999999,RCP45,e_hype
9,black,2020,10,87.79740000000001,RCP45,e_hype
10,black,2020,11,106.10619999999999,RCP45,e_hype
11,black,2020,12,124.0264,RCP45,e_hype
12,black,2020,13,115.44680000000001,RCP45,e_hype
13,black,2020,14,131.1074,RCP45,e_hype
14,black,2020,15,96.0614,RCP45,e_hype
15,black,2020,16,142.2004,RCP45,e_hype
16,black,2020,17,115.2404,RCP45,e_hype
17,black,2020,18,107.25619999999999,RCP45,e_hype
18,black,2020,19,116.61800000000001,RCP45,e_hype
19,black,2020,20,76.2116,RCP45,e_hype
20,black,2020,21,44.8246,RCP45,e_hype
21,black,2020,22,73.0502,RCP45,e_hype
22,black,2020,23,59.3424,RCP45,e_hype
23,black,2020,24,54.302600000000005,RCP45,e_hype
24,black,2020,25,40.427800000000005,RCP45,e_hype
25,black,2020,26,49.3124,RCP45,e_hype
26,black,2020,27,35.89999999999999,RCP45,e_hype
27,black,2020,28,21.780000000000005,RCP45,e_hype
28,black,2020,29,16.633,RCP45,e_hype
29,black,2020,30,20.7562,RCP45,e_hype
30,black,2020,31,15.6328,RCP45,e_hype
31,black,2020,32,9.467400000000001,RCP45,e_hype
32,black,2020,33,13.5808,RCP45,e_hype
33,black,2020,34,13.4,RCP45,e_hype
34,black,2020,35,29.2572,RCP45,e_hype
35,black,2020,36,32.472,RCP45,e_hype
36,black,2020,37,33.88,RCP45,e_hype
37,black,2020,38,30.331999999999994,RCP45,e_hype
38,black,2020,39,52.5686,RCP45,e_hype
39,black,2020,40,62.2222,RCP45,e_hype
40,black,2020,41,88.99,RCP45,e_hype
41,black,2020,42,87.9238,RCP45,e_hype
42,black,2020,43,85.38739999999999,RCP45,e_hype
43,black,2020,44,82.1686,RCP45,e_hype
44,black,2020,45,106.7124,RCP45,e_hype
45,black,2020,46,83.83380000000001,RCP45,e_hype
46,black,2020,47,77.8566,RCP45,e_hype
47,black,2020,48,134.67020000000002,RCP45,e_hype
48,black,2020,49,126.38919999999999,RCP45,e_hype
49,black,2020,50,149.7514,RCP45,e_hype
50,black,2020,51,128.6286,RCP45,e_hype
