scenario,country,tech,type,location,year,value
RCP85,Albania,ALPHYDMHI0,hydro,inside,2021,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2022,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2023,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2024,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2025,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2026,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2027,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2028,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2029,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2030,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2031,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2032,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2033,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2034,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2035,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2036,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2037,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2038,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2039,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2040,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2041,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2042,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2043,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2044,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2045,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2046,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2047,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2048,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2049,42.06
RCP85,Albania,ALPHYDMHI0,hydro,inside,2050,42.06
RCP85,Albania,ALPHYDMHI2,hydro,inside,2021,1391.92
RCP85,Albania,ALPHYDMHI2,hydro,inside,2022,1256.06
RCP85,Albania,ALPHYDMHI2,hydro,inside,2023,1416.58
RCP85,Albania,ALPHYDMHI2,hydro,inside,2024,875.72
RCP85,Albania,ALPHYDMHI2,hydro,inside,2025,1187.39
RCP85,Albania,ALPHYDMHI2,hydro,inside,2026,1251.31
RCP85,Albania,ALPHYDMHI2,hydro,inside,2027,978.45
RCP85,Albania,ALPHYDMHI2,hydro,inside,2028,1421.17
RCP85,Albania,ALPHYDMHI2,hydro,inside,2029,1546.81
RCP85,Albania,ALPHYDMHI2,hydro,inside,2030,1225.89
RCP85,Albania,ALPHYDMHI2,hydro,inside,2031,1422.25
RCP85,Albania,ALPHYDMHI2,hydro,inside,2032,1366.95
RCP85,Albania,ALPHYDMHI2,hydro,inside,2033,1245.56
RCP85,Albania,ALPHYDMHI2,hydro,inside,2034,924.78
RCP85,Albania,ALPHYDMHI2,hydro,inside,2035,893.7
RCP85,Albania,ALPHYDMHI2,hydro,inside,2036,1107.7
RCP85,Albania,ALPHYDMHI2,hydro,inside,2037,744.47
RCP85,Albania,ALPHYDMHI2,hydro,inside,2038,691.22
RCP85,Albania,ALPHYDMHI2,hydro,inside,2039,958.95
RCP85,Albania,ALPHYDMHI2,hydro,inside,2040,1865.89
RCP85,Albania,ALPHYDMHI2,hydro,inside,2041,1220.39
RCP85,Albania,ALPHYDMHI2,hydro,inside,2042,1008.45
RCP85,Albania,ALPHYDMHI2,hydro,inside,2043,997.42
