scenario,country,tech,type,location,year,value
FP_20,Albania,ALPHYDMHI0,hydro,inside,2021,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2022,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2023,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2024,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2025,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2026,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2027,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2028,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2029,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2030,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2031,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2032,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2033,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2034,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2035,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2036,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2037,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2038,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2039,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2040,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2041,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2042,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2043,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2044,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2045,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2046,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2047,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2048,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2049,42.06
FP_20,Albania,ALPHYDMHI0,hydro,inside,2050,42.06
FP_20,Albania,ALPHYDMHI2,hydro,inside,2021,1785.39
FP_20,Albania,ALPHYDMHI2,hydro,inside,2022,1785.39
FP_20,Albania,ALPHYDMHI2,hydro,inside,2023,1785.39
FP_20,Albania,ALPHYDMHI2,hydro,inside,2024,1467.56
FP_20,Albania,ALPHYDMHI2,hydro,inside,2025,1786.31
FP_20,Albania,ALPHYDMHI2,hydro,inside,2026,1786.31
FP_20,Albania,ALPHYDMHI2,hydro,inside,2027,1786.31
FP_20,Albania,ALPHYDMHI2,hydro,inside,2028,1786.31
FP_20,Albania,ALPHYDMHI2,hydro,inside,2029,1786.31
FP_20,Albania,ALPHYDMHI2,hydro,inside,2030,1786.31
FP_20,Albania,ALPHYDMHI2,hydro,inside,2031,1786.31
FP_20,Albania,ALPHYDMHI2,hydro,inside,2032,1786.31
FP_20,Albania,ALPHYDMHI2,hydro,inside,2033,1786.31
FP_20,Albania,ALPHYDMHI2,hydro,inside,2034,2103.86
FP_20,Albania,ALPHYDMHI2,hydro,inside,2035,1785.39
FP_20,Albania,ALPHYDMHI2,hydro,inside,2036,1785.39
FP_20,Albania,ALPHYDMHI2,hydro,inside,2037,1784.61
FP_20,Albania,ALPHYDMHI2,hydro,inside,2038,1783.2
FP_20,Albania,ALPHYDMHI2,hydro,inside,2039,1781.08
FP_20,Albania,ALPHYDMHI2,hydro,inside,2040,1779.28
FP_20,Albania,ALPHYDMHI2,hydro,inside,2041,1777.95
FP_20,Albania,ALPHYDMHI2,hydro,inside,2042,1776.78
FP_20,Albania,ALPHYDMHI2,hydro,inside,2043,1775.22
FP_20,Albania,ALPHYDMHI2,hydro,inside,2044,1773.25
FP_20,Albania,ALPHYDMHI2,hydro,inside,2045,1761.0
FP_20,Albania,ALPHYDMHI2,hydro,inside,2046,1736.03
FP_20,Albania,ALPHYDMHI2,hydro,inside,2047,1709.75
FP_20,Albania,ALPHYDMHI2,hydro,inside,2048,1755.47
FP_20,Albania,ALPHYDMHI2,hydro,inside,2049,1672.31
FP_20,Albania,ALPHYDMHI2,hydro,inside,2050,1717.78
FP_20,Albania,ALPHYDMHI3,hydro,inside,2021,2083.84
FP_20,Albania,ALPHYDMHI3,hydro,inside,2022,2083.84
FP_20,Albania,ALPHYDMHI3,hydro,inside,2023,2083.84
FP_20,Albania,ALPHYDMHI3,hydro,inside,2024,1740.14
FP_20,Albania,ALPHYDMHI3,hydro,inside,2025,2084.67
FP_20,Albania,ALPHYDMHI3,hydro,inside,2026,2135.7
FP_20,Albania,ALPHYDMHI3,hydro,inside,2027,2033.67
FP_20,Albania,ALPHYDMHI3,hydro,inside,2028,2084.67
FP_20,Albania,ALPHYDMHI3,hydro,inside,2029,2135.7
FP_20,Albania,ALPHYDMHI3,hydro,inside,2030,2033.67
FP_20,Albania,ALPHYDMHI3,hydro,inside,2031,2135.7
FP_20,Albania,ALPHYDMHI3,hydro,inside,2032,2033.67
FP_20,Albania,ALPHYDMHI3,hydro,inside,2033,2135.7
FP_20,Albania,ALPHYDMHI3,hydro,inside,2034,2377.09
FP_20,Albania,ALPHYDMHI3,hydro,inside,2035,2083.84
FP_20,Albania,ALPHYDMHI3,hydro,inside,2036,2083.84
FP_20,Albania,ALPHYDMHI3,hydro,inside,2037,2083.11
FP_20,Albania,ALPHYDMHI3,hydro,inside,2038,2081.83
FP_20,Albania,ALPHYDMHI3,hydro,inside,2039,2079.89
FP_20,Albania,ALPHYDMHI3,hydro,inside,2040,2078.22
FP_20,Albania,ALPHYDMHI3,hydro,inside,2041,2076.97
FP_20,Albania,ALPHYDMHI3,hydro,inside,2042,2075.89
FP_20,Albania,ALPHYDMHI3,hydro,inside,2043,2074.47
FP_20,Albania,ALPHYDMHI3,hydro,inside,2044,2072.67
FP_20,Albania,ALPHYDMHI3,hydro,inside,2045,2061.39
FP_20,Albania,ALPHYDMHI3,hydro,inside,2046,2038.36
FP_20,Albania,ALPHYDMHI3,hydro,inside,2047,2014.17
FP_20,Albania,ALPHYDMHI3,hydro,inside,2048,2051.28
FP_20,Albania,ALPHYDMHI3,hydro,inside,2049,1979.7
FP_20,Albania,ALPHYDMHI3,hydro,inside,2050,2021.56
FP_20,Albania,ALPHYDMHI4,hydro,inside,2021,1170.33
FP_20,Albania,ALPHYDMHI4,hydro,inside,2022,1170.33
FP_20,Albania,ALPHYDMHI4,hydro,inside,2023,1170.33
FP_20,Albania,ALPHYDMHI4,hydro,inside,2024,1004.11
FP_20,Albania,ALPHYDMHI4,hydro,inside,2025,1170.78
FP_20,Albania,ALPHYDMHI4,hydro,inside,2026,1197.86
FP_20,Albania,ALPHYDMHI4,hydro,inside,2027,1143.7
FP_20,Albania,ALPHYDMHI4,hydro,inside,2028,1170.78
FP_20,Albania,ALPHYDMHI4,hydro,inside,2029,1197.86
FP_20,Albania,ALPHYDMHI4,hydro,inside,2030,1143.7
FP_20,Albania,ALPHYDMHI4,hydro,inside,2031,1197.86
FP_20,Albania,ALPHYDMHI4,hydro,inside,2032,1143.7
FP_20,Albania,ALPHYDMHI4,hydro,inside,2033,1197.86
FP_20,Albania,ALPHYDMHI4,hydro,inside,2034,1309.75
FP_20,Albania,ALPHYDMHI4,hydro,inside,2035,1170.33
FP_20,Albania,ALPHYDMHI4,hydro,inside,2036,1175.06
FP_20,Albania,ALPHYDMHI4,hydro,inside,2037,1171.61
FP_20,Albania,ALPHYDMHI4,hydro,inside,2038,1173.92
FP_20,Albania,ALPHYDMHI4,hydro,inside,2039,1156.64
FP_20,Albania,ALPHYDMHI4,hydro,inside,2040,1159.92
FP_20,Albania,ALPHYDMHI4,hydro,inside,2041,1172.81
FP_20,Albania,ALPHYDMHI4,hydro,inside,2042,1174.2
FP_20,Albania,ALPHYDMHI4,hydro,inside,2043,1171.97
FP_20,Albania,ALPHYDMHI4,hydro,inside,2044,1164.97
FP_20,Albania,ALPHYDMHI4,hydro,inside,2045,1161.28
FP_20,Albania,ALPHYDMHI4,hydro,inside,2046,1146.2
FP_20,Albania,ALPHYDMHI4,hydro,inside,2047,1133.33
FP_20,Albania,ALPHYDMHI4,hydro,inside,2048,1153.03
FP_20,Albania,ALPHYDMHI4,hydro,inside,2049,1115.03
FP_20,Albania,ALPHYDMHI4,hydro,inside,2050,1137.25
FP_20,Albania,ALPHYDMHO0,hydro,outside,2021,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2022,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2023,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2024,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2025,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2026,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2027,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2028,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2029,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2030,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2031,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2032,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2033,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2034,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2035,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2036,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2037,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2038,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2039,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2040,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2041,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2042,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2043,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2044,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2045,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2046,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2047,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2048,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2049,374.28
FP_20,Albania,ALPHYDMHO0,hydro,outside,2050,374.28
FP_20,Albania,ALPHYDMNI1,hydro,inside,2025,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2026,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2027,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2028,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2029,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2030,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2031,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2032,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2033,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2034,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2035,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2036,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2037,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2038,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2039,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2040,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2041,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2042,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2043,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2044,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2045,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2046,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2047,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2048,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2049,549.61
FP_20,Albania,ALPHYDMNI1,hydro,inside,2050,549.61
FP_20,Albania,ALPHYDMNO0,hydro,outside,2021,947.81
FP_20,Albania,ALPHYDMNO0,hydro,outside,2022,947.81
FP_20,Albania,ALPHYDMNO0,hydro,outside,2023,1201.47
FP_20,Albania,ALPHYDMNO0,hydro,outside,2024,1201.47
FP_20,Albania,ALPHYDMNO0,hydro,outside,2025,1201.47
FP_20,Albania,ALPHYDMNO0,hydro,outside,2026,1201.47
FP_20,Albania,ALPHYDMNO0,hydro,outside,2027,1201.47
FP_20,Albania,ALPHYDMNO0,hydro,outside,2028,1201.47
FP_20,Albania,ALPHYDMNO0,hydro,outside,2029,1201.47
FP_20,Albania,ALPHYDMNO0,hydro,outside,2030,1201.47
FP_20,Albania,ALPHYDMNO0,hydro,outside,2031,1201.47
FP_20,Albania,ALPHYDMNO0,hydro,outside,2032,1201.47
FP_20,Albania,ALPHYDMNO0,hydro,outside,2033,1201.47
FP_20,Albania,ALPHYDMNO0,hydro,outside,2034,1201.47
FP_20,Albania,ALPHYDMNO0,hydro,outside,2035,1201.47
FP_20,Albania,ALPHYDMNO0,hydro,outside,2036,1201.47
FP_20,Albania,ALPHYDMNO0,hydro,outside,2037,1201.47
FP_20,Albania,ALPHYDMNO0,hydro,outside,2038,1201.47
FP_20,Albania,ALPHYDMNO0,hydro,outside,2039,1201.47
