scenario,country,tech,type,location,year,value
RCP45,Albania,ALPHYDMHI0,hydro,inside,2021,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2022,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2023,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2024,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2025,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2026,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2027,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2028,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2029,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2030,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2031,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2032,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2033,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2034,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2035,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2036,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2037,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2038,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2039,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2040,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2041,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2042,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2043,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2044,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2045,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2046,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2047,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2048,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2049,42.06
RCP45,Albania,ALPHYDMHI0,hydro,inside,2050,42.06
RCP45,Albania,ALPHYDMHI2,hydro,inside,2021,1110.31
RCP45,Albania,ALPHYDMHI2,hydro,inside,2022,1332.72
RCP45,Albania,ALPHYDMHI2,hydro,inside,2023,893.06
RCP45,Albania,ALPHYDMHI2,hydro,inside,2024,1082.14
RCP45,Albania,ALPHYDMHI2,hydro,inside,2025,1321.56
RCP45,Albania,ALPHYDMHI2,hydro,inside,2026,1432.5
RCP45,Albania,ALPHYDMHI2,hydro,inside,2027,1387.89
RCP45,Albania,ALPHYDMHI2,hydro,inside,2028,1193.72
RCP45,Albania,ALPHYDMHI2,hydro,inside,2029,1249.2
RCP45,Albania,ALPHYDMHI2,hydro,inside,2030,1184.83
RCP45,Albania,ALPHYDMHI2,hydro,inside,2031,1101.53
RCP45,Albania,ALPHYDMHI2,hydro,inside,2032,1156.72
RCP45,Albania,ALPHYDMHI2,hydro,inside,2033,1393.89
RCP45,Albania,ALPHYDMHI2,hydro,inside,2034,1134.64
RCP45,Albania,ALPHYDMHI2,hydro,inside,2035,975.95
RCP45,Albania,ALPHYDMHI2,hydro,inside,2036,1329.72
RCP45,Albania,ALPHYDMHI2,hydro,inside,2037,1236.39
RCP45,Albania,ALPHYDMHI2,hydro,inside,2038,1025.22
RCP45,Albania,ALPHYDMHI2,hydro,inside,2039,1129.97
RCP45,Albania,ALPHYDMHI2,hydro,inside,2040,1410.42
RCP45,Albania,ALPHYDMHI2,hydro,inside,2041,1462.25
RCP45,Albania,ALPHYDMHI2,hydro,inside,2042,1102.36
RCP45,Albania,ALPHYDMHI2,hydro,inside,2043,1050.67
RCP45,Albania,ALPHYDMHI2,hydro,inside,2044,2257.7
RCP45,Albania,ALPHYDMHI2,hydro,inside,2045,1246.95
RCP45,Albania,ALPHYDMHI2,hydro,inside,2046,1197.53
RCP45,Albania,ALPHYDMHI2,hydro,inside,2047,1766.42
RCP45,Albania,ALPHYDMHI2,hydro,inside,2048,1195.0
RCP45,Albania,ALPHYDMHI2,hydro,inside,2049,1186.22
RCP45,Albania,ALPHYDMHI2,hydro,inside,2050,981.75
RCP45,Albania,ALPHYDMHI3,hydro,inside,2021,1417.2
RCP45,Albania,ALPHYDMHI3,hydro,inside,2022,1565.06
RCP45,Albania,ALPHYDMHI3,hydro,inside,2023,1173.97
RCP45,Albania,ALPHYDMHI3,hydro,inside,2024,1374.89
RCP45,Albania,ALPHYDMHI3,hydro,inside,2025,1554.61
RCP45,Albania,ALPHYDMHI3,hydro,inside,2026,1668.14
RCP45,Albania,ALPHYDMHI3,hydro,inside,2027,1634.97
RCP45,Albania,ALPHYDMHI3,hydro,inside,2028,1436.17
RCP45,Albania,ALPHYDMHI3,hydro,inside,2029,1508.78
RCP45,Albania,ALPHYDMHI3,hydro,inside,2030,1432.5
RCP45,Albania,ALPHYDMHI3,hydro,inside,2031,1380.81
RCP45,Albania,ALPHYDMHI3,hydro,inside,2032,1405.56
RCP45,Albania,ALPHYDMHI3,hydro,inside,2033,1607.58
RCP45,Albania,ALPHYDMHI3,hydro,inside,2034,1377.28
RCP45,Albania,ALPHYDMHI3,hydro,inside,2035,1280.28
RCP45,Albania,ALPHYDMHI3,hydro,inside,2036,1610.97
RCP45,Albania,ALPHYDMHI3,hydro,inside,2037,1519.56
RCP45,Albania,ALPHYDMHI3,hydro,inside,2038,1249.25
RCP45,Albania,ALPHYDMHI3,hydro,inside,2039,1339.03
RCP45,Albania,ALPHYDMHI3,hydro,inside,2040,1674.89
RCP45,Albania,ALPHYDMHI3,hydro,inside,2041,1632.56
RCP45,Albania,ALPHYDMHI3,hydro,inside,2042,1350.64
RCP45,Albania,ALPHYDMHI3,hydro,inside,2043,1339.92
RCP45,Albania,ALPHYDMHI3,hydro,inside,2044,2472.95
RCP45,Albania,ALPHYDMHI3,hydro,inside,2045,1525.5
RCP45,Albania,ALPHYDMHI3,hydro,inside,2046,1503.5
RCP45,Albania,ALPHYDMHI3,hydro,inside,2047,1984.72
RCP45,Albania,ALPHYDMHI3,hydro,inside,2048,1513.39
RCP45,Albania,ALPHYDMHI3,hydro,inside,2049,1446.03
RCP45,Albania,ALPHYDMHI3,hydro,inside,2050,1274.25
RCP45,Albania,ALPHYDMHI4,hydro,inside,2021,741.06
RCP45,Albania,ALPHYDMHI4,hydro,inside,2022,767.2
RCP45,Albania,ALPHYDMHI4,hydro,inside,2023,574.5
RCP45,Albania,ALPHYDMHI4,hydro,inside,2024,719.83
RCP45,Albania,ALPHYDMHI4,hydro,inside,2025,791.11
RCP45,Albania,ALPHYDMHI4,hydro,inside,2026,844.72
RCP45,Albania,ALPHYDMHI4,hydro,inside,2027,850.83
RCP45,Albania,ALPHYDMHI4,hydro,inside,2028,721.97
RCP45,Albania,ALPHYDMHI4,hydro,inside,2029,755.08
RCP45,Albania,ALPHYDMHI4,hydro,inside,2030,718.28
RCP45,Albania,ALPHYDMHI4,hydro,inside,2031,697.33
RCP45,Albania,ALPHYDMHI4,hydro,inside,2032,690.17
RCP45,Albania,ALPHYDMHI4,hydro,inside,2033,823.22
RCP45,Albania,ALPHYDMHI4,hydro,inside,2034,655.22
RCP45,Albania,ALPHYDMHI4,hydro,inside,2035,673.14
RCP45,Albania,ALPHYDMHI4,hydro,inside,2036,821.0
RCP45,Albania,ALPHYDMHI4,hydro,inside,2037,780.64
RCP45,Albania,ALPHYDMHI4,hydro,inside,2038,607.81
RCP45,Albania,ALPHYDMHI4,hydro,inside,2039,683.22
RCP45,Albania,ALPHYDMHI4,hydro,inside,2040,854.78
RCP45,Albania,ALPHYDMHI4,hydro,inside,2041,828.78
RCP45,Albania,ALPHYDMHI4,hydro,inside,2042,665.36
RCP45,Albania,ALPHYDMHI4,hydro,inside,2043,658.22
RCP45,Albania,ALPHYDMHI4,hydro,inside,2044,1286.53
RCP45,Albania,ALPHYDMHI4,hydro,inside,2045,780.95
RCP45,Albania,ALPHYDMHI4,hydro,inside,2046,768.36
RCP45,Albania,ALPHYDMHI4,hydro,inside,2047,997.75
RCP45,Albania,ALPHYDMHI4,hydro,inside,2048,767.45
RCP45,Albania,ALPHYDMHI4,hydro,inside,2049,726.81
RCP45,Albania,ALPHYDMHI4,hydro,inside,2050,635.03
RCP45,Albania,ALPHYDMHO0,hydro,outside,2021,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2022,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2023,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2024,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2025,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2026,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2027,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2028,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2029,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2030,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2031,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2032,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2033,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2034,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2035,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2036,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2037,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2038,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2039,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2040,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2041,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2042,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2043,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2044,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2045,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2046,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2047,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2048,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2049,374.28
RCP45,Albania,ALPHYDMHO0,hydro,outside,2050,374.28
RCP45,Albania,ALPHYDMNI1,hydro,inside,2025,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2026,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2027,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2028,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2029,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2030,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2031,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2032,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2033,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2034,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2035,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2036,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2037,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2038,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2039,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2040,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2041,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2042,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2043,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2044,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2045,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2046,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2047,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2048,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2049,549.61
RCP45,Albania,ALPHYDMNI1,hydro,inside,2050,549.61
RCP45,Albania,ALPHYDMNO0,hydro,outside,2021,947.81
RCP45,Albania,ALPHYDMNO0,hydro,outside,2022,947.81
RCP45,Albania,ALPHYDMNO0,hydro,outside,2023,1201.47
RCP45,Albania,ALPHYDMNO0,hydro,outside,2024,1201.47
RCP45,Albania,ALPHYDMNO0,hydro,outside,2025,1201.47
RCP45,Albania,ALPHYDMNO0,hydro,outside,2026,1201.47
RCP45,Albania,ALPHYDMNO0,hydro,outside,2027,1201.47
RCP45,Albania,ALPHYDMNO0,hydro,outside,2028,1201.47
RCP45,Albania,ALPHYDMNO0,hydro,outside,2029,1201.47
RCP45,Albania,ALPHYDMNO0,hydro,outside,2030,1201.47
RCP45,Albania,ALPHYDMNO0,hydro,outside,2031,1201.47
RCP45,Albania,ALPHYDMNO0,hydro,outside,2032,1201.47
RCP45,Albania,ALPHYDMNO0,hydro,outside,2033,1201.47
RCP45,Albania,ALPHYDMNO0,hydro,outside,2034,1201.47
RCP45,Albania,ALPHYDMNO0,hydro,outside,2035,1201.47
RCP45,Albania,ALPHYDMNO0,hydro,outside,2036,1201.47
RCP45,Albania,ALPHYDMNO0,hydro,outside,2037,1201.47
RCP45,Albania,ALPHYDMNO0,hydro,outside,2038,1201.47
RCP45,Albania,ALPHYDMNO0,hydro,outside,2039,1201.47
RCP45,Albania,ALPHYDMNO0,hydro,outside,2040,1201.47
RCP45,Albania,ALPHYDMNO0,hydro,outside,2041,1201.47
RCP45,Albania,ALPHYDMNO0,hydro,outside,2042,1201.47
