scenario,country,tech,type,location,year,value
FP_05,Albania,ALPHYDMHI0,hydro,inside,2021,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2022,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2023,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2024,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2025,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2026,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2027,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2028,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2029,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2030,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2031,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2032,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2033,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2034,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2035,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2036,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2037,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2038,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2039,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2040,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2041,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2042,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2043,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2044,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2045,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2046,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2047,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2048,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2049,42.06
FP_05,Albania,ALPHYDMHI0,hydro,inside,2050,42.06
FP_05,Albania,ALPHYDMHI2,hydro,inside,2021,1814.89
FP_05,Albania,ALPHYDMHI2,hydro,inside,2022,1807.92
