scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP26,ALCWTCT2DD,1,0.203,0.265,0.156,0.253,0.136,0.152,0.137,0.147,0.383,0.265,0.216,0.374,0.303,0.543,0.594,0.219,0.166,0.072,0.108,0.358,0.179,0.084,0.309,0.338,0.231,0.723,0.229,0.251,0.165,0.103,0.59,0.087,0.481,0.244,0.175,0.192
RCP26,ALCWTCT2DD,2,0.191,0.322,0.304,0.232,0.143,0.188,0.083,0.29,0.226,0.688,0.34,0.265,0.309,0.466,0.435,0.528,0.165,0.079,0.069,0.177,0.149,0.093,0.31,0.278,0.114,0.555,0.147,0.189,0.127,0.091,0.641,0.093,0.414,0.164,0.15,0.311
RCP26,ALCWTCT2DD,3,0.111,0.222,0.199,0.172,0.166,0.188,0.086,0.168,0.236,0.598,0.454,0.189,0.248,0.3,0.286,0.449,0.188,0.096,0.064,0.312,0.137,0.171,0.213,0.388,0.149,0.229,0.323,0.151,0.174,0.06,0.299,0.2,0.248,0.165,0.119,0.243
RCP26,ALCWTCT2DD,4,0.073,0.357,0.145,0.183,0.158,0.129,0.148,0.195,0.6,0.28,0.285,0.221,0.312,0.521,0.229,0.251,0.164,0.21,0.11,0.391,0.172,0.115,0.123,0.25,0.243,0.171,0.289,0.254,0.129,0.08,0.155,0.186,0.163,0.164,0.212,0.229
RCP26,ALCWTCT2DD,5,0.075,0.169,0.159,0.189,0.133,0.222,0.104,0.287,0.44,0.381,0.437,0.225,0.184,0.251,0.151,0.284,0.113,0.174,0.141,0.298,0.162,0.157,0.253,0.427,0.303,0.227,0.685,0.403,0.092,0.298,0.175,0.169,0.239,0.107,0.311,0.136
RCP26,ALCWTCT2DD,6,0.27,0.163,0.339,0.182,0.123,0.384,0.073,0.204,0.216,0.411,0.207,0.189,0.124,0.169,0.142,0.286,0.064,0.131,0.094,0.194,0.143,0.222,0.448,0.872,0.264,0.246,0.545,0.194,0.069,0.203,0.277,0.116,0.712,0.275,0.388,0.248
RCP26,ALCWTCT2DD,7,0.274,0.115,0.326,0.177,0.144,0.209,0.055,0.228,0.18,0.179,0.122,0.153,0.082,0.143,0.202,0.276,0.088,0.105,0.179,0.283,0.183,0.245,0.418,0.318,0.28,0.316,0.369,0.15,0.095,0.181,0.225,0.115,0.389,0.581,0.365,0.276
RCP26,ALCWTCT2DD,8,0.311,0.163,0.246,0.305,0.306,0.157,0.065,0.455,0.204,0.132,0.218,0.274,0.184,0.239,0.411,0.295,0.358,0.182,0.155,0.178,0.275,0.165,0.419,0.636,0.31,0.247,0.458,0.112,0.143,0.358,0.255,0.244,0.243,0.5,0.386,0.302
RCP26,ALCWTCT2DD,9,0.248,0.257,0.227,0.313,0.258,0.393,0.089,0.416,0.144,0.107,0.191,0.333,0.175,0.404,0.392,0.331,0.438,0.526,0.127,0.145,0.303,0.192,0.41,0.826,0.242,0.238,0.385,0.104,0.4,0.522,0.201,0.239,0.236,0.456,0.887,0.313
RCP26,ALCWTCT2DD,10,0.211,0.185,0.223,0.393,0.272,0.515,0.3,0.631,0.133,0.173,0.227,0.412,0.231,0.537,0.42,0.487,0.4,0.339,0.163,0.22,1.519,0.176,0.731,0.561,0.195,0.304,0.407,0.069,0.295,0.702,0.2,0.519,0.28,0.532,0.526,1.008
