scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP26,MKCWTCT2BD,1,0.369,0.349,0.256,0.498,0.286,0.274,0.247,0.308,1.065,0.723,0.423,0.541,0.389,0.919,0.914,0.493,0.286,0.216,0.284,0.784,0.312,0.206,0.97,0.427,0.398,1.093,0.399,0.507,0.232,0.206,0.717,0.177,0.801,0.386,0.266,0.216
RCP26,MKCWTCT2BD,2,0.336,0.457,0.309,0.489,1.092,0.233,0.156,1.083,0.45,1.03,0.665,0.446,0.539,1.088,0.552,1.038,0.25,0.236,0.187,0.391,0.273,0.141,0.97,0.504,0.284,0.739,0.219,0.408,0.178,0.147,0.693,0.142,0.766,0.296,0.328,0.336
RCP26,MKCWTCT2BD,3,0.249,0.452,0.257,0.337,0.594,0.307,0.121,0.389,0.592,0.836,0.992,0.331,0.509,0.726,0.418,1.355,0.342,0.255,0.151,0.724,0.284,0.337,0.48,1.284,0.354,0.375,0.829,0.256,0.271,0.101,0.449,0.255,0.533,0.258,0.267,0.449
RCP26,MKCWTCT2BD,4,0.203,0.533,0.187,0.266,0.437,0.254,0.268,0.356,1.354,0.469,0.676,0.68,0.812,0.898,0.344,0.57,0.31,0.603,0.259,0.761,0.427,0.248,0.307,0.635,0.501,0.347,0.838,0.417,0.219,0.084,0.262,0.313,0.393,0.416,0.509,0.661
RCP26,MKCWTCT2BD,5,0.144,0.29,0.586,0.41,0.349,0.399,0.255,0.51,0.849,0.829,0.499,0.53,0.454,0.498,0.26,0.538,0.226,0.559,0.372,0.493,0.443,0.302,0.388,0.675,0.543,0.461,0.979,0.961,0.155,0.068,0.241,0.313,0.54,0.402,0.408,0.446
RCP26,MKCWTCT2BD,6,0.237,0.273,0.733,0.501,0.256,0.838,0.218,0.49,0.508,0.595,0.295,0.538,0.321,0.28,0.397,0.683,0.162,0.301,0.3,0.295,0.444,0.425,0.881,1.288,0.657,0.444,0.842,0.488,0.121,0.172,0.574,0.284,0.682,0.417,0.708,0.519
RCP26,MKCWTCT2BD,7,0.512,0.232,0.799,0.456,0.274,0.557,0.177,0.677,0.506,0.297,0.199,0.414,0.223,0.198,0.48,0.575,0.266,0.237,0.302,0.309,0.612,0.425,0.785,0.591,0.84,0.377,0.513,0.296,0.177,0.248,0.457,0.242,0.667,1.069,0.723,0.689
RCP26,MKCWTCT2BD,8,0.605,0.351,0.603,0.744,0.532,0.359,0.128,1.138,0.413,0.211,0.197,0.508,0.356,0.344,0.767,0.723,0.607,0.317,0.358,0.274,0.761,0.331,0.477,1.331,0.696,0.359,0.593,0.226,0.3,0.519,0.344,0.568,0.617,1.212,0.741,0.605
RCP26,MKCWTCT2BD,9,0.421,0.644,0.559,0.705,0.579,0.544,0.298,0.965,0.31,0.196,0.323,0.855,0.375,0.467,0.51,0.947,0.701,0.688,0.403,0.291,0.798,0.298,0.808,1.311,0.486,0.307,0.63,0.226,0.756,0.991,0.312,0.63,0.593,0.817,1.742,0.923
RCP26,MKCWTCT2BD,10,0.261,0.435,0.374,0.691,0.514,0.902,0.524,1.265,0.359,0.754,0.511,1.126,0.391,0.306,0.344,1.215,0.706,0.485,0.308,0.433,1.732,0.224,0.966,0.786,0.333,0.499,0.793,0.191,0.535,0.925,0.483,1.004,0.64,0.941,0.97,1.701
RCP26,MKCWTCT2BD,11,0.353,0.741,0.451,1.305,1.234,0.844,0.563,1.44,0.312,0.893,0.531,0.73,0.548,0.194,0.25,0.977,0.541,0.296,0.742,0.275,1.041,0.361,0.513,0.539,0.452,0.576,0.551,0.246,0.458,0.701,0.464,1.177,1.071,0.76,0.621,1.501
RCP26,MKCWTCT2BD,12,0.809,0.893,0.335,1.265,1.488,0.672,0.721,1.136,0.452,0.823,0.706,0.664,0.382,0.199,0.35,1.312,0.585,0.202,0.902,0.207,0.68,0.315,0.392,0.692,0.828,0.844,0.56,0.518,0.335,0.424,0.556,0.974,0.738,0.822,0.552,0.997
RCP26,MKCWTCT2BD,13,0.763,0.6,0.379,0.777,1.376,0.79,1.261,0.829,0.722,0.517,1.015,0.449,0.317,0.247,0.279,1.132,0.458,0.748,0.775,0.811,0.643,0.268,0.341,0.822,0.737,0.526,0.504,0.481,0.792,0.28,0.603,0.986,0.388,0.432,0.542,0.514
RCP26,MKCWTCT2BD,14,1.824,0.481,0.388,0.873,0.865,0.809,0.829,0.952,0.837,0.53,0.835,0.81,0.606,0.428,0.169,0.781,0.532,0.603,1.216,1.14,0.671,0.302,0.308,0.761,0.357,0.47,0.79,0.533,0.522,0.217,0.516,0.831,0.451,0.302,0.499,0.455
RCP26,MKCWTCT2BD,15,1.498,0.486,0.296,0.839,0.688,0.65,0.614,0.871,0.735,0.664,0.633,1.274,0.594,0.604,0.11,0.496,0.793,0.728,1.381,1.124,0.451,0.393,0.21,1.183,0.407,0.58,0.499,0.393,0.432,0.13,0.605,0.583,0.505,0.259,0.465,0.542
RCP26,MKCWTCT2BD,16,1.033,0.343,0.231,0.473,0.46,0.742,0.712,0.913,0.68,0.408,0.419,1.04,0.464,0.245,0.09,0.495,0.695,0.696,1.163,0.687,0.861,0.564,0.232,0.972,0.247,0.486,0.494,0.515,0.831,0.104,0.515,0.328,0.929,0.423,0.681,0.436
RCP26,MKCWTCT2BD,17,0.635,0.422,0.497,0.371,0.337,0.517,0.476,0.595,0.463,0.267,0.542,0.649,0.499,0.128,0.586,0.553,0.728,0.392,0.845,0.555,0.96,0.579,0.249,0.552,0.163,0.515,0.452,0.485,0.683,0.2,0.892,0.415,0.781,0.527,0.564,0.49
RCP26,MKCWTCT2BD,18,0.399,0.297,0.395,0.418,0.178,0.261,0.273,0.688,0.591,0.308,0.426,0.478,0.427,0.089,0.344,0.522,0.856,0.418,0.798,0.547,1.631,0.409,0.4,0.563,0.112,0.539,0.442,0.402,0.489,0.244,0.928,0.79,0.655,0.453,0.391,0.63
