scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP85,ALCWTCT2DD,1,0.092,0.274,0.154,0.087,0.099,0.151,0.218,0.308,0.428,0.154,0.207,0.329,0.427,0.271,0.538,0.205,0.194,0.216,0.18,0.379,0.198,0.224,0.288,0.274,0.279,0.327,0.411,0.463,0.576,0.21,0.283,0.227,0.206,0.313,0.422,0.224
RCP85,ALCWTCT2DD,2,0.089,0.254,0.261,0.063,0.055,0.146,0.149,0.327,0.282,0.198,0.207,0.213,0.329,0.383,0.326,0.28,0.251,0.151,0.279,0.26,0.125,0.257,0.327,0.262,0.198,0.294,0.184,0.245,0.405,0.393,0.338,0.372,0.215,0.361,0.445,0.157
RCP85,ALCWTCT2DD,3,0.287,0.38,0.317,0.311,0.128,0.126,0.118,0.26,0.239,0.225,0.122,0.159,0.328,0.253,0.32,0.43,0.157,0.126,0.261,0.184,0.142,0.224,0.312,0.161,0.199,0.313,0.174,0.287,0.296,0.488,0.202,0.521,0.327,0.296,0.299,0.209
RCP85,ALCWTCT2DD,4,0.24,0.343,0.23,0.214,0.211,0.141,0.184,0.213,0.411,0.148,0.106,0.188,0.258,0.168,0.196,0.243,0.167,0.153,0.182,0.293,0.148,0.186,0.194,0.194,0.45,0.453,0.187,0.291,0.266,0.609,0.193,0.49,0.34,0.174,0.168,0.163
RCP85,ALCWTCT2DD,5,0.704,0.312,0.205,0.194,0.179,0.181,0.248,0.277,0.639,0.089,0.149,0.165,0.252,0.19,0.247,0.428,0.199,0.153,0.18,0.504,0.162,0.119,0.132,0.17,0.47,0.312,0.379,0.261,0.24,0.339,0.216,0.433,0.19,0.244,0.216,0.215
RCP85,ALCWTCT2DD,6,0.442,0.308,0.316,0.454,0.312,0.269,0.333,0.341,0.296,0.06,0.125,0.129,0.303,0.319,0.237,0.314,0.227,0.208,0.2,0.465,0.101,0.085,0.21,0.22,0.492,0.482,0.519,0.277,0.567,0.315,0.391,0.305,0.229,0.236,0.25,0.377
RCP85,ALCWTCT2DD,7,0.287,0.241,0.389,0.264,0.371,0.269,0.427,0.42,0.26,0.147,0.135,0.091,0.438,0.221,0.214,0.166,0.395,0.222,0.306,0.45,0.194,0.3,0.234,0.194,0.364,0.573,0.56,0.448,0.573,0.43,0.35,0.323,0.14,0.203,0.197,0.461
RCP85,ALCWTCT2DD,8,0.199,0.313,0.348,0.516,0.327,0.258,0.501,0.245,0.271,0.145,0.203,0.195,0.32,0.281,0.273,0.389,0.256,0.215,0.371,0.355,0.248,0.471,0.309,0.267,0.24,0.456,0.471,0.492,0.518,0.542,0.454,0.425,0.196,0.171,0.245,0.297
RCP85,ALCWTCT2DD,9,0.201,0.54,0.477,0.625,0.204,0.439,0.501,0.208,0.298,0.298,0.328,0.185,0.232,0.259,0.291,0.426,0.248,0.281,0.514,0.359,0.38,0.457,0.47,0.274,0.179,0.261,0.282,0.529,0.555,0.591,0.36,0.437,0.305,0.325,0.246,0.209
RCP85,ALCWTCT2DD,10,0.394,0.617,0.409,0.35,0.223,0.37,0.313,0.296,0.624,0.278,0.34,0.23,0.532,0.361,0.27,0.522,0.681,0.21,0.529,0.524,0.381,0.581,0.354,0.428,0.172,0.174,0.373,0.462,0.397,0.384,0.397,0.334,0.302,0.247,0.368,0.5
RCP85,ALCWTCT2DD,11,0.279,0.417,0.57,0.483,0.272,0.283,0.47,0.608,0.615,0.244,0.281,0.239,0.448,0.455,0.4,0.806,0.965,0.437,0.399,0.642,0.495,0.703,0.532,0.427,0.199,0.243,0.424,0.636,0.324,0.598,0.752,0.468,0.2,0.498,0.674,0.404
RCP85,ALCWTCT2DD,12,0.502,0.516,1.128,0.708,0.311,0.456,0.435,0.652,0.799,0.367,0.365,0.314,0.651,0.52,0.389,1.143,0.452,0.466,0.447,0.419,0.763,0.717,0.69,0.428,0.379,0.578,0.536,0.769,0.69,0.518,0.741,0.557,0.309,0.607,0.544,0.369
RCP85,ALCWTCT2DD,13,0.659,0.43,0.834,0.598,0.575,0.331,0.458,0.828,0.821,0.491,0.462,0.285,0.801,0.698,0.426,0.768,0.474,0.74,0.345,0.408,0.605,0.595,0.717,0.255,0.36,0.662,0.589,0.717,1.187,0.379,0.658,0.701,0.364,0.438,0.445,0.467
