scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP85,ALCWTRS1DD,1,0.425,0.537,0.503,0.437,0.454,0.446,0.421,0.454,0.798,0.636,0.485,0.802,0.947,0.498,0.748,0.387,0.454,0.665,0.411,0.457,0.489,0.506,0.597,0.511,0.521,0.519,0.844,0.974,1.47,0.539,0.548,0.581,0.671,0.536,0.535,0.639
RCP85,ALCWTRS1DD,2,0.462,0.544,0.662,0.398,0.453,0.453,0.395,0.541,0.866,0.66,0.478,0.721,0.772,0.528,0.71,0.432,0.396,0.595,0.453,0.588,0.458,0.503,0.776,0.509,0.523,0.605,0.73,0.715,1.387,0.646,0.663,0.609,0.551,0.575,0.497,0.572
RCP85,ALCWTRS1DD,3,0.766,0.643,1.05,0.427,0.453,0.462,0.424,0.618,0.804,0.675,0.478,0.596,0.887,0.543,0.745,0.452,0.382,0.456,0.453,0.632,0.453,0.512,0.776,0.507,0.59,0.546,0.531,0.642,1.166,0.725,0.651,0.664,0.547,0.581,0.566,0.556
RCP85,ALCWTRS1DD,4,0.89,0.96,0.684,0.562,0.702,0.478,0.402,0.743,0.867,0.586,0.442,0.5,0.751,0.53,0.637,0.528,0.375,0.434,0.391,0.584,0.453,0.505,0.713,0.538,0.676,0.441,0.532,0.707,1.085,0.954,0.602,0.799,0.674,0.599,0.534,0.538
RCP85,ALCWTRS1DD,5,0.848,1.02,0.639,0.553,0.611,0.45,0.452,0.915,1.098,0.482,0.539,0.507,0.699,0.507,0.622,0.72,0.388,0.471,0.453,0.901,0.507,0.513,0.564,0.518,1.02,0.43,0.774,0.756,0.918,0.907,0.592,0.887,0.601,0.685,0.532,0.666
RCP85,ALCWTRS1DD,6,0.942,0.884,0.706,0.671,0.586,0.663,0.524,0.826,0.917,0.439,0.584,0.521,0.584,0.584,0.762,0.733,0.431,0.503,0.437,0.772,0.491,0.465,0.648,0.537,1.007,0.655,0.881,0.84,1.121,0.719,0.669,0.714,0.7,0.673,0.504,0.666
RCP85,ALCWTRS1DD,7,0.787,0.839,0.602,0.691,0.722,0.833,0.609,0.696,0.676,0.479,0.551,0.445,0.867,0.601,0.614,0.574,0.801,0.485,0.433,0.714,0.472,0.58,0.563,0.622,0.806,0.777,0.974,1.245,1.769,0.97,0.695,0.681,0.6,0.731,0.478,0.633
RCP85,ALCWTRS1DD,8,0.611,0.769,0.648,0.69,0.85,0.668,0.754,0.705,0.57,0.498,0.594,0.463,0.834,0.546,0.547,0.571,0.739,0.481,0.544,0.601,0.559,0.916,0.54,0.603,0.652,0.734,0.839,1.034,1.454,0.999,0.679,0.734,0.495,0.591,0.522,0.52
RCP85,ALCWTRS1DD,9,0.502,0.921,0.924,1.042,0.618,0.631,0.896,0.867,0.525,0.471,0.655,0.453,0.849,0.68,0.513,0.669,0.633,0.694,0.599,0.548,0.539,1.023,0.567,0.572,0.564,0.574,0.824,0.804,1.091,0.916,0.694,0.707,0.605,0.648,0.544,0.495
RCP85,ALCWTRS1DD,10,0.568,1.084,0.869,0.809,0.58,0.775,0.776,0.833,0.672,0.576,0.681,0.524,0.776,0.927,0.462,0.661,0.645,0.638,0.515,0.554,0.508,0.952,0.549,0.691,0.495,0.471,0.851,0.94,0.842,0.687,0.683,0.563,0.703,0.645,0.599,0.638
RCP85,ALCWTRS1DD,11,0.538,0.774,0.797,0.854,0.576,0.713,0.714,0.773,0.786,0.761,0.582,0.66,0.891,0.787,0.453,0.875,0.815,0.672,0.402,0.521,0.854,0.927,0.54,0.659,0.459,0.459,0.792,0.892,0.776,0.696,0.625,0.481,0.646,0.55,0.728,0.936
RCP85,ALCWTRS1DD,12,0.456,0.602,0.769,1.033,0.514,0.656,0.849,0.698,0.773,0.904,0.629,0.748,0.781,0.663,0.453,0.964,0.613,0.631,0.407,0.477,1.044,0.911,0.741,0.553,0.471,0.497,0.85,0.797,1.049,0.792,0.655,0.531,0.56,0.484,0.708,0.88
RCP85,ALCWTRS1DD,13,0.435,0.527,0.619,0.882,0.564,0.628,0.728,0.676,0.595,0.939,0.64,0.637,0.843,0.663,0.453,0.685,0.539,0.552,0.497,0.53,1.132,0.977,0.788,0.514,0.537,0.66,0.69,0.695,1.316,0.859,0.606,0.62,0.472,0.48,0.603,0.649
RCP85,ALCWTRS1DD,14,0.46,0.526,0.561,0.702,0.701,0.524,0.564,0.688,0.492,0.872,0.551,0.578,0.703,0.772,0.485,0.582,0.566,0.562,0.496,0.505,0.815,0.652,0.819,0.524,0.509,0.606,0.854,0.581,1.279,0.698,0.561,0.605,0.469,0.474,0.561,0.745
RCP85,ALCWTRS1DD,15,0.393,0.652,0.623,0.637,0.723,0.559,0.548,0.629,0.456,0.615,0.616,0.946,0.563,0.637,0.492,0.605,0.487,0.518,0.502,0.582,0.696,0.514,0.667,0.511,0.505,0.519,0.771,0.486,1.008,0.539,0.554,0.561,0.542,0.462,0.519,0.807
RCP85,ALCWTRS1DD,16,0.334,0.866,0.886,0.579,0.648,0.559,0.499,0.543,0.453,0.563,0.595,1.134,0.524,0.556,0.565,0.624,0.445,0.478,0.42,0.71,0.594,0.47,0.534,0.532,0.487,0.539,0.615,0.466,0.719,0.501,0.537,0.458,0.467,0.453,0.54,0.616
RCP85,ALCWTRS1DD,17,0.332,0.788,0.776,0.493,0.55,0.55,0.461,0.566,0.453,0.607,0.514,0.858,0.622,0.55,0.546,0.735,0.412,0.396,0.456,0.736,0.546,0.488,0.461,0.607,0.606,0.638,0.554,0.509,0.598,0.665,0.553,0.428,0.438,0.453,0.56,0.546
RCP85,ALCWTRS1DD,18,0.405,0.605,0.626,0.426,0.476,0.511,0.454,0.671,0.456,0.627,0.574,0.713,0.555,0.561,0.487,0.678,0.365,0.376,0.379,0.658,0.572,0.514,0.453,0.636,0.568,0.499,0.517,0.475,0.508,0.638,0.531,0.385,0.452,0.453,0.493,0.569
RCP85,ALCWTRS1DD,19,0.354,0.522,0.621,0.416,0.453,0.465,0.448,0.541,0.458,0.669,0.606,0.568,0.475,0.505,0.494,0.716,0.344,0.363,0.378,0.563,0.571,0.497,0.453,0.51,0.44,0.448,0.513,0.453,0.474,0.454,0.465,0.355,0.413,0.428,0.459,0.494
RCP85,ALCWTRS1DD,20,0.347,0.465,0.772,0.394,0.458,0.477,0.396,0.537,0.453,0.517,0.685,0.492,0.57,0.516,0.465,0.534,0.383,0.417,0.332,0.546,0.586,0.423,0.453,0.419,0.377,0.389,0.494,0.453,0.458,0.384,0.452,0.372,0.412,0.37,0.453,0.453
RCP85,ALCWTRS1DD,21,0.369,0.453,0.792,0.382,0.481,0.461,0.468,0.493,0.381,0.394,0.549,0.455,0.574,0.543,0.453,0.509,0.422,0.467,0.333,0.502,0.58,0.37,0.377,0.345,0.351,0.507,0.453,0.453,0.467,0.364,0.379,0.363,0.382,0.367,0.453,0.453
RCP85,ALCWTRS1DD,22,0.339,0.394,0.661,0.398,0.528,0.456,0.477,0.491,0.353,0.349,0.491,0.453,0.474,0.512,0.453,0.504,0.396,0.398,0.379,0.453,0.495,0.268,0.257,0.318,0.373,0.514,0.453,0.461,0.473,0.37,0.438,0.376,0.355,0.358,0.453,0.453
RCP85,ALCWTRS1DD,23,0.285,0.363,0.559,0.373,0.459,0.392,0.435,0.442,0.345,0.423,0.523,0.453,0.453,0.482,0.379,0.47,0.357,0.378,0.363,0.453,0.453,0.336,0.258,0.317,0.42,0.381,0.453,0.401,0.455,0.362,0.379,0.337,0.338,0.36,0.453,0.453
RCP85,ALCWTRS1DD,24,0.326,0.394,0.467,0.368,0.324,0.36,0.373,0.475,0.434,0.41,0.494,0.453,0.428,0.469,0.37,0.453,0.34,0.295,0.313,0.423,0.439,0.305,0.234,0.295,0.239,0.34,0.453,0.265,0.453,0.262,0.367,0.25,0.26,0.348,0.453,0.453
RCP85,ALCWTRS1DD,25,0.255,0.453,0.453,0.356,0.274,0.351,0.353,0.472,0.415,0.35,0.532,0.453,0.427,0.46,0.394,0.453,0.339,0.336,0.27,0.358,0.372,0.273,0.226,0.261,0.198,0.343,0.453,0.346,0.453,0.234,0.348,0.263,0.239,0.347,0.417,0.422
RCP85,ALCWTRS1DD,26,0.278,0.38,0.453,0.415,0.245,0.343,0.349,0.383,0.395,0.337,0.473,0.453,0.386,0.453,0.281,0.453,0.291,0.336,0.247,0.344,0.424,0.284,0.135,0.243,0.134,0.38,0.401,0.345,0.453,0.243,0.341,0.241,0.239,0.304,0.308,0.228
RCP85,ALCWTRS1DD,27,0.278,0.315,0.382,0.378,0.229,0.357,0.224,0.357,0.3,0.245,0.453,0.453,0.351,0.444,0.25,0.408,0.22,0.255,0.193,0.283,0.325,0.279,0.048,0.252,0.118,0.43,0.309,0.35,0.439,0.133,0.35,0.229,0.214,0.089,0.226,0.16
RCP85,ALCWTRS1DD,28,0.207,0.248,0.34,0.326,0.226,0.358,0.117,0.235,0.235,0.267,0.453,0.386,0.253,0.277,0.144,0.346,0.116,0.292,0.123,0.205,0.236,0.139,0.001,0.209,0.118,0.245,0.122,0.323,0.342,0.115,0.224,0.24,0.04,0.001,0.226,0.125
RCP85,ALCWTRS1DD,29,0.067,0.217,0.339,0.299,0.211,0.244,0.131,0.246,0.193,0.301,0.422,0.218,0.227,0.206,0.035,0.341,0.121,0.257,0.116,0.122,0.229,0.128,0.03,0.115,0.135,0.234,0.134,0.247,0.346,0.114,0.144,0.229,0.013,0.0,0.283,0.113
