scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP26,MKCWTRS3DD,21,0.16,0.173,0.511,0.169,0.284,0.266,0.121,0.202,0.522,0.208,0.52,0.252,0.322,0.068,0.138,0.258,0.52,0.222,0.203,0.574,0.525,0.412,0.293,0.282,0.461,0.293,0.533,0.202,0.208,0.146,0.225,0.611,0.204,0.357,0.217,0.346
RCP26,MKCWTRS3DD,22,0.126,0.177,0.31,0.205,0.211,0.281,0.115,0.172,0.43,0.108,0.289,0.267,0.201,0.068,0.092,0.26,0.339,0.241,0.213,0.302,0.439,0.593,0.156,0.208,0.213,0.146,0.51,0.142,0.14,0.31,0.152,0.273,0.173,0.309,0.169,0.283
RCP26,MKCWTRS3DD,23,0.115,0.277,0.347,0.167,0.308,0.208,0.086,0.153,0.277,0.116,0.171,0.203,0.533,0.136,0.1,0.157,0.223,0.192,0.173,0.152,0.321,0.326,0.119,0.173,0.201,0.083,0.346,0.111,0.088,0.305,0.13,0.157,0.234,0.294,0.13,0.252
RCP26,MKCWTRS3DD,24,0.132,0.172,0.287,0.112,0.207,0.162,0.111,0.12,0.312,0.07,0.152,0.186,0.315,0.073,0.08,0.101,0.147,0.389,0.116,0.142,0.227,0.165,0.215,0.14,0.114,0.047,0.33,0.165,0.12,0.125,0.201,0.134,0.145,0.199,0.088,0.159
RCP26,MKCWTRS3DD,25,0.106,0.088,0.154,0.09,0.104,0.063,0.113,0.079,0.295,0.046,0.106,0.131,0.117,0.033,0.143,0.073,0.08,0.41,0.08,0.133,0.178,0.324,0.325,0.147,0.086,0.04,0.276,0.093,0.313,0.059,0.146,0.101,0.054,0.119,0.101,0.093
RCP26,MKCWTRS3DD,26,0.123,0.052,0.128,0.055,0.081,0.039,0.184,0.043,0.18,0.055,0.151,0.098,0.084,0.018,0.152,0.038,0.076,0.407,0.064,0.202,0.155,0.234,0.157,0.129,0.078,0.022,0.216,0.085,0.104,0.034,0.108,0.169,0.034,0.282,0.124,0.063
RCP26,MKCWTRS3DD,27,0.072,0.043,0.126,0.068,0.046,0.017,0.164,0.032,0.134,0.054,0.105,0.096,0.051,0.007,0.047,0.029,0.074,0.227,0.093,0.146,0.154,0.11,0.161,0.062,0.054,0.018,0.11,0.046,0.054,0.038,0.319,0.078,0.023,0.271,0.117,0.053
RCP26,MKCWTRS3DD,28,0.074,0.042,0.098,0.06,0.113,0.014,0.114,0.098,0.088,0.055,0.041,0.037,0.03,0.002,0.074,0.02,0.091,0.131,0.122,0.066,0.145,0.052,0.069,0.06,0.018,0.031,0.084,0.032,0.036,0.033,0.2,0.034,0.043,0.102,0.058,0.065
RCP26,MKCWTRS3DD,29,0.108,0.041,0.167,0.029,0.091,0.015,0.091,0.026,0.062,0.081,0.041,0.078,0.024,0.006,0.032,0.014,0.081,0.185,0.23,0.166,0.109,0.039,0.032,0.083,0.013,0.018,0.138,0.03,0.026,0.017,0.06,0.075,0.025,0.046,0.08,0.052
RCP26,MKCWTRS3DD,30,0.092,0.032,0.104,0.018,0.038,0.034,0.073,0.032,0.123,0.501,0.099,0.029,0.034,0.023,0.011,0.012,0.073,0.158,0.109,0.048,0.077,0.029,0.017,0.06,0.008,0.025,0.05,0.202,0.018,0.028,0.033,0.09,0.163,0.028,0.041,0.038
RCP26,MKCWTRS3DD,31,0.178,0.138,0.076,0.014,0.068,0.19,0.039,0.041,0.102,0.167,0.213,0.014,0.024,0.062,0.006,0.007,0.043,0.072,0.048,0.156,0.036,0.021,0.028,0.066,0.007,0.012,0.05,0.179,0.035,0.074,0.037,0.046,0.044,0.023,0.088,0.019
RCP26,MKCWTRS3DD,32,0.049,0.119,0.078,0.032,0.233,0.052,0.015,0.045,0.053,0.102,0.07,0.016,0.064,0.013,0.088,0.012,0.131,0.131,0.021,0.254,0.024,0.013,0.023,0.143,0.011,0.018,0.074,0.173,0.074,0.065,0.09,0.19,0.031,0.018,0.068,0.015
RCP26,MKCWTRS3DD,33,0.11,0.072,0.191,0.012,0.194,0.048,0.02,0.021,0.042,0.043,0.043,0.018,0.05,0.002,0.068,0.006,0.084,0.096,0.032,0.414,0.106,0.016,0.027,0.073,0.009,0.026,0.093,0.059,0.049,0.056,0.097,0.142,0.04,0.03,0.167,0.015
RCP26,MKCWTRS3DD,34,0.045,0.038,0.121,0.1,0.245,0.024,0.013,0.033,0.044,0.029,0.017,0.013,0.033,0.001,0.069,0.006,0.13,0.042,0.026,0.161,0.266,0.054,0.124,0.058,0.028,0.016,0.052,0.044,0.018,0.027,0.097,0.183,0.074,0.044,0.123,0.022
RCP26,MKCWTRS3DD,35,0.048,0.058,0.18,0.065,0.184,0.015,0.012,0.059,0.078,0.024,0.018,0.014,0.346,0.137,0.059,0.015,0.193,0.042,0.022,0.127,0.122,0.097,0.182,0.051,0.061,0.023,0.072,0.026,0.04,0.192,0.064,0.143,0.039,0.017,0.179,0.023
RCP26,MKCWTRS3DD,36,0.149,0.041,0.123,0.027,0.09,0.097,0.155,0.146,0.09,0.04,0.024,0.152,0.253,0.043,0.096,0.176,0.133,0.071,0.063,0.113,0.19,0.156,0.271,0.146,0.047,0.008,0.491,0.025,0.225,0.773,0.316,0.088,0.115,0.154,0.277,0.024
RCP26,MKCWTRS3DD,37,0.172,0.038,0.081,0.03,0.053,0.125,0.174,0.131,0.088,0.121,0.198,0.303,0.108,0.219,0.426,0.589,0.148,0.168,0.386,0.069,0.216,0.072,0.222,0.248,0.064,0.04,0.712,0.06,0.317,0.261,0.384,0.149,0.065,0.069,0.259,0.102
RCP26,MKCWTRS3DD,38,0.474,0.097,0.063,0.092,0.053,0.055,0.107,0.354,0.087,0.125,0.582,0.392,0.071,0.194,0.373,0.264,0.146,0.084,0.31,0.054,0.124,0.088,0.11,0.56,0.117,0.196,0.661,0.046,0.206,0.207,0.267,0.177,0.035,0.078,0.547,0.451
RCP26,MKCWTRS3DD,39,0.309,0.321,0.074,0.19,0.101,0.03,0.133,0.315,0.277,0.154,0.753,0.266,0.368,0.53,0.328,0.188,0.174,0.167,0.621,0.299,0.071,0.113,0.441,0.224,0.053,0.497,0.309,0.032,0.142,0.132,0.369,0.204,0.022,0.314,0.661,0.199
RCP26,MKCWTRS3DD,40,0.326,0.67,0.324,0.617,0.144,0.21,0.14,0.23,0.228,0.15,0.438,0.11,0.293,0.357,0.368,0.107,0.177,0.335,0.441,0.647,0.247,0.228,0.404,0.12,0.044,0.408,0.266,0.099,0.16,0.548,0.19,0.134,0.054,0.319,0.332,0.226
RCP26,MKCWTRS3DD,41,0.148,0.681,0.724,0.495,0.104,0.294,0.086,0.178,0.365,0.103,0.244,0.256,0.534,0.492,0.532,0.072,0.296,0.459,0.404,0.622,0.729,0.537,0.488,0.076,0.042,0.614,0.339,0.355,0.323,0.253,0.333,0.113,0.315,0.417,0.168,0.277
RCP26,MKCWTRS3DD,42,0.131,0.605,0.854,0.242,0.117,0.123,0.161,0.717,0.341,0.374,0.151,0.3,0.187,0.672,0.343,0.395,0.413,0.2,0.464,0.61,0.439,0.624,0.28,0.169,0.171,0.311,0.762,0.196,0.255,0.227,0.864,0.108,0.513,0.753,0.154,0.234
RCP26,MKCWTRS3DD,43,0.286,0.895,0.953,0.237,0.196,0.088,0.706,0.495,0.138,0.295,0.162,0.211,0.114,0.366,0.226,0.442,0.246,0.157,0.59,0.325,0.226,0.483,0.147,0.208,0.135,0.24,0.693,0.623,0.168,0.222,0.374,0.081,0.254,0.815,0.118,0.391
RCP26,MKCWTRS3DD,44,0.432,1.072,1.322,0.128,0.486,0.243,0.262,0.271,0.156,0.25,0.171,0.495,0.362,0.206,0.36,1.275,0.171,0.207,1.53,0.191,0.279,0.338,0.328,0.181,0.111,0.163,0.427,0.417,0.195,1.374,0.401,0.14,0.187,0.657,0.205,0.179
RCP26,MKCWTRS3DD,45,0.312,1.017,0.856,0.333,0.443,0.381,0.512,0.166,0.119,0.265,0.583,0.255,0.232,0.507,0.583,0.936,0.516,0.226,0.572,1.247,0.416,1.004,0.639,0.187,0.284,0.335,0.472,0.609,0.131,1.915,0.219,0.292,0.132,0.396,0.31,0.218
RCP26,MKCWTRS3DD,46,0.698,0.7,0.656,0.637,0.971,0.383,0.947,0.747,0.208,0.315,1.463,0.183,0.141,1.045,0.533,0.624,0.46,0.371,0.429,1.748,0.359,0.798,0.552,0.168,0.291,1.081,0.406,0.269,0.348,1.053,0.143,1.055,1.199,0.446,0.171,0.232
RCP26,MKCWTRS3DD,47,1.577,0.565,0.445,0.338,1.21,0.373,1.014,1.578,0.179,0.483,0.718,0.166,0.123,1.214,0.858,0.516,1.075,0.363,0.636,1.465,0.44,0.651,0.575,0.169,0.21,0.96,0.704,0.225,0.163,0.496,0.33,0.425,0.95,1.143,0.129,0.212
RCP26,MKCWTRS3DD,48,1.235,0.488,0.706,0.37,0.908,0.448,0.887,1.665,0.403,0.372,0.571,0.277,1.212,0.607,0.664,0.506,1.003,0.423,0.435,1.505,0.513,0.48,0.414,0.16,0.222,1.41,0.617,0.429,0.106,0.402,0.721,0.582,0.806,0.823,0.108,0.219
RCP26,MKCWTRS3DD,49,0.564,0.427,1.145,0.471,0.65,0.451,0.815,1.033,0.709,0.374,0.638,0.224,1.017,0.975,0.631,0.675,0.655,0.34,0.504,1.169,0.528,0.539,0.931,0.146,0.327,0.568,0.557,0.89,0.13,0.49,0.843,0.817,0.733,0.647,0.166,0.224
RCP26,MKCWTRS3DD,50,0.571,0.498,0.749,0.63,0.772,0.342,0.63,1.834,0.742,0.417,0.495,0.355,0.814,1.126,0.745,0.413,0.502,0.598,0.46,0.892,0.548,0.339,0.691,0.356,0.353,0.638,0.733,0.81,0.107,1.051,0.654,0.675,0.877,0.808,0.197,0.371
RCP26,MKCWTRS3DD,51,0.569,0.596,0.501,0.574,0.537,0.275,0.514,0.766,0.378,0.331,0.342,0.475,0.556,0.609,0.944,0.351,0.519,0.641,1.613,0.803,0.357,0.54,0.768,0.658,0.307,0.764,0.682,0.705,0.183,0.89,0.49,1.251,1.385,0.426,0.179,0.304
RCP26,MKCWTRS3DD,52,0.418,0.372,0.586,0.555,0.439,0.307,0.686,1.065,0.703,0.377,0.646,0.313,0.556,0.748,0.724,0.296,0.475,0.373,1.88,0.878,0.286,0.434,0.594,0.752,0.869,0.632,1.464,0.415,0.164,0.837,0.515,1.283,1.182,0.46,0.194,0.457
