scenario,catchment,week,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
RCP26,MKCWTCT1BD,1,0.112,0.145,0.226,0.357,0.181,0.17,0.181,0.357,0.689,0.136,0.204,0.232,0.177,0.357,0.357,0.321,0.137,0.129,0.137,0.359,0.2,0.009,0.206,0.267,0.234,0.357,0.22,0.309,0.152,0.001,0.357,0.138,0.396,0.328,0.233,0.115
RCP26,MKCWTCT1BD,2,0.213,0.251,0.397,0.466,0.243,0.313,0.238,0.321,0.501,0.434,0.379,0.356,0.281,0.592,0.466,0.466,0.234,0.235,0.21,0.468,0.356,0.021,0.268,0.466,0.287,0.466,0.255,0.466,0.245,0.045,0.523,0.243,0.466,0.324,0.411,0.345
RCP26,MKCWTCT1BD,3,0.112,0.25,0.239,0.371,0.171,0.28,0.074,0.162,0.516,0.371,0.371,0.265,0.184,0.541,0.371,0.372,0.201,0.184,0.001,0.655,0.332,0.122,0.147,0.35,0.259,0.214,0.457,0.291,0.245,0.001,0.421,0.141,0.371,0.276,0.301,0.286
RCP26,MKCWTCT1BD,4,0.088,0.24,0.185,0.35,0.206,0.237,0.174,0.225,0.702,0.35,0.23,0.35,0.315,0.357,0.35,0.69,0.139,0.155,0.096,0.585,0.306,0.034,0.121,0.325,0.319,0.217,0.651,0.323,0.195,0.001,0.35,0.116,0.35,0.317,0.289,0.341
RCP26,MKCWTCT1BD,5,0.093,0.111,0.236,0.283,0.187,0.188,0.17,0.306,0.429,0.33,0.203,0.33,0.202,0.33,0.254,0.387,0.034,0.111,0.165,0.402,0.261,0.087,0.231,0.33,0.289,0.18,0.424,0.33,0.102,0.001,0.282,0.137,0.33,0.33,0.33,0.203
RCP26,MKCWTCT1BD,6,0.311,0.308,0.428,0.278,0.29,0.25,0.2,0.428,0.446,0.379,0.249,0.428,0.265,0.428,0.285,0.6,0.064,0.198,0.169,0.428,0.347,0.218,0.306,0.813,0.418,0.295,0.504,0.536,0.014,0.098,0.43,0.27,0.428,0.428,0.428,0.296
RCP26,MKCWTCT1BD,7,0.186,0.208,0.345,0.3,0.161,0.152,0.034,0.345,0.345,0.152,0.135,0.345,0.148,0.345,0.263,0.404,0.033,0.145,0.068,0.345,0.345,0.129,0.295,0.623,0.337,0.186,0.345,0.361,0.044,0.076,0.432,0.192,0.345,0.345,0.345,0.345
RCP26,MKCWTCT1BD,8,0.07,0.223,0.266,0.266,0.092,0.208,0.001,0.266,0.318,0.041,0.054,0.266,0.165,0.266,0.266,0.52,0.217,0.047,0.007,0.266,0.266,0.046,0.157,0.866,0.264,0.067,0.266,0.266,0.075,0.132,0.266,0.266,0.275,0.266,0.266,0.266
RCP26,MKCWTCT1BD,9,0.067,0.281,0.281,0.568,0.111,0.235,0.127,0.345,0.281,0.067,0.149,0.281,0.179,0.281,0.281,0.639,0.26,0.039,0.044,0.281,0.514,0.045,0.283,0.923,0.102,0.095,0.428,0.281,0.166,0.244,0.136,0.281,0.384,0.282,0.598,0.281
RCP26,MKCWTCT1BD,10,0.243,0.421,0.421,0.585,0.28,0.26,0.421,0.889,0.421,0.231,0.345,0.421,0.314,0.421,0.421,0.742,0.362,0.175,0.176,0.421,1.001,0.001,0.421,0.758,0.152,0.31,0.678,0.307,0.278,0.421,0.287,0.421,0.851,0.599,0.579,0.518
RCP26,MKCWTCT1BD,11,0.129,0.287,0.287,0.287,0.445,0.152,0.287,0.886,0.287,0.241,0.287,0.287,0.287,0.287,0.287,0.542,0.116,0.043,0.038,0.287,0.563,0.001,0.287,0.376,0.122,0.158,0.29,0.113,0.08,0.24,0.247,0.31,1.082,0.387,0.328,1.182
RCP26,MKCWTCT1BD,12,0.182,0.194,0.194,0.194,0.76,0.052,0.194,0.606,0.194,0.194,0.194,0.194,0.194,0.194,0.075,0.359,0.078,0.001,0.001,0.194,0.231,0.001,0.194,0.335,0.105,0.015,0.102,0.038,0.001,0.001,0.125,0.472,0.665,0.194,0.145,0.548
RCP26,MKCWTCT1BD,13,0.212,0.212,0.025,0.212,0.63,0.08,0.212,0.45,0.212,0.212,0.212,0.212,0.084,0.212,0.001,0.319,0.057,0.057,0.422,0.212,0.414,0.001,0.212,0.516,0.03,0.002,0.017,0.072,0.212,0.001,0.048,0.264,0.361,0.212,0.12,0.232
RCP26,MKCWTCT1BD,14,0.339,0.339,0.14,0.339,0.392,0.205,0.339,0.816,0.339,0.339,0.339,0.339,0.092,0.232,0.001,0.351,0.26,0.196,0.543,0.339,0.405,0.001,0.339,0.373,0.126,0.135,0.145,0.143,0.229,0.001,0.306,0.192,0.551,0.339,0.191,0.339
RCP26,MKCWTCT1BD,15,0.445,0.41,0.175,0.41,0.461,0.237,0.41,0.738,0.41,0.41,0.41,0.554,0.139,0.19,0.001,0.41,0.391,0.211,0.416,0.41,0.41,0.044,0.41,0.435,0.226,0.242,0.218,0.187,0.25,0.001,0.41,0.202,0.566,0.324,0.251,0.41
RCP26,MKCWTCT1BD,16,0.555,0.225,0.001,0.225,0.229,0.009,0.199,0.39,0.225,0.225,0.212,0.379,0.001,0.001,0.001,0.208,0.225,0.001,0.19,0.225,0.225,0.001,0.1,0.31,0.001,0.066,0.142,0.147,0.126,0.001,0.134,0.001,0.241,0.059,0.144,0.104
RCP26,MKCWTCT1BD,17,0.276,0.127,0.152,0.244,0.244,0.03,0.089,0.256,0.244,0.244,0.022,0.261,0.001,0.001,0.001,0.015,0.244,0.022,0.166,0.244,0.287,0.009,0.013,0.296,0.001,0.166,0.171,0.092,0.192,0.001,0.229,0.079,0.029,0.147,0.115,0.046
RCP26,MKCWTCT1BD,18,0.303,0.11,0.303,0.303,0.303,0.072,0.11,0.303,0.303,0.303,0.001,0.345,0.001,0.001,0.015,0.166,0.303,0.184,0.211,0.303,0.663,0.001,0.155,0.311,0.001,0.256,0.242,0.001,0.052,0.001,0.303,0.202,0.073,0.251,0.148,0.137
RCP26,MKCWTCT1BD,19,0.456,0.075,0.427,0.456,0.456,0.27,0.045,0.456,0.456,0.287,0.164,0.456,0.06,0.001,0.014,0.367,0.456,0.253,0.359,0.456,0.494,0.138,0.254,0.456,0.216,0.189,0.371,0.055,0.151,0.04,0.456,0.289,0.236,0.324,0.266,0.345
RCP26,MKCWTCT1BD,20,0.166,0.001,0.193,0.331,0.331,0.116,0.001,0.258,0.331,0.098,0.121,0.331,0.001,0.001,0.001,0.176,0.268,0.101,0.152,0.253,0.331,0.011,0.001,0.331,0.047,0.001,0.25,0.001,0.001,0.001,0.187,0.165,0.098,0.207,0.172,0.179
RCP26,MKCWTCT1BD,21,0.105,0.001,0.115,0.161,0.335,0.093,0.001,0.106,0.335,0.001,0.126,0.335,0.001,0.001,0.001,0.149,0.181,0.12,0.091,0.124,0.335,0.014,0.001,0.335,0.027,0.001,0.135,0.001,0.001,0.001,0.001,0.123,0.095,0.071,0.111,0.138
RCP26,MKCWTCT1BD,22,0.098,0.001,0.001,0.165,0.173,0.132,0.001,0.105,0.235,0.001,0.032,0.334,0.001,0.001,0.001,0.116,0.105,0.083,0.086,0.001,0.334,0.115,0.001,0.334,0.001,0.001,0.044,0.001,0.001,0.001,0.001,0.095,0.161,0.001,0.001,0.139
RCP26,MKCWTCT1BD,23,0.163,0.066,0.055,0.194,0.212,0.245,0.001,0.17,0.187,0.001,0.001,0.407,0.142,0.001,0.001,0.001,0.001,0.168,0.171,0.001,0.407,0.094,0.001,0.308,0.012,0.001,0.053,0.001,0.001,0.031,0.001,0.162,0.232,0.043,0.001,0.182
